,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes
10,Anel Ahmedhodzic,ba  BIH,DF,se  Malmö,22,1999,5,5,412,4.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01
11,Manuel Akanji,ch  SUI,DF,de  Dortmund,26,1995,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03
12,Nathan Aké,nl  NED,DF,eng  Manchester City,26,1995,6,3,326,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,0.5,0.5,0.0,0.5,0.13,0.01,0.14,0.13,0.14
13,David Alaba,at  AUT,DF,es  Real Madrid,29,1992,12,12,1039,11.5,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.3,0.3,0.4,0.7,0.02,0.03,0.06,0.02,0.06
14,Jordi Alba,es  ESP,DF,es  Barcelona,32,1989,5,5,373,4.1,0,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.2,0.2,0.8,1.0,0.05,0.19,0.24,0.05,0.24
15,Raúl Albiol,es  ESP,DF,es  Villarreal,35,1985,12,12,1042,11.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
16,Paco Alcácer,es  ESP,FW,es  Villarreal,27,1993,3,1,74,0.8,1,0,1,0,0,0,0,1.22,0.00,1.22,1.22,1.22,0.6,0.6,0.0,0.6,0.73,0.00,0.73,0.73,0.73
17,Thiago Alcántara,es  ESP,MF,eng  Liverpool,30,1991,10,7,601,6.7,1,0,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,0.2,0.2,0.2,0.4,0.03,0.03,0.06,0.03,0.06
18,Trent Alexander-Arnold,eng  ENG,DF,eng  Liverpool,22,1998,9,9,791,8.8,0,3,0,0,0,2,0,0.00,0.34,0.34,0.00,0.34,0.4,0.4,2.8,3.2,0.05,0.31,0.36,0.05,0.36
19,Alisson,br  BRA,GK,eng  Liverpool,28,1992,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
20,André Almeida,pt  POR,DF,pt  Benfica,30,1990,5,3,236,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01
21,Marcos Alonso,es  ESP,DF,eng  Chelsea,30,1990,8,6,548,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.7,1.7,0.17,0.11,0.28,0.17,0.28
22,Éder Álvarez Balanta,co  COL,MF,be  Club Brugge,28,1993,5,5,405,4.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.05,0.05,0.00,0.05
23,Edson Álvarez,mx  MEX,MF,nl  Ajax,23,1997,7,7,556,6.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.5,0.07,0.01,0.08,0.07,0.08
24,Mohamed Aly Camara,gn  GUI,DF,ch  Young Boys,23,1997,4,4,346,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04
25,Benjamin André,fr  FRA,MF,fr  Lille,30,1990,7,7,630,7.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.03,0.05,0.08,0.03,0.08
26,Oleksandr Andriyevskyi,ua  UKR,MF,ua  Dynamo Kyiv,27,1994,2,1,95,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02
27,Angeliño,es  ESP,DF,de  RB Leipzig,24,1997,5,5,430,4.8,0,3,0,0,0,2,1,0.00,0.63,0.63,0.00,0.63,0.3,0.3,1.0,1.3,0.06,0.20,0.27,0.06,0.27
28,Marcos Antônio,br  BRA,MF,ua  Shakhtar,21,2000,5,2,256,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.05,0.06,0.01,0.06
29,Antony,br  BRA,FW,nl  Ajax,21,2000,7,7,574,6.4,2,5,2,0,0,1,0,0.31,0.78,1.10,0.31,1.10,1.7,1.7,2.2,3.8,0.26,0.34,0.60,0.26,0.60
30,Ronald Araújo,uy  URU,DF,es  Barcelona,22,1999,5,4,367,4.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04
31,Danilo Arboleda,co  COL,DF,md  Sheriff Tiraspol,26,1995,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
32,Maximilian Arnold,de  GER,MF,de  Wolfsburg,27,1994,6,6,540,6.0,0,3,0,0,0,3,0,0.00,0.50,0.50,0.00,0.50,0.2,0.2,1.0,1.2,0.03,0.17,0.20,0.03,0.20
33,Kepa Arrizabalaga,es  ESP,GK,eng  Chelsea,26,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
34,Marco Asensio,es  ESP,"FW,MF",es  Real Madrid,25,1996,8,2,209,2.3,1,2,1,0,0,0,0,0.43,0.86,1.29,0.43,1.29,0.7,0.7,0.4,1.1,0.31,0.16,0.47,0.31,0.47
35,Giorgos Athanasiadis,gr  GRE,GK,md  Sheriff Tiraspol,28,1993,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
36,Ludwig Augustinsson,se  SWE,DF,es  Sevilla,27,1994,3,1,80,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.14,0.14,0.00,0.14
37,Serge Aurier,ci  CIV,DF,es  Villarreal,28,1992,5,1,132,1.5,0,1,0,0,0,0,0,0.00,0.68,0.68,0.00,0.68,0.0,0.0,0.6,0.6,0.01,0.39,0.40,0.01,0.40
38,Sardar Azmoun,ir  IRN,FW,ru  Zenit,26,1995,5,3,304,3.4,2,0,2,0,0,0,0,0.59,0.00,0.59,0.59,0.59,1.8,1.8,0.6,2.4,0.54,0.18,0.71,0.54,0.71
39,César Azpilicueta,es  ESP,DF,eng  Chelsea,31,1989,9,8,677,7.5,1,1,1,0,0,2,0,0.13,0.13,0.27,0.13,0.27,0.2,0.2,0.5,0.7,0.03,0.07,0.09,0.03,0.09
40,Eric Bailly,ci  CIV,DF,eng  Manchester Utd,27,1994,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
41,Tiemoué Bakayoko,fr  FRA,MF,it  Milan,26,1994,3,0,59,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.41,0.35,0.76,0.41,0.76
42,Ridle Baku,de  GER,"DF,FW",de  Wolfsburg,23,1998,6,5,411,4.6,1,0,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,0.5,0.5,0.1,0.6,0.12,0.02,0.13,0.12,0.13
43,Alejandro Balde,es  ESP,"DF,FW",es  Barcelona,17,2003,2,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.15,0.12,0.27,0.15,0.27
44,Gareth Bale,wls  WAL,FW,es  Real Madrid,32,1989,2,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
45,David von Ballmoos,ch  SUI,GK,ch  Young Boys,26,1994,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.06,0.06,0.00,0.06
46,Fodé Ballo-Touré,sn  SEN,"DF,MF",it  Milan,24,1997,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
47,Jonathan Bamba,fr  FRA,"MF,FW",fr  Lille,25,1996,6,5,469,5.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.05,0.12,0.17,0.05,0.17
48,Nicolò Barella,it  ITA,MF,it  Inter,24,1997,6,6,493,5.5,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,1.8,0.12,0.21,0.33,0.12,0.33
49,Ross Barkley,eng  ENG,MF,eng  Chelsea,27,1993,3,1,97,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.14,0.31,0.44,0.14,0.44
50,Wílmar Barrios,co  COL,"MF,DF",ru  Zenit,27,1993,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01
51,Gil Bastião Dias,pt  POR,FW,pt  Benfica,24,1996,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
52,Alessandro Bastoni,it  ITA,DF,it  Inter,22,1999,8,7,667,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.01,0.00,0.01
53,Michy Batshuayi,be  BEL,FW,tr  Beşiktaş,27,1993,5,4,384,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.1,1.7,0.37,0.03,0.40,0.37,0.40
54,Donny van de Beek,nl  NED,MF,eng  Manchester Utd,24,1997,4,3,204,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04
55,Jude Bellingham,eng  ENG,"MF,FW",de  Dortmund,18,2003,6,6,500,5.6,1,3,1,0,0,1,0,0.18,0.54,0.72,0.18,0.72,1.3,1.3,1.3,2.6,0.23,0.24,0.47,0.23,0.47
56,Hatem Ben Arfa,fr  FRA,"FW,MF",fr  Lille,34,1987,2,0,23,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06
57,Ismaël Bennacer,dz  ALG,MF,it  Milan,23,1997,6,4,375,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05
58,Rodrigo Bentancur,uy  URU,"MF,FW",it  Juventus,24,1997,5,5,378,4.2,0,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.1,0.1,0.4,0.4,0.02,0.09,0.10,0.02,0.10
59,Karim Benzema,fr  FRA,FW,es  Real Madrid,33,1987,12,12,1102,12.2,15,1,12,3,3,1,0,1.23,0.08,1.31,0.98,1.06,8.6,6.3,2.7,9.0,0.70,0.22,0.92,0.52,0.74
60,Steven Berghuis,nl  NED,MF,nl  Ajax,29,1991,8,8,622,6.9,3,1,3,0,0,1,0,0.43,0.14,0.58,0.43,0.58,1.6,1.6,2.0,3.5,0.23,0.28,0.51,0.23,0.51
61,Federico Bernardeschi,it  ITA,"FW,MF",it  Juventus,27,1994,5,4,289,3.2,0,2,0,0,0,0,0,0.00,0.62,0.62,0.00,0.62,0.7,0.7,1.6,2.3,0.21,0.49,0.70,0.21,0.70
62,Bernardo,br  BRA,"DF,MF",at  RB Salzburg,26,1995,2,0,25,0.3,0,1,0,0,0,0,0,0.00,3.60,3.60,0.00,3.60,0.0,0.0,0.0,0.0,0.17,0.00,0.17,0.17,0.17
63,Paulo Bernardo,pt  POR,MF,pt  Benfica,19,2002,5,0,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.12,0.12,0.00,0.12
64,Veljko Birmančević,rs  SRB,"FW,MF",se  Malmö,23,1998,6,5,352,3.9,0,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,0.1,0.1,0.3,0.4,0.04,0.07,0.11,0.04,0.11
65,Blanco,es  ESP,MF,es  Real Madrid,21,2000,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
66,Daley Blind,nl  NED,DF,nl  Ajax,31,1990,8,7,571,6.3,1,1,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,0.2,0.2,0.5,0.7,0.04,0.08,0.12,0.04,0.12
67,Valerii Bondar,ua  UKR,DF,ua  Shakhtar,22,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.31,0.02,0.33,0.31,0.33
68,Artem Bondarenko,ua  UKR,MF,ua  Shakhtar,20,2000,2,1,84,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.17,0.14,0.31,0.17,0.31
69,Solomon Bonnah,nl  NED,DF,de  RB Leipzig,17,2003,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
70,Leonardo Bonucci,it  ITA,DF,it  Juventus,34,1987,7,6,579,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02
71,Sebastiaan Bornauw,be  BEL,DF,de  Wolfsburg,22,1999,3,2,205,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04
72,Sven Botman,nl  NED,DF,fr  Lille,21,2000,5,5,417,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.05,0.01,0.06,0.05,0.06
73,Yassine Bounou,ma  MAR,GK,es  Sevilla,30,1991,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
74,Denys Boyko,ua  UKR,GK,ua  Dynamo Kyiv,33,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
75,Can Bozdogan,de  GER,MF,tr  Beşiktaş,20,2001,4,2,219,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.6,0.02,0.21,0.23,0.02,0.23
76,Domagoj Bradarić,hr  CRO,DF,fr  Lille,21,1999,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
77,Conor Bradley,nir  NIR,FW,eng  Liverpool,18,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
78,Daniel Bragança,pt  POR,"MF,FW",pt  Sporting CP,22,1999,5,1,133,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.31,0.02,0.32,0.31,0.32
79,Julian Brandt,de  GER,"MF,FW",de  Dortmund,25,1996,5,4,395,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,1.0,0.06,0.16,0.22,0.06,0.22
80,John Brooks,us  USA,DF,de  Wolfsburg,28,1993,4,4,329,3.7,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01
81,Franz Brorsson,se  SWE,DF,se  Malmö,25,1996,5,5,446,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
82,Marcelo Brozović,hr  CRO,MF,it  Inter,28,1992,8,8,631,7.0,1,0,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,0.4,0.4,0.5,0.9,0.06,0.08,0.14,0.06,0.14
83,Nicolas Bürgy,ch  SUI,DF,ch  Young Boys,25,1995,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.15,0.00,0.15,0.15,0.15
84,Heorhiy Bushchan,ua  UKR,GK,ua  Dynamo Kyiv,27,1994,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
85,Sergio Busquets,es  ESP,MF,es  Barcelona,33,1988,6,6,485,5.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.05,0.06,0.01,0.06
86,Vitaliy Buyalskyi,ua  UKR,"MF,FW",ua  Dynamo Kyiv,28,1993,5,5,434,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.2,1.6,0.10,0.24,0.34,0.10,0.34
87,Jovane Cabral,cv  CPV,"FW,MF",pt  Sporting CP,23,1998,3,1,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.45,0.45,0.00,0.45
88,Davide Calabria,it  ITA,DF,it  Milan,24,1996,4,4,315,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
89,Hakan Çalhanoğlu,tr  TUR,MF,it  Inter,27,1994,6,5,416,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.6,1.8,0.05,0.34,0.39,0.05,0.39
90,Mohamed Camara,ml  MLI,MF,at  RB Salzburg,21,2000,8,8,669,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02
91,Eduardo Camavinga,fr  FRA,MF,es  Real Madrid,18,2002,10,1,305,3.4,0,1,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,0.1,0.1,0.2,0.4,0.04,0.07,0.11,0.04,0.11
92,Emre Can,de  GER,DF,de  Dortmund,27,1994,2,0,73,0.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10
93,João Cancelo,pt  POR,DF,eng  Manchester City,27,1994,9,9,840,9.3,2,3,2,0,0,3,0,0.21,0.32,0.54,0.21,0.54,0.8,0.8,2.4,3.2,0.08,0.26,0.35,0.08,0.35
94,Nicolás Capaldo,ar  ARG,MF,at  RB Salzburg,23,1997,7,2,286,3.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.12,0.01,0.13,0.12,0.13
95,Étienne Capoue,fr  FRA,MF,es  Villarreal,33,1988,12,12,1044,11.6,2,4,2,0,0,3,1,0.17,0.34,0.52,0.17,0.52,1.4,1.4,1.1,2.5,0.12,0.09,0.21,0.12,0.21
96,Fábio Cardoso,pt  POR,DF,pt  Porto,27,1994,2,1,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.05,0.10,0.05,0.10
97,Diego Carlos,br  BRA,DF,es  Sevilla,28,1993,6,6,539,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03
98,Yannick Carrasco,be  BEL,"DF,MF",es  Atlético Madrid,27,1993,7,6,471,5.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,1.0,0.12,0.08,0.19,0.12,0.19
99,Scott Carson,eng  ENG,GK,eng  Manchester City,35,1985,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
100,Dani Carvajal,es  ESP,DF,es  Real Madrid,29,1992,11,11,955,10.6,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.6,0.6,1.2,1.8,0.06,0.11,0.17,0.06,0.17
101,Casemiro,br  BRA,MF,es  Real Madrid,29,1992,11,11,910,10.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.9,0.06,0.03,0.09,0.06,0.09
102,Frank Castañeda,co  COL,FW,md  Sheriff Tiraspol,27,1994,5,5,355,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.05,0.06,0.11,0.05,0.11
103,Koen Casteels,be  BEL,GK,de  Wolfsburg,29,1992,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
104,Edinson Cavani,uy  URU,FW,eng  Manchester Utd,34,1987,4,0,79,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.28,0.00,0.28,0.28,0.28
105,Dani Ceballos,es  ESP,"MF,FW",es  Real Madrid,24,1996,5,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
106,Dumitru Celeadnic,md  MDA,GK,md  Sheriff Tiraspol,29,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
107,Zeki Çelik,tr  TUR,DF,fr  Lille,24,1997,7,7,589,6.5,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03
108,Leonardo César Jardim,br  BRA,GK,fr  Lille,26,1995,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
109,Trevoh Chalobah,eng  ENG,DF,eng  Chelsea,22,1999,3,1,177,2.0,1,0,1,0,0,1,0,0.51,0.00,0.51,0.51,0.51,0.4,0.4,0.0,0.4,0.20,0.02,0.22,0.20,0.22
110,Giorgio Chiellini,it  ITA,DF,it  Juventus,36,1984,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
111,Federico Chiesa,it  ITA,"FW,MF",it  Juventus,23,1997,4,4,334,3.7,2,0,2,0,0,0,0,0.54,0.00,0.54,0.54,0.54,1.3,1.3,0.2,1.5,0.36,0.04,0.40,0.36,0.40
112,Ben Chilwell,eng  ENG,DF,eng  Chelsea,24,1996,4,2,187,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.28,0.11,0.39,0.28,0.39
113,Dmitri Chistyakov,ru  RUS,DF,ru  Zenit,27,1994,5,5,442,4.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.08,0.00,0.08,0.08,0.08
114,Andreas Christensen,dk  DEN,DF,eng  Chelsea,25,1996,8,8,601,6.7,1,1,1,0,0,0,0,0.15,0.15,0.30,0.15,0.30,0.2,0.2,0.8,1.0,0.02,0.13,0.15,0.02,0.15
115,Anders Christiansen,dk  DEN,MF,se  Malmö,31,1990,4,4,327,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.17,0.01,0.18,0.17,0.18
