,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
69,Solomon Bonnah,nl  NED,DF,de  RB Leipzig,17,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
70,Leonardo Bonucci,it  ITA,DF,it  Juventus,34,1987,6.4,432,415,17,17,1,21,27,1,0,0,0,0,292,56,84,73,334,17,0,2,382,1,8,6,2
71,Sebastiaan Bornauw,be  BEL,DF,de  Wolfsburg,22,1999,2.3,86,83,3,2,0,8,2,0,0,0,0,0,60,6,20,16,62,4,0,1,68,0,2,3,0
72,Sven Botman,nl  NED,DF,fr  Lille,21,2000,4.6,260,244,16,13,0,22,9,0,0,0,0,0,199,26,35,166,69,14,3,1,229,1,5,5,1
73,Yassine Bounou,ma  MAR,GK,es  Sevilla,30,1991,6.0,184,140,44,11,0,22,8,0,0,0,0,0,114,7,63,126,25,0,0,26,151,0,4,1,0
74,Denys Boyko,ua  UKR,GK,ua  Dynamo Kyiv,33,1988,1.0,35,25,10,2,0,8,1,0,0,0,0,0,12,2,21,2,29,0,0,3,23,0,2,0,0
75,Can Bozdogan,de  GER,MF,tr  Beşiktaş,20,2001,2.4,58,56,2,1,1,10,0,0,0,0,0,0,46,6,6,46,8,4,0,0,42,0,1,4,4
76,Domagoj Bradarić,hr  CRO,DF,fr  Lille,21,1999,0.2,12,10,2,1,0,3,0,0,0,0,0,0,7,2,3,9,1,0,1,0,9,0,0,0,0
77,Conor Bradley,nir  NIR,FW,eng  Liverpool,18,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Daniel Bragança,pt  POR,"MF,FW",pt  Sporting CP,22,1999,1.5,61,60,1,1,0,13,0,0,0,0,0,0,54,4,3,53,5,3,0,0,57,0,0,1,0
79,Julian Brandt,de  GER,"MF,FW",de  Dortmund,25,1996,4.4,241,221,20,4,0,28,14,7,16,8,6,1,179,22,40,43,187,5,0,4,193,1,4,13,7
80,John Brooks,us  USA,DF,de  Wolfsburg,28,1993,3.7,174,164,10,10,0,23,6,0,0,0,0,0,124,11,39,128,35,6,0,0,144,0,3,4,2
