,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
58,Rodrigo Bentancur,uy  URU,"MF,FW",it  Juventus,24,1997,4.2,0,0,0,6,2,1,2,7,9,0,0,0,40,2,4,33.3
59,Karim Benzema,fr  FRA,FW,es  Real Madrid,33,1987,12.2,1,0,0,3,4,8,11,5,4,1,0,0,52,10,9,52.6
60,Steven Berghuis,nl  NED,MF,nl  Ajax,29,1991,6.9,1,0,0,6,1,2,17,7,3,0,0,0,40,5,6,45.5
61,Federico Bernardeschi,it  ITA,"FW,MF",it  Juventus,27,1994,3.2,0,0,0,2,6,1,14,5,0,0,0,0,26,2,3,40.0
62,Bernardo,br  BRA,"DF,MF",at  RB Salzburg,26,1995,0.3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0.0
63,Paulo Bernardo,pt  POR,MF,pt  Benfica,19,2002,0.5,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,
64,Veljko Birmančević,rs  SRB,"FW,MF",se  Malmö,23,1998,3.9,0,0,0,3,11,0,2,3,5,0,0,0,12,3,7,30.0
65,Blanco,es  ESP,MF,es  Real Madrid,21,2000,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
66,Daley Blind,nl  NED,DF,nl  Ajax,31,1990,6.3,1,0,0,8,2,1,13,11,9,0,0,0,51,7,4,63.6
67,Valerii Bondar,ua  UKR,DF,ua  Shakhtar,22,1999,1.0,0,0,0,1,0,0,0,0,0,0,0,0,11,3,1,75.0
68,Artem Bondarenko,ua  UKR,MF,ua  Shakhtar,20,2000,0.9,0,0,0,1,2,0,0,2,3,0,0,0,4,0,0,
69,Solomon Bonnah,nl  NED,DF,de  RB Leipzig,17,2003,0.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
70,Leonardo Bonucci,it  ITA,DF,it  Juventus,34,1987,6.4,0,0,0,0,2,0,1,12,3,0,0,1,46,11,11,50.0
71,Sebastiaan Bornauw,be  BEL,DF,de  Wolfsburg,22,1999,2.3,1,0,0,3,0,0,0,2,2,0,0,0,18,10,2,83.3
72,Sven Botman,nl  NED,DF,fr  Lille,21,2000,4.6,1,0,0,1,5,0,0,7,4,0,1,0,51,15,3,83.3
73,Yassine Bounou,ma  MAR,GK,es  Sevilla,30,1991,6.0,0,0,0,1,0,0,0,0,0,0,1,0,23,0,0,
74,Denys Boyko,ua  UKR,GK,ua  Dynamo Kyiv,33,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
75,Can Bozdogan,de  GER,MF,tr  Beşiktaş,20,2001,2.4,1,0,0,5,7,0,0,2,3,0,0,0,18,0,4,0.0
76,Domagoj Bradarić,hr  CRO,DF,fr  Lille,21,1999,0.2,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,100.0
77,Conor Bradley,nir  NIR,FW,eng  Liverpool,18,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,Daniel Bragança,pt  POR,"MF,FW",pt  Sporting CP,22,1999,1.5,1,0,0,5,6,0,0,4,6,0,1,0,16,1,0,100.0
79,Julian Brandt,de  GER,"MF,FW",de  Dortmund,25,1996,4.4,0,0,0,3,2,1,7,6,9,0,0,0,33,2,2,50.0
80,John Brooks,us  USA,DF,de  Wolfsburg,28,1993,3.7,3,1,1,5,0,0,0,12,2,0,0,0,21,8,2,80.0
81,Franz Brorsson,se  SWE,DF,se  Malmö,25,1996,5.0,2,0,0,5,2,0,0,8,2,0,0,0,29,4,7,36.4
82,Marcelo Brozović,hr  CRO,MF,it  Inter,28,1992,7.0,0,0,0,8,5,0,1,16,14,0,0,0,70,3,2,60.0
83,Nicolas Bürgy,ch  SUI,DF,ch  Young Boys,25,1995,2.0,0,0,0,2,2,1,0,7,0,0,0,0,18,3,7,30.0
84,Heorhiy Bushchan,ua  UKR,GK,ua  Dynamo Kyiv,27,1994,5.0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,
85,Sergio Busquets,es  ESP,MF,es  Barcelona,33,1988,5.4,1,0,0,10,14,0,0,13,9,0,0,0,54,7,8,46.7
86,Vitaliy Buyalskyi,ua  UKR,"MF,FW",ua  Dynamo Kyiv,28,1993,4.8,1,0,0,3,13,4,4,1,4,0,0,0,22,2,5,28.6
87,Jovane Cabral,cv  CPV,"FW,MF",pt  Sporting CP,23,1998,0.9,0,0,0,4,0,0,1,3,1,0,0,0,5,0,0,
88,Davide Calabria,it  ITA,DF,it  Milan,24,1996,3.5,0,0,0,2,3,0,4,5,8,0,0,0,33,5,2,71.4
89,Hakan Çalhanoğlu,tr  TUR,MF,it  Inter,27,1994,4.6,0,0,0,5,5,0,10,5,5,0,0,0,36,3,2,60.0
90,Mohamed Camara,ml  MLI,MF,at  RB Salzburg,21,2000,7.4,2,0,0,16,25,0,1,17,16,0,0,0,78,6,7,46.2
91,Eduardo Camavinga,fr  FRA,MF,es  Real Madrid,18,2002,3.4,1,0,0,6,10,1,1,1,9,0,0,0,34,4,5,44.4
92,Emre Can,de  GER,DF,de  Dortmund,27,1994,0.8,0,1,0,1,1,0,2,0,2,0,0,0,5,0,1,0.0
93,João Cancelo,pt  POR,DF,eng  Manchester City,27,1994,9.3,3,0,0,11,5,2,25,19,5,0,0,0,95,14,11,56.0
94,Nicolás Capaldo,ar  ARG,MF,at  RB Salzburg,23,1997,3.2,3,0,0,16,9,0,3,18,12,0,0,0,32,2,8,20.0
95,Étienne Capoue,fr  FRA,MF,es  Villarreal,33,1988,11.6,3,1,1,21,25,0,2,27,16,0,0,0,98,22,13,62.9
96,Fábio Cardoso,pt  POR,DF,pt  Porto,27,1994,1.7,0,0,0,0,1,0,0,2,1,0,0,0,9,6,4,60.0
97,Diego Carlos,br  BRA,DF,es  Sevilla,28,1993,6.0,2,0,0,2,4,0,1,4,6,0,1,0,71,17,13,56.7
98,Yannick Carrasco,be  BEL,"DF,MF",es  Atlético Madrid,27,1993,5.2,0,1,0,2,9,5,5,4,2,0,0,0,34,2,0,100.0
99,Scott Carson,eng  ENG,GK,eng  Manchester City,35,1985,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,Dani Carvajal,es  ESP,DF,es  Real Madrid,29,1992,10.6,3,0,0,15,6,1,23,26,15,0,1,0,74,12,7,63.2
101,Casemiro,br  BRA,MF,es  Real Madrid,29,1992,10.1,3,0,0,20,22,0,2,23,22,0,0,0,89,17,6,73.9
102,Frank Castañeda,co  COL,FW,md  Sheriff Tiraspol,27,1994,3.9,0,0,0,6,5,4,2,8,1,0,0,0,30,2,7,22.2
103,Koen Casteels,be  BEL,GK,de  Wolfsburg,29,1992,5.0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,
104,Edinson Cavani,uy  URU,FW,eng  Manchester Utd,34,1987,0.9,1,0,0,2,1,0,0,0,1,0,0,0,5,3,1,75.0
105,Dani Ceballos,es  ESP,"MF,FW",es  Real Madrid,24,1996,0.5,0,0,0,1,1,0,0,1,2,0,0,0,4,0,3,0.0
106,Dumitru Celeadnic,md  MDA,GK,md  Sheriff Tiraspol,29,1992,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
107,Zeki Çelik,tr  TUR,DF,fr  Lille,24,1997,6.5,1,0,0,7,3,1,10,10,12,0,0,0,50,7,6,53.8
108,Leonardo César Jardim,br  BRA,GK,fr  Lille,26,1995,2.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
109,Trevoh Chalobah,eng  ENG,DF,eng  Chelsea,22,1999,2.0,1,0,0,4,0,0,0,5,0,0,0,0,19,8,4,66.7
110,Giorgio Chiellini,it  ITA,DF,it  Juventus,36,1984,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0
111,Federico Chiesa,it  ITA,"FW,MF",it  Juventus,23,1997,3.7,0,0,0,7,12,2,7,2,1,1,0,0,13,1,3,25.0
112,Ben Chilwell,eng  ENG,DF,eng  Chelsea,24,1996,2.1,0,0,0,3,1,0,4,5,3,0,0,0,10,1,3,25.0
113,Dmitri Chistyakov,ru  RUS,DF,ru  Zenit,27,1994,4.9,2,1,1,7,1,0,0,9,0,0,0,0,28,12,4,75.0
114,Andreas Christensen,dk  DEN,DF,eng  Chelsea,25,1996,6.7,0,0,0,8,6,0,1,15,7,0,0,0,61,14,6,70.0
115,Anders Christiansen,dk  DEN,MF,se  Malmö,31,1990,3.6,1,0,0,3,4,0,3,7,3,0,0,0,25,1,0,100.0
116,Samuel Chukwueze,ng  NGA,"MF,FW",es  Villarreal,22,1999,3.1,0,0,0,6,2,0,3,2,2,0,0,0,15,3,7,30.0
117,Claudinho,br  BRA,"MF,FW",ru  Zenit,24,1997,5.1,1,0,0,9,9,2,10,4,8,0,1,0,42,1,5,16.7
118,Sebastián Coates,uy  URU,DF,pt  Sporting CP,30,1990,6.0,1,0,0,2,3,0,0,8,10,0,0,0,41,13,5,72.2
119,Serafim Cojocari,md  MDA,FW,md  Sheriff Tiraspol,20,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,Maxim Cojocaru,md  MDA,"FW,MF",md  Sheriff Tiraspol,23,1998,0.2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
121,Antonio Čolak,hr  CRO,FW,se  Malmö,27,1993,5.5,1,0,0,13,8,2,3,1,1,0,0,0,15,11,22,33.3
122,Kingsley Coman,fr  FRA,"FW,DF",de  Bayern Munich,25,1996,7.0,1,0,0,7,18,4,44,3,9,0,0,0,59,12,6,66.7
123,Francisco Conceição,pt  POR,"MF,FW",pt  Porto,18,2002,0.4,1,0,0,1,0,0,0,3,0,0,0,0,3,0,2,0.0
124,Francis Coquelin,fr  FRA,MF,es  Villarreal,30,1991,5.1,2,1,1,10,7,2,4,9,4,1,0,0,26,5,8,38.5
125,Jesús Corona,mx  MEX,"DF,FW",pt  Porto,28,1993,2.4,1,0,0,3,4,0,6,5,2,0,0,0,12,2,2,50.0
126,Ángel Correa,ar  ARG,"FW,MF",es  Atlético Madrid,26,1995,4.5,2,0,0,13,7,2,7,4,6,0,0,0,31,1,3,25.0
127,Joaquín Correa,ar  ARG,FW,it  Inter,26,1994,1.2,0,0,0,1,2,1,0,0,1,0,0,0,3,1,1,50.0
128,Bruno Xavier Almeida Costa,pt  POR,MF,pt  Porto,24,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
129,Diogo Costa,pt  POR,GK,pt  Porto,21,1999,6.0,0,0,0,0,2,0,0,0,0,0,0,0,34,0,0,
130,Thibaut Courtois,be  BEL,GK,es  Real Madrid,29,1992,13.7,0,0,0,1,0,0,0,0,0,0,0,0,55,0,0,
131,Philippe Coutinho,br  BRA,"FW,MF",es  Barcelona,29,1992,1.2,0,0,0,1,5,0,2,0,1,0,0,0,6,1,0,100.0
132,Juan Cuadrado,co  COL,"DF,MF",it  Juventus,33,1988,5.2,2,0,0,3,11,0,13,7,4,0,0,0,41,5,1,83.3
133,Matheus Cunha,br  BRA,"FW,MF",es  Atlético Madrid,22,1999,1.6,0,0,0,5,4,0,0,2,3,0,0,0,4,1,9,10.0
134,Danilo D'Ambrosio,it  ITA,DF,it  Inter,32,1988,1.6,1,0,0,4,1,0,2,2,0,0,0,0,11,1,1,50.0
135,Cosimo Marco Da Graca,it  ITA,FW,it  Juventus,19,2002,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
136,Johan Dahlin,se  SWE,GK,se  Malmö,34,1986,3.5,1,0,0,1,0,0,0,0,0,0,1,0,19,0,0,
137,Mahmoud Dahoud,de  GER,MF,de  Dortmund,25,1996,2.4,0,0,0,4,6,1,1,5,5,1,0,0,21,0,2,0.0
138,Diogo Dalot,pt  POR,DF,eng  Manchester Utd,22,1999,2.6,1,0,0,5,1,0,5,2,5,0,0,0,27,8,1,88.9
139,Danilo,br  BRA,DF,it  Juventus,30,1991,5.0,0,0,0,4,6,0,4,14,4,0,0,0,39,6,4,60.0
140,Mohammed Daramy,dk  DEN,FW,nl  Ajax,19,2002,0.6,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,
141,Matteo Darmian,it  ITA,DF,it  Inter,31,1989,2.2,1,0,0,1,2,5,6,3,2,0,0,0,8,0,1,0.0
142,Jonathan David,ca  CAN,FW,fr  Lille,21,2000,7.5,0,0,0,7,15,1,2,4,5,0,0,0,33,1,21,4.5
143,Alphonso Davies,ca  CAN,DF,de  Bayern Munich,20,2000,5.3,0,0,0,7,7,0,22,9,12,0,0,0,42,4,2,66.7
144,Kevin De Bruyne,be  BEL,MF,eng  Manchester City,30,1991,8.1,2,0,0,9,9,0,25,3,3,0,0,0,54,5,6,45.5
145,Charles De Ketelaere,be  BEL,FW,be  Club Brugge,20,2001,5.5,0,0,0,1,12,10,7,2,3,0,0,0,35,8,13,38.1
146,Rodrigo De Paul,ar  ARG,MF,es  Atlético Madrid,27,1994,6.4,2,0,0,15,12,0,10,9,9,0,0,0,60,1,4,20.0
147,Mattia De Sciglio,it  ITA,DF,it  Juventus,28,1992,3.2,0,0,0,5,3,0,16,6,7,0,0,0,21,1,3,25.0
148,Koni De Winter,be  BEL,DF,it  Juventus,19,2002,0.9,0,0,0,2,1,0,1,0,1,0,0,0,12,1,2,33.3
149,Thomas Delaney,dk  DEN,MF,es  Sevilla,29,1991,2.2,2,0,0,5,3,0,0,6,5,0,1,0,14,4,6,40.0
150,Liam Delap,eng  ENG,FW,eng  Manchester City,18,2003,0.1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,
151,Ousmane Dembélé,fr  FRA,"FW,DF",es  Barcelona,24,1997,1.4,0,0,0,1,2,1,8,0,0,0,0,0,11,1,2,33.3
152,Yusuf Demir,at  AUT,"DF,FW",es  Barcelona,18,2003,1.1,0,0,0,1,4,1,0,0,1,0,0,0,6,1,4,20.0
153,Merih Demiral,tr  TUR,DF,it  Atalanta,23,1998,4.1,1,0,0,4,3,0,0,16,4,0,0,0,27,13,7,65.0
154,Dentinho,br  BRA,FW,ua  Shakhtar,32,1989,0.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
155,Memphis Depay,nl  NED,FW,es  Barcelona,27,1994,5.8,0,0,0,4,8,4,20,1,2,0,0,0,23,1,6,14.3
156,Sergiño Dest,us  USA,"DF,FW",es  Barcelona,20,2000,2.6,1,0,0,4,3,0,8,1,5,0,1,0,22,3,1,75.0
157,Ersin Destanoğlu,tr  TUR,GK,tr  Beşiktaş,20,2001,5.0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,
158,Ángel Di María,ar  ARG,FW,fr  Paris S-G,33,1988,2.9,0,0,0,6,2,1,3,3,4,0,0,0,13,1,1,50.0
159,Boulaye Dia,sn  SEN,FW,es  Villarreal,24,1996,2.9,0,0,0,3,3,4,0,2,1,0,0,0,6,4,13,23.5
160,Abdou Diallo,sn  SEN,DF,fr  Paris S-G,25,1996,1.8,0,0,0,4,0,0,0,9,3,0,0,0,16,2,1,66.7
161,Amad Diallo,ci  CIV,MF,eng  Manchester Utd,19,2002,0.7,0,0,0,1,1,0,0,0,1,0,0,0,8,0,1,0.0
162,Rúben Dias,pt  POR,DF,eng  Manchester City,24,1997,7.4,0,0,0,8,1,0,0,10,3,0,1,0,59,9,5,64.3
163,Ismael Diawara,ml  MLI,GK,se  Malmö,26,1994,2.5,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,
164,Brahim Díaz,es  ESP,MF,it  Milan,21,1999,3.9,1,0,0,4,14,0,1,1,4,0,0,0,28,0,7,0.0
165,Virgil van Dijk,nl  NED,DF,eng  Liverpool,30,1991,9.0,1,0,0,5,2,2,1,12,2,0,0,0,120,38,9,80.9
166,Federico Dimarco,it  ITA,DF,it  Inter,23,1997,3.1,1,0,0,3,2,0,10,4,5,0,0,0,25,0,1,0.0
167,Junior Dina Ebimbe,fr  FRA,MF,fr  Paris S-G,20,2000,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
168,Tiago Djaló,pt  POR,DF,fr  Lille,21,2000,5.9,1,0,0,6,11,0,2,10,8,0,0,0,53,5,5,50.0
169,Berat Djimsiti,al  ALB,DF,it  Atalanta,28,1993,2.9,0,0,0,4,2,0,1,8,3,0,0,0,49,9,3,75.0
170,Dodô,br  BRA,DF,ua  Shakhtar,22,1998,6.0,0,0,0,6,10,0,6,9,13,0,0,0,48,4,4,50.0
171,Gianluigi Donnarumma,it  ITA,GK,fr  Paris S-G,22,1999,5.0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,0,
172,Bas Dost,nl  NED,FW,be  Club Brugge,32,1989,0.8,0,0,0,2,2,2,0,0,0,0,0,0,3,8,5,61.5
173,Julian Draxler,de  GER,"FW,MF",fr  Paris S-G,27,1993,1.6,0,0,0,0,2,0,0,2,1,0,0,0,5,1,1,50.0
174,Rodrigo Duarte,pt  POR,FW,pt  Sporting CP,16,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
175,Gustavo Dulanto,pe  PER,DF,md  Sheriff Tiraspol,25,1995,6.0,3,0,0,5,1,1,0,9,7,0,0,0,26,8,5,61.5
176,Denzel Dumfries,nl  NED,DF,it  Inter,25,1996,5.2,1,0,0,13,7,0,9,9,3,0,0,0,31,4,9,30.8
177,Paulo Dybala,ar  ARG,"FW,MF",it  Juventus,27,1993,2.8,0,0,0,3,8,0,4,3,4,0,0,0,21,0,1,0.0
178,Edin Džeko,ba  BIH,FW,it  Inter,35,1986,6.0,0,0,0,4,11,2,5,3,0,0,0,0,29,19,12,61.3
179,Artem Dzyuba,ru  RUS,FW,ru  Zenit,32,1988,3.1,0,0,0,2,3,2,1,1,0,1,0,0,11,17,11,60.7
180,Ederson,br  BRA,GK,eng  Manchester City,27,1993,11.1,1,0,0,0,2,0,0,0,0,0,0,0,37,0,0,
181,Marcus Edwards,eng  ENG,MF,pt  Sporting CP,22,1998,0.4,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,
182,CJ Egan-Riley,eng  ENG,DF,eng  Manchester City,18,2003,1.0,0,0,0,1,0,0,1,1,0,0,0,0,6,1,0,100.0
183,Noah Eile,se  SWE,DF,se  Malmö,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
184,Anthony Elanga,se  SWE,"FW,MF",eng  Manchester Utd,19,2002,1.9,0,0,0,3,2,1,1,0,1,0,0,0,6,3,3,50.0
185,Harvey Elliott,eng  ENG,MF,eng  Liverpool,18,2003,0.6,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,
186,Youssef En-Nesyri,ma  MAR,"FW,MF",es  Sevilla,24,1997,0.9,3,1,1,3,3,0,0,0,0,1,0,0,3,3,3,50.0
187,Aleksandr Erokhin,ru  RUS,MF,ru  Zenit,31,1989,1.2,0,0,0,2,2,0,1,3,1,0,0,0,10,3,1,75.0
