,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
725,Xeka,pt  POR,MF,fr  Lille,26,1994,4.8,176,221,79.6,3280,842,73,86,84.9,74,89,83.1,24,36,66.7,0,0.3,-0.3,6,11,1,1,10
726,Momo Yansané,gn  GUI,FW,md  Sheriff Tiraspol,24,1997,1.7,34,41,82.9,521,85,18,19,94.7,13,16,81.3,2,4,50.0,0,0.1,-0.1,3,5,0,0,4
727,Roman Yaremchuk,ua  UKR,FW,pt  Benfica,25,1995,5.7,70,103,68.0,969,136,40,61,65.6,23,31,74.2,2,3,66.7,0,0.4,-0.4,2,5,2,0,3
728,Jasur Yaxshiboyev,uz  UZB,FW,md  Sheriff Tiraspol,24,1997,2.2,22,33,66.7,385,82,12,16,75.0,8,10,80.0,2,3,66.7,0,0.0,0.0,0,2,0,0,2
729,Yusuf Yazıcı,tr  TUR,"FW,MF",fr  Lille,24,1997,0.6,32,42,76.2,629,246,16,16,100.0,8,12,66.7,7,11,63.6,0,0.1,-0.1,1,4,1,1,3
730,Burak Yılmaz,tr  TUR,FW,fr  Lille,36,1985,5.9,84,130,64.6,1222,216,52,68,76.5,24,43,55.8,6,12,50.0,0,0.3,-0.3,1,7,5,1,8
731,Rıdvan Yılmaz,tr  TUR,"DF,MF",tr  Beşiktaş,20,2001,1.5,50,72,69.4,689,353,33,37,89.2,14,24,58.3,2,8,25.0,0,0.0,0.0,0,2,0,0,2
732,Illia Zabarnyi,ua  UKR,DF,ua  Dynamo Kyiv,18,2002,6.0,212,238,89.1,4782,1489,60,66,90.9,107,111,96.4,44,59,74.6,0,0.0,0.0,0,16,0,0,5
733,Dan-Axel Zagadou,fr  FRA,DF,de  Dortmund,22,1999,1.1,102,111,91.9,2198,941,33,36,91.7,49,51,96.1,20,24,83.3,0,0.0,0.0,0,12,0,0,14
734,Denis Zakaria,ch  SUI,MF,it  Juventus,24,1996,0.1,3,4,75.0,29,4,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
735,Duván Zapata,co  COL,FW,it  Atalanta,30,1991,5.2,89,121,73.6,1512,162,42,54,77.8,37,50,74.0,9,13,69.2,3,0.9,+2.1,8,5,4,0,4
736,Davide Zappacosta,it  ITA,DF,it  Atalanta,29,1992,4.5,202,238,84.9,3233,1316,112,120,93.3,73,84,86.9,15,23,65.2,1,0.7,+0.3,5,13,4,1,21
737,Cedric Zesiger,ch  SUI,DF,ch  Young Boys,23,1998,0.0,1,1,100.0,19,12,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
738,Edon Zhegrova,xk  KVX,FW,fr  Lille,22,1999,0.1,1,3,33.3,30,20,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1
739,Oleksandr Zinchenko,ua  UKR,"DF,MF",eng  Manchester City,24,1996,5.6,360,416,86.5,6244,1962,188,199,94.5,133,152,87.5,34,52,65.4,2,1.2,+0.8,9,42,14,3,40
740,Hakim Ziyech,ma  MAR,"FW,MF",eng  Chelsea,28,1993,4.9,189,263,71.9,3067,907,99,110,90.0,68,85,80.0,17,49,34.7,2,1.4,+0.6,9,16,10,1,23
