,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Ousmane Dembélé,11.0,fr  FRA,FW,23-288,81,1,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0.0
1,Martin Braithwaite,9.0,dk  DEN,FW,29-267,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
2,Lionel Messi,10.0,ar  ARG,FW,33-248,90,1,0,0,2,6,0,4,1,1,0,0,0,7,0,2,0.0
3,Pedri,16.0,es  ESP,CM,18-094,70,0,0,0,0,4,0,1,2,0,0,0,0,4,0,0,
4,Ilaix Moriba,27.0,es  ESP,CM,18-039,20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
5,Frenkie de Jong,21.0,nl  NED,CM,23-291,90,0,0,0,0,4,0,1,1,0,0,0,0,3,0,1,0.0
6,Sergio Busquets,5.0,es  ESP,DM,32-226,90,0,0,0,2,4,0,1,1,1,0,0,0,15,1,1,50.0
7,Jordi Alba,18.0,es  ESP,WB,31-343,90,0,0,0,2,1,0,0,4,3,0,0,0,12,0,1,0.0
8,Sergiño Dest,2.0,us  USA,WB,20-116,90,0,0,0,0,2,0,2,1,1,0,0,0,7,1,1,50.0
9,Clément Lenglet,15.0,fr  FRA,CB,25-255,90,0,0,0,0,2,2,0,2,1,0,0,0,5,2,1,66.7
10,Gerard Piqué,3.0,es  ESP,CB,34-025,66,0,0,0,1,1,0,0,0,1,0,0,0,5,6,0,100.0
11,Ronald Araújo,4.0,uy  URU,CB,21-357,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
12,Samuel Umtiti,23.0,fr  FRA,CB,27-105,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13,Óscar Mingueza,28.0,es  ESP,CB,21-290,90,0,0,0,2,1,0,0,0,4,0,0,0,3,0,1,0.0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-303,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
15,15 Players,,,,,990,2,0,0,10,25,2,9,12,16,0,0,0,72,11,10,52.4
