,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Ousmane Dembélé,11.0,fr  FRA,FW,23-288,81,15,18,83.3,281,20,6,7,85.7,5,6,83.3,3,3,100.0,0,0.1,1,0,1,0,1
1,Martin Braithwaite,9.0,dk  DEN,FW,29-267,9,5,7,71.4,112,4,2,2,100.0,2,2,100.0,1,2,50.0,0,0.0,0,0,1,0,1
2,Lionel Messi,10.0,ar  ARG,FW,33-248,90,55,65,84.6,877,211,31,31,100.0,19,23,82.6,4,10,40.0,1,0.3,1,8,4,0,10
3,Pedri,16.0,es  ESP,CM,18-094,70,23,26,88.5,429,62,12,14,85.7,8,8,100.0,3,3,100.0,0,0.0,0,0,3,1,2
4,Ilaix Moriba,27.0,es  ESP,CM,18-039,20,14,16,87.5,209,26,8,10,80.0,6,6,100.0,0,0,,0,0.4,1,1,0,0,0
5,Frenkie de Jong,21.0,nl  NED,CM,23-291,90,52,59,88.1,790,240,28,29,96.6,20,24,83.3,3,4,75.0,0,0.2,2,7,0,0,4
6,Sergio Busquets,5.0,es  ESP,DM,32-226,90,73,82,89.0,1133,312,43,45,95.6,23,24,95.8,7,11,63.6,0,0.0,0,7,0,0,5
7,Jordi Alba,18.0,es  ESP,WB,31-343,90,62,67,92.5,981,373,32,34,94.1,27,28,96.4,3,4,75.0,0,0.1,1,2,0,0,5
8,Sergiño Dest,2.0,us  USA,WB,20-116,90,37,43,86.0,552,146,25,27,92.6,10,12,83.3,2,2,100.0,0,0.0,0,3,0,0,4
9,Clément Lenglet,15.0,fr  FRA,CB,25-255,90,54,63,85.7,1010,207,20,21,95.2,29,30,96.7,5,9,55.6,0,0.0,0,3,0,0,4
10,Gerard Piqué,3.0,es  ESP,CB,34-025,66,55,59,93.2,1310,265,16,17,94.1,27,27,100.0,12,15,80.0,0,0.0,0,5,0,0,2
11,Ronald Araújo,4.0,uy  URU,CB,21-357,15,2,2,100.0,26,6,2,2,100.0,0,0,,0,0,,0,0.0,0,0,0,0,0
12,Samuel Umtiti,23.0,fr  FRA,CB,27-105,9,6,7,85.7,131,16,1,1,100.0,5,6,83.3,0,0,,0,0.0,0,0,0,0,0
13,Óscar Mingueza,28.0,es  ESP,CB,21-290,90,48,53,90.6,750,220,28,30,93.3,18,19,94.7,2,4,50.0,0,0.0,0,3,0,0,0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-303,90,37,45,82.2,994,621,9,9,100.0,16,17,94.1,12,19,63.2,0,0.0,0,0,0,0,0
15,15 Players,,,,,990,538,612,87.9,9585,2729,263,279,94.3,215,232,92.7,57,86,66.3,1,1.1,6,39,9,1,38
