,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Ousmane Dembélé,11.0,fr  FRA,FW,23-288,81,29,0,1,16,14,6,29,3,3,100.0,3,1,26,144,82,5,1,3,3,2,44,24,54.5,8
1,Martin Braithwaite,9.0,dk  DEN,FW,29-267,9,8,0,0,4,4,1,8,1,1,100.0,1,0,7,49,10,1,0,0,0,0,10,6,60.0,2
2,Lionel Messi,10.0,ar  ARG,FW,33-248,90,78,0,0,48,39,6,75,2,3,66.7,2,1,73,428,324,20,8,1,2,3,74,66,89.2,6
3,Pedri,16.0,es  ESP,CM,18-094,70,37,0,4,19,16,0,36,0,0,,0,0,29,93,21,1,1,0,3,1,30,28,93.3,3
4,Ilaix Moriba,27.0,es  ESP,CM,18-039,20,20,0,3,8,11,2,20,0,0,,0,0,16,61,44,3,2,0,1,0,19,15,78.9,3
5,Frenkie de Jong,21.0,nl  NED,CM,23-291,90,62,1,7,41,17,3,60,3,3,100.0,3,0,61,308,168,9,0,1,1,1,66,56,84.8,3
6,Sergio Busquets,5.0,es  ESP,DM,32-226,90,88,1,15,66,9,1,82,0,0,,0,0,69,145,52,1,0,0,1,1,64,63,98.4,1
7,Jordi Alba,18.0,es  ESP,WB,31-343,90,79,2,20,45,15,2,75,1,1,100.0,1,1,55,146,65,2,0,0,1,1,59,52,88.1,4
8,Sergiño Dest,2.0,us  USA,WB,20-116,90,55,1,6,24,31,8,51,0,0,,0,0,41,173,97,8,1,2,2,1,45,38,84.4,7
9,Clément Lenglet,15.0,fr  FRA,CB,25-255,90,76,8,36,42,2,0,75,1,1,100.0,1,0,61,402,255,5,1,0,0,0,62,58,93.5,0
10,Gerard Piqué,3.0,es  ESP,CB,34-025,66,68,6,26,44,0,0,63,0,0,,0,0,50,205,111,5,0,0,0,1,50,49,98.0,0
11,Ronald Araújo,4.0,uy  URU,CB,21-357,15,5,1,3,2,0,0,5,0,0,,0,0,2,5,4,0,0,0,0,0,2,2,100.0,0
12,Samuel Umtiti,23.0,fr  FRA,CB,27-105,9,7,0,3,4,0,0,7,0,0,,0,0,7,2,0,0,0,0,0,0,6,6,100.0,0
13,Óscar Mingueza,28.0,es  ESP,CB,21-290,90,64,1,23,41,7,0,58,0,0,,0,0,45,254,120,4,1,0,1,0,47,46,97.9,1
14,Marc-André ter Stegen,1.0,de  GER,GK,28-303,90,46,38,46,0,0,0,38,0,0,,0,0,32,88,29,0,0,0,0,0,29,29,100.0,0
15,15 Players,,,,,990,722,59,193,404,165,29,682,11,12,91.7,11,3,574,2503,1382,64,15,7,15,11,607,538,88.6,38
