,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Ousmane Dembélé,11.0,fr  FRA,FW,23-288,81,1,0,0,0,3,2,1,0,29,13,2,0,0,0.5,0.5,0.1,3,0,15,18,83.3,1,26,5,3,3
1,Martin Braithwaite,9.0,dk  DEN,FW,29-267,9,0,0,0,0,0,0,0,0,8,1,1,0,0,0.0,0.0,0.0,0,0,5,7,71.4,1,7,1,1,1
2,Lionel Messi,10.0,ar  ARG,FW,33-248,90,1,1,0,0,4,3,1,0,78,14,1,1,0,1.1,1.1,0.3,5,2,55,65,84.6,10,73,20,2,3
3,Pedri,16.0,es  ESP,CM,18-094,70,0,0,0,0,0,0,0,0,37,20,0,2,1,0.0,0.0,0.0,2,0,23,26,88.5,2,29,1,0,0
4,Ilaix Moriba,27.0,es  ESP,CM,18-039,20,0,0,0,0,0,0,0,0,20,3,2,0,1,0.0,0.0,0.4,1,0,14,16,87.5,0,16,3,0,0
5,Frenkie de Jong,21.0,nl  NED,CM,23-291,90,0,0,0,0,0,0,0,0,62,6,0,1,0,0.0,0.0,0.2,2,0,52,59,88.1,4,61,9,3,3
6,Sergio Busquets,5.0,es  ESP,DM,32-226,90,0,0,0,0,0,0,0,0,88,19,2,1,0,0.0,0.0,0.0,2,1,73,82,89.0,5,69,1,0,0
7,Jordi Alba,18.0,es  ESP,WB,31-343,90,0,0,0,0,0,0,0,0,79,14,3,4,0,0.0,0.0,0.1,1,0,62,67,92.5,5,55,2,1,1
8,Sergiño Dest,2.0,us  USA,WB,20-116,90,0,0,0,0,2,0,0,0,55,14,1,1,1,0.5,0.5,0.0,0,0,37,43,86.0,4,41,8,0,0
9,Clément Lenglet,15.0,fr  FRA,CB,25-255,90,0,0,0,0,0,0,0,0,76,10,3,2,1,0.0,0.0,0.0,0,0,54,63,85.7,4,61,5,1,1
10,Gerard Piqué,3.0,es  ESP,CB,34-025,66,0,0,0,0,0,0,0,0,68,3,1,0,0,0.0,0.0,0.0,0,0,55,59,93.2,2,50,5,0,0
11,Ronald Araújo,4.0,uy  URU,CB,21-357,15,0,0,0,0,0,0,0,0,5,1,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,0,0
12,Samuel Umtiti,23.0,fr  FRA,CB,27-105,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,7,0,0,0
13,Óscar Mingueza,28.0,es  ESP,CB,21-290,90,0,0,0,0,0,0,0,0,64,12,6,0,2,0.0,0.0,0.0,0,0,48,53,90.6,0,45,4,0,0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-303,90,0,0,0,0,0,0,0,0,46,0,0,0,0,0.0,0.0,0.0,0,0,37,45,82.2,0,32,0,0,0
15,15 Players,,,,,990,2,1,0,0,9,5,2,0,722,130,22,12,6,2.1,2.1,1.1,16,3,538,612,87.9,38,574,64,11,12
