,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Luuk de Jong,9.0,nl  NED,FW,30-184,62,0,0,0,0,0,0,0,0,22,11,0,0,2,0.0,0.0,0.0,0,0,17,17,100.0,0,13,1,0,0
1,Óliver Torres,21.0,es  ESP,FW,26-109,28,0,0,0,0,0,0,0,0,24,7,1,1,0,0.0,0.0,0.0,0,0,18,21,85.7,3,19,3,0,0
2,Munir El Haddadi,11.0,es  ESP,LW,25-179,45,0,0,0,0,0,0,0,0,16,9,1,0,1,0.0,0.0,0.0,0,0,11,13,84.6,3,15,0,0,0
3,Youssef En-Nesyri,15.0,ma  MAR,RW,23-271,45,0,0,0,0,0,0,0,0,13,12,1,0,1,0.0,0.0,0.0,1,0,6,8,75.0,0,8,1,0,0
4,Papu Gómez,24.0,ar  ARG,RW,33-012,45,0,0,0,0,0,0,0,0,18,3,0,2,0,0.0,0.0,0.0,0,0,10,14,71.4,0,17,2,0,0
5,Suso,7.0,es  ESP,LW,27-100,45,0,0,0,0,0,0,0,0,30,8,0,0,1,0.0,0.0,0.0,2,0,20,26,76.9,0,27,5,2,3
6,Ivan Rakitić,10.0,hr  CRO,AM,32-354,62,0,0,0,0,0,0,0,0,43,21,1,0,1,0.0,0.0,0.0,0,0,27,35,77.1,4,33,1,0,0
7,Óscar Rodríguez Arnaiz,14.0,es  ESP,AM,22-244,28,0,0,0,0,0,0,0,0,22,7,1,1,0,0.0,0.0,0.0,0,0,14,18,77.8,2,18,0,1,2
8,Fernando,25.0,br  BRA,DM,33-217,90,0,0,0,0,0,0,1,0,57,22,2,2,0,0.0,0.0,0.0,1,0,43,49,87.8,2,39,1,1,2
9,Joan Jordán,8.0,es  ESP,DM,26-236,90,0,0,0,0,0,0,1,0,76,29,2,1,1,0.0,0.0,0.0,1,0,61,66,92.4,3,64,2,2,2
10,Sergio Escudero,18.0,es  ESP,LB,31-178,90,0,0,0,0,1,0,1,0,62,15,2,1,3,0.0,0.0,0.0,0,0,38,50,76.0,4,39,0,0,1
11,Diego Carlos,20.0,br  BRA,CB,27-349,45,0,0,0,0,0,0,1,0,29,7,0,2,0,0.0,0.0,0.0,0,0,25,28,89.3,1,25,2,0,0
12,Karim Rekik,4.0,nl  NED,CB,26-087,45,0,0,0,0,0,0,1,0,27,5,0,1,0,0.0,0.0,0.0,0,0,23,25,92.0,1,24,1,0,0
13,Jules Koundé,12.0,fr  FRA,CB,22-107,90,0,0,0,0,0,0,0,0,62,9,1,2,1,0.0,0.0,0.0,0,0,49,54,90.7,3,52,4,1,1
14,Jesús Navas,16.0,es  ESP,RB,35-098,90,0,0,0,0,2,1,0,0,54,9,0,2,1,0.1,0.1,0.0,1,0,34,44,77.3,5,41,5,2,2
15,Yassine Bounou,13.0,ma  MAR,GK,29-328,90,0,0,0,0,0,0,0,0,50,0,0,0,0,0.0,0.0,0.0,0,0,37,48,77.1,0,36,0,0,0
16,16 Players,,,,,990,0,0,0,0,3,1,5,0,605,174,12,15,12,0.1,0.1,0.1,6,0,433,516,83.9,31,470,28,9,13
