,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Luuk de Jong,9.0,nl  NED,FW,30-184,62,22,0,1,15,8,1,20,0,0,,0,0,13,31,11,1,1,0,1,2,30,15,50.0,6
1,Óliver Torres,21.0,es  ESP,FW,26-109,28,24,0,3,12,10,1,22,0,0,,0,0,19,65,48,3,1,0,0,1,18,18,100.0,1
2,Munir El Haddadi,11.0,es  ESP,LW,25-179,45,16,0,2,9,5,1,16,0,0,,0,0,15,41,9,0,0,0,0,3,18,13,72.2,3
3,Youssef En-Nesyri,15.0,ma  MAR,RW,23-271,45,13,0,0,6,9,3,11,0,0,,0,0,8,20,13,1,1,0,1,0,15,7,46.7,4
4,Papu Gómez,24.0,ar  ARG,RW,33-012,45,18,2,3,12,5,1,18,0,0,,0,0,17,105,93,2,1,1,0,3,17,13,76.5,1
5,Suso,7.0,es  ESP,LW,27-100,45,30,0,2,18,12,1,29,2,3,66.7,2,1,27,139,111,5,1,0,1,0,27,25,92.6,6
6,Ivan Rakitić,10.0,hr  CRO,AM,32-354,62,43,0,8,30,9,0,42,0,0,,0,0,33,143,70,1,1,0,1,1,33,30,90.9,2
7,Óscar Rodríguez Arnaiz,14.0,es  ESP,AM,22-244,28,22,0,4,11,9,0,22,1,2,50.0,1,0,18,51,16,0,0,0,1,0,17,15,88.2,2
8,Fernando,25.0,br  BRA,DM,33-217,90,57,7,21,38,2,0,54,1,2,50.0,1,1,39,181,91,1,1,0,0,1,36,33,91.7,0
9,Joan Jordán,8.0,es  ESP,DM,26-236,90,76,0,21,44,14,0,75,2,2,100.0,2,0,64,213,76,2,0,0,2,1,59,59,100.0,2
10,Sergio Escudero,18.0,es  ESP,LB,31-178,90,62,5,27,24,11,1,53,0,1,0.0,0,0,39,121,44,0,0,0,1,1,39,39,100.0,2
11,Diego Carlos,20.0,br  BRA,CB,27-349,45,29,4,18,11,0,0,28,0,0,,0,0,25,125,50,2,0,0,0,0,22,22,100.0,0
12,Karim Rekik,4.0,nl  NED,CB,26-087,45,27,2,16,11,2,0,27,0,0,,0,0,24,96,54,1,0,0,1,0,25,25,100.0,0
13,Jules Koundé,12.0,fr  FRA,CB,22-107,90,62,15,35,31,1,0,62,1,1,100.0,1,0,52,206,169,4,1,0,0,2,52,50,96.2,0
14,Jesús Navas,16.0,es  ESP,RB,35-098,90,54,2,16,25,21,1,47,2,2,100.0,2,0,41,216,167,5,1,1,0,2,38,35,92.1,2
15,Yassine Bounou,13.0,ma  MAR,GK,29-328,90,50,48,50,0,0,0,40,0,0,,0,0,36,90,26,0,0,0,0,1,34,34,100.0,0
16,16 Players,,,,,990,605,85,227,297,118,10,566,9,13,69.2,9,2,470,1843,1048,28,9,2,9,18,480,433,90.2,31
