,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Luuk de Jong,9.0,nl  NED,FW,30-184,62,17,17,100.0,209,6,13,13,100.0,4,4,100.0,0,0,,0,0.0,0,0,0,0,0
1,Óliver Torres,21.0,es  ESP,FW,26-109,28,18,21,85.7,303,144,11,12,91.7,6,6,100.0,1,3,33.3,0,0.0,0,3,1,0,3
2,Munir El Haddadi,11.0,es  ESP,LW,25-179,45,11,13,84.6,150,48,6,7,85.7,5,6,83.3,0,0,,0,0.0,0,0,0,0,3
3,Youssef En-Nesyri,15.0,ma  MAR,RW,23-271,45,6,8,75.0,104,7,3,4,75.0,3,3,100.0,0,0,,0,0.0,1,1,0,0,0
4,Papu Gómez,24.0,ar  ARG,RW,33-012,45,10,14,71.4,122,4,7,8,87.5,1,3,33.3,1,2,50.0,0,0.0,0,0,0,0,0
5,Suso,7.0,es  ESP,LW,27-100,45,20,26,76.9,297,62,14,16,87.5,3,4,75.0,2,4,50.0,0,0.0,1,3,1,1,0
6,Ivan Rakitić,10.0,hr  CRO,AM,32-354,62,27,35,77.1,518,125,11,12,91.7,13,16,81.3,3,7,42.9,0,0.0,0,3,1,0,4
7,Óscar Rodríguez Arnaiz,14.0,es  ESP,AM,22-244,28,14,18,77.8,274,54,6,6,100.0,7,10,70.0,1,2,50.0,0,0.0,0,1,0,0,2
8,Fernando,25.0,br  BRA,DM,33-217,90,43,49,87.8,941,168,14,17,82.4,20,21,95.2,9,9,100.0,0,0.0,1,3,0,0,2
9,Joan Jordán,8.0,es  ESP,DM,26-236,90,61,66,92.4,1307,189,20,21,95.2,28,28,100.0,11,15,73.3,0,0.0,0,2,0,0,3
10,Sergio Escudero,18.0,es  ESP,LB,31-178,90,38,50,76.0,727,279,21,22,95.5,9,12,75.0,7,14,50.0,0,0.0,0,2,1,0,4
11,Diego Carlos,20.0,br  BRA,CB,27-349,45,25,28,89.3,474,128,8,9,88.9,16,17,94.1,1,2,50.0,0,0.0,0,0,0,0,1
12,Karim Rekik,4.0,nl  NED,CB,26-087,45,23,25,92.0,423,130,7,8,87.5,13,13,100.0,3,4,75.0,0,0.0,0,0,0,0,1
13,Jules Koundé,12.0,fr  FRA,CB,22-107,90,49,54,90.7,840,310,16,16,100.0,32,35,91.4,1,2,50.0,0,0.0,0,5,0,0,3
14,Jesús Navas,16.0,es  ESP,RB,35-098,90,34,44,77.3,603,188,14,14,100.0,15,20,75.0,5,9,55.6,0,0.0,0,2,2,0,5
15,Yassine Bounou,13.0,ma  MAR,GK,29-328,90,37,48,77.1,1110,380,3,3,100.0,21,21,100.0,13,24,54.2,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,433,516,83.9,8402,2222,174,188,92.6,196,219,89.5,58,97,59.8,0,0.1,3,25,6,1,31
