,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Ousmane Dembélé,11.0,fr  FRA,"FW,LW",23-325,90,31,37,83.8,447,56,19,22,86.4,9,10,90.0,1,2,50.0,0,0.1,1,1,3,0,3
1,Antoine Griezmann,7.0,fr  FRA,"AM,LM",30-015,62,47,52,90.4,672,126,30,33,90.9,15,15,100.0,1,2,50.0,0,0.1,2,4,1,0,3
2,Francisco Trincão,17.0,pt  POR,CM,21-097,28,18,19,94.7,339,81,8,9,88.9,4,4,100.0,4,4,100.0,0,0.2,2,0,2,1,2
3,Lionel Messi,10.0,ar  ARG,"AM,RW,RM",33-285,90,46,55,83.6,823,261,23,24,95.8,18,22,81.8,5,7,71.4,0,0.3,4,8,4,0,9
4,Pedri,16.0,es  ESP,"DM,CM",18-131,76,69,79,87.3,1251,278,26,32,81.3,32,35,91.4,7,8,87.5,0,0.1,2,6,1,0,8
5,Ilaix,27.0,es  ESP,CM,18-076,14,11,11,100.0,255,57,1,1,100.0,8,8,100.0,2,2,100.0,0,0.0,0,2,0,0,1
6,Sergio Busquets,5.0,es  ESP,DM,32-263,63,66,71,93.0,1086,365,37,39,94.9,24,25,96.0,5,6,83.3,0,0.0,0,12,1,0,5
7,Martin Braithwaite,9.0,dk  DEN,FW,29-304,27,4,4,100.0,46,7,3,3,100.0,1,1,100.0,0,0,,0,0.0,0,0,1,0,1
8,Jordi Alba,18.0,es  ESP,"LB,WB",32-015,90,83,102,81.4,1276,471,42,49,85.7,38,46,82.6,2,4,50.0,0,0.1,1,8,4,1,8
9,Sergiño Dest,2.0,us  USA,"WB,RB",20-153,86,53,57,93.0,573,124,43,45,95.6,8,8,100.0,0,0,,0,0.0,1,3,0,0,0
10,Riqui Puig,12.0,es  ESP,RB,21-235,4,6,8,75.0,132,18,3,4,75.0,1,1,100.0,2,3,66.7,0,0.0,0,1,0,0,0
11,Clément Lenglet,15.0,fr  FRA,CB,25-292,90,46,56,82.1,872,340,12,14,85.7,28,32,87.5,5,8,62.5,0,0.0,0,4,0,0,3
12,Frenkie de Jong,21.0,nl  NED,"CB,DM,CM",23-328,90,98,104,94.2,1596,523,49,49,100.0,40,43,93.0,8,9,88.9,0,0.2,4,14,1,1,4
13,Óscar Mingueza,28.0,es  ESP,CB,21-327,62,44,48,91.7,808,208,22,22,100.0,20,23,87.0,2,3,66.7,0,0.0,0,4,0,0,2
14,Ronald Araújo,4.0,uy  URU,CB,22-029,28,12,13,92.3,225,58,4,4,100.0,7,7,100.0,1,2,50.0,1,0.0,0,1,0,0,1
15,Marc-André ter Stegen,1.0,de  GER,GK,28-340,90,24,26,92.3,681,433,3,3,100.0,10,10,100.0,11,13,84.6,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,658,742,88.7,11082,3406,325,353,92.1,263,290,90.7,56,73,76.7,1,1.2,17,68,18,3,50
