,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Kenan Kodro,3.0,ba  BIH,FW,27-229,84,21,20,1,0,0,8,0,0,0,0,0,0,14,4,3,1,18,1,0,1,18,0,0,2,0
1,Waldo Rubio,23.0,es  ESP,FW,25-231,6,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2,Sergi Guardiola,7.0,es  ESP,FW,29-311,76,27,27,0,0,0,12,0,0,0,0,0,0,21,5,1,20,3,0,0,0,17,0,0,1,3
3,Maranhão,16.0,br  BRA,FW,24-167,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Rubén Alcaraz,14.0,es  ESP,CM,29-339,90,53,50,3,3,0,21,4,0,0,0,0,0,37,9,7,4,46,2,0,0,42,0,3,2,0
5,Roque Mesa,17.0,es  ESP,CM,31-302,90,42,38,4,3,0,17,1,0,0,0,0,0,32,6,4,11,28,2,0,0,35,0,1,1,3
6,Óscar Plano,10.0,es  ESP,DM,30-053,78,25,24,1,1,0,10,0,0,0,0,0,0,21,3,1,19,4,2,0,0,25,0,0,0,0
7,Nacho,22.0,es  ESP,WB,32-029,90,42,38,4,0,0,18,2,3,0,0,0,0,28,9,5,29,8,1,4,0,33,0,1,0,4
8,Saidy Janko,18.0,ch  SUI,WB,25-165,64,29,24,5,0,0,12,0,1,0,0,0,0,14,6,9,4,14,2,5,0,21,0,1,0,2
9,Pablo Hervías,11.0,es  ESP,WB,28-028,26,10,8,2,0,0,2,0,0,0,0,0,0,5,3,2,0,7,1,2,0,8,0,0,0,1
10,Lucas Olaza,25.0,uy  URU,CB,26-258,90,31,29,2,0,0,9,1,3,1,0,0,0,13,2,16,30,0,0,1,0,18,1,0,0,0
11,Javi Sánchez,5.0,es  ESP,CB,24-022,90,13,11,2,2,0,5,1,0,0,0,0,0,9,1,3,2,11,0,0,0,9,0,0,1,0
12,Bruno González,6.0,es  ESP,CB,30-316,90,15,15,0,0,0,4,0,0,0,0,0,0,11,1,3,2,11,1,0,0,12,0,0,1,1
13,Jordi Masip,1.0,es  ESP,GK,32-092,90,37,26,11,4,0,7,1,0,0,0,0,0,3,2,32,0,25,0,0,5,16,1,2,1,0
14,14 Players,,,,,978,346,311,35,13,0,126,10,7,1,0,0,0,209,51,86,122,176,12,12,6,255,2,8,9,14
