,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Kenan Kodro,3.0,ba  BIH,FW,27-229,84,30,1,4,17,10,2,29,1,4,25.0,1,0,20,111,38,4,1,0,0,0,35,20,57.1,4
1,Waldo Rubio,23.0,es  ESP,FW,25-231,6,3,0,1,2,0,0,3,0,0,,0,0,1,2,0,0,0,0,0,0,4,1,25.0,0
2,Sergi Guardiola,7.0,es  ESP,FW,29-311,76,36,1,7,16,16,2,36,1,1,100.0,1,0,21,152,105,4,1,1,2,1,45,30,66.7,3
3,Maranhão,16.0,br  BRA,FW,24-167,14,3,0,0,0,3,0,3,0,0,,0,0,2,11,10,1,0,0,2,0,6,3,50.0,0
4,Rubén Alcaraz,14.0,es  ESP,CM,29-339,90,59,4,26,31,7,0,58,0,0,,0,0,43,307,159,4,2,0,0,1,38,36,94.7,0
5,Roque Mesa,17.0,es  ESP,CM,31-302,90,58,3,19,41,7,1,54,4,6,66.7,4,1,46,347,247,5,3,1,1,3,39,37,94.9,0
6,Óscar Plano,10.0,es  ESP,DM,30-053,78,36,3,13,16,11,3,35,0,0,,0,0,18,122,69,3,1,0,0,1,22,17,77.3,5
7,Nacho,22.0,es  ESP,WB,32-029,90,53,2,18,27,13,2,49,0,1,0.0,0,0,31,162,92,2,2,0,1,0,37,34,91.9,3
8,Saidy Janko,18.0,ch  SUI,WB,25-165,64,37,5,9,11,17,1,32,0,0,,0,0,17,106,54,2,0,0,0,1,23,19,82.6,4
9,Pablo Hervías,11.0,es  ESP,WB,28-028,26,15,4,8,6,2,0,13,0,0,,0,0,5,40,22,1,0,0,0,0,5,5,100.0,1
10,Lucas Olaza,25.0,uy  URU,CB,26-258,90,39,7,18,12,13,1,37,3,3,100.0,3,0,31,123,90,6,3,1,0,0,27,25,92.6,0
11,Javi Sánchez,5.0,es  ESP,CB,24-022,90,29,12,23,6,0,0,27,0,0,,0,0,10,24,7,0,0,0,1,0,8,8,100.0,0
12,Bruno González,6.0,es  ESP,CB,30-316,90,26,11,18,8,0,0,26,0,0,,0,0,8,51,10,0,0,0,0,0,10,9,90.0,0
13,Jordi Masip,1.0,es  ESP,GK,32-092,90,40,36,40,0,0,0,29,0,0,,0,0,12,86,36,0,0,0,0,0,11,11,100.0,0
14,14 Players,,,,,978,464,89,204,193,99,12,431,9,15,60.0,9,1,265,1644,939,32,13,3,7,7,310,255,82.3,20
