,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Ousmane Dembélé,11.0,fr  FRA,"FW,LW",23-325,90,1,0,0,0,6,3,0,0,53,15,1,0,0,0.5,0.5,0.1,4,0,31,37,83.8,3,54,16,6,7
1,Antoine Griezmann,7.0,fr  FRA,"AM,LM",30-015,62,0,0,0,0,2,0,1,0,58,15,2,0,2,0.3,0.3,0.1,5,0,47,52,90.4,3,48,4,0,0
2,Francisco Trincão,17.0,pt  POR,CM,21-097,28,0,0,0,0,2,1,0,0,22,6,0,1,0,0.1,0.1,0.2,3,0,18,19,94.7,2,18,3,0,0
3,Lionel Messi,10.0,ar  ARG,"AM,RW,RM",33-285,90,0,0,0,0,7,2,0,0,78,5,0,0,0,0.5,0.5,0.3,9,0,46,55,83.6,9,67,13,4,7
4,Pedri,16.0,es  ESP,"DM,CM",18-131,76,0,0,0,0,1,1,0,0,90,39,1,3,3,0.0,0.0,0.1,5,0,69,79,87.3,8,75,12,0,0
5,Ilaix,27.0,es  ESP,CM,18-076,14,0,0,0,0,1,0,0,0,14,2,1,1,0,0.2,0.2,0.0,1,0,11,11,100.0,1,9,3,0,0
6,Sergio Busquets,5.0,es  ESP,DM,32-263,63,0,0,0,0,0,0,0,0,75,21,0,0,2,0.0,0.0,0.0,2,0,66,71,93.0,5,60,2,0,0
7,Martin Braithwaite,9.0,dk  DEN,FW,29-304,27,0,0,0,0,1,0,1,0,5,5,0,1,0,0.1,0.1,0.0,1,0,4,4,100.0,1,3,1,0,0
8,Jordi Alba,18.0,es  ESP,"LB,WB",32-015,90,0,0,0,0,1,0,0,0,113,22,2,0,3,0.0,0.0,0.1,2,0,83,102,81.4,8,87,6,0,2
9,Sergiño Dest,2.0,us  USA,"WB,RB",20-153,86,0,0,0,0,0,0,0,0,63,14,1,0,3,0.0,0.0,0.0,2,0,53,57,93.0,0,53,11,0,2
10,Riqui Puig,12.0,es  ESP,RB,21-235,4,0,0,0,0,1,1,0,0,9,1,0,1,0,0.0,0.0,0.0,0,0,6,8,75.0,0,9,1,1,1
11,Clément Lenglet,15.0,fr  FRA,CB,25-292,90,0,0,0,0,1,1,0,0,67,18,3,1,0,0.0,0.0,0.0,0,0,46,56,82.1,3,47,5,0,0
12,Frenkie de Jong,21.0,nl  NED,"CB,DM,CM",23-328,90,0,0,0,0,0,0,0,0,113,12,2,2,2,0.0,0.0,0.2,5,0,98,104,94.2,4,93,20,1,2
13,Óscar Mingueza,28.0,es  ESP,CB,21-327,62,0,0,0,0,1,1,1,0,51,11,0,2,0,0.1,0.1,0.0,0,0,44,48,91.7,2,34,3,0,0
14,Ronald Araújo,4.0,uy  URU,CB,22-029,28,0,1,0,0,1,0,0,0,14,1,0,0,0,0.1,0.1,0.0,1,1,12,13,92.3,1,10,1,0,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-340,90,0,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,1,0,24,26,92.3,0,16,0,0,0
16,16 Players,,,,,990,1,1,0,0,25,10,3,0,851,187,13,12,15,2.0,2.0,1.2,41,1,658,742,88.7,50,683,101,12,21
