,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,cardType.value,cardType.displayName,goalMouthZ,goalMouthY,isGoal,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,venue,opponent
371,2306669813.0,193,21,39.0,335,66.6,77.4,21,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 29, 34, 36, 215, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,279423.0,65.4,89.1,,,,,,,,,,,Johan Cruijff Arena,Netherlands
372,2306669815.0,194,21,40.0,335,65.4,89.1,21,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '87.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,78221.0,87.8,89.9,,,,,,,,,,,Johan Cruijff Arena,Netherlands
373,2306669817.0,195,21,44.0,335,86.5,88.7,21,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '55.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '90.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.8'}, {'type': {'value': 20, 'displayName': 'RightFoot'}}]","[90, 136, 123, 125, 35, 37, 216, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,0,Unsuccessful,110154.0,90.7,55.8,,,,,,,,,,,Johan Cruijff Arena,Netherlands
374,2306669819.0,205,21,45.0,324,9.4,40.3,21,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.8'}, {'type': {'value': 15, 'displayName': 'Head'}}]","[90, 93, 94, 56, 214]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,12,Clearance,1,Successful,39722.0,25.7,48.8,,,,,,,,,,,Johan Cruijff Arena,Netherlands
375,2306669821.0,196,21,46.0,335,73.6,43.3,21,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '86.3'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '53.9'}]","[90, 119, 28, 138, 35, 36, 216, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,0,Unsuccessful,85070.0,86.3,53.9,,,,,,,,,,,Johan Cruijff Arena,Netherlands
376,2306669835.0,206,21,47.0,324,14.2,49.1,21,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '40.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.3'}]","[90, 93, 94, 215]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,12,Clearance,1,Successful,39722.0,36.3,40.4,,,,,,,,,,,Johan Cruijff Arena,Netherlands
377,2306669825.0,197,21,49.0,335,63.3,59.4,21,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '52.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 29, 34, 37, 215, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,70033.0,52.8,43.4,,,,,,,,,,,Johan Cruijff Arena,Netherlands
378,2306669827.0,198,21,52.0,335,52.8,43.4,21,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '59.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '47.2'}]","[90, 116, 29, 34, 36, 215, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,82399.0,47.2,59.0,,,,,,,,,,,Johan Cruijff Arena,Netherlands
379,2306669829.0,199,21,54.0,335,47.2,59.0,21,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '74.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '51.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.3'}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,320374.0,51.8,74.0,,,,,,,,,,,Johan Cruijff Arena,Netherlands
380,2306669831.0,200,21,56.0,335,52.9,74.6,21,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '74.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,70033.0,69.3,74.4,,,,,,,,,,,Johan Cruijff Arena,Netherlands
381,2306669833.0,201,21,58.0,335,69.3,74.4,21,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 119, 28, 35, 37, 216, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,0,Unsuccessful,279423.0,71.2,65.1,,,,,,,,,,,Johan Cruijff Arena,Netherlands
382,2306669837.0,207,21,59.0,324,28.2,44.3,21,[],[92],False,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,49,BallRecovery,1,Successful,39722.0,,,,,,,,,,,,,Johan Cruijff Arena,Netherlands
383,2306669839.0,208,22,0.0,324,25.4,41.6,22,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '4.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 214, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,39722.0,4.4,49.7,,,,,,,,,,,Johan Cruijff Arena,Netherlands
384,2306669841.0,209,22,3.0,324,3.9,44.2,22,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '64.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '64.5'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[90, 119, 127, 35, 37, 215, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,0,Unsuccessful,141468.0,64.3,26.9,,,,,,,,,,,Johan Cruijff Arena,Netherlands
385,2306669845.0,202,22,9.0,335,28.8,75.8,22,[],[92],False,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,49,BallRecovery,1,Successful,70033.0,,,,,,,,,,,,,Johan Cruijff Arena,Netherlands
386,2306669851.0,203,22,12.0,335,27.4,73.5,22,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.4'}]","[90, 116, 29, 35, 37, 214, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,70033.0,32.3,62.0,,,,,,,,,,,Johan Cruijff Arena,Netherlands
387,2306669853.0,204,22,14.0,335,32.5,60.6,22,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.5'}]","[90, 116, 29, 34, 37, 214, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,320374.0,28.8,32.3,,,,,,,,,,,Johan Cruijff Arena,Netherlands
388,2306669855.0,205,22,21.0,335,32.7,31.0,22,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.6'}]","[90, 116, 29, 34, 36, 214, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,82399.0,26.6,47.0,,,,,,,,,,,Johan Cruijff Arena,Netherlands
389,2306669857.0,206,22,23.0,335,26.7,47.0,22,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '56.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.3'}]","[90, 116, 29, 35, 36, 215, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,320374.0,35.7,56.1,,,,,,,,,,,Johan Cruijff Arena,Netherlands
390,2306669859.0,207,22,27.0,335,34.7,48.7,22,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '79.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 35, 36, 215, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,279423.0,44.1,79.1,,,,,,,,,,,Johan Cruijff Arena,Netherlands
391,2306669861.0,208,22,32.0,335,61.3,85.8,22,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.6'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,70033.0,70.6,94.7,,,,,,,,,,,Johan Cruijff Arena,Netherlands
392,2306669863.0,209,22,34.0,335,69.7,87.3,22,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.1'}]","[90, 118, 116, 29, 34, 36, 215, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,78221.0,59.4,87.5,,,,,,,,,,,Johan Cruijff Arena,Netherlands
393,2306669865.0,210,22,36.0,335,62.7,84.2,22,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.2'}]","[90, 118, 116, 29, 34, 37, 215, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,70033.0,58.6,71.6,,,,,,,,,,,Johan Cruijff Arena,Netherlands
394,2306669871.0,210,22,39.0,324,32.2,32.4,22,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '211'}]",[54],False,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,45,Challenge,0,Unsuccessful,248010.0,,,,,,,,,,,,,Johan Cruijff Arena,Netherlands
395,2306669867.0,211,22,39.0,335,67.8,67.6,22,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '210'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 53]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,3,TakeOn,1,Successful,279423.0,,,,,,,,,,,,,Johan Cruijff Arena,Netherlands
396,2306669869.0,212,22,41.0,335,69.9,69.8,22,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '211'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 52]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,3,TakeOn,0,Unsuccessful,279423.0,,,,,,,,,,,,,Johan Cruijff Arena,Netherlands
397,2306669873.0,211,22,41.0,324,30.1,30.2,22,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '212'}]","[90, 142]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,7,Tackle,1,Successful,262856.0,,,,,,,,,,,,,Johan Cruijff Arena,Netherlands
398,2306669875.0,212,22,43.0,324,27.0,18.8,22,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '21.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 35, 36, 214, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,327722.0,30.3,21.2,,,,,,,,,,,Johan Cruijff Arena,Netherlands
399,2306669877.0,213,22,44.0,324,30.3,21.2,22,[],[92],False,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,49,BallRecovery,1,Successful,369979.0,,,,,,,,,,,,,Johan Cruijff Arena,Netherlands
400,2306669879.0,214,22,46.0,324,30.3,19.0,22,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 34, 37, 214, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,369979.0,29.1,7.7,,,,,,,,,,,Johan Cruijff Arena,Netherlands
401,2306669881.0,215,22,48.0,324,33.2,6.3,22,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '213'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 62]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,4,Foul,1,Successful,327722.0,,,,,,,,,,,,,Johan Cruijff Arena,Netherlands
402,2306669883.0,213,22,48.0,335,66.8,93.7,22,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '215'}, {'type': {'value': 13, 'displayName': 'Foul'}}]",[63],False,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,4,Foul,0,Unsuccessful,78221.0,,,,,,,,,,,,,Johan Cruijff Arena,Netherlands
403,2306669899.0,216,23,11.0,324,32.8,11.0,23,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.9'}]","[90, 116, 29, 131, 34, 36, 214, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,327722.0,29.4,26.3,,,,,,,,,,,Johan Cruijff Arena,Netherlands
404,2306669901.0,217,23,11.0,324,29.4,26.3,23,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '53.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.6'}]","[90, 116, 29, 34, 36, 214, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,40560.0,28.1,53.1,,,,,,,,,,,Johan Cruijff Arena,Netherlands
405,2306669903.0,218,23,11.0,324,28.1,53.1,23,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.4'}]","[90, 116, 29, 35, 36, 214, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,39722.0,30.8,75.0,,,,,,,,,,,Johan Cruijff Arena,Netherlands
406,2306669905.0,219,23,11.0,324,30.8,75.0,23,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.0'}]","[90, 116, 29, 34, 37, 214, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,83659.0,28.7,62.0,,,,,,,,,,,Johan Cruijff Arena,Netherlands
407,2306669907.0,220,23,14.0,324,28.7,62.0,23,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.7'}]","[90, 116, 29, 35, 37, 215, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,39722.0,33.9,26.6,,,,,,,,,,,Johan Cruijff Arena,Netherlands
408,2306669909.0,221,23,16.0,324,33.9,26.6,23,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 35, 37, 215, 217]",True,1434359,2021-06-17T00:00:00,2021-06-17T20:00:00,2 : 0,2 : 0,1 : 0,,Johan Cruijff Arena,94,1,FirstHalf,1,Pass,1,Successful,40560.0,39.9,7.3,,,,,,,,,,,Johan Cruijff Arena,Netherlands
