,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,relatedEventId,relatedPlayerId,isGoal,cardType.value,cardType.displayName,venue,opponent
0,2306853291.0,2,0,0.0,342,0.0,0.0,0,[],[],False,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,32,Start,1,Successful,,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
1,2306853293.0,3,0,0.0,338,0.0,0.0,0,[],[],False,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,32,Start,1,Successful,,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
2,2306853301.0,3,0,0.0,342,49.9,50.0,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.3'}]","[90, 116, 29, 34, 36, 215, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,118169.0,43.9,54.3,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
3,2306853309.0,4,0,2.0,342,44.1,54.3,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '58.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.0'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.6'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[90, 119, 123, 127, 35, 37, 216, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,0,Unsuccessful,399378.0,89.0,3.2,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
4,2306853311.0,4,0,7.0,338,15.1,98.9,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '21.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '100.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[90, 117, 119, 127, 35, 36, 214, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,0,Unsuccessful,44288.0,21.7,100.0,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
5,2306853329.0,6,0,16.0,342,85.4,0.0,0,"[{'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '82.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.3'}]","[90, 211, 34, 36, 216]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,312752.0,82.3,5.9,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
6,2306853331.0,7,0,17.0,342,82.3,5.9,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '80.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '1.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 29, 204, 34, 37, 216, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,118169.0,80.1,1.7,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
7,2306853335.0,8,0,18.0,342,80.1,1.7,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '85.1'}]","[90, 119, 28, 35, 36, 216, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,0,Unsuccessful,312752.0,85.1,3.8,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
8,2306853337.0,6,0,19.0,338,12.4,94.7,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 100, 55]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,8,Interception,1,Successful,261212.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
9,2306853347.0,7,0,20.0,338,10.2,95.1,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]",[90],True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,61,BallTouch,1,Successful,303139.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
10,2306873147.0,1115,0,21.0,338,12.3,95.1,0,[],[92],False,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,49,BallRecovery,1,Successful,261212.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
11,2306853351.0,8,0,21.0,338,10.2,95.1,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '38.3'}]","[90, 117, 119, 127, 35, 36, 215, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,0,Unsuccessful,261212.0,46.7,95.4,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
12,2306853361.0,10,0,23.0,342,57.4,4.7,0,[],[92],False,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,49,BallRecovery,1,Successful,44208.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
13,2306853373.0,11,0,24.0,342,57.4,4.7,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '37.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.9'}]","[90, 116, 29, 34, 36, 215, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,44208.0,45.1,37.7,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
14,2306853381.0,12,0,27.0,342,45.0,41.3,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 215, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,136742.0,44.1,71.2,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
15,2306853383.0,9,0,31.0,338,56.6,27.2,0,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '13'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",[54],False,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,45,Challenge,0,Unsuccessful,254582.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
16,2306853389.0,13,0,31.0,342,43.4,72.8,0,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '9'}]","[90, 53]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,3,TakeOn,1,Successful,401353.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
17,2306853401.0,14,0,32.0,342,45.0,69.9,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '36.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '15.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.7'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 126, 34, 37, 214, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,401353.0,15.3,42.7,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
18,2306853411.0,15,0,37.0,342,14.9,41.3,0,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '58.9'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '2.9'}]","[90, 118, 116, 123, 126, 35, 37, 215, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,73379.0,65.2,2.9,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
19,2306853417.0,16,0,40.0,342,61.0,3.4,0,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '10'}]","[196, 198]",False,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,44,Aerial,1,Successful,312752.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
20,2306853413.0,10,0,40.0,338,39.0,96.6,0,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '16'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[197, 199]",False,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,44,Aerial,0,Unsuccessful,44288.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
21,2306853433.0,17,0,40.0,342,65.2,2.9,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '73.3'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '1.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}]","[90, 119, 28, 138, 35, 37, 216, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,0,Unsuccessful,312752.0,73.3,1.7,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
22,2306853437.0,11,0,43.0,338,30.6,99.3,0,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '100.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.6'}]","[90, 93, 94, 214]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,12,Clearance,1,Successful,344259.0,28.5,100.0,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
23,2306853471.0,19,0,55.0,342,78.6,0.0,0,"[{'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.2'}]","[90, 211, 35, 36, 216]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,312752.0,89.2,3.4,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
24,2306853483.0,20,0,57.0,342,89.4,4.1,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '8.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '88.1'}]","[90, 118, 116, 29, 204, 34, 36, 216, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,29400.0,88.1,8.5,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
25,2306853489.0,21,1,1.0,342,99.0,5.5,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '1.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '99.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.9'}]","[90, 136, 125, 35, 36, 216, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,0,Unsuccessful,312752.0,99.1,7.9,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
26,2306853491.0,13,1,2.0,338,2.6,95.4,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]",[90],True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,61,BallTouch,1,Successful,303139.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
27,2306853497.0,14,1,3.0,338,2.5,95.4,1,[],[92],False,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,49,BallRecovery,1,Successful,44288.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
28,2306853503.0,15,1,3.0,338,2.8,94.4,1,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '6.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 117, 119, 28, 35, 36, 214, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,0,Unsuccessful,44288.0,6.7,95.8,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
29,2306853501.0,22,1,3.0,342,96.9,8.3,1,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]",[90],True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,61,BallTouch,1,Successful,312752.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
30,2306853509.0,16,1,5.0,338,9.4,91.1,1,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '7.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 34, 36, 214, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,261212.0,7.1,94.1,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
31,2306853517.0,17,1,5.0,338,7.1,94.1,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]",[90],True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,61,BallTouch,1,Successful,303139.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
32,2306853519.0,18,1,7.0,338,16.6,96.5,1,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 68]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,61,BallTouch,0,Unsuccessful,402197.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
33,2306853521.0,23,1,7.0,342,82.9,8.8,1,[],[92],False,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,49,BallRecovery,1,Successful,84827.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
34,2306853533.0,24,1,8.0,342,82.9,8.8,1,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '1.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '86.8'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,84827.0,86.8,1.7,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
35,2306853535.0,25,1,10.0,342,86.8,1.7,1,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '19'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '88.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[90, 119, 28, 35, 36, 216, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,0,Unsuccessful,312752.0,88.6,3.4,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
36,2306853525.0,19,1,10.0,338,11.9,97.1,1,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '25'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[90, 59]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,74,BlockedPass,1,Successful,44288.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
37,2306853551.0,27,1,21.0,342,87.3,0.0,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '96.1'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.4'}]","[90, 211, 35, 36, 216]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,312752.0,96.1,4.3,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
38,2306853553.0,28,1,21.0,342,96.3,4.1,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 68]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,61,BallTouch,0,Unsuccessful,118169.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
39,2306853557.0,21,1,22.0,338,7.7,98.3,1,[],[92],False,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,49,BallRecovery,1,Successful,261212.0,,,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
40,2306853577.0,22,1,23.0,338,7.7,98.3,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '15.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '98.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.0'}]","[90, 116, 29, 35, 36, 214, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,1,Successful,261212.0,15.3,98.4,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
41,2306853581.0,23,1,25.0,338,15.3,98.4,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '8.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.1'}]","[90, 117, 119, 28, 34, 37, 214, 217]",True,1434365,2021-06-19T00:00:00,2021-06-19T20:00:00,1 : 1,1 : 1,1 : 0,,Estadio Olímpico de la Cartuja,94,1,FirstHalf,1,Pass,0,Unsuccessful,91213.0,8.0,94.1,,,,,,,,,,,Estadio Olímpico de la Cartuja,Spain
