,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
22,Pierre-Emerick Aubameyang,ga  GAB,FW,Arsenal,32,1989,11.5,3,0,0,18,12,10,9,1,7,0,0,0,38,28,32,46.7
23,Jordan Ayew,gh  GHA,FW,Crystal Palace,29,1991,22.4,2,0,0,42,70,1,50,28,34,1,0,0,156,31,62,33.3
24,Luke Ayling,eng  ENG,DF,Leeds United,29,1991,25.2,4,1,0,28,24,2,25,54,45,0,1,0,263,49,51,49.0
25,César Azpilicueta,es  ESP,DF,Chelsea,31,1989,23.0,3,0,0,29,8,2,37,37,31,0,1,0,169,52,34,60.5
26,Daniel Bachmann,at  AUT,GK,Watford,27,1994,12.0,0,0,0,1,2,0,0,0,0,0,1,0,57,0,0,
27,Leon Bailey,jm  JAM,"FW,MF",Aston Villa,23,1997,8.5,3,0,0,13,12,3,21,3,12,0,0,0,43,9,16,36.0
28,Eric Bailly,ci  CIV,DF,Manchester Utd,27,1994,2.4,1,0,0,2,0,0,0,8,3,0,0,1,23,5,2,71.4
29,Folarin Balogun,eng  ENG,FW,Arsenal,20,2001,0.8,0,0,0,0,1,1,0,0,0,0,0,0,3,1,2,33.3
30,Patrick Bamford,eng  ENG,FW,Leeds United,27,1993,6.2,2,0,0,7,8,5,4,3,2,0,0,0,19,5,15,25.0
31,Shandon Baptiste,gd  GRN,MF,Brentford,23,1998,10.1,2,1,1,7,15,1,5,21,4,0,0,0,83,11,22,33.3
32,Ross Barkley,eng  ENG,MF,Chelsea,27,1993,2.0,0,0,0,2,7,0,1,2,1,0,0,0,12,6,2,75.0
33,Ashley Barnes,eng  ENG,FW,Burnley,31,1989,9.0,4,0,0,24,14,9,4,6,10,0,1,0,46,41,76,35.0
34,Harvey Barnes,eng  ENG,"FW,MF",Leicester City,23,1997,23.3,2,0,0,22,27,10,40,10,13,0,0,0,131,25,48,34.2
35,Lewis Bate,eng  ENG,MF,Leeds United,18,2002,1.6,0,0,0,2,1,0,0,5,0,0,0,0,17,1,2,33.3
36,Mads Bech Sørensen,dk  DEN,DF,Brentford,22,1999,9.3,3,0,0,9,4,0,19,9,7,0,1,0,99,14,10,58.3
37,Jan Bednarek,pl  POL,DF,Southampton,25,1996,29.2,10,0,0,38,17,1,6,95,21,0,1,1,324,114,60,65.5
38,Asmir Begović,ba  BIH,GK,Everton,34,1987,3.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,
39,Saïd Benrahma,dz  ALG,"FW,MF",West Ham,25,1995,24.1,0,0,0,11,22,9,64,12,23,0,0,0,167,15,22,40.5
40,Rodrigo Bentancur,uy  URU,MF,Tottenham,24,1997,15.1,5,0,0,29,19,0,10,18,15,0,0,0,133,25,15,62.5
41,Christian Benteke,be  BEL,FW,Crystal Palace,30,1990,12.7,3,0,0,17,17,10,2,1,2,0,0,0,45,88,61,59.1
42,Jóhann Berg Guðmundsson,is  ISL,MF,Burnley,30,1990,12.2,2,0,0,17,16,3,42,17,9,0,0,0,96,21,16,56.8
43,Steven Bergwijn,nl  NED,"FW,MF",Tottenham,23,1997,6.3,1,0,0,9,12,1,6,4,4,0,0,0,30,1,6,14.3
44,Ryan Bertrand,eng  ENG,DF,Leicester City,31,1989,3.7,1,0,0,5,1,0,1,3,4,0,0,0,17,3,5,37.5
45,Mads Bidstrup,dk  DEN,MF,Brentford,20,2001,0.5,0,0,0,1,0,0,0,1,2,0,0,0,6,0,0,
46,Yves Bissouma,ml  MLI,MF,Brighton,24,1996,23.5,10,0,0,34,29,0,5,55,50,0,1,0,251,21,17,55.3
47,Willy Boly,ci  CIV,DF,Wolves,30,1991,10.0,1,0,0,9,2,1,0,19,22,0,1,0,102,26,22,54.2
48,Jarrod Bowen,eng  ENG,FW,West Ham,24,1996,33.1,6,0,0,26,51,13,57,38,26,2,0,0,194,40,78,33.9
49,Jarrad Branthwaite,eng  ENG,DF,Everton,19,2002,4.3,0,1,0,2,4,0,0,8,2,0,0,0,37,13,6,68.4
50,Armando Broja,al  ALB,FW,Southampton,19,2001,21.9,2,0,0,38,32,13,19,13,12,1,0,0,100,94,175,34.9
51,Josh Brownhill,eng  ENG,MF,Burnley,25,1995,32.8,10,0,0,49,29,0,25,79,41,0,0,0,364,56,40,58.3
52,Lewis Brunt,eng  ENG,MF,Leicester City,20,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0
53,Bryan,es  ESP,"FW,MF",Tottenham,20,2001,1.0,0,0,0,1,4,0,4,0,3,0,0,0,12,0,0,
54,Emi Buendía,ar  ARG,"FW,MF",Aston Villa,24,1996,21.1,1,0,0,26,53,3,19,18,31,0,1,0,172,24,47,33.8
55,Jack Butland,eng  ENG,GK,Crystal Palace,28,1993,8.5,0,0,0,0,2,0,0,0,0,0,0,0,28,0,0,
56,Sam Byram,eng  ENG,DF,Norwich City,27,1993,11.4,3,0,0,16,4,0,8,38,15,0,1,0,91,35,22,61.4
57,Willy Caballero,ar  ARG,GK,Southampton,39,1981,2.0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
58,Moisés Caicedo,ec  ECU,MF,Brighton,19,2001,7.3,2,0,0,9,16,1,2,12,12,0,0,0,84,11,6,64.7
59,Dominic Calvert-Lewin,eng  ENG,FW,Everton,24,1997,14.3,2,0,0,21,22,4,3,6,11,1,0,0,49,97,107,47.5
60,Chem Campbell,wls  WAL,MF,Wolves,18,2002,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
61,João Cancelo,pt  POR,DF,Manchester City,27,1994,35.9,7,0,0,37,37,2,103,75,54,0,0,0,349,49,45,52.1
62,Sergi Canós,es  ESP,DF,Brentford,24,1997,23.1,8,1,1,32,20,5,52,33,22,0,0,1,182,14,31,31.1
63,Todd Cantwell,eng  ENG,"FW,MF",Norwich City,23,1998,4.9,2,0,0,6,12,2,3,4,11,0,0,0,32,4,5,44.4
64,Matty Cash,pl  POL,DF,Aston Villa,23,1997,37.5,8,0,0,45,50,2,94,90,44,0,1,0,285,44,56,44.0
65,Timothy Castagne,be  BEL,DF,Leicester City,25,1995,23.6,1,0,0,18,13,1,27,38,29,0,0,0,181,44,32,57.9
66,Jonny Castro,es  ESP,DF,Wolves,27,1994,11.4,1,0,0,11,18,0,10,13,21,0,0,0,86,11,11,50.0
67,Craig Cathcart,nir  NIR,DF,Watford,32,1989,26.6,3,0,0,14,7,0,3,38,15,0,0,0,219,63,42,60.0
68,Edinson Cavani,uy  URU,FW,Manchester Utd,34,1987,8.5,0,0,0,9,6,6,3,9,2,0,0,0,34,5,15,25.0
69,Kayky Chagas,br  BRA,FW,Manchester City,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,Trevoh Chalobah,eng  ENG,DF,Chelsea,22,1999,16.1,2,0,0,22,16,0,3,33,21,0,1,0,161,35,25,58.3
71,Daniel Chesters,eng  ENG,MF,West Ham,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,Ben Chilwell,eng  ENG,DF,Chelsea,24,1996,6.0,0,0,0,10,18,2,10,6,5,0,1,0,42,8,11,42.1
73,Chiquinho,pt  POR,"DF,MF",Wolves,21,2000,2.3,0,0,0,11,8,0,21,6,6,0,0,0,21,5,5,50.0
74,Hamza Choudhury,eng  ENG,"DF,MF",Leicester City,23,1997,3.2,1,0,0,6,7,0,0,16,2,0,0,0,24,14,1,93.3
75,Andreas Christensen,dk  DEN,DF,Chelsea,25,1996,16.6,2,0,0,13,7,0,2,52,12,0,0,0,168,60,37,61.9
76,Carney Chukwuemeka,eng  ENG,"MF,FW",Aston Villa,17,2004,3.3,0,0,0,4,10,0,0,4,2,0,0,0,25,5,10,33.3
77,Ciaran Clark,ie  IRL,DF,Newcastle Utd,31,1989,11.3,2,1,0,6,7,1,3,15,13,0,1,0,86,34,15,69.4
78,Tom Cleverley,eng  ENG,MF,Watford,31,1989,18.0,2,0,0,37,21,2,19,27,27,0,0,0,134,18,37,32.7
79,Nathaniel Clyne,eng  ENG,DF,Crystal Palace,30,1991,15.0,1,0,0,4,6,0,13,33,11,0,0,0,104,12,10,54.5
80,Conor Coady,eng  ENG,DF,Wolves,28,1993,37.3,4,0,0,21,3,2,2,44,18,0,0,0,235,39,29,57.4
81,Séamus Coleman,ie  IRL,DF,Everton,32,1988,29.5,4,0,0,19,20,2,40,54,42,1,0,1,269,34,34,50.0
82,Nathan Collins,ie  IRL,DF,Burnley,20,2001,18.6,2,1,0,20,14,4,4,37,23,0,1,0,231,83,44,65.4
83,Aaron Connolly,ie  IRL,FW,Brighton,21,2000,1.7,0,0,0,1,7,0,1,0,0,0,0,0,7,0,7,0.0
84,Liam Cooper,sct  SCO,DF,Leeds United,29,1991,20.2,5,0,0,19,13,2,1,40,18,0,1,0,253,92,43,68.1
85,Jack Cork,eng  ENG,MF,Burnley,32,1989,18.6,4,0,0,40,14,1,7,34,8,0,0,0,185,36,25,59.0
86,Maxwel Cornet,ci  CIV,"FW,MF",Burnley,24,1996,19.6,2,0,0,23,23,26,22,11,11,2,0,0,114,40,70,36.4
87,Hélder Costa,ao  ANG,MF,Leeds United,27,1994,0.2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0.0
88,Vladimír Coufal,cz  CZE,DF,West Ham,28,1992,24.5,5,1,1,30,20,2,80,34,22,0,0,1,265,40,42,48.8
89,Philippe Coutinho,br  BRA,"MF,FW",Aston Villa,29,1992,14.8,0,0,0,10,22,4,13,8,11,0,0,0,93,6,22,21.4
90,Aaron Cresswell,eng  ENG,DF,West Ham,31,1989,30.3,3,0,0,20,13,2,63,43,19,0,1,0,243,36,30,54.5
91,Charlie Cresswell,eng  ENG,DF,Leeds United,18,2002,1.6,1,0,0,3,2,1,0,4,3,0,0,0,17,7,3,70.0
92,Cucho,co  COL,"FW,MF",Watford,22,1999,12.7,3,0,0,19,13,1,26,11,5,0,0,1,89,39,49,44.3
93,Marc Cucurella,es  ESP,DF,Brighton,23,1998,34.3,6,0,0,35,36,3,94,72,62,0,0,0,348,54,46,54.0
94,Luke Cundle,eng  ENG,MF,Wolves,19,2002,2.0,0,0,0,6,1,0,0,2,3,0,0,0,16,0,4,0.0
95,Patson Daka,zm  ZAM,FW,Leicester City,22,1998,12.9,2,0,0,20,16,7,4,3,11,0,0,0,58,22,49,31.0
96,Stuart Dallas,nir  NIR,"DF,MF",Leeds United,30,1991,32.4,5,0,0,38,39,2,43,78,46,0,1,0,286,40,33,54.8
97,Diogo Dalot,pt  POR,DF,Manchester Utd,22,1999,20.0,4,0,0,20,7,1,46,44,33,0,0,0,178,38,22,63.3
98,Karl Darlow,eng  ENG,GK,Newcastle Utd,30,1990,8.0,1,0,0,1,2,0,0,0,0,0,1,0,31,0,0,
99,Josh Dasilva,eng  ENG,"MF,FW",Brentford,22,1998,2.9,0,1,0,3,5,0,4,4,2,0,0,0,30,1,3,25.0
100,Ben Davies,wls  WAL,DF,Tottenham,28,1993,28.2,6,0,0,33,23,5,9,45,18,0,1,0,201,77,49,61.1
101,Tom Davies,eng  ENG,MF,Everton,23,1998,2.6,1,0,0,4,3,0,0,8,2,0,0,0,20,5,3,62.5
102,Keinan Davis,eng  ENG,FW,Aston Villa,23,1998,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0
103,Craig Dawson,eng  ENG,DF,West Ham,31,1990,30.6,5,1,0,40,12,1,1,30,21,0,2,0,265,103,56,64.8
104,Kevin De Bruyne,be  BEL,MF,Manchester City,30,1991,24.5,2,0,0,25,36,5,101,14,14,0,0,0,174,15,29,34.1
105,Troy Deeney,eng  ENG,FW,Watford,33,1988,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,57.1
106,Liam Delap,eng  ENG,FW,Manchester City,18,2003,0.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,
107,Fabian Delph,eng  ENG,MF,Everton,31,1989,7.4,2,0,0,11,7,0,1,19,13,0,0,0,83,5,5,50.0
108,Leander Dendoncker,be  BEL,MF,Wolves,26,1995,21.7,4,0,0,20,6,0,9,24,24,0,0,0,179,40,38,51.3
109,Emmanuel Dennis,ng  NGA,"FW,MF",Watford,23,1997,28.7,9,1,1,69,47,12,29,25,28,1,0,0,165,59,101,36.9
110,Kiernan Dewsbury Hall,eng  ENG,MF,Leicester City,22,1998,23.4,4,0,0,28,41,0,50,27,25,0,0,0,210,23,26,46.9
111,Ibrahima Diallo,fr  FRA,MF,Southampton,22,1999,11.4,1,0,0,13,17,0,7,17,20,0,0,0,101,13,15,46.4
112,Raphael Dias Belloli,br  BRA,"FW,MF",Leeds United,24,1996,32.4,7,0,0,49,52,14,90,43,25,1,1,0,212,25,37,40.3
113,Rúben Dias,pt  POR,DF,Manchester City,24,1997,26.7,5,0,0,30,10,2,5,38,27,0,0,0,217,53,36,59.6
114,Luis Díaz,co  COL,FW,Liverpool,24,1997,10.6,0,0,0,16,21,3,22,4,10,0,0,0,81,10,28,26.3
115,Eric Dier,eng  ENG,DF,Tottenham,27,1994,34.1,1,0,0,18,13,0,3,47,13,0,0,1,240,89,51,63.6
116,Virgil van Dijk,nl  NED,DF,Liverpool,30,1991,34.0,3,0,0,10,12,0,0,47,12,0,0,0,410,135,40,77.1
117,Issa Diop,fr  FRA,DF,West Ham,24,1997,10.7,0,0,0,6,5,1,1,17,3,0,0,0,96,19,20,48.7
118,Moussa Djenepo,ml  MLI,MF,Southampton,23,1998,5.1,3,0,0,12,11,0,6,9,8,0,0,0,54,2,7,22.2
119,Lewis Dobbin,eng  ENG,"FW,MF",Everton,18,2003,0.4,1,0,0,0,1,0,1,1,2,0,0,0,2,0,6,0.0
120,Matt Doherty,ie  IRL,DF,Tottenham,29,1992,9.7,0,0,0,14,4,0,20,17,12,0,0,0,72,17,9,65.4
121,Gabriel Dos Santos,br  BRA,DF,Arsenal,23,1997,34.0,8,1,1,24,43,1,4,39,37,0,0,0,250,68,38,64.2
122,Abdoulaye Doucouré,ml  MLI,MF,Everton,28,1993,28.2,6,0,0,54,20,1,8,41,45,0,0,0,355,44,52,45.8
123,Kieran Dowell,eng  ENG,"FW,MF",Norwich City,23,1997,10.1,0,0,0,26,4,0,20,9,7,0,0,0,49,13,28,31.7
124,Cody Drameh,eng  ENG,DF,Leeds United,19,2001,1.4,1,0,0,2,0,0,2,3,3,0,0,0,9,0,2,0.0
125,Martin Dúbravka,sk  SVK,GK,Newcastle Utd,32,1989,26.0,1,0,0,0,6,0,0,0,0,0,0,0,106,0,0,
126,Shane Duffy,ie  IRL,DF,Brighton,29,1992,16.0,7,0,0,20,7,1,0,18,9,0,0,0,152,81,23,77.9
127,Paul Dummett,wls  WAL,DF,Newcastle Utd,29,1991,2.2,2,0,0,4,3,0,3,4,4,0,0,0,10,3,3,50.0
128,Lewis Dunk,eng  ENG,DF,Brighton,29,1991,28.6,3,1,0,8,6,0,6,46,11,0,0,0,257,91,44,67.4
129,Ederson,br  BRA,GK,Manchester City,27,1993,37.0,3,0,0,1,7,0,0,0,0,0,1,0,121,0,0,
130,Odsonne Édouard,fr  FRA,FW,Crystal Palace,23,1998,17.4,4,0,0,28,11,4,8,11,13,0,0,0,86,46,64,41.8
131,CJ Egan-Riley,eng  ENG,DF,Manchester City,18,2003,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
132,Anthony Elanga,se  SWE,FW,Manchester Utd,19,2002,13.5,0,0,0,11,24,3,16,19,17,0,0,0,67,27,25,51.9
133,Harvey Elliott,eng  ENG,MF,Liverpool,18,2003,3.8,0,0,0,2,7,0,7,3,1,0,0,0,45,1,4,20.0
134,Mohamed Elneny,eg  EGY,MF,Arsenal,29,1992,9.0,1,0,0,5,7,0,0,18,9,0,0,0,94,11,11,50.0
135,Mohamed Elyounoussi,no  NOR,"MF,FW",Southampton,26,1994,22.7,4,0,0,38,28,1,35,19,33,0,0,0,167,35,61,36.5
136,Emerson,br  BRA,DF,Tottenham,22,1999,25.4,5,0,0,38,53,2,60,35,39,0,0,0,211,41,42,49.4
137,Christian Eriksen,dk  DEN,MF,Brentford,29,1992,10.4,1,0,0,6,4,0,30,10,10,0,0,0,85,6,9,40.0
138,Oghenekaro Etebo,ng  NGA,MF,Watford,25,1995,4.5,3,0,0,9,4,0,1,8,10,0,0,0,35,2,2,50.0
139,Jonny Evans,nir  NIR,DF,Leicester City,33,1988,15.0,3,0,0,16,12,0,3,31,18,0,0,0,180,53,18,74.6
140,Eberechi Eze,eng  ENG,"MF,FW",Crystal Palace,23,1998,6.7,1,0,0,7,14,0,10,8,5,0,0,0,54,12,11,52.2
141,Łukasz Fabiański,pl  POL,GK,West Ham,36,1985,37.0,2,0,0,1,7,0,0,0,0,0,1,0,142,0,0,
142,Fabinho,br  BRA,MF,Liverpool,27,1993,25.7,7,0,0,49,39,0,6,56,37,0,0,0,312,45,28,61.6
143,Kiko Femenía,es  ESP,DF,Watford,30,1991,23.8,2,0,0,16,16,2,55,63,26,0,0,0,207,21,25,45.7
144,Evan Ferguson,ie  IRL,MF,Brighton,16,2004,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,25.0
145,Nathan Ferguson,eng  ENG,DF,Crystal Palace,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
146,Bruno Fernandes,pt  POR,MF,Manchester Utd,26,1994,34.6,10,0,0,44,60,3,82,38,45,0,0,0,258,23,33,41.1
147,Álvaro Fernández,es  ESP,GK,Brentford,23,1998,12.0,0,0,0,0,3,0,0,0,0,0,0,1,68,0,0,
148,Federico Fernández,ar  ARG,DF,Newcastle Utd,32,1989,5.8,0,0,0,2,2,0,0,13,1,0,0,0,34,10,5,66.7
149,Fernandinho,br  BRA,"MF,DF",Manchester City,36,1985,10.7,1,0,0,22,16,0,4,14,16,0,0,0,109,21,15,58.3
150,Roberto Firmino,br  BRA,FW,Liverpool,29,1991,11.0,3,0,0,9,9,3,8,4,21,0,0,0,69,13,30,30.2
151,Junior Firpo,es  ESP,DF,Leeds United,24,1996,19.0,11,0,0,50,20,1,27,33,38,0,0,1,143,33,21,61.1
152,Ashley Fletcher,eng  ENG,FW,Watford,25,1995,0.3,0,0,0,1,0,0,0,0,2,0,0,0,4,2,6,25.0
153,Phil Foden,eng  ENG,FW,Manchester City,21,2000,23.6,1,0,0,17,38,13,59,17,15,0,0,0,115,8,33,19.5
154,Wesley Fofana,fr  FRA,DF,Leicester City,20,2000,7.0,2,0,0,9,8,0,0,16,5,0,0,0,76,23,12,65.7
155,Pablo Fornals,es  ESP,"FW,MF",West Ham,25,1996,31.1,4,0,0,32,40,6,49,47,34,1,0,0,235,29,38,43.3
156,Adam Forshaw,eng  ENG,MF,Leeds United,29,1991,17.0,5,0,0,38,21,2,5,30,28,0,0,0,190,13,15,46.4
157,Marcus Forss,fi  FIN,"FW,MF",Brentford,22,1999,2.3,0,0,0,4,1,0,1,2,2,0,0,0,11,5,15,25.0
158,Fraser Forster,eng  ENG,GK,Southampton,33,1988,19.0,1,0,0,0,3,0,0,0,0,0,0,0,79,0,0,
159,Ben Foster,eng  ENG,GK,Watford,38,1983,26.0,0,0,0,1,4,0,0,0,0,0,1,0,131,0,0,
160,Tariqe Fosu,gh  GHA,DF,Brentford,25,1995,0.2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0.0
161,Ryan Fraser,sct  SCO,"FW,MF",Newcastle Utd,27,1994,16.3,3,0,0,12,24,2,61,16,4,0,0,0,82,7,23,23.3
162,Fred,br  BRA,MF,Manchester Utd,28,1993,22.5,5,0,0,43,35,0,2,49,38,1,0,1,253,16,14,53.3
163,Ryan Fredericks,eng  ENG,DF,West Ham,28,1992,3.4,1,0,0,3,1,0,8,6,2,0,0,0,27,6,1,85.7
164,Leo Fuhr Hjelde,no  NOR,DF,Leeds United,17,2003,1.7,0,0,0,1,1,0,3,4,2,0,0,0,14,4,2,66.7
165,Conor Gallagher,eng  ENG,MF,Crystal Palace,21,2000,31.6,10,0,0,84,72,2,67,43,44,1,0,0,277,35,40,46.7
166,Alejandro Garnacho,es  ESP,FW,Manchester Utd,17,2004,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
167,Dwight Gayle,eng  ENG,FW,Newcastle Utd,30,1990,0.4,1,0,0,2,2,0,0,1,0,0,0,0,1,1,3,25.0
168,Jean-Philippe Gbamin,ci  CIV,MF,Everton,25,1995,0.7,0,0,0,0,1,0,0,0,1,0,0,0,7,1,0,100.0
169,David de Gea,es  ESP,GK,Manchester Utd,30,1990,38.0,0,0,0,0,1,0,0,0,0,0,0,0,113,0,0,
170,Joe Gelhardt,eng  ENG,"FW,MF",Leeds United,19,2002,8.3,4,0,0,21,28,5,5,4,6,2,0,0,41,8,31,20.5
171,Saman Ghoddos,ir  IRN,"DF,MF",Brentford,27,1993,6.0,2,0,0,13,12,0,14,7,8,1,0,0,54,8,15,34.8
172,Dimitris Giannoulis,gr  GRE,DF,Norwich City,25,1995,13.0,2,0,0,18,26,0,30,36,23,0,0,0,119,10,9,52.6
173,Morgan Gibbs-White,eng  ENG,"FW,MF",Wolves,21,2000,0.1,1,0,0,2,1,0,0,0,0,0,0,0,3,0,2,0.0
174,Ben Gibson,eng  ENG,DF,Norwich City,28,1993,27.7,5,1,1,14,10,0,0,48,17,0,2,0,200,67,33,67.0
175,Billy Gilmour,sct  SCO,MF,Norwich City,20,2001,20.6,2,0,0,45,21,1,19,33,22,0,1,0,177,12,26,31.6
176,Ben Godfrey,eng  ENG,DF,Everton,23,1998,22.5,6,0,0,17,14,0,14,48,26,0,0,0,161,51,36,58.6
177,André Gomes,pt  POR,MF,Everton,28,1993,6.9,3,0,0,33,8,0,3,11,9,0,0,0,82,6,13,31.6
178,Toti Gomes,pt  POR,DF,Wolves,22,1999,4.0,1,0,0,2,3,1,1,10,3,0,0,0,42,15,11,57.7
179,Joe Gomez,eng  ENG,DF,Liverpool,24,1997,3.7,2,0,0,5,3,0,17,12,4,0,0,0,44,13,6,68.4
180,Charlie Goode,eng  ENG,DF,Brentford,25,1995,5.0,3,0,0,7,8,0,14,5,5,0,1,0,58,19,9,67.9
181,Anthony Gordon,eng  ENG,"MF,FW",Everton,20,2001,25.4,4,0,0,30,69,8,71,36,36,2,0,0,166,18,47,27.7
182,Kaide Gordon,eng  ENG,FW,Liverpool,16,2004,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
183,Dan Gosling,eng  ENG,MF,Watford,31,1990,1.8,0,0,0,3,6,0,1,1,1,0,0,0,20,5,3,62.5
184,Demarai Gray,eng  ENG,"MF,FW",Everton,25,1996,26.0,3,0,0,14,45,3,57,16,19,0,0,0,142,6,53,10.2
185,Jack Grealish,eng  ENG,FW,Manchester City,25,1995,21.3,3,0,0,18,65,5,36,16,15,0,0,0,106,16,30,34.8
186,Mason Greenwood,eng  ENG,"FW,MF",Manchester Utd,19,2001,14.1,1,0,0,21,22,3,25,4,8,0,0,0,81,6,9,40.0
187,Sam Greenwood,eng  ENG,"MF,FW",Leeds United,19,2002,2.6,0,0,0,7,1,1,4,2,2,0,0,0,24,2,4,33.3
188,Pascal Groß,de  GER,"MF,DF",Brighton,30,1991,22.6,1,0,0,19,11,4,66,16,21,0,0,0,184,18,30,37.5
189,Vicente Guaita,es  ESP,GK,Crystal Palace,34,1987,29.5,2,0,0,1,2,0,0,0,0,0,1,0,148,0,0,
190,Marc Guéhi,eng  ENG,DF,Crystal Palace,21,2000,35.8,4,0,0,19,37,0,2,58,22,0,1,0,340,85,58,59.4
191,Bruno Guimarães,br  BRA,MF,Newcastle Utd,23,1997,11.5,4,0,0,22,46,4,9,19,39,0,0,0,121,6,12,33.3
192,İlkay Gündoğan,de  GER,MF,Manchester City,30,1990,20.6,1,0,0,17,17,2,24,27,11,0,0,0,132,13,15,46.4
193,Angus Gunn,eng  ENG,GK,Norwich City,25,1996,9.0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,
194,Grant Hanley,sct  SCO,DF,Norwich City,29,1991,32.2,2,0,0,28,24,2,1,65,38,0,1,0,252,116,37,75.8
