,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType.value,cardType.displayName,blockedX,blockedY,venue
208,2267344205.0,90,11,15.0,80,39.4,40.6,11,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '129'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[63],False,1,FirstHalf,4,Foul,0,Unsuccessful,20769.0,,,,,,,,,,,,,Giuseppe Meazza
209,2267344241.0,91,11,21.0,80,0.0,0.0,11,"[{'type': {'value': 13, 'displayName': 'Foul'}, 'value': '243'}, {'type': {'value': 31, 'displayName': 'Yellow'}}]",[64],False,1,FirstHalf,17,Card,1,Successful,20769.0,,,,,,,,,31.0,Yellow,,,Giuseppe Meazza
210,2267344853.0,130,11,50.0,75,58.8,56.3,11,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '61.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.7'}]","[90, 118, 116, 29, 131, 35, 37, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,87449.0,61.1,48.7,,,,,,,,,,,Giuseppe Meazza
211,2267344871.0,131,11,52.0,75,61.1,48.7,11,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '55.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 29, 34, 36, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,69344.0,56.2,55.5,,,,,,,,,,,Giuseppe Meazza
212,2267344883.0,132,11,53.0,75,56.7,55.9,11,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '51.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '23.9'}]","[90, 118, 116, 29, 34, 37, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,87449.0,51.1,23.9,,,,,,,,,,,Giuseppe Meazza
213,2267344903.0,133,11,54.0,75,51.0,26.8,11,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.2'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,302918.0,58.4,4.2,,,,,,,,,,,Giuseppe Meazza
214,2267344937.0,134,11,57.0,75,56.2,4.7,11,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '66.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '38.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}]","[90, 119, 28, 35, 36, 216, 217]",True,1,FirstHalf,1,Pass,0,Unsuccessful,320834.0,66.8,38.8,,,,,,,,,,,Giuseppe Meazza
215,2267346023.0,104,11,58.0,80,29.4,66.9,11,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 100, 55]",True,1,FirstHalf,8,Interception,1,Successful,343501.0,,,,,,,,,,,,,Giuseppe Meazza
216,2267345029.0,92,12,1.0,80,20.4,70.7,12,[],[92],False,1,FirstHalf,49,BallRecovery,1,Successful,118158.0,,,,,,,,,,,,,Giuseppe Meazza
217,2267345057.0,93,12,1.0,80,20.4,71.1,12,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '19.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.2'}]","[90, 116, 29, 34, 36, 214, 217]",True,1,FirstHalf,1,Pass,1,Successful,118158.0,19.7,86.0,,,,,,,,,,,Giuseppe Meazza
218,2267345115.0,94,12,2.0,80,19.7,86.0,12,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '7.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.1'}]","[90, 116, 29, 34, 37, 214, 217]",True,1,FirstHalf,1,Pass,1,Successful,277269.0,7.7,54.0,,,,,,,,,,,Giuseppe Meazza
219,2267345159.0,95,12,5.0,80,7.7,54.0,12,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '41.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '14.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.2'}]","[90, 116, 29, 35, 37, 214, 217]",True,1,FirstHalf,1,Pass,1,Successful,262515.0,14.5,41.3,,,,,,,,,,,Giuseppe Meazza
220,2267345257.0,96,12,12.0,80,18.3,44.3,12,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 35, 37, 214, 217]",True,1,FirstHalf,1,Pass,1,Successful,20769.0,24.7,3.2,,,,,,,,,,,Giuseppe Meazza
221,2267345309.0,97,12,14.0,80,24.7,3.2,12,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '0.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 117, 119, 28, 35, 37, 215, 217]",True,1,FirstHalf,1,Pass,0,Unsuccessful,260498.0,36.6,0.0,,,,,,,,,,,Giuseppe Meazza
222,2267345695.0,137,12,31.0,75,64.0,100.0,12,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '84.5'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '28.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.0'}]","[90, 211, 35, 37, 216]",True,1,FirstHalf,1,Pass,1,Successful,70524.0,89.0,84.5,,,,,,,,,,,Giuseppe Meazza
223,2267345723.0,138,12,37.0,75,86.1,95.1,12,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '85.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '74.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.6'}]","[90, 118, 116, 29, 204, 34, 37, 216, 217]",True,1,FirstHalf,1,Pass,1,Successful,78498.0,74.9,85.9,,,,,,,,,,,Giuseppe Meazza
224,2267345805.0,139,12,39.0,75,75.2,86.0,12,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '96.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '84.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,1,FirstHalf,1,Pass,1,Successful,69344.0,84.0,96.3,,,,,,,,,,,Giuseppe Meazza
225,2267345813.0,140,12,42.0,75,86.4,95.3,12,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 68]",True,1,FirstHalf,61,BallTouch,0,Unsuccessful,78498.0,,,,,,,,,,,,,Giuseppe Meazza
226,2267345829.0,99,12,44.0,80,8.6,4.4,12,[],[92],False,1,FirstHalf,49,BallRecovery,1,Successful,260498.0,,,,,,,,,,,,,Giuseppe Meazza
227,2267345837.0,100,12,45.0,80,8.6,3.5,12,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '141'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.5'}]","[90, 117, 119, 28, 35, 214, 217]",True,1,FirstHalf,1,Pass,0,Unsuccessful,260498.0,10.6,3.5,,,,,,,,,,,Giuseppe Meazza
228,2267345843.0,141,12,45.0,75,89.6,94.5,12,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '100'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 59]",True,1,FirstHalf,74,BlockedPass,1,Successful,78498.0,,,,,,,,,,,,,Giuseppe Meazza
229,2267345867.0,101,12,45.0,80,9.5,3.5,12,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]",[90],True,1,FirstHalf,61,BallTouch,1,Successful,260498.0,,,,,,,,,,,,,Giuseppe Meazza
230,2267345857.0,142,12,46.0,75,94.0,92.0,12,[],[92],False,1,FirstHalf,49,BallRecovery,1,Successful,78498.0,,,,,,,,,,,,,Giuseppe Meazza
231,2267345911.0,143,12,48.0,75,95.4,89.1,12,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '87.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '74.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.9'}]","[90, 119, 28, 34, 37, 216, 217]",True,1,FirstHalf,1,Pass,0,Unsuccessful,78498.0,87.9,74.1,,,,,,,,,,,Giuseppe Meazza
232,2267345937.0,102,12,49.0,80,12.9,27.8,12,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '0.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.2'}]","[90, 93, 94, 214]",True,1,FirstHalf,12,Clearance,1,Successful,343501.0,23.3,0.0,,,,,,,,,,,Giuseppe Meazza
233,2267346127.0,145,12,58.0,75,77.9,100.0,12,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '57.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.0'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.6'}]","[90, 211, 34, 37, 215]",True,1,FirstHalf,1,Pass,1,Successful,70524.0,57.4,94.6,,,,,,,,,,,Giuseppe Meazza
234,2267346203.0,146,13,1.0,75,56.6,94.4,13,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '37.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '40.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.4'}, {'type': {'value': 155, 'displayName': 'Chipped'}}]","[90, 116, 123, 126, 34, 37, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,329665.0,44.5,37.7,,,,,,,,,,,Giuseppe Meazza
235,2267346259.0,147,13,6.0,75,44.5,36.4,13,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.2'}]","[90, 116, 29, 35, 37, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,302918.0,46.0,6.8,,,,,,,,,,,Giuseppe Meazza
236,2267346311.0,148,13,8.0,75,46.0,6.7,13,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,320834.0,63.0,3.8,,,,,,,,,,,Giuseppe Meazza
237,2267346355.0,149,13,12.0,75,55.8,5.5,13,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.1'}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,148684.0,56.6,32.1,,,,,,,,,,,Giuseppe Meazza
238,2267346379.0,150,13,14.0,75,63.6,23.3,13,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.9'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,1,FirstHalf,1,Pass,1,Successful,69344.0,72.0,7.9,,,,,,,,,,,Giuseppe Meazza
239,2267346393.0,151,13,17.0,75,71.1,8.3,13,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '15.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[90, 118, 116, 29, 204, 34, 36, 216, 217]",True,1,FirstHalf,1,Pass,1,Successful,299344.0,67.4,15.2,,,,,,,,,,,Giuseppe Meazza
240,2267346443.0,152,13,17.0,75,67.4,15.2,13,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '16.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,1,FirstHalf,1,Pass,1,Successful,69344.0,89.0,16.2,,,,,,,,,,,Giuseppe Meazza
241,2267346477.0,153,13,20.0,75,89.0,16.2,13,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '58.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '94.5'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.4'}, {'type': {'value': 20, 'displayName': 'RightFoot'}}]","[90, 136, 123, 125, 35, 36, 216, 217]",True,1,FirstHalf,1,Pass,0,Unsuccessful,299344.0,94.5,58.4,,,,,,,,,,,Giuseppe Meazza
242,2267346489.0,105,13,21.0,80,3.9,42.1,13,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '0.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.3'}]","[90, 93, 94, 214]",True,1,FirstHalf,12,Clearance,1,Successful,260498.0,0.0,32.3,,,,,,,,,,,Giuseppe Meazza
243,2267346493.0,106,13,22.0,80,2.2,37.0,13,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '154'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}]",[121],False,1,FirstHalf,6,CornerAwarded,0,Unsuccessful,260498.0,,,,,,,,,,,,,Giuseppe Meazza
244,2267346499.0,154,13,22.0,75,97.8,63.0,13,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '106'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}]",[121],False,1,FirstHalf,6,CornerAwarded,1,Successful,299344.0,,,,,,,,,,,,,Giuseppe Meazza
245,2267346981.0,155,13,55.0,75,99.5,99.5,13,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '30.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.6'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '107'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '97.6'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '55.2'}, {'type': {'value': 6, 'displayName': 'CornerTaken'}}, {'type': {'value': 20, 'displayName': 'RightFoot'}}]","[90, 136, 123, 125, 30, 32, 33, 34, 37, 216, 217]",True,1,FirstHalf,1,Pass,0,Unsuccessful,69344.0,97.6,55.2,,,,,,,,,,,Giuseppe Meazza
246,2267347017.0,107,13,57.0,80,3.9,43.0,13,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '155'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '14.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '35.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.2'}]","[90, 93, 94, 205, 214]",True,1,FirstHalf,41,Punch,1,Successful,262515.0,14.3,35.0,,,,,,,,,,,Giuseppe Meazza
247,2267347057.0,108,13,58.0,80,14.3,35.0,13,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '32.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.1'}]","[90, 93, 94, 215]",True,1,FirstHalf,12,Clearance,1,Successful,260498.0,45.1,43.7,,,,,,,,,,,Giuseppe Meazza
248,2267347171.0,156,14,2.0,75,54.2,56.7,14,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '13.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '53.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '42.9'}]","[90, 116, 126, 34, 37, 214, 217]",True,1,FirstHalf,1,Pass,1,Successful,148684.0,13.4,53.6,,,,,,,,,,,Giuseppe Meazza
249,2267347261.0,157,14,12.0,75,10.6,52.8,14,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '20.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 35, 37, 214, 217]",True,1,FirstHalf,1,Pass,1,Successful,9972.0,10.8,20.7,,,,,,,,,,,Giuseppe Meazza
250,2267347293.0,158,14,19.0,75,21.6,3.4,14,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '42.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '25.2'}]","[90, 116, 29, 35, 36, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,148684.0,42.0,25.2,,,,,,,,,,,Giuseppe Meazza
251,2267347299.0,159,14,20.0,75,42.0,25.2,14,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 68]",True,1,FirstHalf,61,BallTouch,0,Unsuccessful,78498.0,,,,,,,,,,,,,Giuseppe Meazza
252,2267347315.0,109,14,22.0,80,42.1,70.4,14,[],[92],False,1,FirstHalf,49,BallRecovery,1,Successful,118158.0,,,,,,,,,,,,,Giuseppe Meazza
253,2267347363.0,110,14,23.0,80,44.4,69.0,14,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '57.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 34, 37, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,118158.0,38.7,57.9,,,,,,,,,,,Giuseppe Meazza
254,2267347393.0,111,14,26.0,80,42.2,60.8,14,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 35, 36, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,20769.0,44.9,72.0,,,,,,,,,,,Giuseppe Meazza
255,2267347503.0,112,14,28.0,80,45.7,74.1,14,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.5'}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1,FirstHalf,1,Pass,1,Successful,118158.0,65.3,94.5,,,,,,,,,,,Giuseppe Meazza
