,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
12,Chadrac Akolo,cd  COD,"FW,MF",Amiens,24,1995,6.0,1,0,0,9,8,2,7,5,13,0,0,0,35,4,10,28.6
13,Sofiane Alakouch,fr  FRA,DF,Nîmes,21,1998,15.6,3,0,0,14,26,2,27,18,30,0,1,1,148,8,20,28.6
14,Haitam Aleesami,no  NOR,DF,Amiens,28,1991,21.3,4,0,0,31,9,1,36,26,28,0,0,0,197,38,22,63.3
15,Rúnar Alex Rúnarsson,is  ISL,GK,Dijon,24,1995,10.0,0,0,0,0,2,0,0,0,0,0,0,0,45,0,0,
16,Rachid Alioui,ma  MAR,FW,Angers,27,1992,17.4,1,0,0,24,34,5,14,4,11,0,0,0,67,43,63,40.6
17,Mickaël Alphonse,GPE,DF,Dijon,30,1989,15.3,2,0,0,14,13,1,26,13,19,0,0,1,101,35,9,79.5
18,Romain Amalfitano,fr  FRA,MF,Dijon,29,1989,18.8,5,0,0,26,43,0,11,17,22,0,0,0,214,11,13,45.8
19,Jordan Amavi,fr  FRA,DF,Marseille,25,1994,24.0,9,0,0,41,19,1,31,30,28,0,1,0,219,72,19,79.1
20,Thierry Ambrose,fr  FRA,FW,Metz,22,1997,6.1,1,0,0,7,9,1,12,4,5,0,0,0,50,21,18,53.8
21,Kelvin Amian,fr  FRA,DF,Toulouse,21,1998,18.1,3,0,0,23,8,0,9,12,15,0,1,0,132,20,17,54.1
22,Joachim Andersen,dk  DEN,DF,Lyon,23,1996,17.0,3,0,0,17,3,0,3,8,10,0,1,0,170,56,25,69.1
23,Benjamin André,fr  FRA,MF,Lille,28,1990,22.8,6,0,0,55,37,0,10,45,63,0,0,0,323,70,49,58.8
24,Victorien Angban,ci  CIV,MF,Metz,22,1996,11.4,0,0,0,19,26,0,2,9,16,0,0,0,127,5,14,26.3
25,Janis Antiste,fr  FRA,MF,Toulouse,16,2002,0.1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,
26,Houssem Aouar,fr  FRA,MF,Lyon,21,1998,21.7,3,0,0,24,42,2,21,11,19,0,0,0,137,15,13,53.6
27,Adil Aouchiche,fr  FRA,MF,Paris S-G,17,2002,0.7,0,0,0,1,0,0,0,0,2,0,0,0,6,0,0,
28,Dennis Appiah,fr  FRA,DF,Nantes,27,1992,17.8,2,0,0,26,7,0,25,15,32,0,0,0,190,22,14,61.1
29,Luiz Araújo,br  BRA,"FW,MF",Lille,23,1996,9.2,1,0,0,13,23,0,20,5,9,1,0,0,77,6,8,42.9
30,Alphonse Areola,fr  FRA,GK,Paris S-G,26,1993,3.0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,
31,Youcef Attal,dz  ALG,"FW,DF",Nice,23,1996,11.1,5,0,0,15,25,4,30,17,17,1,1,0,70,14,9,60.9
32,Jean-Kévin Augustin,fr  FRA,FW,Monaco,22,1997,3.0,0,0,0,2,7,4,0,4,0,1,0,0,11,0,8,0.0
33,Mathias Autret,fr  FRA,"MF,FW",Brest,28,1991,13.6,3,0,0,13,6,0,30,10,11,0,0,0,90,5,15,25.0
34,Ludovic Baal,gf  GUF,DF,Brest,33,1986,9.2,1,0,0,10,15,1,20,14,21,0,1,0,112,21,13,61.8
35,Bastian Badu,fr  FRA,FW,Montpellier,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0
36,Stéphane Bahoken,cm  CMR,FW,Angers,27,1992,10.1,3,0,0,24,12,6,15,1,4,0,0,0,34,10,36,21.7
37,Dénys Bain,fr  FRA,DF,Brest,26,1993,14.1,3,1,0,8,5,1,0,16,19,0,0,0,88,38,15,71.7
38,Stefan Bajic,fr  FRA,GK,Saint-Étienne,17,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
39,Tiemoué Bakayoko,fr  FRA,MF,Monaco,24,1994,19.1,4,1,0,34,58,0,14,28,49,0,0,0,192,25,15,62.5
40,Mitchel Bakker,nl  NED,DF,Paris S-G,19,2000,1.0,1,0,0,1,0,0,0,0,3,0,0,0,5,0,1,0.0
41,Keita Baldé,sn  SEN,"FW,MF",Monaco,24,1995,9.5,4,0,0,12,15,5,14,3,8,1,0,0,46,27,34,44.3
42,Fodé Ballo-Touré,sn  SEN,DF,Monaco,22,1997,18.7,4,0,0,17,22,4,51,22,24,0,1,1,134,17,9,65.4
43,Florent Balmont,fr  FRA,MF,Dijon,39,1980,4.5,1,0,0,4,7,0,3,2,9,0,0,0,56,1,4,20.0
44,Abdoulaye Bamba,ci  CIV,DF,Angers,29,1990,6.2,2,0,0,4,2,0,13,2,6,0,0,0,45,5,5,50.0
45,Jonathan Bamba,fr  FRA,"FW,MF",Lille,23,1996,21.5,1,0,0,15,45,5,22,14,10,2,0,0,178,8,13,38.1
46,Danilo Barbosa,br  BRA,"DF,MF",Nice,23,1996,12.5,4,0,0,16,21,0,3,9,15,0,0,0,97,14,16,46.7
47,Melvin Bard,fr  FRA,DF,Lyon,18,2000,0.5,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,100.0
48,Toma Bašić,hr  CRO,MF,Bordeaux,22,1996,11.0,4,0,0,12,15,1,10,9,21,0,0,0,102,15,9,62.5
49,Thomas Basila,fr  FRA,DF,Nantes,20,1999,4.6,1,0,0,3,2,0,3,1,1,0,0,0,51,3,3,50.0
50,Gil Bastião Dias,pt  POR,"DF,MF",Monaco,22,1996,11.7,3,0,0,13,15,2,18,15,33,0,0,0,114,10,13,43.5
51,Cristian Battocchio,it  ITA,MF,Brest,27,1992,15.5,1,0,0,9,6,0,20,19,25,1,0,0,179,8,16,33.3
52,Gaëtan Belaud,fr  FRA,DF,Brest,32,1986,6.4,0,0,0,6,5,0,13,11,8,0,0,0,55,9,12,42.9
53,Haris Belkebla,dz  ALG,MF,Brest,25,1994,20.2,4,0,0,30,33,1,3,35,42,0,0,0,169,15,31,32.6
54,Raoul Bellanova,it  ITA,DF,Bordeaux,19,2000,0.7,0,0,0,1,1,0,0,0,1,0,0,0,2,0,2,0.0
55,Jean-Ricner Bellegarde,fr  FRA,MF,Strasbourg,21,1998,16.6,2,0,0,30,31,0,14,20,27,1,0,0,159,5,28,15.2
56,Sami Ben Amar,ma  MAR,FW,Nîmes,21,1998,0.2,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,25.0
57,Wissam Ben Yedder,fr  FRA,FW,Monaco,28,1990,24.0,1,0,0,10,17,7,24,6,15,1,0,0,125,11,43,20.4
58,Cristian Benavente,pe  PER,"MF,FW",Nantes,25,1994,3.9,0,0,0,5,4,0,10,2,8,0,0,0,23,2,14,12.5
59,Darío Benedetto,ar  ARG,FW,Marseille,29,1990,23.3,4,0,0,26,29,6,10,4,14,1,0,0,77,45,72,38.5
60,Walter Benítez,ar  ARG,GK,Nice,26,1993,26.0,0,0,0,0,2,0,0,0,0,0,0,0,105,0,0,
61,Loris Benito,ch  SUI,DF,Bordeaux,27,1992,21.1,5,0,0,37,7,1,26,16,29,0,0,1,174,35,30,53.8
62,Bilal Benkhedim,fr  FRA,"MF,FW",Saint-Étienne,18,2001,1.5,0,0,0,2,3,0,4,0,5,0,0,0,19,0,2,0.0
63,Yassine Benzia,dz  ALG,MF,Dijon,24,1994,1.9,0,0,0,5,8,0,2,3,2,0,0,0,12,2,4,33.3
64,Robert Berić,si  SVN,"FW,MF",Saint-Étienne,28,1991,4.6,0,0,0,8,5,7,7,2,2,0,0,0,18,5,14,26.3
65,Paul Bernardoni,fr  FRA,GK,Nîmes,22,1997,24.5,0,0,0,0,5,0,0,0,0,0,0,0,108,0,0,
66,Juan Bernat,es  ESP,"DF,MF",Paris S-G,26,1993,15.4,5,0,0,18,16,0,31,8,21,1,0,0,118,10,25,28.6
67,Dimitry Bertaud,fr  FRA,GK,Montpellier,21,1998,2.2,0,1,0,1,0,0,0,0,1,0,0,0,16,0,0,
68,El Bilal Touré,ml  MLI,FW,Reims,17,2001,5.0,2,0,0,6,5,3,3,0,3,1,0,0,12,10,20,33.3
69,Ludovic Blas,fr  FRA,"FW,MF",Nantes,21,1997,20.5,0,0,0,26,27,1,12,12,15,0,0,0,142,20,39,33.9
70,Alexis Blin,fr  FRA,MF,Amiens,22,1996,20.5,4,0,0,32,27,1,8,18,43,0,0,0,251,37,35,51.4
71,Mathieu Bodmer,fr  FRA,MF,Amiens,36,1982,1.0,1,0,0,5,0,1,1,1,0,0,0,0,9,6,6,50.0
72,Sacha Boey,fr  FRA,DF,Rennes,18,2000,1.9,1,0,0,2,4,0,2,3,5,1,0,0,11,1,0,100.0
73,Quentin Boisgard,fr  FRA,"MF,FW",Toulouse,22,1997,12.7,1,0,0,17,26,0,14,15,23,0,0,0,145,13,18,41.9
74,Gabriel Boschilia,br  BRA,"MF,FW",Monaco,23,1996,1.4,0,0,0,1,3,0,0,3,1,0,0,0,9,0,1,0.0
75,Denis Bouanga,ga  GAB,"FW,DF",Saint-Étienne,24,1994,22.7,4,0,0,51,33,6,46,10,35,0,0,0,131,35,57,38.0
76,Hicham Boudaoui,dz  ALG,"MF,FW",Nice,19,1999,5.4,2,1,0,10,3,1,15,8,8,0,0,0,35,7,10,41.2
77,Ryad Boudebouz,dz  ALG,"MF,FW",Saint-Étienne,29,1990,17.7,0,0,0,9,19,2,44,9,17,0,0,0,126,10,34,22.7
78,Farid Boulaya,dz  ALG,FW,Metz,26,1993,9.1,1,1,0,7,6,2,24,9,12,0,0,0,92,5,16,23.8
79,Benjamin Bourigeaud,fr  FRA,MF,Rennes,25,1994,21.1,5,0,0,29,16,2,47,12,27,1,0,0,234,17,22,43.6
80,Bilal Boutobba,fr  FRA,"MF,DF",Montpellier,20,1998,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
81,John Boye,gh  GHA,DF,Metz,32,1987,23.5,6,0,0,22,18,1,0,23,25,0,0,0,208,58,28,67.4
82,Domagoj Bradarić,hr  CRO,DF,Lille,19,1999,15.8,1,0,0,11,14,1,62,13,14,0,0,0,119,11,17,39.3
83,Anthony Briançon,fr  FRA,DF,Nîmes,24,1994,19.3,0,2,0,10,14,2,3,30,15,0,1,0,181,31,24,56.4
84,Jimmy Briand,fr  FRA,FW,Bordeaux,33,1985,16.9,1,0,0,8,24,9,2,4,5,0,0,0,68,26,67,28.0
85,Dylan Bronn,tn  TUN,DF,Metz,24,1995,9.0,0,0,0,4,5,0,0,6,7,0,0,0,49,12,10,54.5
86,Lucas Buadés,fr  FRA,FW,Nîmes,21,1997,1.3,0,0,0,3,4,1,0,2,2,0,0,0,6,1,1,50.0
87,Patrick Burner,fr  FRA,DF,Nice,23,1996,15.9,6,1,1,18,9,0,23,20,23,0,0,0,153,12,21,36.4
88,Ludovic Butelle,fr  FRA,GK,Angers,36,1983,26.0,0,0,0,0,5,0,0,0,0,0,0,0,129,0,0,
89,Marcin Bułka,pl  POL,GK,Paris S-G,19,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
90,Yohan Cabaye,fr  FRA,MF,Saint-Étienne,33,1986,9.5,3,0,0,21,12,0,8,17,26,0,0,0,113,10,7,58.8
91,Manuel Cabit,mq  MTQ,DF,Metz,26,1993,3.0,2,0,0,6,9,0,9,6,3,0,1,0,27,0,2,0.0
92,Anthony Caci,fr  FRA,DF,Strasbourg,22,1997,7.7,0,0,0,11,4,0,20,15,23,0,0,0,63,7,7,50.0
93,Jhonder Cádiz,ve  VEN,"FW,MF",Dijon,24,1995,8.9,3,0,0,14,21,5,11,0,10,0,0,0,29,42,46,47.7
94,Mathieu Cafaro,fr  FRA,"FW,MF",Reims,22,1997,10.3,3,1,1,17,21,1,40,3,9,1,0,0,66,6,13,31.6
95,Jonathan Cafu,br  BRA,DF,Bordeaux,28,1991,2.2,0,0,0,5,7,1,1,1,4,0,0,0,13,0,6,0.0
96,Arturo Calabresi,it  ITA,DF,Amiens,23,1996,20.9,5,0,0,28,30,0,24,27,42,0,0,0,198,32,36,47.1
97,Duje Ćaleta-Car,hr  CRO,DF,Marseille,22,1996,21.0,6,0,0,23,12,0,3,15,19,0,1,0,170,58,21,73.4
98,Mahdi Camara,fr  FRA,MF,Saint-Étienne,21,1998,10.0,2,1,1,16,14,0,4,13,24,0,0,0,88,17,9,65.4
99,Souleymane Camara,sn  SEN,"FW,MF",Montpellier,36,1982,1.8,0,0,0,4,3,4,2,0,0,0,0,0,6,10,17,37.0
100,Eduardo Camavinga,fr  FRA,MF,Rennes,16,2002,23.4,4,0,0,48,57,0,1,24,58,0,0,0,234,34,31,52.3
101,Pierrick Capelle,fr  FRA,"MF,DF",Angers,32,1987,19.4,7,0,0,27,13,2,25,17,35,0,1,0,147,38,31,55.1
102,Maxence Caqueret,fr  FRA,MF,Lyon,19,2000,6.3,2,0,0,15,12,0,2,7,11,0,0,0,63,4,8,33.3
103,Irvin Cardona,fr  FRA,"FW,MF",Brest,21,1997,16.1,3,0,0,25,14,3,30,3,11,1,0,0,89,21,17,55.3
104,Lionel Carole,fr  FRA,DF,Strasbourg,28,1991,14.1,3,0,0,11,20,2,43,13,8,1,1,0,116,20,8,71.4
105,Matis Carvalho,pt  POR,GK,Montpellier,20,1999,0.8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
106,Moreto Cassamã,gw  GNB,MF,Reims,21,1998,6.6,3,0,0,6,11,0,3,4,15,0,0,0,73,4,3,57.1
107,Jean-Charles Castelletto,cm  CMR,DF,Brest,24,1995,20.4,3,1,0,27,11,1,2,16,12,0,0,0,189,60,38,61.2
108,Edinson Cavani,uy  URU,FW,Paris S-G,32,1987,6.7,2,0,0,8,2,3,4,0,4,0,0,0,24,4,6,40.0
109,Zeki Çelik,tr  TUR,DF,Lille,22,1997,23.0,4,0,0,38,11,4,47,15,34,1,0,1,232,24,36,40.0
110,Fabien Centonze,fr  FRA,DF,Metz,23,1996,28.0,3,0,0,19,36,2,59,45,53,0,0,0,259,37,26,58.7
111,Florian Chabrolle,fr  FRA,MF,Marseille,21,1998,0.2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,
112,Fouad Chafik,ma  MAR,DF,Dijon,32,1986,17.0,1,0,0,18,20,0,38,30,23,0,1,0,158,11,12,47.8
113,Gaëtan Charbonnier,fr  FRA,"FW,MF",Brest,30,1988,22.9,5,0,0,40,34,9,33,5,22,1,0,0,107,50,81,38.2
114,Brendan Chardonnet,fr  FRA,DF,Brest,24,1994,9.1,4,0,0,6,4,0,0,8,8,0,2,0,80,31,21,59.6
115,Xavier Chavalerin,fr  FRA,MF,Reims,28,1991,23.9,6,0,0,39,9,4,37,29,52,0,0,0,205,15,18,45.5
116,Aurélien Chedjou,cm  CMR,DF,Amiens,34,1985,21.9,4,1,1,14,12,0,0,27,27,0,1,0,255,45,23,66.2
117,Rayan Cherki,fr  FRA,"MF,FW",Lyon,15,2003,1.6,0,0,0,1,6,0,3,1,2,0,0,0,13,0,2,0.0
118,Joris Chotard,fr  FRA,MF,Montpellier,17,2001,13.9,5,1,1,27,22,1,8,16,21,0,0,0,164,19,16,54.3
119,Mounir Chouiar,fr  FRA,"MF,FW",Dijon,20,1999,16.7,4,1,0,34,20,4,32,11,27,0,0,0,124,12,12,50.0
120,Alexis Claude-Maurice,fr  FRA,"MF,FW",Nice,21,1998,18.1,2,0,0,13,44,1,19,12,18,0,0,0,96,10,9,52.6
121,Yannis Clementia,fr  FRA,GK,Nice,22,1997,2.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,
122,Marcus Coco,fr  FRA,FW,Nantes,23,1996,0.2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,
123,Renaud Cohade,fr  FRA,MF,Metz,34,1984,8.5,3,0,0,20,4,1,14,7,16,0,0,0,85,17,7,70.8
124,Racine Coly,sn  SEN,DF,Nice,23,1995,7.2,5,2,2,12,8,1,6,6,9,0,0,0,70,13,9,59.1
125,Daniel Congré,fr  FRA,DF,Montpellier,34,1985,21.6,4,0,0,16,16,0,5,29,23,1,0,1,219,46,37,55.4
126,Benjamin Corgnet,fr  FRA,MF,Strasbourg,32,1987,2.9,0,0,0,3,3,0,8,1,3,0,0,0,7,10,12,45.5
127,Maxwel Cornet,ci  CIV,"FW,DF",Lyon,22,1996,14.8,1,0,0,14,28,2,48,15,14,0,0,0,123,18,22,45.0
128,Quentin Cornette,fr  FRA,"FW,MF",Amiens,25,1994,3.9,0,0,0,6,5,1,31,9,1,0,0,0,26,3,2,60.0
129,Nuno da Costa,cv  CPV,"FW,MF",Strasbourg,28,1991,5.9,4,0,0,13,13,0,6,5,6,0,0,0,36,19,13,59.4
130,Benoît Costil,fr  FRA,GK,Bordeaux,32,1987,28.0,1,0,0,0,2,0,0,0,0,0,0,0,116,0,0,
131,Kalifa Coulibaly,ml  MLI,FW,Nantes,27,1991,18.0,1,0,0,34,12,22,8,7,7,0,0,0,53,85,86,49.7
132,Senou Coulibaly,ml  MLI,DF,Dijon,24,1994,7.4,0,0,0,7,5,0,0,12,5,0,0,0,61,10,10,50.0
133,Yoann Court,fr  FRA,"FW,MF",Brest,29,1990,16.3,6,0,0,22,21,6,33,12,32,1,0,0,91,11,19,36.7
134,Nicolas Cozza,fr  FRA,DF,Montpellier,20,1999,6.2,1,0,0,4,6,1,0,7,4,0,0,0,40,14,9,60.9
135,Wylan Cyprien,fr  FRA,MF,Nice,24,1995,19.7,3,1,1,13,32,1,24,16,16,0,1,0,155,11,9,55.0
136,Lucas Da Cunha,fr  FRA,MF,Rennes,18,2001,0.8,0,0,0,0,0,0,1,0,1,0,0,0,6,1,5,16.7
137,Damien Da Silva,fr  FRA,DF,Rennes,31,1988,24.9,3,0,0,25,12,2,2,20,17,0,1,1,235,91,31,74.6
138,Colin Dagba,fr  FRA,DF,Paris S-G,20,1998,7.4,1,0,0,13,3,2,22,7,4,0,0,0,51,1,5,16.7
139,Dante,br  BRA,DF,Nice,35,1983,21.0,7,0,0,17,6,1,1,18,19,0,1,1,181,53,21,71.6
140,Lucas Deaux,fr  FRA,MF,Nîmes,30,1988,14.8,2,0,0,25,22,2,7,10,34,0,0,0,216,59,31,65.6
141,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,34,1985,19.7,2,0,0,32,23,2,39,33,26,0,2,0,200,93,36,72.1
142,Romain Del Castillo,fr  FRA,"FW,MF",Rennes,23,1996,13.8,2,0,0,21,22,4,26,7,19,0,0,0,89,20,30,40.0
143,Thomas Delaine,fr  FRA,DF,Metz,27,1992,13.9,4,0,0,21,11,0,49,12,14,0,0,0,105,3,16,15.8
144,Paul Delecroix,fr  FRA,GK,Metz,30,1988,1.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
145,Andy Delort,dz  ALG,FW,Montpellier,27,1991,25.3,5,0,0,69,39,21,84,7,20,0,0,0,118,64,77,45.4
146,Moussa Dembélé,fr  FRA,FW,Lyon,23,1996,24.3,3,0,0,43,24,11,9,4,9,3,0,0,78,58,79,42.3
147,Jason Denayer,be  BEL,DF,Lyon,24,1995,23.7,0,0,0,9,1,0,2,11,16,0,0,0,182,46,32,59.0
148,Kevin Denkey,tg  TOG,FW,Nîmes,18,2000,6.7,1,0,0,23,12,2,5,0,9,0,0,0,31,12,35,25.5
149,Memphis Depay,nl  NED,"FW,MF",Lyon,25,1994,11.3,0,0,0,8,18,3,15,4,9,1,0,0,53,2,11,15.4
150,Ángel Di María,ar  ARG,"FW,MF",Paris S-G,31,1988,22.2,2,0,0,12,22,6,92,10,13,0,0,0,142,1,4,20.0
151,Boulaye Dia,sn  SEN,FW,Reims,22,1996,20.1,0,0,0,24,25,14,9,9,13,1,0,0,84,27,80,25.2
152,Fousseni Diabaté,ml  MLI,"FW,MF",Amiens,23,1995,13.2,3,0,0,12,9,2,28,8,10,0,0,0,115,9,14,39.1
153,Bafodé Diakité,fr  FRA,DF,Toulouse,18,2001,15.2,1,1,0,5,4,0,5,15,14,0,0,0,131,25,17,59.5
154,Abdou Diallo,sn  SEN,DF,Paris S-G,23,1996,13.3,4,0,0,24,7,0,6,8,10,0,0,0,123,17,11,60.7
155,Habib Diallo,sn  SEN,FW,Metz,24,1995,24.4,2,1,0,36,22,17,12,4,2,0,0,0,102,99,161,38.1
156,Ibrahima Diallo,fr  FRA,MF,Brest,20,1999,17.3,2,0,0,18,22,0,3,15,38,0,0,0,199,17,13,56.7
157,Moussa Diarra,fr  FRA,DF,Toulouse,18,2000,1.0,0,0,0,0,1,0,0,3,1,0,0,0,10,3,3,50.0
158,Raphael Dias Belloli,br  BRA,"MF,FW",Rennes,22,1996,18.8,4,0,0,19,32,4,45,13,20,0,0,0,138,15,18,45.5
159,Lucas Dias,fr  FRA,GK,Nîmes,20,1999,3.5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,
160,Bakaye Dibassy,ml  MLI,DF,Amiens,29,1989,20.8,5,1,0,21,12,0,7,34,19,0,0,1,179,24,36,40.0
161,Tristan Dingomé,cm  CMR,MF,Reims,28,1991,9.9,1,0,0,20,10,0,8,4,7,0,0,0,64,1,9,10.0
162,Lois Diony,fr  FRA,FW,Saint-Étienne,26,1992,7.4,1,0,0,11,8,4,11,0,8,0,0,0,20,8,33,19.5
163,Assane Dioussé,sn  SEN,MF,Saint-Étienne,21,1997,1.3,1,0,0,3,0,0,0,1,1,0,0,0,21,1,1,50.0
164,Axel Disasi,fr  FRA,DF,Reims,21,1998,27.0,3,0,0,37,24,0,1,11,23,0,2,0,268,73,45,61.9
165,Tiago Djaló,pt  POR,DF,Lille,19,2000,7.3,1,0,0,9,5,0,1,5,8,0,1,0,69,10,8,55.6
166,Alexander Djiku,gh  GHA,"DF,MF",Strasbourg,24,1994,22.9,6,0,0,37,23,0,4,38,40,0,1,0,245,67,18,78.8
167,Kasper Dolberg,dk  DEN,FW,Nice,21,1997,21.0,2,0,0,26,36,7,3,9,8,0,0,0,38,17,20,45.9
168,Keagan Dolly,za  RSA,MF,Montpellier,26,1993,1.6,1,0,0,6,0,0,1,2,1,0,0,0,18,2,1,66.7
169,Anastasios Donis,gr  GRE,"FW,MF",Reims,22,1996,6.8,1,0,0,17,8,5,17,0,3,0,0,0,31,7,21,25.0
170,Gabriel Dos Santos,br  BRA,DF,Lille,21,1997,23.2,3,0,0,18,26,0,4,12,31,0,0,1,254,88,36,71.0
171,Mathieu Dossevi,tg  TOG,"MF,FW",Toulouse,31,1988,19.5,0,0,0,23,22,5,96,8,22,0,0,0,128,7,23,23.3
172,Moussa Doumbia,ml  MLI,"FW,MF",Reims,24,1994,19.1,8,1,1,22,55,1,36,20,14,1,0,0,158,5,20,20.0
173,Julian Draxler,de  GER,MF,Paris S-G,25,1993,7.6,5,0,0,17,4,0,5,8,8,0,0,0,59,3,1,75.0
174,Leo Dubois,fr  FRA,DF,Lyon,24,1994,15.0,3,0,0,17,11,1,45,13,21,0,0,0,124,19,8,70.4
175,Haris Duljević,ba  BIH,"FW,MF",Nîmes,25,1993,5.8,0,0,0,4,8,1,13,2,9,0,0,0,32,3,9,25.0
176,Riza Durmisi,dk  DEN,DF,Nice,25,1994,1.8,0,0,0,1,0,0,2,1,1,0,0,0,8,0,3,0.0
177,Jean-Kevin Duverne,fr  FRA,DF,Brest,22,1997,13.1,0,0,0,10,9,0,0,16,11,0,1,0,154,23,26,46.9
178,Bruno Ecuele Manga,ga  GAB,DF,Dijon,31,1988,28.0,2,0,0,10,15,0,1,25,20,0,0,0,272,85,32,72.6
179,Renaud Emond,be  BEL,"FW,MF",Nantes,27,1991,3.2,1,0,0,4,6,0,0,1,4,0,0,0,14,14,20,41.2
180,Fábio,br  BRA,DF,Nantes,29,1990,9.3,4,0,0,12,3,0,15,12,24,0,0,0,66,19,15,55.9
181,Cesc Fàbregas,es  ESP,MF,Monaco,32,1987,10.3,1,1,0,11,8,1,15,7,9,0,0,0,70,12,10,54.5
182,Julien Faussurier,fr  FRA,DF,Brest,32,1987,22.0,1,0,0,17,16,2,66,23,28,0,0,0,187,15,22,40.5
183,Zinedine Ferhat,dz  ALG,"FW,MF",Nîmes,26,1993,25.0,1,0,0,17,54,7,85,16,16,0,0,0,179,60,58,50.8
184,Juan Ferney Otero,co  COL,"FW,MF",Amiens,24,1995,13.4,0,1,0,19,18,6,28,12,11,1,0,0,91,37,47,44.0
185,Jordan Ferri,fr  FRA,MF,Montpellier,27,1992,12.8,1,1,0,21,28,0,18,11,17,0,0,0,146,13,12,52.0
186,Mamadou Fofana,ml  MLI,"DF,MF",Metz,21,1998,17.6,4,0,0,20,4,0,1,17,36,0,1,0,168,25,26,49.0
187,Wesley Fofana,fr  FRA,DF,Saint-Étienne,18,2000,13.5,4,0,0,14,16,0,2,21,14,0,0,0,146,70,21,76.9
188,Thomas Foket,be  BEL,DF,Reims,24,1994,27.0,3,0,0,26,32,0,45,23,36,0,1,0,214,22,32,40.7
189,Lamine Fomba,fr  FRA,MF,Nîmes,21,1998,15.3,5,0,0,44,9,0,5,17,31,0,0,0,165,42,46,47.7
190,José Fonte,pt  POR,DF,Lille,35,1983,24.5,4,0,0,18,14,0,4,16,15,0,2,0,239,67,35,65.7
191,Lyle Foster,za  RSA,FW,Monaco,18,2000,0.7,0,0,0,1,0,1,0,0,0,0,0,0,4,1,2,33.3
192,Angelo Fulgini,fr  FRA,MF,Angers,22,1996,17.5,3,1,1,27,55,1,32,22,23,0,0,0,147,18,26,40.9
193,Ruben Gabrielsen,no  NOR,DF,Toulouse,27,1992,7.3,0,1,0,5,5,0,0,5,7,0,0,0,53,22,12,64.7
