,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
23,Benjamin André,fr  FRA,MF,Lille,28,1990,22.8,83,63,34,44,5,37,100,37.0,63,593,190,32.0,191,313,89,45,12,0,33,45,128,47,0
24,Victorien Angban,ci  CIV,MF,Metz,22,1996,11.4,25,16,14,10,1,14,30,46.7,16,243,62,25.5,68,148,27,15,2,0,13,9,34,8,0
25,Janis Antiste,fr  FRA,MF,Toulouse,16,2002,0.1,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,0,1,0,0,0,0,1,1,0,0
26,Houssem Aouar,fr  FRA,MF,Lyon,21,1998,21.7,28,19,8,16,4,3,28,10.7,25,388,100,25.8,88,205,95,19,1,0,18,11,39,12,0
27,Adil Aouchiche,fr  FRA,MF,Paris S-G,17,2002,0.7,2,2,2,0,0,0,2,0.0,2,29,7,24.1,6,10,13,3,0,0,3,0,2,0,0
28,Dennis Appiah,fr  FRA,DF,Nantes,27,1992,17.8,63,32,39,16,8,19,45,42.2,26,303,97,32.0,146,126,31,20,3,0,17,15,78,65,0
29,Luiz Araújo,br  BRA,"FW,MF",Lille,23,1996,9.2,18,9,3,8,7,6,32,18.8,26,262,75,28.6,41,114,107,16,0,0,16,5,23,7,0
30,Alphonse Areola,fr  FRA,GK,Paris S-G,26,1993,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
31,Youcef Attal,dz  ALG,"FW,DF",Nice,23,1996,11.1,29,17,15,10,4,15,34,44.1,19,195,53,27.2,75,77,43,24,0,0,24,17,46,12,0
32,Jean-Kévin Augustin,fr  FRA,FW,Monaco,22,1997,3.0,2,0,0,2,0,0,4,0.0,4,39,13,33.3,4,20,15,2,0,0,2,4,6,0,0
33,Mathias Autret,fr  FRA,"MF,FW",Brest,28,1991,13.6,24,11,6,11,7,4,22,18.2,18,316,71,22.5,71,164,81,24,2,0,22,10,34,6,0
34,Ludovic Baal,gf  GUF,DF,Brest,33,1986,9.2,34,21,17,14,3,12,25,48.0,13,178,62,34.8,96,65,17,22,3,0,19,14,48,31,1
35,Bastian Badu,fr  FRA,FW,Montpellier,19,2000,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,0,2,0,0,0,0,0,0,0,0
36,Stéphane Bahoken,cm  CMR,FW,Angers,27,1992,10.1,7,4,0,3,4,0,4,0.0,4,210,40,19.0,7,103,100,4,1,0,3,1,8,6,0
37,Dénys Bain,fr  FRA,DF,Brest,26,1993,14.1,29,19,22,7,0,7,9,77.8,2,99,33,33.3,64,33,2,22,11,0,11,16,45,102,1
38,Stefan Bajic,fr  FRA,GK,Saint-Étienne,17,2001,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
39,Tiemoué Bakayoko,fr  FRA,MF,Monaco,24,1994,19.1,70,49,20,42,8,21,48,43.8,27,414,123,29.7,105,235,74,25,6,0,19,28,98,20,1
40,Mitchel Bakker,nl  NED,DF,Paris S-G,19,2000,1.0,3,3,1,2,0,0,1,0.0,1,13,9,69.2,8,3,2,1,0,0,1,0,3,0,0
41,Keita Baldé,sn  SEN,"FW,MF",Monaco,24,1995,9.5,11,8,4,4,3,1,8,12.5,7,145,44,30.3,27,58,60,9,1,0,8,3,14,10,0
42,Fodé Ballo-Touré,sn  SEN,DF,Monaco,22,1997,18.7,42,24,26,11,5,15,31,48.4,16,255,84,32.9,126,91,38,29,1,0,28,22,64,47,0
43,Florent Balmont,fr  FRA,MF,Dijon,39,1980,4.5,16,9,5,11,0,5,12,41.7,7,99,28,28.3,36,54,9,6,0,0,6,2,18,2,0
44,Abdoulaye Bamba,ci  CIV,DF,Angers,29,1990,6.2,13,6,9,1,3,7,14,50.0,7,62,14,22.6,28,24,10,9,1,0,8,2,15,14,0
45,Jonathan Bamba,fr  FRA,"FW,MF",Lille,23,1996,21.5,16,10,5,10,1,7,27,25.9,20,343,94,27.4,82,174,87,31,4,0,27,14,30,7,1
46,Danilo Barbosa,br  BRA,"DF,MF",Nice,23,1996,12.5,30,15,19,9,2,14,32,43.8,18,207,63,30.4,78,96,33,28,6,0,22,9,39,42,0
47,Melvin Bard,fr  FRA,DF,Lyon,18,2000,0.5,0,0,0,0,0,0,0,,0,5,3,60.0,3,2,0,0,0,0,0,0,0,0,0
48,Toma Bašić,hr  CRO,MF,Bordeaux,22,1996,11.0,33,21,17,15,1,14,34,41.2,20,274,81,29.6,75,155,44,16,3,0,13,9,42,19,0
49,Thomas Basila,fr  FRA,DF,Nantes,20,1999,4.6,6,1,2,4,0,4,5,80.0,1,28,12,42.9,16,12,0,3,1,0,2,1,7,27,0
50,Gil Bastião Dias,pt  POR,"DF,MF",Monaco,22,1996,11.7,56,33,29,23,4,21,56,37.5,35,298,92,30.9,110,136,52,25,2,0,23,15,71,26,1
51,Cristian Battocchio,it  ITA,MF,Brest,27,1992,15.5,32,25,11,16,5,9,37,24.3,28,282,72,25.5,86,138,58,18,4,0,14,19,51,34,0
52,Gaëtan Belaud,fr  FRA,DF,Brest,32,1986,6.4,13,8,9,4,0,4,10,40.0,6,52,10,19.2,26,14,12,15,3,0,12,11,24,16,0
53,Haris Belkebla,dz  ALG,MF,Brest,25,1994,20.2,57,42,27,25,5,11,34,32.4,23,440,124,28.2,165,216,59,39,6,0,33,35,92,30,0
54,Raoul Bellanova,it  ITA,DF,Bordeaux,19,2000,0.7,2,1,2,0,0,0,1,0.0,1,11,3,27.3,4,4,3,0,0,0,0,0,2,2,0
55,Jean-Ricner Bellegarde,fr  FRA,MF,Strasbourg,21,1998,16.6,38,27,19,17,2,7,18,38.9,11,300,103,34.3,99,152,49,20,2,0,18,20,58,18,0
56,Sami Ben Amar,ma  MAR,FW,Nîmes,21,1998,0.2,1,0,0,0,1,0,0,,0,5,3,60.0,3,1,1,1,0,0,1,1,2,1,0
57,Wissam Ben Yedder,fr  FRA,FW,Monaco,28,1990,24.0,19,15,3,11,5,6,20,30.0,14,456,124,27.2,24,183,249,19,0,0,19,6,25,2,0
58,Cristian Benavente,pe  PER,"MF,FW",Nantes,25,1994,3.9,12,8,3,6,3,3,9,33.3,6,98,27,27.6,11,58,29,2,0,0,2,2,14,1,0
59,Darío Benedetto,ar  ARG,FW,Marseille,29,1990,23.3,16,14,1,10,5,5,23,21.7,18,336,84,25.0,7,133,196,19,7,0,12,4,20,20,0
60,Walter Benítez,ar  ARG,GK,Nice,26,1993,26.0,0,0,0,0,0,0,2,0.0,2,4,1,25.0,4,0,0,0,0,0,0,0,0,0,0
61,Loris Benito,ch  SUI,DF,Bordeaux,27,1992,21.1,45,29,27,13,5,19,47,40.4,28,306,96,31.4,120,130,56,32,7,0,25,16,61,66,0
62,Bilal Benkhedim,fr  FRA,"MF,FW",Saint-Étienne,18,2001,1.5,6,5,1,3,2,2,5,40.0,3,36,14,38.9,6,24,6,1,0,0,1,0,6,1,0
63,Yassine Benzia,dz  ALG,MF,Dijon,24,1994,1.9,3,2,1,2,0,1,3,33.3,2,52,8,15.4,10,33,9,3,1,0,2,3,6,0,0
64,Robert Berić,si  SVN,"FW,MF",Saint-Étienne,28,1991,4.6,4,2,0,2,2,2,6,33.3,4,113,33,29.2,4,60,49,3,0,0,3,2,6,1,0
65,Paul Bernardoni,fr  FRA,GK,Nîmes,22,1997,24.5,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,1,1
66,Juan Bernat,es  ESP,"DF,MF",Paris S-G,26,1993,15.4,43,21,21,14,8,17,60,28.3,43,238,78,32.8,89,86,63,31,3,0,28,8,51,30,0
67,Dimitry Bertaud,fr  FRA,GK,Montpellier,21,1998,2.2,1,1,1,0,0,1,1,100.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
68,El Bilal Touré,ml  MLI,FW,Reims,17,2001,5.0,3,3,1,0,2,0,0,,0,80,23,28.8,7,36,37,8,0,0,8,0,3,1,0
69,Ludovic Blas,fr  FRA,"FW,MF",Nantes,21,1997,20.5,28,15,11,14,3,6,33,18.2,27,582,122,21.0,92,322,168,31,2,0,29,12,40,13,0
70,Alexis Blin,fr  FRA,MF,Amiens,22,1996,20.5,56,43,28,22,6,20,68,29.4,48,571,149,26.1,202,310,59,36,6,0,30,18,74,65,1
71,Mathieu Bodmer,fr  FRA,MF,Amiens,36,1982,1.0,0,0,0,0,0,0,1,0.0,1,14,3,21.4,2,10,2,1,1,0,0,1,1,1,0
72,Sacha Boey,fr  FRA,DF,Rennes,18,2000,1.9,7,5,4,1,2,6,10,60.0,4,40,9,22.5,22,10,8,2,1,0,1,3,10,7,0
73,Quentin Boisgard,fr  FRA,"MF,FW",Toulouse,22,1997,12.7,28,23,11,13,4,11,36,30.6,25,274,85,31.0,72,138,64,15,0,0,15,15,43,8,1
74,Gabriel Boschilia,br  BRA,"MF,FW",Monaco,23,1996,1.4,1,1,0,1,0,0,5,0.0,5,37,11,29.7,7,27,3,2,1,0,1,3,4,1,0
75,Denis Bouanga,ga  GAB,"FW,DF",Saint-Étienne,24,1994,22.7,59,35,13,33,13,22,55,40.0,33,513,129,25.1,89,282,142,34,4,0,30,10,69,20,1
76,Hicham Boudaoui,dz  ALG,"MF,FW",Nice,19,1999,5.4,14,8,6,8,0,8,26,30.8,18,170,41,24.1,64,68,38,10,3,0,7,8,22,10,0
77,Ryad Boudebouz,dz  ALG,"MF,FW",Saint-Étienne,29,1990,17.7,24,17,6,14,4,8,32,25.0,24,403,114,28.3,43,237,123,17,1,0,16,9,33,5,0
78,Farid Boulaya,dz  ALG,FW,Metz,26,1993,9.1,17,12,9,4,4,6,19,31.6,13,181,41,22.7,32,101,48,11,0,0,11,9,26,2,0
79,Benjamin Bourigeaud,fr  FRA,MF,Rennes,25,1994,21.1,43,27,17,22,4,17,80,21.3,63,508,131,25.8,128,286,94,46,9,0,37,12,55,34,0
80,Bilal Boutobba,fr  FRA,"MF,DF",Montpellier,20,1998,0.1,0,0,0,0,0,0,1,0.0,1,2,1,50.0,0,2,0,0,0,0,0,0,0,0,0
81,John Boye,gh  GHA,DF,Metz,32,1987,23.5,43,25,38,5,0,16,30,53.3,14,217,82,37.8,148,65,4,46,20,0,26,23,66,153,1
82,Domagoj Bradarić,hr  CRO,DF,Lille,19,1999,15.8,29,14,10,13,6,13,33,39.4,20,220,62,28.2,88,98,34,26,4,1,22,13,42,44,0
83,Anthony Briançon,fr  FRA,DF,Nîmes,24,1994,19.3,32,15,24,7,1,12,34,35.3,22,175,63,36.0,119,46,10,40,19,0,21,30,62,131,0
84,Jimmy Briand,fr  FRA,FW,Bordeaux,33,1985,16.9,10,5,5,2,3,3,17,17.6,14,384,107,27.9,34,168,182,11,5,0,6,4,14,15,0
85,Dylan Bronn,tn  TUN,DF,Metz,24,1995,9.0,11,7,8,3,0,5,9,55.6,4,76,33,43.4,53,22,1,13,10,0,3,6,17,69,0
86,Lucas Buadés,fr  FRA,FW,Nîmes,21,1997,1.3,5,2,4,1,0,0,3,0.0,3,58,19,32.8,36,17,5,1,0,0,1,2,7,1,0
87,Patrick Burner,fr  FRA,DF,Nice,23,1996,15.9,37,23,16,20,1,11,27,40.7,16,164,43,26.2,76,71,17,26,3,0,23,20,57,39,1
88,Ludovic Butelle,fr  FRA,GK,Angers,36,1983,26.0,0,0,0,0,0,0,1,0.0,1,9,2,22.2,8,0,1,1,0,0,1,0,0,3,2
89,Marcin Bułka,pl  POL,GK,Paris S-G,19,1999,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
90,Yohan Cabaye,fr  FRA,MF,Saint-Étienne,33,1986,9.5,37,26,14,17,6,12,32,37.5,20,249,77,30.9,72,129,48,12,0,0,12,17,54,14,1
91,Manuel Cabit,mq  MTQ,DF,Metz,26,1993,3.0,5,3,3,2,0,3,8,37.5,5,67,16,23.9,32,29,6,5,0,0,5,6,11,3,1
92,Anthony Caci,fr  FRA,DF,Strasbourg,22,1997,7.7,34,23,21,12,1,13,23,56.5,10,141,56,39.7,81,51,9,27,5,1,22,15,49,21,2
93,Jhonder Cádiz,ve  VEN,"FW,MF",Dijon,24,1995,8.9,17,10,3,10,4,2,6,33.3,4,127,40,31.5,11,68,48,6,2,1,4,0,17,12,0
94,Mathieu Cafaro,fr  FRA,"FW,MF",Reims,22,1997,10.3,17,9,9,5,3,5,19,26.3,14,232,41,17.7,56,116,60,10,0,0,10,3,20,0,0
95,Jonathan Cafu,br  BRA,DF,Bordeaux,28,1991,2.2,5,4,4,0,1,3,6,50.0,3,48,11,22.9,19,21,8,2,0,0,2,1,6,4,0
96,Arturo Calabresi,it  ITA,DF,Amiens,23,1996,20.9,59,42,32,24,3,34,91,37.4,57,314,113,36.0,149,119,46,50,11,0,39,27,86,112,1
97,Duje Ćaleta-Car,hr  CRO,DF,Marseille,22,1996,21.0,34,19,22,10,2,19,31,61.3,12,144,45,31.3,81,58,5,38,8,0,30,15,49,124,1
98,Mahdi Camara,fr  FRA,MF,Saint-Étienne,21,1998,10.0,40,24,13,22,5,12,26,46.2,14,266,63,23.7,76,162,28,24,2,0,22,13,53,10,0
99,Souleymane Camara,sn  SEN,"FW,MF",Montpellier,36,1982,1.8,1,0,0,0,1,0,2,0.0,2,33,8,24.2,8,10,15,0,0,0,0,0,1,1,0
100,Eduardo Camavinga,fr  FRA,MF,Rennes,16,2002,23.4,98,58,39,54,5,27,83,32.5,56,574,187,32.6,202,321,51,36,9,0,27,24,122,49,2
101,Pierrick Capelle,fr  FRA,"MF,DF",Angers,32,1987,19.4,46,35,17,22,7,17,60,28.3,43,455,107,23.5,115,239,101,26,4,0,22,17,63,36,0
102,Maxence Caqueret,fr  FRA,MF,Lyon,19,2000,6.3,18,11,5,12,1,6,23,26.1,17,237,67,28.3,63,126,48,17,3,0,14,7,25,5,1
103,Irvin Cardona,fr  FRA,"FW,MF",Brest,21,1997,16.1,16,11,7,6,3,7,28,25.0,21,331,94,28.4,60,150,121,15,1,0,14,3,19,7,1
104,Lionel Carole,fr  FRA,DF,Strasbourg,28,1991,14.1,20,8,15,4,1,10,19,52.6,9,140,40,28.6,74,46,20,16,2,0,14,13,33,34,0
105,Matis Carvalho,pt  POR,GK,Montpellier,20,1999,0.8,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
106,Moreto Cassamã,gw  GNB,MF,Reims,21,1998,6.6,21,15,6,11,4,7,14,50.0,7,63,26,41.3,15,32,16,7,2,0,5,4,25,6,0
107,Jean-Charles Castelletto,cm  CMR,DF,Brest,24,1995,20.4,23,12,15,8,0,10,18,55.6,8,146,53,36.3,78,65,3,41,19,0,22,16,39,147,3
108,Edinson Cavani,uy  URU,FW,Paris S-G,32,1987,6.7,6,4,1,2,3,1,5,20.0,4,90,19,21.1,1,37,52,7,1,0,6,0,6,0,0
109,Zeki Çelik,tr  TUR,DF,Lille,22,1997,23.0,65,34,32,28,5,31,79,39.2,48,391,118,30.2,139,175,77,37,5,0,32,15,80,49,0
110,Fabien Centonze,fr  FRA,DF,Metz,23,1996,28.0,89,53,59,26,4,33,58,56.9,25,444,116,26.1,251,149,44,61,11,0,50,45,134,147,1
111,Florian Chabrolle,fr  FRA,MF,Marseille,21,1998,0.2,0,0,0,0,0,0,0,,0,8,3,37.5,0,1,7,0,0,0,0,0,0,0,0
112,Fouad Chafik,ma  MAR,DF,Dijon,32,1986,17.0,40,23,24,12,4,17,42,40.5,25,212,57,26.9,105,88,19,21,3,0,18,30,70,45,0
113,Gaëtan Charbonnier,fr  FRA,"FW,MF",Brest,30,1988,22.9,38,22,11,12,15,9,33,27.3,24,378,91,24.1,37,177,164,29,6,0,23,5,43,28,1
114,Brendan Chardonnet,fr  FRA,DF,Brest,24,1994,9.1,17,8,11,4,2,3,9,33.3,6,81,29,35.8,52,27,2,16,9,0,7,8,25,69,0
115,Xavier Chavalerin,fr  FRA,MF,Reims,28,1991,23.9,76,52,29,39,8,24,62,38.7,38,505,150,29.7,164,261,80,39,6,0,33,29,105,41,0
116,Aurélien Chedjou,cm  CMR,DF,Amiens,34,1985,21.9,35,27,24,11,0,12,26,46.2,14,183,66,36.1,121,58,4,33,15,0,18,27,62,183,1
117,Rayan Cherki,fr  FRA,"MF,FW",Lyon,15,2003,1.6,2,2,0,1,1,2,4,50.0,2,29,10,34.5,6,17,6,2,0,0,2,1,3,0,0
118,Joris Chotard,fr  FRA,MF,Montpellier,17,2001,13.9,34,21,15,18,1,15,35,42.9,20,287,91,31.7,104,156,27,16,5,0,11,16,50,17,0
119,Mounir Chouiar,fr  FRA,"MF,FW",Dijon,20,1999,16.7,38,27,15,15,8,6,41,14.6,35,359,99,27.6,87,189,83,21,2,0,19,11,49,7,0
120,Alexis Claude-Maurice,fr  FRA,"MF,FW",Nice,21,1998,18.1,30,18,9,13,8,10,33,30.3,23,350,87,24.9,66,149,135,22,4,0,18,12,42,7,0
121,Yannis Clementia,fr  FRA,GK,Nice,22,1997,2.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
122,Marcus Coco,fr  FRA,FW,Nantes,23,1996,0.2,1,1,1,0,0,0,0,,0,2,1,50.0,1,1,0,0,0,0,0,0,1,0,0
123,Renaud Cohade,fr  FRA,MF,Metz,34,1984,8.5,30,16,13,14,3,11,37,29.7,26,269,68,25.3,64,149,56,17,4,0,13,7,37,6,0
124,Racine Coly,sn  SEN,DF,Nice,23,1995,7.2,19,9,11,6,2,8,18,44.4,10,129,48,37.2,72,45,12,9,0,0,9,6,25,22,0
125,Daniel Congré,fr  FRA,DF,Montpellier,34,1985,21.6,33,23,22,9,2,16,41,39.0,25,207,65,31.4,107,89,11,29,7,0,22,29,62,96,0
126,Benjamin Corgnet,fr  FRA,MF,Strasbourg,32,1987,2.9,4,3,3,0,1,1,4,25.0,3,49,9,18.4,7,29,13,2,0,0,2,1,5,2,1
127,Maxwel Cornet,ci  CIV,"FW,DF",Lyon,22,1996,14.8,28,14,20,5,3,17,26,65.4,9,219,68,31.1,83,82,54,20,2,0,18,15,43,30,0
128,Quentin Cornette,fr  FRA,"FW,MF",Amiens,25,1994,3.9,6,1,4,1,1,1,11,9.1,10,96,20,20.8,19,38,39,11,1,0,10,9,15,3,0
129,Nuno da Costa,cv  CPV,"FW,MF",Strasbourg,28,1991,5.9,11,6,2,6,3,3,10,30.0,7,130,31,23.8,9,59,62,12,1,0,11,5,16,3,0
130,Benoît Costil,fr  FRA,GK,Bordeaux,32,1987,28.0,0,0,0,0,0,0,3,0.0,3,7,3,42.9,7,0,0,0,0,0,0,0,0,3,0
131,Kalifa Coulibaly,ml  MLI,FW,Nantes,27,1991,18.0,11,7,0,7,4,3,9,33.3,6,252,68,27.0,4,88,160,10,2,0,8,7,18,29,0
132,Senou Coulibaly,ml  MLI,DF,Dijon,24,1994,7.4,12,5,8,4,0,3,6,50.0,3,80,20,25.0,60,18,2,16,11,0,5,12,24,53,0
133,Yoann Court,fr  FRA,"FW,MF",Brest,29,1990,16.3,57,32,32,20,5,20,69,29.0,49,328,79,24.1,84,156,88,23,0,0,23,12,69,17,0
134,Nicolas Cozza,fr  FRA,DF,Montpellier,20,1999,6.2,6,4,4,2,0,0,3,0.0,3,53,11,20.8,39,14,0,13,6,0,7,7,13,27,0
135,Wylan Cyprien,fr  FRA,MF,Nice,24,1995,19.7,22,16,7,14,1,7,34,20.6,27,336,92,27.4,86,208,42,14,2,0,12,16,38,15,0
136,Lucas Da Cunha,fr  FRA,MF,Rennes,18,2001,0.8,1,1,1,0,0,0,1,0.0,1,19,7,36.8,9,5,5,0,0,0,0,0,1,0,0
137,Damien Da Silva,fr  FRA,DF,Rennes,31,1988,24.9,31,17,21,9,1,6,19,31.6,13,159,59,37.1,97,55,7,38,18,1,20,20,51,198,2
138,Colin Dagba,fr  FRA,DF,Paris S-G,20,1998,7.4,7,4,3,1,3,3,9,33.3,6,87,26,29.9,40,32,15,12,1,0,11,7,14,11,0
139,Dante,br  BRA,DF,Nice,35,1983,21.0,36,19,28,8,0,14,21,66.7,7,166,60,36.1,119,41,6,47,19,0,28,18,54,103,0
140,Lucas Deaux,fr  FRA,MF,Nîmes,30,1988,14.8,55,34,21,28,6,19,59,32.2,40,391,139,35.5,139,218,34,25,6,0,19,10,65,44,0
141,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,34,1985,19.7,52,26,26,21,5,20,48,41.7,28,250,79,31.6,121,93,36,46,14,1,32,33,85,99,0
142,Romain Del Castillo,fr  FRA,"FW,MF",Rennes,23,1996,13.8,25,19,9,12,4,8,34,23.5,26,348,81,23.3,67,181,100,16,5,0,11,7,32,7,0
143,Thomas Delaine,fr  FRA,DF,Metz,27,1992,13.9,27,14,20,6,1,9,21,42.9,12,204,48,23.5,103,79,22,28,2,0,26,12,39,28,0
144,Paul Delecroix,fr  FRA,GK,Metz,30,1988,1.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
145,Andy Delort,dz  ALG,FW,Montpellier,27,1991,25.3,32,20,9,12,11,13,29,44.8,16,347,103,29.7,45,140,162,22,8,0,14,7,39,11,0
146,Moussa Dembélé,fr  FRA,FW,Lyon,23,1996,24.3,12,9,1,6,5,3,18,16.7,15,292,77,26.4,9,107,176,21,7,0,14,4,16,27,1
147,Jason Denayer,be  BEL,DF,Lyon,24,1995,23.7,22,16,16,6,0,7,15,46.7,8,144,53,36.8,99,40,5,42,30,0,12,11,33,105,0
148,Kevin Denkey,tg  TOG,FW,Nîmes,18,2000,6.7,11,9,2,6,3,4,11,36.4,7,135,40,29.6,12,85,38,6,1,0,5,0,11,1,0
149,Memphis Depay,nl  NED,"FW,MF",Lyon,25,1994,11.3,9,9,5,2,2,2,8,25.0,6,159,45,28.3,21,73,65,4,0,0,4,4,13,2,0
150,Ángel Di María,ar  ARG,"FW,MF",Paris S-G,31,1988,22.2,21,13,4,9,8,7,42,16.7,35,410,104,25.4,67,175,168,20,3,0,17,10,31,1,0
151,Boulaye Dia,sn  SEN,FW,Reims,22,1996,20.1,21,13,12,5,4,2,16,12.5,14,319,92,28.8,44,143,132,16,2,0,14,9,30,20,0
152,Fousseni Diabaté,ml  MLI,"FW,MF",Amiens,23,1995,13.2,18,10,7,7,4,3,11,27.3,8,378,99,26.2,100,188,90,15,0,0,15,8,26,8,1
153,Bafodé Diakité,fr  FRA,DF,Toulouse,18,2001,15.2,21,14,15,6,0,11,19,57.9,8,122,41,33.6,83,35,4,23,9,0,14,15,36,76,3
154,Abdou Diallo,sn  SEN,DF,Paris S-G,23,1996,13.3,17,10,8,8,1,6,15,40.0,9,150,56,37.3,74,70,6,22,6,0,16,8,25,40,0
155,Habib Diallo,sn  SEN,FW,Metz,24,1995,24.4,3,2,1,1,1,0,8,0.0,8,463,90,19.4,20,235,208,10,3,0,7,4,7,39,0
