,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
33,Alphonse Areola,fr  FRA,GK,Paris S-G,26,1993,3,270,90,11.1,3.0,3,90,3,0,,1,2.00,8,2,+6,+2.00,+0.13,7.2,1.4,+5.8,+1.93,+0.17
34,Youcef Attal,dz  ALG,"FW,DF",Nice,23,1996,13,1003,77,39.8,11.1,12,81,8,1,28,0,1.31,15,16,-1,-0.09,-0.33,11.7,17.9,-6.3,-0.56,-0.55
35,Jean-Kévin Augustin,fr  FRA,FW,Monaco,22,1997,10,266,27,10.6,3.0,2,70,0,8,16,6,1.60,5,5,0,0.00,0.00,5.1,3.9,+1.3,+0.43,+0.16
36,Mathias Autret,fr  FRA,"MF,FW",Brest,28,1991,23,1222,53,48.5,13.6,14,74,1,9,21,1,1.09,13,10,+3,+0.22,+0.64,14.0,16.9,-2.9,-0.21,+0.30
37,Ludovic Baal,gf  GUF,DF,Brest,33,1986,11,827,75,32.8,9.2,9,90,9,2,8,13,1.45,14,10,+4,+0.44,+0.81,11.4,12.3,-0.9,-0.10,+0.39
38,Bastian Badu,fr  FRA,FW,Montpellier,19,2000,1,9,9,0.4,0.1,0,,0,1,8,1,1.00,0,0,0,0.00,-0.04,0.0,0.0,0.0,+0.01,+0.09
39,Stéphane Bahoken,cm  CMR,FW,Angers,27,1992,20,907,45,36.0,10.1,10,67,1,10,24,1,1.55,14,9,+5,+0.50,+1.05,10.9,8.0,+2.9,+0.29,+0.54
40,Dénys Bain,fr  FRA,DF,Brest,26,1993,15,1268,85,50.3,14.1,13,88,12,2,59,3,1.27,16,15,+1,+0.07,+0.36,12.4,23.7,-11.3,-0.81,-0.88
41,Stefan Bajic,fr  FRA,GK,Saint-Étienne,17,2001,1,90,90,3.6,1.0,1,90,1,0,,5,0.00,0,1,-1,-1.00,-0.44,1.0,0.9,+0.1,+0.08,+0.33
42,Tiemoué Bakayoko,fr  FRA,MF,Monaco,24,1994,20,1719,86,68.2,19.1,20,86,17,0,,0,1.45,36,30,+6,+0.31,+0.99,33.6,28.7,+5.0,+0.26,-0.08
43,Mitchel Bakker,nl  NED,DF,Paris S-G,19,2000,1,90,90,3.7,1.0,1,90,1,0,,2,1.00,4,4,0,0.00,-1.96,2.8,1.5,+1.3,+1.35,-0.45
44,Keita Baldé,sn  SEN,"FW,MF",Monaco,24,1995,21,858,41,34.0,9.5,9,75,2,12,15,4,1.52,17,14,+3,+0.31,+0.48,16.1,14.2,+1.9,+0.20,-0.13
45,Fodé Ballo-Touré,sn  SEN,DF,Monaco,22,1997,21,1679,80,66.6,18.7,18,90,18,3,19,4,1.24,29,38,-9,-0.48,-1.45,35.2,27.4,+7.8,+0.42,+0.40
46,Florent Balmont,fr  FRA,MF,Dijon,39,1980,11,401,36,15.9,4.5,4,74,2,7,15,13,1.45,2,4,-2,-0.45,-0.11,3.8,5.1,-1.3,-0.28,+0.27
47,Abdoulaye Bamba,ci  CIV,DF,Angers,29,1990,7,554,79,22.0,6.2,6,90,6,1,13,7,2.14,9,3,+6,+0.97,+1.48,6.0,6.0,0.0,+0.01,+0.08
48,Jonathan Bamba,fr  FRA,"FW,MF",Lille,23,1996,26,1937,75,76.9,21.5,22,85,13,4,17,1,1.77,27,20,+7,+0.33,+0.17,29.5,22.6,+6.9,+0.32,-0.16
49,Théo Barbet,fr  FRA,DF,Dijon,18,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,
50,Danilo Barbosa,br  BRA,"DF,MF",Nice,23,1996,16,1122,70,44.5,12.5,12,89,11,4,15,7,1.38,17,15,+2,+0.16,+0.10,14.8,18.9,-4.1,-0.33,-0.18
51,Melvin Bard,fr  FRA,DF,Lyon,18,2000,1,45,45,1.8,0.5,0,,0,1,45,1,3.00,3,0,+3,+6.00,+5.56,1.3,0.1,+1.2,+2.42,+2.06
52,Toma Bašić,hr  CRO,MF,Bordeaux,22,1996,15,991,66,39.3,11.0,11,83,6,4,19,6,1.53,14,14,0,0.00,-0.35,13.1,13.3,-0.2,-0.02,+0.17
53,Thomas Basila,fr  FRA,DF,Nantes,20,1999,7,415,59,16.5,4.6,3,91,3,4,36,10,0.57,4,8,-4,-0.87,-0.91,3.1,4.8,-1.7,-0.37,-0.20
54,Gil Bastião Dias,pt  POR,"DF,MF",Monaco,22,1996,14,1057,76,41.9,11.7,12,84,10,2,26,6,1.57,17,11,+6,+0.51,+0.88,17.1,15.8,+1.2,+0.10,-0.31
55,Cristian Battocchio,it  ITA,MF,Brest,27,1992,24,1392,58,55.2,15.5,16,81,9,8,11,2,1.38,22,21,+1,+0.06,+0.38,19.3,20.7,-1.3,-0.09,+0.63
56,Paul Baysse,fr  FRA,DF,Bordeaux,31,1988,0,,,,,0,,0,0,,1,,,,,,,,,,,
57,Gaëtan Belaud,fr  FRA,DF,Brest,32,1986,7,580,83,23.0,6.4,6,89,5,1,45,10,1.14,5,7,-2,-0.31,-0.26,7.3,7.7,-0.5,-0.07,+0.39
58,Haris Belkebla,dz  ALG,MF,Brest,25,1994,23,1816,79,72.1,20.2,20,88,18,3,22,1,1.13,20,22,-2,-0.10,+0.03,20.4,30.0,-9.7,-0.48,-0.40
59,Raoul Bellanova,it  ITA,DF,Bordeaux,19,2000,1,62,62,2.5,0.7,1,62,0,0,,5,0.00,1,3,-2,-2.90,-3.20,0.7,1.4,-0.7,-0.99,-0.89
60,Jean-Ricner Bellegarde,fr  FRA,MF,Strasbourg,21,1998,24,1497,62,61.6,16.6,16,82,7,8,24,0,1.21,14,19,-5,-0.30,-0.78,20.0,17.9,+2.1,+0.13,-0.07
61,Sami Ben Amar,ma  MAR,FW,Nîmes,21,1998,2,14,7,0.6,0.2,0,,0,2,6,5,2.00,0,0,0,0.00,+0.54,0.2,0.8,-0.5,-3.37,-2.87
62,Wissam Ben Yedder,fr  FRA,FW,Monaco,28,1990,26,2164,83,85.9,24.0,25,85,15,1,29,0,1.50,40,36,+4,+0.17,+1.18,43.4,34.8,+8.6,+0.36,+0.51
63,Diego Benaglio,ch  SUI,GK,Monaco,35,1983,0,,,0.0,0.0,0,,0,0,,8,0.00,0,3,-3,,,,,,,
64,Cristian Benavente,pe  PER,"MF,FW",Nantes,25,1994,12,349,29,13.8,3.9,4,68,0,8,10,10,1.50,5,4,+1,+0.26,+0.42,4.0,4.9,-0.9,-0.24,-0.03
65,Darío Benedetto,ar  ARG,FW,Marseille,29,1990,26,2101,81,83.4,23.3,25,83,10,1,17,0,1.92,33,24,+9,+0.39,-0.26,29.6,26.2,+3.5,+0.15,-0.02
66,Walter Benítez,ar  ARG,GK,Nice,26,1993,26,2340,90,92.9,26.0,26,90,26,0,,0,1.35,37,36,+1,+0.04,-0.96,32.0,39.7,-7.7,-0.30,-0.91
67,Loris Benito,ch  SUI,DF,Bordeaux,27,1992,23,1896,82,75.2,21.1,21,89,19,2,17,0,1.22,27,28,-1,-0.05,-1.06,21.4,25.1,-3.7,-0.17,-0.20
68,Bilal Benkhedim,fr  FRA,"MF,FW",Saint-Étienne,18,2001,3,132,44,5.2,1.5,1,92,1,2,20,1,0.33,1,2,-1,-0.68,-0.12,1.9,1.3,+0.5,+0.36,+0.63
69,Yassine Benzia,dz  ALG,MF,Dijon,24,1994,3,173,58,6.9,1.9,2,64,0,1,45,0,0.67,3,4,-1,-0.52,-0.18,2.2,0.9,+1.3,+0.68,+1.28
70,Robert Berić,si  SVN,"FW,MF",Saint-Étienne,28,1991,11,413,38,16.4,4.6,4,70,1,7,19,6,1.00,8,6,+2,+0.44,+1.20,7.6,4.6,+3.0,+0.66,+1.07
71,Paul Bernardoni,fr  FRA,GK,Nîmes,22,1997,25,2203,88,87.4,24.5,25,88,24,0,,0,1.00,25,38,-13,-0.53,+0.04,26.8,36.8,-10.0,-0.41,+0.82
72,Juan Bernat,es  ESP,"DF,MF",Paris S-G,26,1993,18,1388,77,57.1,15.4,16,85,12,2,16,2,2.28,42,15,+27,+1.75,-0.32,42.7,12.8,+30.0,+1.94,+0.38
73,Dimitry Bertaud,fr  FRA,GK,Montpellier,21,1998,3,196,65,7.8,2.2,3,65,2,0,,21,0.00,0,3,-3,-1.38,-1.53,3.2,3.5,-0.3,-0.15,-0.08
74,El Bilal Touré,ml  MLI,FW,Reims,17,2001,7,453,65,18.0,5.0,6,73,1,1,16,0,1.71,5,3,+2,+0.40,+0.27,5.4,5.0,+0.3,+0.07,-0.01
75,Ludovic Blas,fr  FRA,"FW,MF",Nantes,21,1997,24,1845,77,73.2,20.5,22,82,7,2,20,0,1.25,18,27,-9,-0.44,-1.24,18.7,26.0,-7.3,-0.36,-0.56
76,Alexis Blin,fr  FRA,MF,Amiens,22,1996,24,1841,77,73.1,20.5,21,85,14,3,18,4,0.92,24,33,-9,-0.44,+0.89,20.0,23.7,-3.8,-0.18,+0.47
77,Florentin Bloch,fr  FRA,GK,Toulouse,19,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
78,Mathieu Bodmer,fr  FRA,MF,Amiens,36,1982,9,88,10,3.5,1.0,0,,0,9,9,4,1.22,3,3,0,0.00,+0.70,1.7,2.5,-0.8,-0.81,-0.52
79,Sacha Boey,fr  FRA,DF,Rennes,18,2000,5,172,34,6.8,1.9,1,93,1,4,20,5,2.17,5,4,+1,+0.52,+0.02,3.6,4.4,-0.8,-0.40,-0.70
80,Quentin Boisgard,fr  FRA,"MF,FW",Toulouse,22,1997,20,1146,57,45.5,12.7,13,79,2,7,18,8,0.40,10,24,-14,-1.10,+0.34,12.2,18.2,-6.0,-0.47,+0.06
81,Pépé Bonet,fr  FRA,GK,Rennes,16,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
82,Gabriel Boschilia,br  BRA,"MF,FW",Monaco,23,1996,5,130,26,5.2,1.4,1,58,0,4,18,4,1.40,1,4,-3,-2.08,-2.19,1.9,2.5,-0.6,-0.42,-0.74
83,Ivan Botella,es  ESP,FW,Strasbourg,20,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
84,Denis Bouanga,ga  GAB,"FW,DF",Saint-Étienne,24,1994,26,2042,79,81.0,22.7,23,85,16,3,31,0,1.15,26,34,-8,-0.35,+1.15,22.7,29.8,-7.0,-0.31,-0.38
85,Hicham Boudaoui,dz  ALG,"MF,FW",Nice,19,1999,9,490,54,19.4,5.4,6,70,1,3,24,5,1.56,11,9,+2,+0.37,+0.32,8.2,7.8,+0.4,+0.07,+0.38
86,Ryad Boudebouz,dz  ALG,"MF,FW",Saint-Étienne,29,1990,24,1597,67,63.4,17.7,20,76,8,4,19,2,1.00,16,26,-10,-0.56,+0.02,14.8,22.5,-7.7,-0.44,-0.54
87,Farid Boulaya,dz  ALG,FW,Metz,26,1993,19,821,43,32.6,9.1,8,80,1,11,16,3,1.21,10,11,-1,-0.11,+0.26,10.5,12.7,-2.2,-0.24,+0.01
88,Benjamin Bourigeaud,fr  FRA,MF,Rennes,25,1994,25,1903,76,75.5,21.1,21,86,16,4,23,0,1.84,29,20,+9,+0.43,-0.30,25.4,21.5,+3.9,+0.19,-0.26
89,Bilal Boutobba,fr  FRA,"MF,DF",Montpellier,20,1998,1,5,5,0.2,0.1,0,,0,1,4,2,0.00,0,0,0,0.00,-0.04,0.2,1.0,-0.8,-13.84,-13.79
90,John Boye,gh  GHA,DF,Metz,32,1987,24,2115,88,83.9,23.5,24,88,23,0,,1,1.29,21,28,-7,-0.30,-0.08,21.6,29.1,-7.5,-0.32,-0.45
91,Domagoj Bradarić,hr  CRO,DF,Lille,19,1999,18,1419,79,56.3,15.8,16,88,14,2,3,4,1.94,22,15,+7,+0.44,+0.36,25.1,17.2,+7.9,+0.50,+0.33
92,Anthony Briançon,fr  FRA,DF,Nîmes,24,1994,22,1737,79,68.9,19.3,20,86,17,2,9,0,0.91,15,31,-16,-0.83,-0.94,18.3,31.9,-13.6,-0.71,-0.63
93,Jimmy Briand,fr  FRA,FW,Bordeaux,33,1985,22,1525,69,60.5,16.9,18,82,12,4,11,0,1.27,22,18,+4,+0.24,+0.06,17.8,19.3,-1.6,-0.09,+0.08
94,Dylan Bronn,tn  TUN,DF,Metz,24,1995,9,810,90,32.1,9.0,9,90,9,0,,0,1.89,10,7,+3,+0.33,+0.91,7.9,12.1,-4.2,-0.47,-0.33
95,Lucas Buadés,fr  FRA,FW,Nîmes,21,1997,6,121,20,4.8,1.3,1,76,0,5,9,10,0.83,1,5,-4,-2.98,-2.56,0.6,3.1,-2.5,-1.86,-1.42
96,Jonathan Bumbu,fr  FRA,MF,Amiens,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
97,Patrick Burner,fr  FRA,DF,Nice,23,1996,20,1434,72,56.9,15.9,15,88,12,5,24,5,1.25,21,25,-4,-0.25,-0.83,20.2,23.3,-3.2,-0.20,+0.08
98,Ludovic Butelle,fr  FRA,GK,Angers,36,1983,26,2340,90,92.9,26.0,26,90,26,0,,1,1.38,27,32,-5,-0.19,-0.19,25.7,27.3,-1.6,-0.06,-0.02
99,Marcin Bułka,pl  POL,GK,Paris S-G,19,1999,1,90,90,3.7,1.0,1,90,1,0,,3,3.00,2,0,+2,+2.00,+0.12,1.5,0.4,+1.1,+1.11,-0.69
100,Yohan Cabaye,fr  FRA,MF,Saint-Étienne,33,1986,15,858,57,34.0,9.5,12,69,4,3,10,1,1.13,8,16,-8,-0.84,-0.41,9.7,11.8,-2.0,-0.21,+0.03
101,Manuel Cabit,mq  MTQ,DF,Metz,26,1993,3,270,90,10.7,3.0,3,90,3,0,,9,1.33,3,4,-1,-0.33,-0.05,3.5,3.1,+0.4,+0.14,+0.43
102,Anthony Caci,fr  FRA,DF,Strasbourg,22,1997,8,691,86,28.4,7.7,8,86,6,0,,1,1.88,16,8,+8,+1.04,+1.46,12.5,7.0,+5.5,+0.71,+0.78
103,Jhonder Cádiz,ve  VEN,"FW,MF",Dijon,24,1995,17,799,47,31.7,8.9,7,83,5,10,22,2,1.29,9,13,-4,-0.45,-0.14,9.4,16.6,-7.2,-0.81,-0.44
104,Mathieu Cafaro,fr  FRA,"FW,MF",Reims,22,1997,13,924,71,36.7,10.3,12,76,4,1,14,0,1.38,9,7,+2,+0.19,+0.03,10.8,8.4,+2.4,+0.24,+0.26
105,Jonathan Cafu,br  BRA,DF,Bordeaux,28,1991,3,201,67,8.0,2.2,2,90,1,1,21,1,2.00,8,2,+6,+2.69,+2.69,4.6,1.9,+2.6,+1.18,+1.42
106,Arturo Calabresi,it  ITA,DF,Amiens,23,1996,21,1878,89,74.5,20.9,21,89,20,0,,2,0.76,23,38,-15,-0.72,-0.16,20.1,25.0,-4.9,-0.23,+0.30
107,Duje Ćaleta-Car,hr  CRO,DF,Marseille,22,1996,23,1886,82,74.8,21.0,20,90,20,3,28,3,2.04,29,22,+7,+0.33,-0.38,25.1,21.1,+4.0,+0.19,+0.16
108,Mahdi Camara,fr  FRA,MF,Saint-Étienne,21,1998,12,901,75,35.8,10.0,10,89,9,2,8,4,1.00,13,20,-7,-0.70,-0.20,11.1,13.3,-2.2,-0.22,+0.02
109,Souleymane Camara,sn  SEN,"FW,MF",Montpellier,36,1982,13,163,13,6.5,1.8,0,,0,13,12,14,1.15,2,1,+1,+0.55,+0.55,2.4,3.3,-0.9,-0.51,-0.46
110,Eduardo Camavinga,fr  FRA,MF,Rennes,16,2002,25,2107,84,83.6,23.4,24,87,18,1,25,1,1.96,32,21,+11,+0.47,-0.18,30.3,25.4,+4.9,+0.21,-0.26
111,Pierrick Capelle,fr  FRA,"MF,DF",Angers,32,1987,24,1747,73,69.3,19.4,20,83,15,4,21,0,1.33,17,29,-12,-0.62,-1.43,17.8,19.7,-1.8,-0.09,-0.12
112,Maxence Caqueret,fr  FRA,MF,Lyon,19,2000,8,568,71,22.5,6.3,7,80,4,1,11,12,1.63,10,5,+5,+0.79,+0.33,8.2,5.9,+2.3,+0.36,-0.05
113,Yoan Cardinale,fr  FRA,GK,Nice,25,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,
114,Irvin Cardona,fr  FRA,"FW,MF",Brest,21,1997,21,1450,69,57.5,16.1,15,88,10,6,22,2,1.24,22,22,0,0.00,+0.25,19.9,21.2,-1.3,-0.08,+0.68
115,Lionel Carole,fr  FRA,DF,Strasbourg,28,1991,18,1272,71,52.3,14.1,14,87,11,4,14,8,1.44,13,24,-11,-0.78,-1.63,16.3,21.4,-5.0,-0.35,-1.06
116,Matis Carvalho,pt  POR,GK,Montpellier,20,1999,1,72,72,2.9,0.8,0,,0,1,71,6,0.00,0,4,-4,-5.00,-5.18,0.2,2.4,-2.3,-2.81,-2.82
117,Moreto Cassamã,gw  GNB,MF,Reims,21,1998,7,592,85,23.5,6.6,7,85,5,0,,5,1.71,8,5,+3,+0.46,+0.36,6.2,6.2,0.0,0.00,-0.10
118,Jean-Charles Castelletto,cm  CMR,DF,Brest,24,1995,22,1838,84,72.9,20.4,22,84,19,0,,3,1.18,27,31,-4,-0.20,-0.33,23.1,31.5,-8.3,-0.41,-0.15
119,Edinson Cavani,uy  URU,FW,Paris S-G,32,1987,14,605,43,24.9,6.7,7,73,3,7,13,2,2.29,15,9,+6,+0.89,-1.33,18.6,6.2,+12.4,+1.85,+0.09
120,Zeki Çelik,tr  TUR,DF,Lille,22,1997,23,2070,90,82.1,23.0,23,90,23,0,,3,1.83,30,22,+8,+0.35,+0.35,33.1,23.2,+9.8,+0.43,+0.39
121,Fabien Centonze,fr  FRA,DF,Metz,23,1996,28,2520,90,100.0,28.0,28,90,28,0,,0,1.21,27,35,-8,-0.29,,27.3,34.2,-6.9,-0.25,
122,Leonardo César Jardim,br  BRA,GK,Lille,24,1995,0,,,,,0,,0,0,,28,,,,,,,,,,,
123,Florian Chabrolle,fr  FRA,MF,Marseille,21,1998,1,18,18,0.7,0.2,0,,0,1,17,14,0.00,0,1,-1,-5.00,-5.47,0.1,0.6,-0.5,-2.54,-2.71
124,Nacer Chadli,be  BEL,"FW,MF",Monaco,29,1989,0,,,,,0,,0,0,,1,,,,,,,,,,,
125,Fouad Chafik,ma  MAR,DF,Dijon,32,1986,20,1528,76,60.6,17.0,18,84,14,2,6,5,1.20,18,20,-2,-0.12,+0.61,17.8,24.8,-6.9,-0.41,+0.25
126,Gaëtan Charbonnier,fr  FRA,"FW,MF",Brest,30,1988,26,2065,79,81.9,22.9,23,87,17,3,24,0,1.31,31,29,+2,+0.09,+1.08,23.3,32.6,-9.3,-0.41,-0.21
127,Brendan Chardonnet,fr  FRA,DF,Brest,24,1994,12,823,69,32.7,9.1,9,88,8,3,11,9,1.25,7,13,-6,-0.66,-0.82,9.1,12.7,-3.6,-0.39,-0.04
128,Xavier Chavalerin,fr  FRA,MF,Reims,28,1991,24,2147,89,85.2,23.9,24,89,23,0,,0,1.46,22,19,+3,+0.13,-0.36,24.0,21.2,+2.8,+0.12,+0.28
129,Aurélien Chedjou,cm  CMR,DF,Amiens,34,1985,22,1971,90,78.2,21.9,22,90,21,0,,1,0.91,25,36,-11,-0.50,+0.81,22.3,24.9,-2.7,-0.12,+0.87
130,Pape Cheikh Diop,sn  SEN,MF,Lyon,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
131,Rayan Cherki,fr  FRA,"MF,FW",Lyon,15,2003,6,143,24,5.7,1.6,1,60,0,5,17,6,1.00,3,3,0,0.00,-0.57,1.7,1.1,+0.6,+0.37,-0.03
132,Joris Chotard,fr  FRA,MF,Montpellier,17,2001,20,1251,63,49.6,13.9,13,84,8,7,23,5,1.55,19,17,+2,+0.14,+0.21,15.8,14.8,+1.0,+0.07,+0.30
133,Mounir Chouiar,fr  FRA,"MF,FW",Dijon,20,1999,20,1506,75,59.8,16.7,18,80,8,2,34,0,1.05,17,18,-1,-0.06,+0.74,17.5,23.4,-6.0,-0.36,+0.38
134,Alexis Claude-Maurice,fr  FRA,"MF,FW",Nice,21,1998,22,1629,74,64.6,18.1,19,83,12,3,14,0,1.41,25,25,0,0.00,-0.30,21.9,28.1,-6.2,-0.34,-0.31
135,Yannis Clementia,fr  FRA,GK,Nice,22,1997,2,180,90,7.1,2.0,2,90,2,0,,26,3.00,4,2,+2,+1.00,+0.96,3.3,2.0,+1.2,+0.61,+0.91
136,Marcus Coco,fr  FRA,FW,Nantes,23,1996,1,14,14,0.6,0.2,1,14,0,0,,0,0.00,0,0,0,0.00,+0.11,0.0,0.0,0.0,0.00,+0.21
