,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
24,Victorien Angban,ci  CIV,MF,Metz,22,1996,11.4,548,622,88.1,10236,2280,226,250,90.4,243,264,92.0,68,90,75.6,0,0.0,0.0,3,43,2,0,43
25,Janis Antiste,fr  FRA,MF,Toulouse,16,2002,0.1,5,9,55.6,96,11,4,4,100.0,0,2,0.0,1,3,33.3,0,0.0,0.0,0,1,0,0,1
26,Houssem Aouar,fr  FRA,MF,Lyon,21,1998,21.7,911,1076,84.7,15872,3591,461,517,89.2,343,387,88.6,98,134,73.1,4,3.0,+1.0,27,108,23,0,107
27,Adil Aouchiche,fr  FRA,MF,Paris S-G,17,2002,0.7,24,31,77.4,374,57,14,16,87.5,8,9,88.9,2,4,50.0,0,0.0,0.0,0,1,0,0,1
28,Dennis Appiah,fr  FRA,DF,Nantes,27,1992,17.8,744,964,77.2,11758,5492,405,464,87.3,291,351,82.9,39,109,35.8,0,0.3,-0.3,8,43,4,3,60
29,Luiz Araújo,br  BRA,"FW,MF",Lille,23,1996,9.2,223,309,72.2,3737,839,103,128,80.5,83,116,71.6,25,38,65.8,1,1.8,-0.8,12,13,15,4,28
30,Alphonse Areola,fr  FRA,GK,Paris S-G,26,1993,3.0,56,58,96.6,1130,742,14,14,100.0,32,32,100.0,7,9,77.8,0,0.0,0.0,0,0,0,0,0
31,Youcef Attal,dz  ALG,"FW,DF",Nice,23,1996,11.1,411,509,80.7,6492,1960,245,276,88.8,133,162,82.1,31,52,59.6,1,0.6,+0.4,9,25,11,3,40
32,Jean-Kévin Augustin,fr  FRA,FW,Monaco,22,1997,3.0,33,40,82.5,490,47,20,25,80.0,11,12,91.7,1,1,100.0,0,0.0,0.0,0,2,0,0,1
33,Mathias Autret,fr  FRA,"MF,FW",Brest,28,1991,13.6,381,562,67.8,7335,2395,168,201,83.6,142,188,75.5,61,138,44.2,3,2.9,+0.1,30,37,29,10,51
34,Ludovic Baal,gf  GUF,DF,Brest,33,1986,9.2,500,619,80.8,8858,3971,245,269,91.1,196,235,83.4,54,97,55.7,0,0.7,-0.7,14,42,13,8,51
35,Bastian Badu,fr  FRA,FW,Montpellier,19,2000,0.1,6,6,100.0,95,8,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
36,Stéphane Bahoken,cm  CMR,FW,Angers,27,1992,10.1,150,204,73.5,2245,323,91,110,82.7,41,59,69.5,10,20,50.0,0,0.8,-0.8,10,7,5,3,6
37,Dénys Bain,fr  FRA,DF,Brest,26,1993,14.1,610,655,93.1,13540,3698,133,144,92.4,356,374,95.2,118,130,90.8,0,0.0,0.0,0,6,0,0,15
38,Stefan Bajic,fr  FRA,GK,Saint-Étienne,17,2001,1.0,19,19,100.0,509,312,2,2,100.0,13,13,100.0,4,4,100.0,0,0.0,0.0,0,0,0,0,0
39,Tiemoué Bakayoko,fr  FRA,MF,Monaco,24,1994,19.1,831,961,86.5,14796,3855,389,431,90.3,334,373,89.5,93,126,73.8,2,0.9,+1.1,8,75,12,0,81
40,Mitchel Bakker,nl  NED,DF,Paris S-G,19,2000,1.0,91,94,96.8,1444,427,50,52,96.2,31,31,100.0,8,8,100.0,0,0.0,0.0,0,9,0,0,1
41,Keita Baldé,sn  SEN,"FW,MF",Monaco,24,1995,9.5,207,295,70.2,3023,767,123,145,84.8,65,97,67.0,12,31,38.7,1,0.8,+0.2,3,12,6,0,24
42,Fodé Ballo-Touré,sn  SEN,DF,Monaco,22,1997,18.7,686,861,79.7,11946,4033,350,387,90.4,245,296,82.8,77,138,55.8,0,1.4,-1.4,14,48,14,7,59
43,Florent Balmont,fr  FRA,MF,Dijon,39,1980,4.5,222,266,83.5,3875,954,98,107,91.6,99,112,88.4,18,38,47.4,0,0.0,0.0,2,19,2,0,23
44,Abdoulaye Bamba,ci  CIV,DF,Angers,29,1990,6.2,207,279,74.2,3542,1719,96,105,91.4,92,115,80.0,18,47,38.3,0,0.3,-0.3,3,10,2,2,13
45,Jonathan Bamba,fr  FRA,"FW,MF",Lille,23,1996,21.5,669,831,80.5,11101,3168,372,416,89.4,212,252,84.1,66,117,56.4,4,2.4,+1.6,35,61,21,0,77
46,Danilo Barbosa,br  BRA,"DF,MF",Nice,23,1996,12.5,731,800,91.4,14004,3689,249,263,94.7,392,415,94.5,79,104,76.0,0,0.4,-0.4,7,66,5,0,49
47,Melvin Bard,fr  FRA,DF,Lyon,18,2000,0.5,40,47,85.1,639,158,21,22,95.5,17,19,89.5,2,3,66.7,0,0.1,-0.1,2,1,0,0,1
48,Toma Bašić,hr  CRO,MF,Bordeaux,22,1996,11.0,456,580,78.6,9458,2259,147,172,85.5,228,261,87.4,78,133,58.6,3,2.9,+0.1,23,57,7,1,45
49,Thomas Basila,fr  FRA,DF,Nantes,20,1999,4.6,208,249,83.5,4086,1411,77,88,87.5,104,117,88.9,27,42,64.3,0,0.1,-0.1,1,11,1,1,8
50,Gil Bastião Dias,pt  POR,"DF,MF",Monaco,22,1996,11.7,517,639,80.9,8625,3222,244,277,88.1,222,268,82.8,38,68,55.9,0,1.7,-1.7,13,37,19,3,70
51,Cristian Battocchio,it  ITA,MF,Brest,27,1992,15.5,667,839,79.5,13788,3727,241,274,88.0,299,351,85.2,119,190,62.6,1,1.2,-0.2,16,54,7,0,63
52,Gaëtan Belaud,fr  FRA,DF,Brest,32,1986,6.4,286,365,78.4,5960,1789,104,112,92.9,130,161,80.7,49,84,58.3,0,0.3,-0.3,2,21,1,0,32
53,Haris Belkebla,dz  ALG,MF,Brest,25,1994,20.2,731,845,86.5,14104,3126,286,313,91.4,321,359,89.4,111,139,79.9,0,0.5,-0.5,8,55,6,1,48
54,Raoul Bellanova,it  ITA,DF,Bordeaux,19,2000,0.7,23,29,79.3,393,87,13,15,86.7,9,11,81.8,1,2,50.0,0,0.0,0.0,0,0,0,0,0
55,Jean-Ricner Bellegarde,fr  FRA,MF,Strasbourg,21,1998,16.6,604,700,86.3,12345,2165,223,250,89.2,256,287,89.2,116,142,81.7,0,1.3,-1.3,20,51,11,2,46
56,Sami Ben Amar,ma  MAR,FW,Nîmes,21,1998,0.2,6,8,75.0,125,75,3,4,75.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,3,0,0,2
57,Wissam Ben Yedder,fr  FRA,FW,Monaco,28,1990,24.0,613,812,75.5,8992,2573,372,438,84.9,182,242,75.2,38,72,52.8,4,7.1,-3.1,45,52,36,4,81
58,Cristian Benavente,pe  PER,"MF,FW",Nantes,25,1994,3.9,124,156,79.5,1960,380,65,73,89.0,47,60,78.3,10,18,55.6,1,0.6,+0.4,7,13,1,1,13
59,Darío Benedetto,ar  ARG,FW,Marseille,29,1990,23.3,342,503,68.0,6439,848,150,207,72.5,120,179,67.0,53,70,75.7,0,1.1,-1.1,17,27,10,1,29
60,Walter Benítez,ar  ARG,GK,Nice,26,1993,26.0,654,785,83.3,15646,8979,186,187,99.5,305,310,98.4,161,286,56.3,0,0.0,0.0,0,1,0,0,1
61,Loris Benito,ch  SUI,DF,Bordeaux,27,1992,21.1,1104,1315,84.0,19603,7262,490,533,91.9,504,579,87.0,98,158,62.0,0,1.0,-1.0,15,70,15,6,108
62,Bilal Benkhedim,fr  FRA,"MF,FW",Saint-Étienne,18,2001,1.5,46,64,71.9,747,113,19,26,73.1,23,25,92.0,2,8,25.0,0,0.3,-0.3,4,1,2,1,1
63,Yassine Benzia,dz  ALG,MF,Dijon,24,1994,1.9,60,81,74.1,988,233,34,42,81.0,20,24,83.3,6,13,46.2,0,0.4,-0.4,4,7,1,0,4
64,Robert Berić,si  SVN,"FW,MF",Saint-Étienne,28,1991,4.6,46,71,64.8,525,80,23,34,67.6,14,21,66.7,1,2,50.0,0,0.2,-0.2,3,2,3,1,3
65,Paul Bernardoni,fr  FRA,GK,Nîmes,22,1997,24.5,426,705,60.4,14577,9630,48,48,100.0,192,193,99.5,184,461,39.9,0,0.0,0.0,0,15,1,0,0
66,Juan Bernat,es  ESP,"DF,MF",Paris S-G,26,1993,15.4,1011,1122,90.1,15051,3698,595,633,94.0,367,401,91.5,34,50,68.0,4,2.3,+1.7,14,50,16,3,48
67,Dimitry Bertaud,fr  FRA,GK,Montpellier,21,1998,2.2,59,67,88.1,1821,1073,4,4,100.0,27,27,100.0,27,35,77.1,0,0.0,0.0,0,0,0,0,0
68,El Bilal Touré,ml  MLI,FW,Reims,17,2001,5.0,50,68,73.5,686,103,32,39,82.1,14,22,63.6,2,3,66.7,0,0.1,-0.1,3,2,0,0,1
69,Ludovic Blas,fr  FRA,"FW,MF",Nantes,21,1997,20.5,540,676,79.9,10016,2376,254,296,85.8,204,242,84.3,73,105,69.5,1,2.2,-1.2,24,50,19,2,67
70,Alexis Blin,fr  FRA,MF,Amiens,22,1996,20.5,874,1040,84.0,16073,4061,380,431,88.2,382,438,87.2,96,142,67.6,1,0.7,+0.3,7,70,4,0,87
71,Mathieu Bodmer,fr  FRA,MF,Amiens,36,1982,1.0,76,93,81.7,1337,405,41,45,91.1,24,30,80.0,11,16,68.8,0,0.3,-0.3,1,6,1,0,9
72,Sacha Boey,fr  FRA,DF,Rennes,18,2000,1.9,65,81,80.2,1130,282,30,34,88.2,28,33,84.8,7,11,63.6,0,0.1,-0.1,2,2,1,1,2
73,Quentin Boisgard,fr  FRA,"MF,FW",Toulouse,22,1997,12.7,401,507,79.1,5726,1759,255,290,87.9,108,140,77.1,25,51,49.0,1,1.5,-0.5,16,24,7,1,22
74,Gabriel Boschilia,br  BRA,"MF,FW",Monaco,23,1996,1.4,59,79,74.7,891,256,39,44,88.6,14,20,70.0,5,12,41.7,0,0.0,0.0,0,5,2,0,7
75,Denis Bouanga,ga  GAB,"FW,DF",Saint-Étienne,24,1994,22.7,408,600,68.0,6746,1862,225,271,83.0,135,189,71.4,36,95,37.9,3,1.9,+1.1,14,22,13,5,41
76,Hicham Boudaoui,dz  ALG,"MF,FW",Nice,19,1999,5.4,152,199,76.4,2257,582,87,106,82.1,51,61,83.6,9,18,50.0,2,1.1,+0.9,6,9,6,3,13
77,Ryad Boudebouz,dz  ALG,"MF,FW",Saint-Étienne,29,1990,17.7,696,964,72.2,13581,3229,320,373,85.8,218,297,73.4,137,251,54.6,4,3.2,+0.8,41,58,23,6,80
78,Farid Boulaya,dz  ALG,FW,Metz,26,1993,9.1,289,424,68.2,4935,1605,155,190,81.6,89,120,74.2,38,89,42.7,1,1.7,-0.7,21,30,13,3,39
79,Benjamin Bourigeaud,fr  FRA,MF,Rennes,25,1994,21.1,924,1223,75.6,20446,5610,334,378,88.4,362,451,80.3,216,354,61.0,2,2.2,-0.2,26,102,21,8,104
80,Bilal Boutobba,fr  FRA,"MF,DF",Montpellier,20,1998,0.1,3,6,50.0,63,35,0,2,0.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,1,1,0
81,John Boye,gh  GHA,DF,Metz,32,1987,23.5,773,891,86.8,17091,5305,200,220,90.9,413,449,92.0,157,213,73.7,0,0.2,-0.2,1,19,2,0,25
82,Domagoj Bradarić,hr  CRO,DF,Lille,19,1999,15.8,625,829,75.4,11205,3811,289,322,89.8,256,318,80.5,74,163,45.4,1,1.7,-0.7,19,38,18,13,52
83,Anthony Briançon,fr  FRA,DF,Nîmes,24,1994,19.3,704,836,84.2,18025,5824,151,170,88.8,322,353,91.2,229,298,76.8,0,0.1,-0.1,2,45,0,0,40
84,Jimmy Briand,fr  FRA,FW,Bordeaux,33,1985,16.9,274,343,79.9,3594,453,174,201,86.6,66,84,78.6,11,20,55.0,1,1.1,-0.1,15,12,2,0,10
85,Dylan Bronn,tn  TUN,DF,Metz,24,1995,9.0,239,293,81.6,6350,1772,37,43,86.0,119,130,91.5,79,115,68.7,0,0.0,0.0,0,12,0,0,9
86,Lucas Buadés,fr  FRA,FW,Nîmes,21,1997,1.3,13,18,72.2,189,56,8,12,66.7,5,5,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
87,Patrick Burner,fr  FRA,DF,Nice,23,1996,15.9,931,1089,85.5,16184,6377,422,457,92.3,443,475,93.3,61,129,47.3,1,0.6,+0.4,7,72,9,5,74
88,Ludovic Butelle,fr  FRA,GK,Angers,36,1983,26.0,449,696,64.5,15322,10272,57,58,98.3,168,172,97.7,219,461,47.5,0,0.0,0.0,1,8,1,0,0
89,Marcin Bułka,pl  POL,GK,Paris S-G,19,1999,1.0,17,18,94.4,330,203,5,5,100.0,11,11,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0
90,Yohan Cabaye,fr  FRA,MF,Saint-Étienne,33,1986,9.5,403,505,79.8,8263,2637,138,156,88.5,191,222,86.0,67,111,60.4,1,0.5,+0.5,9,58,5,1,59
91,Manuel Cabit,mq  MTQ,DF,Metz,26,1993,3.0,104,155,67.1,1778,746,49,52,94.2,46,68,67.6,8,27,29.6,1,0.8,+0.2,2,5,3,2,8
92,Anthony Caci,fr  FRA,DF,Strasbourg,22,1997,7.7,416,520,80.0,8754,4020,155,166,93.4,185,215,86.0,73,126,57.9,4,2.0,+2.0,12,50,12,8,45
93,Jhonder Cádiz,ve  VEN,"FW,MF",Dijon,24,1995,8.9,120,189,63.5,1928,404,73,94,77.7,33,58,56.9,13,27,48.1,2,1.1,+0.9,8,9,4,0,11
94,Mathieu Cafaro,fr  FRA,"FW,MF",Reims,22,1997,10.3,203,351,57.8,4411,1643,85,97,87.6,64,97,66.0,52,139,37.4,2,1.8,+0.2,15,26,10,4,31
95,Jonathan Cafu,br  BRA,DF,Bordeaux,28,1991,2.2,78,95,82.1,1266,308,36,43,83.7,41,48,85.4,1,2,50.0,0,0.1,-0.1,2,1,1,0,4
96,Arturo Calabresi,it  ITA,DF,Amiens,23,1996,20.9,714,964,74.1,12771,6137,305,346,88.2,323,413,78.2,72,166,43.4,1,0.9,+0.1,5,56,9,2,61
97,Duje Ćaleta-Car,hr  CRO,DF,Marseille,22,1996,21.0,941,1059,88.9,21302,6702,252,263,95.8,469,505,92.9,213,281,75.8,1,0.3,+0.7,3,56,3,0,63
98,Mahdi Camara,fr  FRA,MF,Saint-Étienne,21,1998,10.0,388,463,83.8,6653,1033,164,184,89.1,180,209,86.1,30,47,63.8,0,0.1,-0.1,2,21,2,0,23
99,Souleymane Camara,sn  SEN,"FW,MF",Montpellier,36,1982,1.8,33,43,76.7,508,170,18,22,81.8,12,16,75.0,2,3,66.7,0,0.5,-0.5,5,3,2,1,6
100,Eduardo Camavinga,fr  FRA,MF,Rennes,16,2002,23.4,879,985,89.2,18367,3010,285,327,87.2,429,464,92.5,155,172,90.1,2,0.7,+1.3,8,57,6,1,57
101,Pierrick Capelle,fr  FRA,"MF,DF",Angers,32,1987,19.4,646,790,81.8,10773,3076,330,366,90.2,248,291,85.2,52,98,53.1,2,1.6,+0.4,21,44,12,4,59
102,Maxence Caqueret,fr  FRA,MF,Lyon,19,2000,6.3,338,390,86.7,6084,1780,157,171,91.8,136,155,87.7,40,50,80.0,0,0.3,-0.3,5,29,8,0,46
103,Irvin Cardona,fr  FRA,"FW,MF",Brest,21,1997,16.1,290,441,65.8,4836,1286,150,200,75.0,92,138,66.7,33,65,50.8,3,1.8,+1.2,17,19,19,3,37
104,Lionel Carole,fr  FRA,DF,Strasbourg,28,1991,14.1,623,797,78.2,12767,5552,226,259,87.3,281,334,84.1,107,174,61.5,0,0.7,-0.7,14,51,18,7,84
105,Matis Carvalho,pt  POR,GK,Montpellier,20,1999,0.8,13,27,48.1,356,230,3,3,100.0,6,6,100.0,4,18,22.2,0,0.0,0.0,0,0,0,0,0
106,Moreto Cassamã,gw  GNB,MF,Reims,21,1998,6.6,445,507,87.8,10195,2304,141,150,94.0,196,217,90.3,104,130,80.0,1,0.4,+0.6,9,34,3,0,36
107,Jean-Charles Castelletto,cm  CMR,DF,Brest,24,1995,20.4,845,956,88.4,18409,6026,250,266,94.0,422,446,94.6,165,233,70.8,0,0.1,-0.1,4,57,5,0,53
108,Edinson Cavani,uy  URU,FW,Paris S-G,32,1987,6.7,120,140,85.7,1823,296,64,73,87.7,42,45,93.3,7,13,53.8,1,1.5,-0.5,10,6,6,2,11
109,Zeki Çelik,tr  TUR,DF,Lille,22,1997,23.0,1094,1365,80.1,19713,7584,500,567,88.2,439,513,85.6,132,224,58.9,2,1.7,+0.3,17,89,27,11,118
110,Fabien Centonze,fr  FRA,DF,Metz,23,1996,28.0,980,1297,75.6,17235,7580,449,518,86.7,424,533,79.5,89,189,47.1,3,2.3,+0.7,21,56,25,17,68
111,Florian Chabrolle,fr  FRA,MF,Marseille,21,1998,0.2,14,16,87.5,171,74,12,12,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,3,1,0,2
112,Fouad Chafik,ma  MAR,DF,Dijon,32,1986,17.0,702,914,76.8,13800,5944,288,321,89.7,295,372,79.3,110,194,56.7,2,1.9,+0.1,22,65,30,15,77
113,Gaëtan Charbonnier,fr  FRA,"FW,MF",Brest,30,1988,22.9,627,821,76.4,10587,2772,355,417,85.1,193,246,78.5,68,114,59.6,5,3.2,+1.8,32,56,22,3,77
114,Brendan Chardonnet,fr  FRA,DF,Brest,24,1994,9.1,478,536,89.2,11899,3475,102,107,95.3,231,251,92.0,144,175,82.3,0,0.0,0.0,2,32,2,0,37
115,Xavier Chavalerin,fr  FRA,MF,Reims,28,1991,23.9,848,1096,77.4,16926,5348,358,405,88.4,320,379,84.4,156,281,55.5,3,2.2,+0.8,38,75,26,7,89
116,Aurélien Chedjou,cm  CMR,DF,Amiens,34,1985,21.9,828,994,83.3,19123,7616,229,249,92.0,400,440,90.9,190,289,65.7,0,0.2,-0.2,2,79,2,0,84
117,Rayan Cherki,fr  FRA,"MF,FW",Lyon,15,2003,1.6,44,66,66.7,617,127,27,34,79.4,13,15,86.7,1,7,14.3,0,0.1,-0.1,1,0,0,0,2
118,Joris Chotard,fr  FRA,MF,Montpellier,17,2001,13.9,429,556,77.2,9784,2651,135,167,80.8,196,231,84.8,90,136,66.2,0,0.4,-0.4,8,60,10,1,54
119,Mounir Chouiar,fr  FRA,"MF,FW",Dijon,20,1999,16.7,459,640,71.7,8099,2611,234,277,84.5,140,186,75.3,71,137,51.8,0,2.9,-2.9,44,33,20,3,54
120,Alexis Claude-Maurice,fr  FRA,"MF,FW",Nice,21,1998,18.1,504,600,84.0,8313,1703,277,306,90.5,173,205,84.4,44,65,67.7,1,0.8,+0.2,21,24,17,3,48
121,Yannis Clementia,fr  FRA,GK,Nice,22,1997,2.0,41,61,67.2,894,490,12,12,100.0,21,21,100.0,8,28,28.6,0,0.0,0.0,0,0,0,0,0
122,Marcus Coco,fr  FRA,FW,Nantes,23,1996,0.2,3,3,100.0,27,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
123,Renaud Cohade,fr  FRA,MF,Metz,34,1984,8.5,480,584,82.2,8886,2018,194,222,87.4,218,246,88.6,58,94,61.7,0,0.5,-0.5,9,58,5,0,46
124,Racine Coly,sn  SEN,DF,Nice,23,1995,7.2,466,540,86.3,8055,2790,197,221,89.1,216,233,92.7,38,58,65.5,0,0.0,0.0,1,23,2,1,31
125,Daniel Congré,fr  FRA,DF,Montpellier,34,1985,21.6,755,900,83.9,15249,6853,265,298,88.9,386,430,89.8,102,156,65.4,1,0.2,+0.8,2,63,4,2,82
126,Benjamin Corgnet,fr  FRA,MF,Strasbourg,32,1987,2.9,45,80,56.3,728,269,26,35,74.3,11,21,52.4,5,15,33.3,0,0.0,0.0,0,8,1,0,8
127,Maxwel Cornet,ci  CIV,"FW,DF",Lyon,22,1996,14.8,499,690,72.3,8222,2855,268,320,83.8,179,234,76.5,37,91,40.7,3,2.7,+0.3,25,24,22,12,50
128,Quentin Cornette,fr  FRA,"FW,MF",Amiens,25,1994,3.9,77,141,54.6,1450,507,43,53,81.1,22,34,64.7,11,45,24.4,2,0.8,+1.2,3,8,8,5,12
129,Nuno da Costa,cv  CPV,"FW,MF",Strasbourg,28,1991,5.9,97,152,63.8,1384,304,56,73,76.7,33,48,68.8,3,14,21.4,0,0.3,-0.3,5,6,2,0,10
130,Benoît Costil,fr  FRA,GK,Bordeaux,32,1987,28.0,633,886,71.4,20265,13057,108,108,100.0,263,267,98.5,261,510,51.2,0,0.0,0.0,0,6,1,0,0
131,Kalifa Coulibaly,ml  MLI,FW,Nantes,27,1991,18.0,199,336,59.2,2690,518,123,188,65.4,53,100,53.0,12,23,52.2,0,0.9,-0.9,13,14,8,3,19
132,Senou Coulibaly,ml  MLI,DF,Dijon,24,1994,7.4,322,383,84.1,7610,2709,78,87,89.7,168,190,88.4,74,102,72.5,0,0.0,0.0,1,19,2,0,19
133,Yoann Court,fr  FRA,"FW,MF",Brest,29,1990,16.3,378,549,68.9,6858,2059,200,254,78.7,119,153,77.8,51,109,46.8,7,2.2,+4.8,16,43,15,5,51
134,Nicolas Cozza,fr  FRA,DF,Montpellier,20,1999,6.2,193,233,82.8,4063,1467,65,72,90.3,99,110,90.0,28,47,59.6,0,0.0,0.0,0,8,1,0,17
135,Wylan Cyprien,fr  FRA,MF,Nice,24,1995,19.7,1122,1343,83.5,22663,5658,428,475,90.1,507,545,93.0,178,293,60.8,3,2.7,+0.3,35,101,8,2,109
136,Lucas Da Cunha,fr  FRA,MF,Rennes,18,2001,0.8,18,22,81.8,230,29,12,12,100.0,3,4,75.0,1,2,50.0,0,0.1,-0.1,2,0,1,0,1
137,Damien Da Silva,fr  FRA,DF,Rennes,31,1988,24.9,1068,1220,87.5,24093,6897,267,287,93.0,567,600,94.5,228,317,71.9,2,0.9,+1.1,4,54,3,1,46
138,Colin Dagba,fr  FRA,DF,Paris S-G,20,1998,7.4,372,414,89.9,5527,1409,217,231,93.9,141,155,91.0,10,20,50.0,0,0.6,-0.6,5,7,8,4,14
139,Dante,br  BRA,DF,Nice,35,1983,21.0,1466,1588,92.3,30764,11130,444,458,96.9,826,856,96.5,190,261,72.8,0,0.3,-0.3,6,86,4,0,87
140,Lucas Deaux,fr  FRA,MF,Nîmes,30,1988,14.8,539,688,78.3,11175,3396,201,254,79.1,240,285,84.2,91,129,70.5,1,0.8,+0.2,12,62,6,1,81
141,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,34,1985,19.7,808,1071,75.4,14546,6111,374,425,88.0,333,420,79.3,84,185,45.4,1,1.1,-0.1,16,56,13,7,75
142,Romain Del Castillo,fr  FRA,"FW,MF",Rennes,23,1996,13.8,379,482,78.6,5931,1576,211,244,86.5,136,171,79.5,26,42,61.9,5,2.9,+2.1,22,25,19,6,44
