,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
40,Mitchel Bakker,nl  NED,DF,Paris S-G,19,2000,1.0,94,89,5,0,0,9,0,0,0,0,0,0,78,13,3,77,11,1,5,0,91,0,0,1,1
41,Keita Baldé,sn  SEN,"FW,MF",Monaco,24,1995,9.5,295,278,17,2,1,75,3,14,6,3,0,0,171,71,53,58,189,18,5,4,207,0,9,5,14
42,Fodé Ballo-Touré,sn  SEN,DF,Monaco,22,1997,18.7,861,700,161,14,0,144,17,51,0,0,0,0,527,177,157,646,51,10,147,1,686,2,13,14,33
43,Florent Balmont,fr  FRA,MF,Dijon,39,1980,4.5,266,245,21,15,0,53,8,3,3,1,2,0,181,43,42,10,246,5,3,1,222,0,12,6,1
44,Abdoulaye Bamba,ci  CIV,DF,Angers,29,1990,6.2,279,221,58,5,0,36,3,13,0,0,0,0,150,51,78,12,202,10,53,0,207,0,2,3,11
45,Jonathan Bamba,fr  FRA,"FW,MF",Lille,23,1996,21.5,831,769,62,16,8,187,35,22,28,16,7,2,596,133,102,78,709,18,17,3,669,5,7,12,29
46,Danilo Barbosa,br  BRA,"DF,MF",Nice,23,1996,12.5,800,779,21,20,1,83,4,3,0,0,0,0,688,65,47,158,625,7,1,4,731,1,15,9,6
47,Melvin Bard,fr  FRA,DF,Lyon,18,2000,0.5,47,42,5,0,0,4,0,1,0,0,0,0,27,15,5,37,2,1,5,0,40,0,0,0,2
48,Toma Bašić,hr  CRO,MF,Bordeaux,22,1996,11.0,580,529,51,19,6,104,24,10,30,15,2,10,402,52,126,492,55,20,2,1,456,0,17,8,10
49,Thomas Basila,fr  FRA,DF,Nantes,20,1999,4.6,249,223,26,2,0,39,2,3,0,0,0,0,169,34,46,36,174,13,24,2,208,2,4,4,5
50,Gil Bastião Dias,pt  POR,"DF,MF",Monaco,22,1996,11.7,639,539,100,5,2,105,7,18,5,0,5,0,423,112,104,454,66,22,90,0,517,1,12,13,18
51,Cristian Battocchio,it  ITA,MF,Brest,27,1992,15.5,839,767,72,36,1,148,49,20,27,14,9,1,480,178,181,55,716,41,9,13,667,1,17,10,18
52,Gaëtan Belaud,fr  FRA,DF,Brest,32,1986,6.4,365,295,70,3,0,46,19,13,0,0,0,0,182,80,103,29,242,17,67,5,286,1,6,7,5
53,Haris Belkebla,dz  ALG,MF,Brest,25,1994,20.2,845,824,21,18,0,170,15,3,0,0,0,0,653,92,100,126,678,27,2,2,731,0,10,7,19
54,Raoul Bellanova,it  ITA,DF,Bordeaux,19,2000,0.7,29,21,8,1,0,14,0,0,0,0,0,0,20,6,3,2,21,0,6,0,23,0,1,0,1
55,Jean-Ricner Bellegarde,fr  FRA,MF,Strasbourg,21,1998,16.6,700,669,31,18,1,130,32,14,11,2,5,2,499,99,102,136,523,31,2,5,604,1,12,9,14
56,Sami Ben Amar,ma  MAR,FW,Nîmes,21,1998,0.2,8,8,0,0,0,1,0,0,0,0,0,0,5,2,1,0,7,0,0,1,6,0,0,1,1
57,Wissam Ben Yedder,fr  FRA,FW,Monaco,28,1990,24.0,812,770,42,3,14,212,9,24,1,0,0,0,534,148,130,373,386,34,6,8,613,5,15,15,43
58,Cristian Benavente,pe  PER,"MF,FW",Nantes,25,1994,3.9,156,148,8,1,0,18,1,10,0,0,0,0,114,22,20,69,70,12,1,3,124,0,7,2,3
59,Darío Benedetto,ar  ARG,FW,Marseille,29,1990,23.3,503,452,51,1,1,123,28,10,0,0,0,0,244,142,117,44,359,52,2,16,342,3,15,11,22
60,Walter Benítez,ar  ARG,GK,Nice,26,1993,26.0,785,541,244,32,0,81,16,0,0,0,0,0,535,50,200,76,549,1,0,135,654,0,12,4,2
61,Loris Benito,ch  SUI,DF,Bordeaux,27,1992,21.1,1315,1125,190,22,1,237,10,26,1,0,0,0,883,223,209,867,224,34,167,5,1104,3,13,15,49
62,Bilal Benkhedim,fr  FRA,"MF,FW",Saint-Étienne,18,2001,1.5,64,58,6,2,0,19,1,4,4,0,1,3,40,13,11,2,61,1,0,0,46,0,2,3,4
63,Yassine Benzia,dz  ALG,MF,Dijon,24,1994,1.9,81,69,12,7,1,20,2,2,1,0,1,0,56,13,12,11,66,0,1,1,60,1,0,2,2
64,Robert Berić,si  SVN,"FW,MF",Saint-Étienne,28,1991,4.6,71,63,8,0,0,16,1,7,0,0,0,0,50,13,8,7,58,3,0,0,46,1,0,4,5
65,Paul Bernardoni,fr  FRA,GK,Nîmes,22,1997,24.5,705,419,286,109,0,53,10,0,0,0,0,0,256,40,409,498,95,1,0,77,426,4,20,1,1
66,Juan Bernat,es  ESP,"DF,MF",Paris S-G,26,1993,15.4,1122,997,125,14,1,147,5,31,0,0,0,0,893,162,67,936,49,19,111,1,1011,4,7,16,19
67,Dimitry Bertaud,fr  FRA,GK,Montpellier,21,1998,2.2,67,45,22,4,0,6,2,0,0,0,0,0,33,14,20,4,44,0,0,19,59,0,1,0,0
68,El Bilal Touré,ml  MLI,FW,Reims,17,2001,5.0,68,60,8,0,0,17,0,3,0,0,0,0,37,20,11,15,37,7,0,5,50,0,3,1,1
69,Ludovic Blas,fr  FRA,"FW,MF",Nantes,21,1997,20.5,676,649,27,6,3,164,21,12,3,2,1,0,478,86,112,538,90,26,4,0,540,2,8,16,23
70,Alexis Blin,fr  FRA,MF,Amiens,22,1996,20.5,1040,1002,38,30,1,184,30,8,5,3,0,1,730,134,176,94,858,53,2,11,874,2,14,22,13
71,Mathieu Bodmer,fr  FRA,MF,Amiens,36,1982,1.0,93,92,1,1,1,25,2,1,0,0,0,0,59,16,18,10,74,2,0,1,76,0,1,2,0
72,Sacha Boey,fr  FRA,DF,Rennes,18,2000,1.9,81,69,12,0,0,14,1,2,0,0,0,0,52,20,9,8,56,3,12,1,65,0,3,5,2
73,Quentin Boisgard,fr  FRA,"MF,FW",Toulouse,22,1997,12.7,507,464,43,11,1,112,8,14,14,12,0,0,354,84,69,38,435,12,11,1,401,0,6,11,10
74,Gabriel Boschilia,br  BRA,"MF,FW",Monaco,23,1996,1.4,79,72,7,1,0,18,1,0,3,0,3,0,58,8,13,56,16,3,3,1,59,0,2,2,2
75,Denis Bouanga,ga  GAB,"FW,DF",Saint-Étienne,24,1994,22.7,600,536,64,4,1,146,31,46,7,4,0,1,338,131,131,74,431,24,45,2,408,2,18,16,32
76,Hicham Boudaoui,dz  ALG,"MF,FW",Nice,19,1999,5.4,199,196,3,1,0,37,5,15,0,0,0,0,140,37,22,23,163,8,2,1,152,0,6,7,14
77,Ryad Boudebouz,dz  ALG,"MF,FW",Saint-Étienne,29,1990,17.7,964,844,120,49,3,210,61,44,52,29,15,8,537,170,257,793,137,19,2,4,696,2,33,28,23
78,Farid Boulaya,dz  ALG,FW,Metz,26,1993,9.1,424,392,32,5,5,82,9,24,24,5,15,0,256,73,95,70,330,12,2,6,289,3,14,9,24
79,Benjamin Bourigeaud,fr  FRA,MF,Rennes,25,1994,21.1,1223,1090,133,61,0,208,98,47,57,18,26,8,685,194,344,118,1027,46,15,3,924,3,26,15,35
80,Bilal Boutobba,fr  FRA,"MF,DF",Montpellier,20,1998,0.1,6,6,0,0,0,1,0,1,0,0,0,0,2,3,1,4,1,0,0,1,3,0,1,0,2
81,John Boye,gh  GHA,DF,Metz,32,1987,23.5,891,869,22,19,0,119,20,0,0,0,0,0,640,120,131,158,665,41,3,6,773,2,21,6,7
82,Domagoj Bradarić,hr  CRO,DF,Lille,19,1999,15.8,829,656,173,25,0,98,17,62,7,1,5,1,463,159,207,573,80,28,141,1,625,2,12,10,30
83,Anthony Briançon,fr  FRA,DF,Nîmes,24,1994,19.3,836,767,69,64,0,82,54,3,0,0,0,0,551,100,185,39,735,41,4,5,704,1,13,10,11
84,Jimmy Briand,fr  FRA,FW,Bordeaux,33,1985,16.9,343,305,38,3,3,107,2,2,0,0,0,0,236,72,35,52,254,10,3,11,274,0,3,7,8
85,Dylan Bronn,tn  TUN,DF,Metz,24,1995,9.0,293,280,13,11,0,33,19,0,0,0,0,0,190,29,74,29,245,13,2,2,239,0,8,2,3
86,Lucas Buadés,fr  FRA,FW,Nîmes,21,1997,1.3,18,18,0,0,0,7,0,0,0,0,0,0,13,3,2,3,12,3,0,0,13,0,0,0,1
87,Patrick Burner,fr  FRA,DF,Nice,23,1996,15.9,1089,936,153,23,2,109,8,23,0,0,0,0,753,178,158,40,893,16,130,2,931,4,16,16,24
88,Ludovic Butelle,fr  FRA,GK,Angers,36,1983,26.0,696,414,282,79,0,46,11,0,0,0,0,0,265,49,382,322,206,2,0,115,449,1,15,1,0
89,Marcin Bułka,pl  POL,GK,Paris S-G,19,1999,1.0,18,11,7,1,0,1,0,0,0,0,0,0,17,0,1,2,13,0,0,3,17,0,0,0,0
90,Yohan Cabaye,fr  FRA,MF,Saint-Étienne,33,1986,9.5,505,480,25,12,0,90,16,8,12,9,0,2,328,77,100,18,453,19,1,4,403,1,5,4,11
91,Manuel Cabit,mq  MTQ,DF,Metz,26,1993,3.0,155,109,46,4,0,21,1,9,0,0,0,0,76,33,46,79,26,7,42,1,104,0,1,2,7
92,Anthony Caci,fr  FRA,DF,Strasbourg,22,1997,7.7,520,435,85,6,3,96,31,20,0,0,0,0,275,114,131,149,272,17,79,0,416,2,7,9,14
93,Jhonder Cádiz,ve  VEN,"FW,MF",Dijon,24,1995,8.9,189,170,19,0,2,69,4,11,0,0,0,0,100,53,36,19,117,18,3,4,120,2,2,3,7
94,Mathieu Cafaro,fr  FRA,"FW,MF",Reims,22,1997,10.3,351,292,59,15,0,57,36,40,38,12,20,4,153,65,133,30,300,9,6,2,203,1,18,11,17
95,Jonathan Cafu,br  BRA,DF,Bordeaux,28,1991,2.2,95,83,12,1,0,20,0,1,0,0,0,0,73,15,7,13,69,2,11,0,78,0,2,2,3
96,Arturo Calabresi,it  ITA,DF,Amiens,23,1996,20.9,964,722,242,15,0,123,17,24,0,0,0,0,448,207,309,59,613,49,227,2,714,0,25,16,31
97,Duje Ćaleta-Car,hr  CRO,DF,Marseille,22,1996,21.0,1059,1021,38,32,0,102,39,3,0,0,0,0,781,116,162,322,654,48,4,10,941,0,20,10,1
98,Mahdi Camara,fr  FRA,MF,Saint-Étienne,21,1998,10.0,463,460,3,3,0,101,10,4,0,0,0,0,343,72,48,13,416,19,0,2,388,1,7,5,9
99,Souleymane Camara,sn  SEN,"FW,MF",Montpellier,36,1982,1.8,43,42,1,0,0,17,0,2,0,0,0,0,19,12,12,5,26,5,0,0,33,0,2,0,2
100,Eduardo Camavinga,fr  FRA,MF,Rennes,16,2002,23.4,985,955,30,29,2,217,39,1,0,0,0,0,723,125,137,801,97,55,1,6,879,3,12,13,11
101,Pierrick Capelle,fr  FRA,"MF,DF",Angers,32,1987,19.4,790,746,44,8,1,147,17,25,4,3,0,0,529,142,119,594,108,30,32,2,646,2,10,10,18
102,Maxence Caqueret,fr  FRA,MF,Lyon,19,2000,6.3,390,387,3,3,1,76,7,2,0,0,0,0,298,50,42,44,334,7,0,2,338,0,3,10,5
103,Irvin Cardona,fr  FRA,"FW,MF",Brest,21,1997,16.1,441,428,13,1,0,132,12,30,1,0,0,0,240,117,84,47,350,20,2,5,290,2,12,17,19
104,Lionel Carole,fr  FRA,DF,Strasbourg,28,1991,14.1,797,673,124,15,1,125,26,43,0,0,0,0,449,165,183,577,73,22,109,2,623,2,14,13,30
105,Matis Carvalho,pt  POR,GK,Montpellier,20,1999,0.8,27,14,13,4,0,0,0,0,0,0,0,0,8,1,18,15,8,0,0,3,13,0,1,0,0
106,Moreto Cassamã,gw  GNB,MF,Reims,21,1998,6.6,507,472,35,23,0,72,35,3,12,2,8,2,366,73,68,32,461,8,0,3,445,4,9,5,6
107,Jean-Charles Castelletto,cm  CMR,DF,Brest,24,1995,20.4,956,935,21,20,0,152,33,2,0,0,0,0,713,83,160,89,799,42,1,3,845,0,19,9,4
108,Edinson Cavani,uy  URU,FW,Paris S-G,32,1987,6.7,140,129,11,0,0,23,0,4,0,0,0,0,91,33,16,23,107,6,1,0,120,0,3,2,1
109,Zeki Çelik,tr  TUR,DF,Lille,22,1997,23.0,1365,1091,274,17,2,190,24,47,1,0,0,0,757,312,296,85,964,43,256,3,1094,6,29,17,45
110,Fabien Centonze,fr  FRA,DF,Metz,23,1996,28.0,1297,1029,268,22,0,187,30,59,1,0,1,0,690,220,387,151,812,66,245,2,980,1,31,30,41
111,Florian Chabrolle,fr  FRA,MF,Marseille,21,1998,0.2,16,16,0,0,0,3,0,0,0,0,0,0,13,3,0,2,14,0,0,0,14,0,0,0,2
112,Fouad Chafik,ma  MAR,DF,Dijon,32,1986,17.0,914,737,177,19,0,127,24,38,0,0,0,0,466,171,277,33,686,29,158,1,702,1,15,11,21
113,Gaëtan Charbonnier,fr  FRA,"FW,MF",Brest,30,1988,22.9,821,757,64,5,5,195,34,33,6,0,1,0,519,177,125,98,650,25,8,12,627,1,18,20,29
114,Brendan Chardonnet,fr  FRA,DF,Brest,24,1994,9.1,536,524,12,11,0,63,33,0,0,0,0,0,402,35,99,49,452,18,1,1,478,0,5,1,3
115,Xavier Chavalerin,fr  FRA,MF,Reims,28,1991,23.9,1096,969,127,61,5,183,66,37,58,10,35,8,655,154,287,887,146,39,7,3,848,5,18,22,19
116,Aurélien Chedjou,cm  CMR,DF,Amiens,34,1985,21.9,994,952,42,40,0,134,45,0,0,0,0,0,660,118,216,150,777,47,2,2,828,3,20,11,10
117,Rayan Cherki,fr  FRA,"MF,FW",Lyon,15,2003,1.6,66,60,6,2,1,20,4,3,1,0,0,1,38,19,9,36,27,0,3,0,44,0,1,4,6
118,Joris Chotard,fr  FRA,MF,Montpellier,17,2001,13.9,556,532,24,23,3,123,42,8,0,0,0,0,293,112,151,86,426,21,1,7,429,2,14,15,9
119,Mounir Chouiar,fr  FRA,"MF,FW",Dijon,20,1999,16.7,640,525,115,38,0,151,37,32,56,17,22,9,417,87,136,59,532,18,17,4,459,2,8,18,28
120,Alexis Claude-Maurice,fr  FRA,"MF,FW",Nice,21,1998,18.1,600,573,27,5,1,125,12,19,12,4,7,0,476,67,57,38,536,10,8,0,504,0,14,10,8
121,Yannis Clementia,fr  FRA,GK,Nice,22,1997,2.0,61,39,22,8,0,5,3,0,0,0,0,0,35,3,23,3,38,0,0,16,41,0,4,0,0
122,Marcus Coco,fr  FRA,FW,Nantes,23,1996,0.2,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,0,0,0,0
123,Renaud Cohade,fr  FRA,MF,Metz,34,1984,8.5,584,543,41,14,2,117,12,14,14,6,5,0,424,66,94,43,506,16,5,1,480,1,12,12,13
124,Racine Coly,sn  SEN,DF,Nice,23,1995,7.2,540,450,90,13,0,56,10,6,0,0,0,0,363,109,68,376,61,18,77,1,466,1,6,8,12
125,Daniel Congré,fr  FRA,DF,Montpellier,34,1985,21.6,900,859,41,28,0,114,13,5,0,0,0,0,585,112,203,262,539,58,13,4,755,5,14,8,15
126,Benjamin Corgnet,fr  FRA,MF,Strasbourg,32,1987,2.9,80,74,6,0,1,24,3,8,2,2,0,0,38,25,17,8,53,8,1,0,45,0,1,1,5
127,Maxwel Cornet,ci  CIV,"FW,DF",Lyon,22,1996,14.8,690,599,91,16,2,142,24,48,25,15,5,1,431,122,137,461,141,25,50,4,499,2,11,16,39
128,Quentin Cornette,fr  FRA,"FW,MF",Amiens,25,1994,3.9,141,123,18,1,1,36,14,31,13,8,3,0,55,38,48,15,114,4,4,1,77,1,10,0,12
129,Nuno da Costa,cv  CPV,"FW,MF",Strasbourg,28,1991,5.9,152,150,2,0,1,53,2,6,0,0,0,0,89,32,31,22,108,7,1,1,97,0,5,8,12
130,Benoît Costil,fr  FRA,GK,Bordeaux,32,1987,28.0,886,570,316,71,0,78,36,0,0,0,0,0,423,27,436,39,711,2,1,96,633,0,29,3,2
131,Kalifa Coulibaly,ml  MLI,FW,Nantes,27,1991,18.0,336,325,11,0,2,111,1,8,0,0,0,0,149,97,90,27,185,41,2,20,199,0,11,12,10
132,Senou Coulibaly,ml  MLI,DF,Dijon,24,1994,7.4,383,372,11,9,0,32,14,0,0,0,0,0,282,40,61,25,328,23,2,2,322,1,9,7,2
133,Yoann Court,fr  FRA,"FW,MF",Brest,29,1990,16.3,549,503,46,15,0,107,26,33,26,15,4,3,306,121,122,455,62,18,5,1,378,3,11,12,35
134,Nicolas Cozza,fr  FRA,DF,Montpellier,20,1999,6.2,233,225,8,5,0,28,2,0,0,0,0,0,172,14,47,182,36,6,3,0,193,0,6,4,3
135,Wylan Cyprien,fr  FRA,MF,Nice,24,1995,19.7,1343,1193,150,68,0,250,83,24,80,30,31,8,961,158,224,230,1076,22,2,3,1122,2,30,26,23
136,Lucas Da Cunha,fr  FRA,MF,Rennes,18,2001,0.8,22,21,1,0,0,8,0,1,1,1,0,0,13,7,2,18,2,1,0,0,18,0,0,0,1
137,Damien Da Silva,fr  FRA,DF,Rennes,31,1988,24.9,1220,1170,50,47,0,194,28,2,0,0,0,0,868,106,246,39,1071,58,3,3,1068,3,18,3,14
138,Colin Dagba,fr  FRA,DF,Paris S-G,20,1998,7.4,414,359,55,3,0,61,3,22,0,0,0,0,301,78,35,50,306,3,52,2,372,0,4,3,7
139,Dante,br  BRA,DF,Nice,35,1983,21.0,1588,1539,49,43,5,152,46,1,0,0,0,0,1315,107,166,1251,282,34,6,2,1466,1,22,5,12
140,Lucas Deaux,fr  FRA,MF,Nîmes,30,1988,14.8,688,670,18,12,2,130,34,7,1,0,1,0,376,142,170,70,501,65,3,10,539,0,15,9,13
141,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,34,1985,19.7,1071,841,230,22,0,160,36,39,0,0,0,0,490,252,329,29,715,70,208,3,808,3,25,21,35
142,Romain Del Castillo,fr  FRA,"FW,MF",Rennes,23,1996,13.8,482,470,12,1,4,117,7,26,1,1,0,0,322,96,64,362,72,16,9,5,379,3,11,8,25
143,Thomas Delaine,fr  FRA,DF,Metz,27,1992,13.9,677,525,152,11,0,91,8,49,2,0,1,0,326,142,209,360,157,20,139,1,468,4,10,14,30
144,Paul Delecroix,fr  FRA,GK,Metz,30,1988,1.5,44,29,15,4,0,3,0,0,0,0,0,0,12,4,28,3,34,0,0,5,27,0,0,0,0
145,Andy Delort,dz  ALG,FW,Montpellier,27,1991,25.3,765,698,67,5,0,206,44,84,8,4,4,0,295,203,267,40,560,57,7,47,451,2,22,23,46
146,Moussa Dembélé,fr  FRA,FW,Lyon,23,1996,24.3,469,446,23,0,2,157,4,9,0,0,0,0,294,114,61,69,335,15,1,14,347,0,11,16,18
147,Jason Denayer,be  BEL,DF,Lyon,24,1995,23.7,1568,1525,43,40,0,141,52,2,0,0,0,0,1356,102,110,102,1406,34,3,7,1492,0,4,3,3
148,Kevin Denkey,tg  TOG,FW,Nîmes,18,2000,6.7,149,139,10,1,1,32,2,5,0,0,0,0,86,41,22,40,83,14,0,3,102,1,4,3,11
149,Memphis Depay,nl  NED,"FW,MF",Lyon,25,1994,11.3,485,422,63,22,1,106,27,15,30,9,8,1,343,75,67,54,415,3,3,8,368,5,11,14,13
150,Ángel Di María,ar  ARG,"FW,MF",Paris S-G,31,1988,22.2,1290,1149,141,28,16,225,77,92,90,47,24,7,789,212,289,1159,94,9,21,7,940,13,24,30,55
151,Boulaye Dia,sn  SEN,FW,Reims,22,1996,20.1,328,297,31,2,0,112,4,9,0,0,0,0,232,64,32,39,250,13,1,8,251,3,5,8,12
152,Fousseni Diabaté,ml  MLI,"FW,MF",Amiens,23,1995,13.2,482,472,10,4,1,97,9,28,1,0,1,0,335,98,49,345,110,13,5,2,362,1,7,12,21
153,Bafodé Diakité,fr  FRA,DF,Toulouse,18,2001,15.2,669,625,44,24,0,95,13,5,0,0,0,0,486,73,110,158,447,30,20,5,568,0,9,6,8
154,Abdou Diallo,sn  SEN,DF,Paris S-G,23,1996,13.3,1061,1012,49,20,1,114,13,6,0,0,0,0,893,95,73,849,161,12,29,2,986,1,13,2,13
