,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
0,Yunis Abdelhamid,ma  MAR,DF,Reims,31,1987,28.0,16,0.57,11,0,0,4,1,0,1,0.04,1,0,0,0,0,0
1,Mehdi Abeid,dz  ALG,MF,Nantes,26,1992,20.2,46,2.28,27,14,1,2,1,1,4,0.20,2,1,0,1,0,0
2,Charles Abi,fr  FRA,FW,Saint-Étienne,19,2000,6.9,12,1.73,8,0,0,0,4,0,1,0.14,0,0,0,0,1,0
3,Amine Adli,fr  FRA,"MF,FW",Toulouse,19,2000,0.5,3,5.87,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
4,Yacine Adli,fr  FRA,"MF,FW",Bordeaux,19,2000,11.3,38,3.35,25,5,4,2,1,1,7,0.62,3,1,2,1,0,0
5,Nayef Aguerd,ma  MAR,DF,Dijon,23,1996,10.6,3,0.28,3,0,0,0,0,0,1,0.09,1,0,0,0,0,0
6,Ruben Aguilar,fr  FRA,DF,Monaco,26,1993,11.9,24,2.01,22,0,0,0,1,1,3,0.25,3,0,0,0,0,0
7,Jean-Eudes Aholou,ci  CIV,MF,Saint-Étienne,25,1994,7.0,12,1.71,7,0,1,0,1,3,1,0.14,0,0,0,0,0,1
8,Youssef Aït Bennasser,ma  MAR,MF,Bordeaux,23,1996,6.0,8,1.34,8,0,0,0,0,0,2,0.34,2,0,0,0,0,0
9,Rayan Aït Nouri,fr  FRA,DF,Angers,18,2001,14.2,21,1.47,16,3,0,0,1,1,3,0.21,3,0,0,0,0,0
10,Ludovic Ajorque,re  REU,FW,Strasbourg,25,1994,22.9,36,1.57,27,0,3,3,2,1,10,0.44,6,0,1,1,2,0
11,Marley Aké,fr  FRA,"FW,MF",Marseille,18,2001,1.1,4,3.64,3,0,1,0,0,0,1,0.91,1,0,0,0,0,0
12,Chadrac Akolo,cd  COD,"FW,MF",Amiens,24,1995,6.0,17,2.81,9,0,2,2,1,3,4,0.66,1,0,1,1,0,1
13,Sofiane Alakouch,fr  FRA,DF,Nîmes,21,1998,15.6,25,1.61,22,1,1,0,1,0,3,0.19,3,0,0,0,0,0
14,Haitam Aleesami,no  NOR,DF,Amiens,28,1991,21.3,27,1.27,23,3,0,0,0,1,3,0.14,3,0,0,0,0,0
15,Rúnar Alex Rúnarsson,is  ISL,GK,Dijon,24,1995,10.0,3,0.30,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
