,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Antoine Griezmann,7.0,fr  FRA,"FW,LW",29-350,66,0,0,0,0,1,0,0,0,35,12,1,0,0,0.0,0.0,0.0,0,0,30,33,90.9,1,26,1,0,0
1,Martin Braithwaite,9.0,dk  DEN,LW,29-274,24,0,0,0,0,0,0,0,0,10,6,0,0,0,0.0,0.0,0.1,1,0,5,7,71.4,0,8,0,1,2
2,Lionel Messi,10.0,ar  ARG,FW,33-255,90,0,2,0,0,5,2,0,0,86,4,0,0,0,0.3,0.3,0.6,9,2,63,76,82.9,9,82,21,5,6
3,Pedri,16.0,es  ESP,CM,18-101,86,0,0,0,0,1,1,0,0,95,28,2,2,1,0.0,0.0,0.0,0,0,77,88,87.5,6,77,8,0,1
4,Riqui Puig,12.0,es  ESP,CM,21-205,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,4,0,0,0
5,Frenkie de Jong,21.0,nl  NED,CM,23-298,90,0,0,0,0,1,0,0,0,75,11,0,3,0,0.2,0.2,0.0,2,0,63,69,91.3,3,63,6,1,3
6,Sergio Busquets,5.0,es  ESP,DM,32-233,66,0,0,0,0,0,0,0,0,78,18,3,2,1,0.0,0.0,0.0,1,0,60,70,85.7,1,53,2,0,0
7,Ilaix Moriba,27.0,es  ESP,DM,18-046,24,1,0,0,0,1,1,0,0,19,9,1,0,0,0.1,0.1,0.0,1,1,15,16,93.8,2,17,1,1,1
8,Jordi Alba,18.0,es  ESP,"WB,LB",31-350,86,1,0,0,0,2,2,0,0,79,7,1,2,3,0.4,0.4,0.0,3,0,58,70,82.9,2,63,5,0,1
9,Junior Firpo,24.0,es  ESP,LB,24-196,4,0,0,0,0,0,0,1,0,5,2,1,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0
10,Sergiño Dest,2.0,us  USA,"WB,RB",20-123,90,0,0,0,0,1,0,0,0,71,20,1,0,2,0.0,0.0,0.0,2,0,54,61,88.5,3,53,7,3,5
11,Samuel Umtiti,23.0,fr  FRA,CB,27-112,45,0,0,0,0,0,0,1,0,53,5,0,1,1,0.0,0.0,0.0,0,0,49,50,98.0,8,40,2,0,0
12,Ousmane Dembélé,11.0,fr  FRA,RW,23-295,45,0,0,0,0,1,0,0,0,28,6,0,1,0,0.0,0.0,0.3,4,0,21,24,87.5,2,25,10,0,2
13,Clément Lenglet,15.0,fr  FRA,CB,25-262,90,0,0,0,0,0,0,0,0,86,12,1,1,1,0.0,0.0,0.0,1,1,71,78,91.0,3,74,8,1,1
14,Óscar Mingueza,28.0,es  ESP,CB,21-297,90,0,0,0,0,0,0,0,0,87,15,3,0,2,0.0,0.0,0.1,1,0,70,76,92.1,5,68,6,2,2
15,Marc-André ter Stegen,1.0,de  GER,GK,28-310,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0.0,0.0,0.0,0,0,33,35,94.3,0,25,0,0,0
16,16 Players,,,,,990,2,2,0,0,13,6,2,0,851,159,14,12,11,1.2,1.2,1.2,25,4,674,759,88.8,45,678,77,14,24
