,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Kike Barja,11.0,es  ESP,FW,23-339,61,0,0,0,0,1,1,0,0,36,24,3,1,1,0.0,0.0,0.1,2,0,14,23,60.9,1,27,6,1,3
1,Jony,7.0,es  ESP,FW,29-240,29,0,0,0,0,0,0,0,0,23,5,0,0,0,0.0,0.0,0.1,3,0,15,22,68.2,2,15,2,0,0
2,Jonathan Calleri,16.0,ar  ARG,FW,27-164,70,0,0,0,0,5,1,0,0,24,20,1,0,1,0.6,0.6,0.0,2,0,9,13,69.2,1,16,1,0,1
3,Ante Budimir,17.0,hr  CRO,FW,29-227,20,0,0,0,0,1,0,0,0,14,10,0,0,1,0.0,0.0,0.1,1,0,8,10,80.0,1,10,2,0,0
4,Rubén García,14.0,es  ESP,LM,27-235,69,0,0,0,0,1,1,0,0,39,20,1,2,1,0.4,0.4,0.4,2,0,23,33,69.7,3,23,3,0,0
5,Adrián López,20.0,es  ESP,LM,33-057,21,0,0,0,0,1,0,0,0,18,9,1,0,0,0.1,0.1,0.0,1,0,11,14,78.6,1,15,1,0,1
6,Roberto Torres,10.0,es  ESP,RM,31-364,83,0,0,0,0,0,0,0,0,43,11,0,2,1,0.0,0.0,0.0,2,0,26,37,70.3,2,30,1,1,1
7,Enric Gallego,19.0,es  ESP,RM,34-175,7,0,0,0,0,0,0,0,0,2,5,0,0,1,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0
8,Jon Moncayola,27.0,es  ESP,DM,22-297,90,0,0,0,0,0,0,0,0,55,34,1,0,3,0.0,0.0,0.4,2,0,45,49,91.8,5,30,1,0,0
9,Lucas Torró,24.0,es  ESP,DM,26-230,83,0,0,0,0,0,0,0,0,37,13,0,0,0,0.0,0.0,0.0,0,0,33,36,91.7,1,28,2,0,0
10,Oier Sanjurjo,6.0,es  ESP,DM,34-285,7,0,0,0,0,0,0,0,0,8,9,1,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,0,0,0
11,Manuel Sánchez,39.0,es  ESP,LB,20-194,90,0,0,0,0,0,0,0,0,53,27,3,2,0,0.0,0.0,0.0,2,0,39,43,90.7,4,30,3,0,0
12,David García,5.0,es  ESP,CB,27-020,90,0,0,0,0,1,0,0,0,58,8,1,1,0,0.1,0.1,0.0,0,0,41,51,80.4,2,33,1,0,0
13,Aridane Hernández,23.0,gq  EQG,CB,31-348,90,0,0,0,0,0,0,0,0,47,5,2,2,4,0.0,0.0,0.0,0,0,33,37,89.2,2,22,1,0,0
14,Nacho Vidal,2.0,es  ESP,RB,26-041,90,0,0,0,0,0,0,0,0,52,15,2,2,1,0.0,0.0,0.0,1,0,34,43,79.1,2,36,2,2,2
15,Sergio Herrera,1.0,es  ESP,GK,27-274,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0.0,0.0,0.0,0,0,23,33,69.7,0,21,0,0,0
16,16 Players,,,,,990,0,0,0,0,10,3,0,0,545,215,16,12,14,1.2,1.2,1.2,18,0,358,449,79.7,27,339,26,4,8
