,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Kike Barja,11.0,es  ESP,FW,23-339,61,0,0,0,0,3,0,3,1,2,0,0,0,3,2,2,50.0
1,Jony,7.0,es  ESP,FW,29-240,29,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,
2,Jonathan Calleri,16.0,ar  ARG,FW,27-164,70,0,0,0,3,2,0,1,0,1,0,0,0,3,2,5,28.6
3,Ante Budimir,17.0,hr  CRO,FW,29-227,20,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,100.0
4,Rubén García,14.0,es  ESP,LM,27-235,69,0,0,0,0,1,0,2,2,1,0,0,0,2,0,3,0.0
5,Adrián López,20.0,es  ESP,LM,33-057,21,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,
6,Roberto Torres,10.0,es  ESP,RM,31-364,83,0,0,0,0,4,0,2,2,0,0,0,0,10,0,0,
7,Enric Gallego,19.0,es  ESP,RM,34-175,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,Jon Moncayola,27.0,es  ESP,DM,22-297,90,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,
9,Lucas Torró,24.0,es  ESP,DM,26-230,83,0,0,0,0,2,0,0,0,0,0,0,0,5,2,1,66.7
10,Oier Sanjurjo,6.0,es  ESP,DM,34-285,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
11,Manuel Sánchez,39.0,es  ESP,LB,20-194,90,0,0,0,1,0,0,2,2,1,0,0,0,4,0,1,0.0
12,David García,5.0,es  ESP,CB,27-020,90,0,0,0,0,0,0,0,1,1,0,0,0,15,2,1,66.7
13,Aridane Hernández,23.0,gq  EQG,CB,31-348,90,0,0,0,0,0,0,0,2,1,0,0,0,9,1,0,100.0
14,Nacho Vidal,2.0,es  ESP,RB,26-041,90,0,0,0,0,0,0,2,2,2,0,0,0,7,0,0,
15,Sergio Herrera,1.0,es  ESP,GK,27-274,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
16,16 Players,,,,,990,0,0,0,6,13,0,19,12,11,0,0,0,72,12,13,48.0
