,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Antoine Griezmann,7.0,fr  FRA,"FW,LW",29-350,66,30,33,90.9,452,48,18,19,94.7,10,11,90.9,2,2,100.0,0,0.0,0,1,0,0,1
1,Martin Braithwaite,9.0,dk  DEN,LW,29-274,24,5,7,71.4,68,4,3,4,75.0,2,3,66.7,0,0,,0,0.1,1,0,0,0,0
2,Lionel Messi,10.0,ar  ARG,FW,33-255,90,63,76,82.9,1104,369,33,40,82.5,24,25,96.0,6,11,54.5,2,0.6,6,11,5,1,9
3,Pedri,16.0,es  ESP,CM,18-101,86,77,88,87.5,1457,207,25,26,96.2,42,48,87.5,8,11,72.7,0,0.0,0,4,1,0,6
4,Riqui Puig,12.0,es  ESP,CM,21-205,4,4,5,80.0,40,8,4,5,80.0,0,0,,0,0,,0,0.0,0,0,0,0,0
5,Frenkie de Jong,21.0,nl  NED,CM,23-298,90,63,69,91.3,1109,188,24,27,88.9,31,34,91.2,5,5,100.0,0,0.0,1,2,1,0,3
6,Sergio Busquets,5.0,es  ESP,DM,32-233,66,60,70,85.7,1022,218,25,28,89.3,29,34,85.3,4,5,80.0,0,0.0,0,4,0,0,1
7,Ilaix Moriba,27.0,es  ESP,DM,18-046,24,15,16,93.8,201,46,10,10,100.0,3,4,75.0,1,1,100.0,0,0.0,0,1,1,0,2
8,Jordi Alba,18.0,es  ESP,"WB,LB",31-350,86,58,70,82.9,910,218,33,36,91.7,23,26,88.5,2,7,28.6,0,0.0,1,2,1,0,2
9,Junior Firpo,24.0,es  ESP,LB,24-196,4,1,1,100.0,16,0,0,0,,1,1,100.0,0,0,,0,0.0,0,0,0,0,0
10,Sergiño Dest,2.0,us  USA,"WB,RB",20-123,90,54,61,88.5,673,208,38,42,90.5,14,15,93.3,0,2,0.0,0,0.0,0,3,0,0,3
11,Samuel Umtiti,23.0,fr  FRA,CB,27-112,45,49,50,98.0,851,419,24,25,96.0,20,20,100.0,5,5,100.0,0,0.0,0,7,0,0,8
12,Ousmane Dembélé,11.0,fr  FRA,RW,23-295,45,21,24,87.5,305,60,12,12,100.0,8,10,80.0,0,1,0.0,0,0.3,3,1,1,0,2
13,Clément Lenglet,15.0,fr  FRA,CB,25-262,90,71,78,91.0,1525,532,22,22,100.0,34,37,91.9,15,19,78.9,0,0.0,0,5,1,0,3
14,Óscar Mingueza,28.0,es  ESP,CB,21-297,90,70,76,92.1,1087,303,44,47,93.6,22,22,100.0,4,5,80.0,0,0.1,1,5,0,0,5
15,Marc-André ter Stegen,1.0,de  GER,GK,28-310,90,33,35,94.3,715,381,12,12,100.0,14,14,100.0,7,9,77.8,0,0.0,0,0,0,0,0
16,16 Players,,,,,990,674,759,88.8,11535,3209,327,355,92.1,277,304,91.1,59,83,71.1,2,1.2,13,46,11,1,45
