,Player,Nation,Age,Min,SoTA_Shot Stopping,GA_Shot Stopping,Saves_Shot Stopping,Save%_Shot Stopping,PSxG_Shot Stopping,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper
0,Marc-André ter Stegen,de  GER,28-310,90,3,0,3,100.0,1.0,3,5,60.0,28,4,14.3,24.3,7,14.3,21.9,17,1,5.9,1,15.6
