,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Kike Barja,11.0,es  ESP,FW,23-339,61,36,0,3,16,22,1,35,1,3,33.3,1,0,27,187,101,6,3,0,2,3,40,27,67.5,5
1,Jony,7.0,es  ESP,FW,29-240,29,23,0,1,7,15,1,18,0,0,,0,0,15,62,38,2,0,0,1,0,17,16,94.1,0
2,Jonathan Calleri,16.0,ar  ARG,FW,27-164,70,24,0,1,8,16,7,23,0,1,0.0,0,0,16,86,17,1,0,0,0,1,30,18,60.0,4
3,Ante Budimir,17.0,hr  CRO,FW,29-227,20,14,1,1,7,6,3,14,0,0,,0,0,10,51,35,2,0,0,2,0,20,11,55.0,5
4,Rubén García,14.0,es  ESP,LM,27-235,69,39,1,4,20,15,2,35,0,0,,0,0,23,102,36,3,0,0,1,1,36,29,80.6,6
5,Adrián López,20.0,es  ESP,LM,33-057,21,18,0,0,9,9,2,17,0,1,0.0,0,0,15,33,18,1,0,0,1,1,14,14,100.0,2
6,Roberto Torres,10.0,es  ESP,RM,31-364,83,43,5,17,21,10,1,40,1,1,100.0,1,0,30,143,101,1,2,0,0,1,30,24,80.0,2
7,Enric Gallego,19.0,es  ESP,RM,34-175,7,2,0,0,2,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,4,1,25.0,0
8,Jon Moncayola,27.0,es  ESP,DM,22-297,90,55,4,24,34,4,0,53,0,0,,0,0,30,226,140,1,1,0,0,0,44,42,95.5,0
9,Lucas Torró,24.0,es  ESP,DM,26-230,83,37,1,7,28,3,0,37,0,0,,0,0,28,116,34,2,0,0,0,0,35,31,88.6,1
10,Oier Sanjurjo,6.0,es  ESP,DM,34-285,7,8,2,2,3,3,0,8,0,0,,0,0,3,1,0,0,0,0,0,1,5,4,80.0,0
11,Manuel Sánchez,39.0,es  ESP,LB,20-194,90,53,1,7,32,17,3,46,0,0,,0,0,30,160,76,3,0,0,3,1,43,36,83.7,2
12,David García,5.0,es  ESP,CB,27-020,90,58,4,28,31,3,2,55,0,0,,0,0,33,158,79,1,0,0,1,0,33,33,100.0,0
13,Aridane Hernández,23.0,gq  EQG,CB,31-348,90,47,8,32,18,0,0,46,0,0,,0,0,22,77,44,1,0,0,0,0,26,24,92.3,0
14,Nacho Vidal,2.0,es  ESP,RB,26-041,90,52,5,22,28,11,0,46,2,2,100.0,2,0,36,197,120,2,4,0,1,1,34,32,94.1,0
15,Sergio Herrera,1.0,es  ESP,GK,27-274,90,36,33,36,0,0,0,26,0,0,,0,0,21,134,84,0,0,0,0,0,16,16,100.0,0
16,16 Players,,,,,990,545,65,185,264,134,22,501,4,8,50.0,4,0,339,1733,923,26,10,0,12,10,427,358,83.8,27
