,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Antoine Griezmann,7.0,fr  FRA,"FW,LW",29-350,66,35,0,3,10,23,5,35,0,0,,0,0,26,85,33,1,0,1,0,0,40,30,75.0,9
1,Martin Braithwaite,9.0,dk  DEN,LW,29-274,24,10,1,3,4,4,1,10,1,2,50.0,1,0,8,14,6,0,0,0,0,0,12,7,58.3,1
2,Lionel Messi,10.0,ar  ARG,FW,33-255,90,86,0,2,47,46,3,83,5,6,83.3,5,0,82,454,308,21,7,1,1,3,90,82,91.1,6
3,Pedri,16.0,es  ESP,CM,18-101,86,95,0,16,59,30,1,93,0,1,0.0,0,0,77,349,161,8,5,1,1,0,81,80,98.8,5
4,Riqui Puig,12.0,es  ESP,CM,21-205,4,5,0,1,2,2,1,5,0,0,,0,0,4,11,6,0,0,0,0,0,4,4,100.0,1
5,Frenkie de Jong,21.0,nl  NED,CM,23-298,90,75,1,20,52,11,1,75,1,3,33.3,1,0,63,387,171,6,3,0,0,0,70,60,85.7,6
6,Sergio Busquets,5.0,es  ESP,DM,32-233,66,78,4,19,52,9,0,77,0,0,,0,0,53,154,65,2,0,0,0,1,63,60,95.2,1
7,Ilaix Moriba,27.0,es  ESP,DM,18-046,24,19,0,2,13,4,1,19,1,1,100.0,1,0,17,44,11,1,0,1,1,0,17,17,100.0,1
8,Jordi Alba,18.0,es  ESP,"WB,LB",31-350,86,79,3,11,30,40,4,76,0,1,0.0,0,0,63,196,103,5,1,0,1,0,78,64,82.1,5
9,Junior Firpo,24.0,es  ESP,LB,24-196,4,5,2,4,1,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0
10,Sergiño Dest,2.0,us  USA,"WB,RB",20-123,90,71,1,22,25,30,4,60,3,5,60.0,3,0,53,267,180,7,2,2,2,2,53,49,92.5,6
11,Samuel Umtiti,23.0,fr  FRA,CB,27-112,45,53,10,23,32,3,0,53,0,0,,0,0,40,250,180,2,0,0,0,0,47,46,97.9,0
12,Ousmane Dembélé,11.0,fr  FRA,RW,23-295,45,28,0,2,8,21,5,27,0,2,0.0,0,0,25,200,176,10,3,4,1,0,31,24,77.4,4
13,Clément Lenglet,15.0,fr  FRA,CB,25-262,90,86,13,48,40,2,0,86,1,1,100.0,1,0,74,403,275,8,0,0,0,0,70,70,100.0,0
14,Óscar Mingueza,28.0,es  ESP,CB,21-297,90,87,13,32,44,13,1,86,2,2,100.0,2,0,68,294,180,6,0,1,1,0,63,60,95.2,0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-310,90,39,37,39,0,0,0,32,0,0,,0,0,25,82,55,0,0,0,0,0,21,21,100.0,0
16,16 Players,,,,,990,851,85,247,419,238,27,822,14,24,58.3,14,0,678,3190,1910,77,21,11,8,6,742,674,90.8,45
