,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Kike Barja,11.0,es  ESP,FW,23-339,61,23,22,1,0,0,9,1,3,0,0,0,0,12,8,3,4,17,0,0,0,14,0,1,2,2
1,Jony,7.0,es  ESP,FW,29-240,29,22,17,5,1,0,3,0,6,0,0,0,0,11,5,6,14,5,0,3,0,15,0,0,0,0
2,Jonathan Calleri,16.0,ar  ARG,FW,27-164,70,13,12,1,0,0,6,0,1,0,0,0,0,10,1,2,1,11,1,0,0,9,0,0,0,1
3,Ante Budimir,17.0,hr  CRO,FW,29-227,20,10,10,0,0,0,6,0,0,0,0,0,0,5,4,1,7,0,0,0,1,8,0,0,0,0
4,Rubén García,14.0,es  ESP,LM,27-235,69,33,29,4,0,0,8,2,2,2,1,0,0,21,5,7,20,5,3,2,3,23,0,2,3,2
5,Adrián López,20.0,es  ESP,LM,33-057,21,14,13,1,0,0,4,0,1,0,0,0,0,10,3,1,2,10,1,1,0,11,0,0,1,0
6,Roberto Torres,10.0,es  ESP,RM,31-364,83,37,32,5,4,0,7,4,2,1,1,0,0,20,7,10,3,30,4,0,0,26,0,0,1,0
7,Enric Gallego,19.0,es  ESP,RM,34-175,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
8,Jon Moncayola,27.0,es  ESP,DM,22-297,90,49,47,2,2,1,14,6,0,0,0,0,0,41,2,6,4,45,0,0,0,45,0,2,0,0
9,Lucas Torró,24.0,es  ESP,DM,26-230,83,36,35,1,1,0,7,1,0,0,0,0,0,34,0,2,3,31,0,0,0,33,0,0,1,0
10,Oier Sanjurjo,6.0,es  ESP,DM,34-285,7,4,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,3,0,0,1,0
11,Manuel Sánchez,39.0,es  ESP,LB,20-194,90,43,36,7,0,0,10,0,2,0,0,0,0,27,11,5,26,8,2,7,0,39,0,0,0,1
12,David García,5.0,es  ESP,CB,27-020,90,51,48,3,3,0,4,2,0,0,0,0,0,34,5,12,13,33,4,0,1,41,0,0,0,0
13,Aridane Hernández,23.0,gq  EQG,CB,31-348,90,37,36,1,1,0,6,1,0,0,0,0,0,26,3,8,4,28,4,0,0,33,0,0,0,0
14,Nacho Vidal,2.0,es  ESP,RB,26-041,90,43,37,6,0,0,8,0,2,0,0,0,0,28,8,7,2,34,1,6,0,34,0,1,2,2
15,Sergio Herrera,1.0,es  ESP,GK,27-274,90,33,23,10,3,0,5,1,0,0,0,0,0,13,0,20,1,26,0,0,5,23,0,1,0,0
16,16 Players,,,,,990,449,402,47,15,1,97,18,19,3,2,0,0,295,64,90,104,287,21,19,10,358,0,7,11,8
