,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,cardType.value,cardType.displayName,isGoal,venue,opponent
10,2330306657.0,5,0,24.0,75,30.4,87.1,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '64.2'}]","[90, 116, 29, 34, 37, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,329665.0,24.9,64.2,,,,,,,,,,,Giuseppe Meazza,Inter
11,2330306689.0,6,0,29.0,75,29.6,49.6,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '19.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.9'}]","[90, 116, 29, 34, 37, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,82399.0,26.9,19.1,,,,,,,,,,,Giuseppe Meazza,Inter
12,2330306725.0,7,0,32.0,75,25.6,29.2,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.6'}]","[90, 116, 29, 35, 36, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,302918.0,25.9,60.8,,,,,,,,,,,Giuseppe Meazza,Inter
13,2330306735.0,8,0,35.0,75,26.2,65.8,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '64.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 35, 37, 215, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,82399.0,34.3,64.9,,,,,,,,,,,Giuseppe Meazza,Inter
14,2330306753.0,9,0,35.0,75,34.3,64.9,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '57.2'}]","[90, 116, 29, 34, 37, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,110373.0,31.0,57.2,,,,,,,,,,,Giuseppe Meazza,Inter
15,2330306759.0,10,0,37.0,75,29.1,63.6,0,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.1'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '11'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '63.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.0'}]","[90, 117, 119, 28, 35, 36, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,0,Unsuccessful,87449.0,32.0,63.9,,,,,,,,,,,Giuseppe Meazza,Inter
16,2330306785.0,11,0,37.0,52,71.6,41.0,0,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '10'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 59]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,74,BlockedPass,1,Successful,337782.0,,,,,,,,,,,,,Giuseppe Meazza,Inter
17,2330306821.0,11,0,39.0,75,26.6,75.1,0,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '83.0'}]","[90, 116, 29, 34, 36, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,87449.0,22.9,83.0,,,,,,,,,,,Giuseppe Meazza,Inter
18,2330306851.0,12,0,43.0,75,14.5,76.1,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '52.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '3.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.1'}]","[90, 116, 29, 34, 37, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,329665.0,3.5,52.8,,,,,,,,,,,Giuseppe Meazza,Inter
19,2330306915.0,13,0,45.0,75,3.5,52.8,0,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '50.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.7'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '100.0'}]","[90, 117, 119, 123, 127, 35, 36, 215, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,0,Unsuccessful,9972.0,39.5,100.0,,,,,,,,,,,Giuseppe Meazza,Inter
20,2330307023.0,13,0,56.0,52,62.3,0.0,0,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '8.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.8'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}]","[90, 211, 34, 36, 215]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,106883.0,40.7,8.8,,,,,,,,,,,Giuseppe Meazza,Inter
21,2330307061.0,14,1,0.0,52,39.3,10.0,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '41.2'}]","[90, 116, 29, 34, 36, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,337879.0,29.4,41.2,,,,,,,,,,,Giuseppe Meazza,Inter
22,2330307107.0,15,1,2.0,52,28.1,42.1,1,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '34.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 126, 35, 36, 215, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,39722.0,37.8,90.5,,,,,,,,,,,Giuseppe Meazza,Inter
23,2330307143.0,16,1,6.0,52,33.0,86.2,1,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '66.4'}]","[90, 116, 29, 34, 37, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,106875.0,22.8,66.4,,,,,,,,,,,Giuseppe Meazza,Inter
24,2330307165.0,17,1,8.0,52,22.8,66.4,1,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '46.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '12.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.1'}]","[90, 116, 29, 34, 37, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,39722.0,12.9,46.0,,,,,,,,,,,Giuseppe Meazza,Inter
25,2330307207.0,18,1,11.0,52,13.3,45.4,1,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '15.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '16.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.9'}]","[90, 116, 29, 35, 37, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,73798.0,16.0,15.3,,,,,,,,,,,Giuseppe Meazza,Inter
26,2330307227.0,19,1,14.0,52,20.3,10.7,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '2.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '23.7'}]","[90, 116, 29, 35, 37, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,337879.0,23.7,2.8,,,,,,,,,,,Giuseppe Meazza,Inter
27,2330307265.0,20,1,16.0,52,23.6,3.1,1,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.4'}]","[90, 116, 29, 34, 36, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,106883.0,10.4,12.8,,,,,,,,,,,Giuseppe Meazza,Inter
28,2330307297.0,21,1,21.0,52,18.8,8.2,1,"[{'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '23.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.2'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '47.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 119, 123, 127, 35, 36, 215, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,0,Unsuccessful,337879.0,63.0,23.9,,,,,,,,,,,Giuseppe Meazza,Inter
29,2330307293.0,15,1,24.0,75,39.5,78.7,1,[],[92],False,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,49,BallRecovery,1,Successful,82399.0,,,,,,,,,,,,,Giuseppe Meazza,Inter
30,2330307355.0,16,1,26.0,75,34.0,81.8,1,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '12.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '63.7'}]","[90, 116, 29, 34, 37, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,82399.0,12.5,63.7,,,,,,,,,,,Giuseppe Meazza,Inter
31,2330307403.0,17,1,32.0,75,14.6,53.3,1,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '20.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '77.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 35, 36, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,9972.0,20.3,77.5,,,,,,,,,,,Giuseppe Meazza,Inter
32,2330307485.0,18,1,37.0,75,25.9,74.8,1,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.4'}]","[90, 116, 29, 35, 37, 215, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,82399.0,33.4,71.2,,,,,,,,,,,Giuseppe Meazza,Inter
33,2330307529.0,19,1,44.0,75,31.5,44.3,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '22.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.0'}]","[90, 116, 29, 34, 37, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,110373.0,27.0,22.5,,,,,,,,,,,Giuseppe Meazza,Inter
34,2330307587.0,20,1,47.0,75,26.7,28.9,1,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '31.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.6'}]","[90, 116, 29, 36, 214, 217]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,1,Pass,1,Successful,302918.0,26.7,75.0,,,,,,,,,,,Giuseppe Meazza,Inter
35,2330307589.0,21,1,53.0,75,43.3,71.8,1,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 68]",True,1592138,2021-09-15T00:00:00,2021-09-15T20:00:00,0 : 1,0 : 1,0 : 0,,Giuseppe Meazza,93,1,FirstHalf,61,BallTouch,0,Unsuccessful,82399.0,,,,,,,,,,,,,Giuseppe Meazza,Inter
