,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
10,2017-09-19,Tue,La Liga,Matchweek 5,Home,W 6–1,Barcelona,Eibar,Y,GK,90,5,1,4,80.0,0,1.2,0,0,0,0,6,10,60.0,42,2,21.4,26.5,5,20.0,28.8,4,0,0.0,1,21.0,Match Report
11,2017-09-23,Sat,La Liga,Matchweek 6,Away,W 3–0,Barcelona,Girona,Y,GK,90,2,0,2,100.0,1,0.5,0,0,0,0,5,12,41.7,33,4,27.3,30.8,3,100.0,50.0,8,0,0.0,0,13.3,Match Report
12,2017-09-27,Wed,Champions Lg,Group stage,Away,W 1–0,es  Barcelona,pt  Sporting CP,Y,GK,90,3,0,3,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
13,2017-10-01,Sun,La Liga,Matchweek 7,Home,W 3–0,Barcelona,Las Palmas,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,2,3,66.7,16,3,12.5,24.3,1,100.0,66.0,6,0,0.0,1,16.7,Match Report
14,2017-10-05,Thu,WCQ — UEFA (M),First round,Away,W 3–1,de  Germany,nir  Northern Ireland,Y,GK,90,,1,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
15,2017-10-08,Sun,WCQ — UEFA (M),First round,Home,W 5–1,de  Germany,az  Azerbaijan,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
16,2017-10-14,Sat,La Liga,Matchweek 8,Away,D 1–1,Barcelona,Atlético Madrid,Y,GK,90,4,1,3,75.0,0,0.8,0,0,0,0,2,4,50.0,21,4,19.0,28.3,0,,,2,0,0.0,1,18.1,Match Report
17,2017-10-18,Wed,Champions Lg,Group stage,Home,W 3–1,es  Barcelona,gr  Olympiacos,Y,GK,90,1,1,0,0.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
18,2017-10-21,Sat,La Liga,Matchweek 9,Home,W 2–0,Barcelona,Málaga,Y,GK,90,5,0,5,100.0,1,0.6,0,0,0,0,2,6,33.3,29,3,20.7,27.1,0,,,12,1,8.3,1,16.2,Match Report
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2017-10-28,Sat,La Liga,Matchweek 10,Away,W 2–0,Barcelona,Athletic Club,Y,GK,90,5,0,5,100.0,1,1.2,0,0,0,0,6,17,35.3,30,6,40.0,35.6,5,100.0,66.8,22,2,9.1,1,17.5,Match Report
21,2017-10-31,Tue,Champions Lg,Group stage,Away,D 0–0,es  Barcelona,gr  Olympiacos,Y,GK,90,1,0,1,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
22,2017-11-04,Sat,La Liga,Matchweek 11,Home,W 2–1,Barcelona,Sevilla,Y,GK,90,3,1,2,66.7,0,0.7,0,0,0,0,6,13,46.2,27,3,48.1,35.9,0,,,5,1,20.0,1,18.2,Match Report
23,2017-11-10,Fri,Friendlies (M),Friendlies (M),Away,D 0–0,de  Germany,eng  England,Y,GK,90,,0,,,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
24,2017-11-14,Tue,Friendlies (M),Friendlies (M),Home,D 2–2,de  Germany,fr  France,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
25,2017-11-18,Sat,La Liga,Matchweek 12,Away,W 3–0,Barcelona,Leganés,Y,GK,90,9,0,9,100.0,1,2.5,0,0,0,0,0,5,0.0,23,4,21.7,26.4,2,0.0,23.5,10,1,10.0,1,19.3,Match Report
26,2017-11-22,Wed,Champions Lg,Group stage,Away,D 0–0,es  Barcelona,it  Juventus,Y,GK,90,3,0,3,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
27,2017-11-26,Sun,La Liga,Matchweek 13,Away,D 1–1,Barcelona,Valencia,Y,GK,90,1,1,0,0.0,0,1.0,0,0,0,0,2,5,40.0,17,4,23.5,28.9,1,100.0,58.0,4,0,0.0,1,18.8,Match Report
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2017-12-02,Sat,La Liga,Matchweek 14,Home,D 2–2,Barcelona,Celta Vigo,Y,GK,90,5,2,3,60.0,0,1.9,0,0,0,0,6,11,54.5,26,2,34.6,30.0,2,100.0,53.5,3,1,33.3,1,27.0,Match Report
30,2017-12-05,Tue,Champions Lg,Group stage,Home,W 2–0,es  Barcelona,pt  Sporting CP,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
31,2017-12-10,Sun,La Liga,Matchweek 15,Away,W 2–0,Barcelona,Villarreal,Y,GK,90,5,0,5,100.0,1,0.9,0,0,0,0,3,6,50.0,19,0,31.6,29.7,1,0.0,20.0,3,1,33.3,0,,Match Report
32,2017-12-17,Sun,La Liga,Matchweek 16,Home,W 4–0,Barcelona,La Coruña,Y,GK,90,3,0,3,100.0,1,0.2,0,0,0,0,2,4,50.0,31,4,9.7,23.9,2,50.0,45.0,10,0,0.0,2,22.0,Match Report
33,2017-12-23,Sat,La Liga,Matchweek 17,Away,W 3–0,Barcelona,Real Madrid,Y,GK,90,5,0,5,100.0,1,0.8,0,0,0,0,8,12,66.7,31,4,22.6,30.2,5,100.0,74.0,14,0,0.0,0,13.7,Match Report
34,2018-01-04,Thu,Copa del Rey,Round of 16,Away,D 1–1,Barcelona,Celta Vigo,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
35,2018-01-07,Sun,La Liga,Matchweek 18,Home,W 3–0,Barcelona,Levante,Y,GK,90,2,0,2,100.0,1,0.6,0,0,0,0,2,2,100.0,15,4,13.3,22.3,0,,,9,1,11.1,1,21.7,Match Report
36,2018-01-11,Thu,Copa del Rey,Round of 16,Home,W 5–0,Barcelona,Celta Vigo,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
37,2018-01-14,Sun,La Liga,Matchweek 19,Away,W 4–2,Barcelona,Real Sociedad,Y,GK,90,6,2,4,66.7,0,0.9,0,0,0,0,3,9,33.3,32,3,25.0,30.8,5,20.0,29.2,13,1,7.7,0,15.0,Match Report
38,2018-01-17,Wed,Copa del Rey,Quarter-finals,Away,L 0–1,Barcelona,Espanyol,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
39,2018-01-21,Sun,La Liga,Matchweek 20,Away,W 5–0,Barcelona,Betis,Y,GK,90,2,0,2,100.0,1,0.0,0,0,0,0,4,9,44.4,36,4,19.4,32.6,4,50.0,47.8,8,1,12.5,0,19.0,Match Report
40,2018-01-25,Thu,Copa del Rey,Quarter-finals,Home,W 2–0,Barcelona,Espanyol,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
41,2018-01-28,Sun,La Liga,Matchweek 21,Home,W 2–1,Barcelona,Alavés,Y,GK,90,4,1,3,75.0,0,1.2,0,0,0,0,2,3,66.7,19,3,15.8,20.1,0,,,4,0,0.0,0,20.3,Match Report
42,2018-02-01,Thu,Copa del Rey,Semi-finals,Home,W 1–0,Barcelona,Valencia,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
43,2018-02-04,Sun,La Liga,Matchweek 22,Away,D 1–1,Barcelona,Espanyol,Y,GK,90,2,1,1,50.0,0,0.5,0,0,0,0,4,9,44.4,17,2,41.2,33.8,2,100.0,59.0,8,1,12.5,0,11.0,Match Report
44,2018-02-08,Thu,Copa del Rey,Semi-finals,Away,W 2–0,Barcelona,Valencia,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
45,2018-02-11,Sun,La Liga,Matchweek 23,Home,D 0–0,Barcelona,Getafe,Y,GK,90,2,0,2,100.0,1,0.2,0,0,0,0,2,4,50.0,26,4,15.4,30.2,1,0.0,15.0,1,0,0.0,1,19.0,Match Report
46,2018-02-17,Sat,La Liga,Matchweek 24,Away,W 2–0,Barcelona,Eibar,Y,GK,90,3,0,3,100.0,1,0.4,0,0,0,0,8,24,33.3,38,1,47.4,37.2,8,75.0,50.6,14,0,0.0,1,12.4,Match Report
47,2018-02-20,Tue,Champions Lg,Round of 16,Away,D 1–1,es  Barcelona,eng  Chelsea,Y,GK,90,2,1,1,50.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
48,2018-02-24,Sat,La Liga,Matchweek 25,Home,W 6–1,Barcelona,Girona,Y,GK,90,6,1,5,83.3,0,1.1,0,0,0,0,5,10,50.0,33,6,27.3,30.6,2,50.0,50.0,4,1,25.0,2,19.8,Match Report
49,2018-03-01,Thu,La Liga,Matchweek 26,Away,D 1–1,Barcelona,Las Palmas,Y,GK,90,0,1,0,,0,1.0,1,1,0,0,9,16,56.3,30,2,40.0,34.2,4,100.0,58.3,3,0,0.0,1,7.5,Match Report
50,2018-03-04,Sun,La Liga,Matchweek 27,Home,W 1–0,Barcelona,Atlético Madrid,Y,GK,90,1,0,1,100.0,1,0.1,0,0,0,0,6,10,60.0,31,3,25.8,31.1,2,100.0,59.5,7,2,28.6,1,14.0,Match Report
51,2018-03-10,Sat,La Liga,Matchweek 28,Away,W 2–0,Barcelona,Málaga,Y,GK,90,2,0,2,100.0,1,0.1,0,0,0,0,4,4,100.0,21,7,19.0,25.8,1,0.0,15.0,8,0,0.0,0,10.0,Match Report
52,2018-03-14,Wed,Champions Lg,Round of 16,Home,W 3–0,es  Barcelona,eng  Chelsea,Y,GK,90,3,0,3,100.0,1,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
53,2018-03-18,Sun,La Liga,Matchweek 29,Home,W 2–0,Barcelona,Athletic Club,Y,GK,90,3,0,3,100.0,1,0.7,0,0,0,0,9,14,64.3,42,6,28.6,30.2,4,50.0,43.3,9,1,11.1,0,11.2,Match Report
54,2018-03-23,Fri,Friendlies (M),Friendlies (M),Home,D 1–1,de  Germany,es  Spain,Y,GK,90,,1,,,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
55,2018-03-27,Tue,Friendlies (M),Friendlies (M),Home,L 0–1,de  Germany,br  Brazil,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
56,2018-03-31,Sat,La Liga,Matchweek 30,Away,D 2–2,Barcelona,Sevilla,Y,GK,90,4,2,2,50.0,0,1.6,0,0,0,0,3,4,75.0,17,3,23.5,29.9,0,,,6,1,16.7,0,10.0,Match Report
57,2018-04-04,Wed,Champions Lg,Quarter-finals,Home,W 4–1,es  Barcelona,it  Roma,Y,GK,90,3,1,2,66.7,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
58,2018-04-07,Sat,La Liga,Matchweek 31,Home,W 3–1,Barcelona,Leganés,Y,GK,90,1,1,0,0.0,0,0.8,0,0,0,0,0,0,,11,2,0.0,24.0,1,0.0,13.0,10,0,0.0,1,19.0,Match Report
59,2018-04-10,Tue,Champions Lg,Quarter-finals,Away,L 0–3,es  Barcelona,it  Roma,Y,GK,90,5,3,3,60.0,0,,1,1,0,0,,,,,,,,,,,,,,,,Match Report
60,2018-04-14,Sat,La Liga,Matchweek 32,Home,W 2–1,Barcelona,Valencia,Y,GK,90,5,1,5,100.0,0,1.9,1,1,0,0,2,4,50.0,20,6,15.0,26.4,1,100.0,72.0,12,1,8.3,0,12.5,Match Report
61,2018-04-17,Tue,La Liga,Matchweek 33,Away,D 2–2,Barcelona,Celta Vigo,Y*,GK,90,7,2,5,71.4,0,2.3,0,0,0,0,5,24,20.8,32,1,53.1,40.4,10,70.0,53.3,11,1,9.1,2,19.2,Match Report
62,2018-04-21,Sat,Copa del Rey,Final,Neutral,W 5–0,Barcelona,Sevilla,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
63,2018-04-29,Sun,La Liga,Matchweek 35,Away,W 4–2,Barcelona,La Coruña,Y,GK,90,5,2,3,60.0,0,2.7,0,0,0,0,6,8,75.0,24,4,29.2,32.3,1,100.0,40.0,14,1,7.1,0,9.5,Match Report
64,2018-05-06,Sun,La Liga,Matchweek 36,Home,D 2–2,Barcelona,Real Madrid,Y,GK,90,5,2,3,60.0,0,1.8,0,0,0,0,4,12,33.3,14,2,50.0,39.3,5,100.0,59.0,14,3,21.4,0,11.8,Match Report
65,2018-05-09,Wed,La Liga,Matchweek 34,Home,W 5–1,Barcelona,Villarreal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
66,2018-05-13,Sun,La Liga,Matchweek 37,Away,L 4–5,Barcelona,Levante,Y,GK,90,7,5,2,28.6,0,4.6,0,0,0,0,2,2,100.0,12,6,16.7,30.6,0,,,7,1,14.3,0,13.4,Match Report
67,2018-05-20,Sun,La Liga,Matchweek 38,Home,W 1–0,Barcelona,Real Sociedad,Y,GK,90,2,0,2,100.0,1,0.2,0,0,0,0,3,7,42.9,18,4,33.3,32.2,3,33.3,44.7,5,0,0.0,1,16.7,Match Report
68,2018-06-02,Sat,Friendlies (M),Friendlies (M),Away,L 1–2,de  Germany,at  Austria,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
69,2018-06-08,Fri,Friendlies (M),Friendlies (M),Home,W 2–1,de  Germany,sa  Saudi Arabia,N,,45,,,,,0,,1,0,1,0,,,,,,,,,,,,,,,,Match Report
70,2018-06-17,Sun,FIFA World Cup,Group stage,Neutral,L 0–1,de  Germany,mx  Mexico,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
71,2018-06-23,Sat,FIFA World Cup,Group stage,Neutral,W 2–1,de  Germany,se  Sweden,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
72,2018-06-27,Wed,FIFA World Cup,Group stage,Neutral,L 0–2,de  Germany,kr  Korea Republic,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
73,,,,,,37-14-4,,,54/55,,4905,164,42,133,81.1,27,35.7,4,3,1,0,147,308,47.7,917,126,27.0,30.1,98,61.2,47.8,290,27,9.3,22,15.9,
