,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
0,2021-08-29,Sun,La Liga,Matchweek 3,Home,W 2–1,Barcelona,Getafe,Y,GK,90,3,1,2,66.7,0,0.3,0,0,0,0,7,19,36.8,40,2,40.0,34.7,7,42.9,36.1,7,1,14.3,0,6.5,Match Report
1,2021-09-14,Tue,Champions Lg,Group stage,Home,L 0–3,es  Barcelona,de  Bayern Munich,Y,GK,90,7,3,4,57.1,0,2.3,0,0,0,0,12,15,80.0,37,7,29.7,28.1,8,50.0,33.5,7,1,14.3,2,16.4,Match Report
2,2021-09-20,Mon,La Liga,Matchweek 5,Home,D 1–1,Barcelona,Granada,Y,GK,90,2,1,1,50.0,0,1.1,0,0,0,0,3,6,50.0,24,2,25.0,29.3,3,0.0,14.0,3,0,0.0,2,30.3,Match Report
3,2021-09-23,Thu,La Liga,Matchweek 6,Away,D 0–0,Barcelona,Cádiz,Y,GK,90,3,0,3,100.0,1,1.0,0,0,0,0,8,12,66.7,29,2,20.7,28.2,8,75.0,58.9,12,1,8.3,0,19.0,Match Report
4,2021-09-26,Sun,La Liga,Matchweek 7,Home,W 3–0,Barcelona,Levante,Y,GK,90,2,0,2,100.0,1,0.5,0,0,0,0,4,6,66.7,34,7,8.8,22.2,7,42.9,36.6,4,0,0.0,2,15.6,Match Report
5,2021-09-29,Wed,Champions Lg,Group stage,Away,L 0–3,es  Barcelona,pt  Benfica,Y,GK,90,5,3,3,60.0,0,2.1,1,1,0,0,4,11,36.4,33,5,24.2,29.2,5,60.0,49.0,3,1,33.3,1,42.0,Match Report
6,2021-10-02,Sat,La Liga,Matchweek 8,Away,L 0–2,Barcelona,Atlético Madrid,Y,GK,90,3,2,1,33.3,0,1.9,0,0,0,0,2,7,28.6,32,2,15.6,29.0,8,25.0,39.6,4,0,0.0,0,15.0,Match Report
7,2021-10-08,Fri,WCQ — UEFA (M),First round,Home,W 2–1,de  Germany,ro  Romania,Y,GK,90,1,1,0,0.0,0,,0,0,0,0,,,,,,,,,,,,,,,,Match Report
8,2021-10-11,Mon,WCQ — UEFA (M),First round,Away,W 4–0,de  Germany,mk  North Macedonia,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
9,2021-10-17,Sun,La Liga,Matchweek 9,Home,W 3–1,Barcelona,Valencia,Y,GK,90,3,1,2,66.7,0,0.4,0,0,0,0,3,7,42.9,29,4,17.2,27.5,6,33.3,30.5,8,1,12.5,0,9.8,Match Report
10,2021-10-20,Wed,Champions Lg,Group stage,Home,W 1–0,es  Barcelona,ua  Dynamo Kyiv,Y,GK,90,0,0,0,,1,0.0,0,0,0,0,2,2,100.0,20,3,10.0,26.9,2,0.0,14.5,2,0,0.0,0,13.0,Match Report
11,2021-10-24,Sun,La Liga,Matchweek 10,Home,L 1–2,Barcelona,Real Madrid,Y,GK,90,5,2,3,60.0,0,1.6,0,0,0,0,4,4,100.0,17,7,17.6,26.9,1,100.0,89.0,2,0,0.0,0,10.2,Match Report
