,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PSxG_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Cmp_Launched,Att_Launched,Cmp%_Launched,Att_Passes,Thr_Passes,Launch%_Passes,AvgLen_Passes,Att_Goal Kicks,Launch%_Goal Kicks,AvgLen_Goal Kicks,Opp_Crosses,Stp_Crosses,Stp%_Crosses,#OPA_Sweeper,AvgDist_Sweeper,Match Report
0,2019-08-16,Fri,La Liga,Matchweek 1,Away,L 0–1,Barcelona,Athletic Club,Y,GK,90,5,1,4,80.0,0,0.4,0,0,0,0,7,11,63.6,28,8,28.6,30.3,10,30.0,30.4,5,0,0.0,1,13.8,Match Report
1,2019-08-25,Sun,La Liga,Matchweek 2,Home,W 5–2,Barcelona,Betis,Y,GK,90,3,2,1,33.3,0,1.2,0,0,0,0,4,5,80.0,20,2,25.0,26.7,2,0.0,30.5,3,0,0.0,1,18.7,Match Report
2,2019-08-31,Sat,La Liga,Matchweek 3,Away,D 2–2,Barcelona,Osasuna,Y,GK,90,4,2,3,75.0,0,1.3,1,1,0,0,2,4,50.0,26,5,7.7,24.1,9,22.2,25.4,10,0,0.0,1,15.3,Match Report
3,2019-09-06,Fri,Euro Qualifying,Group stage,Home,L 2–4,de  Germany,nl  Netherlands,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
4,2019-09-09,Mon,Euro Qualifying,Group stage,Away,W 2–0,de  Germany,nir  Northern Ireland,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
5,2019-09-14,Sat,La Liga,Matchweek 4,Home,W 5–2,Barcelona,Valencia,Y,GK,90,4,2,2,50.0,0,1.8,0,0,0,0,0,1,0.0,18,4,5.6,21.8,4,0.0,26.3,5,0,0.0,0,14.8,Match Report
6,2019-09-17,Tue,Champions Lg,Group stage,Away,D 0–0,es  Barcelona,de  Dortmund,Y,GK,90,3,0,3,100.0,1,1.8,1,0,1,0,2,2,100.0,22,5,4.5,22.5,8,12.5,19.8,7,0,0.0,1,14.7,Match Report
7,2019-09-21,Sat,La Liga,Matchweek 5,Away,L 0–2,Barcelona,Granada,Y,GK,90,2,2,1,50.0,0,1.8,1,1,0,0,5,6,83.3,22,3,18.2,26.5,5,40.0,26.2,3,1,33.3,0,13.7,Match Report
8,2019-09-24,Tue,La Liga,Matchweek 6,Home,W 2–1,Barcelona,Villarreal,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,6,8,75.0,28,6,14.3,26.6,8,50.0,44.4,5,1,20.0,1,15.9,Match Report
9,2019-09-28,Sat,La Liga,Matchweek 7,Away,W 2–0,Barcelona,Getafe,Y,GK,90,1,0,1,100.0,1,0.1,0,0,0,0,11,15,73.3,27,5,33.3,33.2,12,50.0,36.8,9,1,11.1,1,17.2,Match Report
10,2019-10-02,Wed,Champions Lg,Group stage,Home,W 2–1,es  Barcelona,it  Inter,Y,GK,90,3,1,2,66.7,0,1.0,0,0,0,0,1,6,16.7,23,4,26.1,30.7,5,0.0,18.2,4,2,50.0,2,24.7,Match Report
