,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
12,2022-11-05,16:15,La Liga,Matchweek 13,Sat,Home,W,2.0,1.0,Elche,1.9,0.2,51.0,20176.0,Jordi Masip,4-3-3,Ricardo de Burgos,Match Report,
13,2022-11-08,20:00,La Liga,Matchweek 14,Tue,Away,L,0.0,3.0,Athletic Club,0.5,2.1,57.0,40072.0,Jordi Masip,4-4-2,Isidro Díaz de Mera,Match Report,
14,2022-11-12,16:00,Copa del Rey,First round,Sat,Away,W,2.0,0.0,UD Barbadás,,,,3000.0,Jordi Masip,4-3-3,Pablo González,Match Report,
15,2022-12-21,21:00,Copa del Rey,Second round,Wed,Away,W,5.0,1.0,Arenas Club de Getxo,,,63.0,1200.0,Roque Mesa,4-2-3-1,Carlos del Cerro,Match Report,
16,2022-12-30,21:30,La Liga,Matchweek 15,Fri,Home,L,0.0,2.0,Real Madrid,0.6,2.3,39.0,25950.0,Jordi Masip,4-3-3,José Luis Munuera,Match Report,
17,2023-01-04,21:00,Copa del Rey,Round of 32,Wed,Away,L,0.0,1.0,Alavés,,,50.0,8800.0,Javi Sánchez,4-3-3,Miguel Ángel Ortiz Arias,Match Report,
18,2023-01-07,18:30,La Liga,Matchweek 16,Sat,Away,L,0.0,1.0,Mallorca,0.6,1.2,58.0,14129.0,Jordi Masip,4-3-3,Valentín Pizarro,Match Report,
19,2023-01-14,14:00,La Liga,Matchweek 17,Sat,Home,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
20,2023-01-22,,La Liga,Matchweek 18,Sun,Away,,,,Atlético Madrid,,,,,,,,Head-to-Head,
21,2023-01-29,,La Liga,Matchweek 19,Sun,Home,,,,Valencia,,,,,,,,Head-to-Head,
22,2023-02-05,,La Liga,Matchweek 20,Sun,Away,,,,Real Sociedad,,,,,,,,Head-to-Head,
23,2023-02-12,,La Liga,Matchweek 21,Sun,Home,,,,Osasuna,,,,,,,,Head-to-Head,
24,2023-02-19,,La Liga,Matchweek 22,Sun,Away,,,,Betis,,,,,,,,Head-to-Head,
25,2023-02-26,,La Liga,Matchweek 23,Sun,Away,,,,Celta Vigo,,,,,,,,Head-to-Head,
26,2023-03-05,,La Liga,Matchweek 24,Sun,Home,,,,Espanyol,,,,,,,,Head-to-Head,
27,2023-03-12,,La Liga,Matchweek 25,Sun,Away,,,,Elche,,,,,,,,Head-to-Head,
28,2023-03-19,,La Liga,Matchweek 26,Sun,Home,,,,Athletic Club,,,,,,,,Head-to-Head,
29,2023-04-02,,La Liga,Matchweek 27,Sun,Away,,,,Real Madrid,,,,,,,,Head-to-Head,
30,2023-04-09,,La Liga,Matchweek 28,Sun,Home,,,,Mallorca,,,,,,,,Head-to-Head,
31,2023-04-16,,La Liga,Matchweek 29,Sun,Away,,,,Villarreal,,,,,,,,Head-to-Head,
32,2023-04-23,,La Liga,Matchweek 30,Sun,Home,,,,Girona,,,,,,,,Head-to-Head,
33,2023-04-26,,La Liga,Matchweek 31,Wed,Away,,,,Valencia,,,,,,,,Head-to-Head,
34,2023-04-30,,La Liga,Matchweek 32,Sun,Home,,,,Atlético Madrid,,,,,,,,Head-to-Head,
35,2023-05-03,,La Liga,Matchweek 33,Wed,Away,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
36,2023-05-14,,La Liga,Matchweek 34,Sun,Home,,,,Sevilla,,,,,,,,Head-to-Head,
37,2023-05-21,,La Liga,Matchweek 35,Sun,Away,,,,Cádiz,,,,,,,,Head-to-Head,
38,2023-05-24,,La Liga,Matchweek 36,Wed,Home,,,,Barcelona,,,,,,,,Head-to-Head,
39,2023-05-28,,La Liga,Matchweek 37,Sun,Away,,,,Almería,,,,,,,,Head-to-Head,
40,2023-06-04,,La Liga,Matchweek 38,Sun,Home,,,,Getafe,,,,,,,,Head-to-Head,
