,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Antoine Griezmann,7.0,fr  FRA,FW,30-032,90,33,32,1,0,0,7,0,0,0,0,0,0,28,4,1,26,5,1,0,0,30,0,0,0,1
1,Lionel Messi,10.0,ar  ARG,FW,33-302,90,59,49,10,5,1,12,2,3,3,1,1,0,40,10,9,55,4,0,0,0,47,0,1,4,1
2,Pedri,16.0,es  ESP,CM,18-148,90,68,67,1,0,0,17,1,0,0,0,0,0,59,6,3,6,60,0,1,0,63,0,0,2,0
3,Frenkie de Jong,21.0,nl  NED,"CB,CM",23-345,90,98,95,3,0,1,17,0,0,0,0,0,0,80,13,5,8,82,3,3,0,90,0,0,1,2
4,Sergio Busquets,5.0,es  ESP,DM,32-280,90,108,101,7,7,2,14,1,0,0,0,0,0,94,6,8,18,88,1,0,0,104,0,0,3,0
5,Jordi Alba,18.0,es  ESP,WB,32-032,90,64,59,5,0,0,9,1,1,0,0,0,0,49,7,8,52,6,1,5,0,58,0,0,2,1
6,Sergi Roberto,20.0,es  ESP,WB,29-074,63,108,98,10,1,0,10,0,0,0,0,0,0,79,18,11,16,78,4,9,0,91,0,1,3,9
7,Francisco Trincão,17.0,pt  POR,WB,21-114,27,17,17,0,0,0,2,0,0,0,0,0,0,14,2,1,14,1,2,0,0,13,0,0,1,1
8,Clément Lenglet,15.0,fr  FRA,CB,25-309,45,79,79,0,0,0,3,0,0,0,0,0,0,69,4,6,70,5,3,0,0,70,0,0,4,0
9,Ilaix,27.0,es  ESP,CM,18-093,45,39,39,0,0,0,10,1,0,0,0,0,0,35,2,2,8,29,0,0,0,37,0,1,0,0
10,Gerard Piqué,3.0,es  ESP,CB,34-079,45,73,73,0,0,0,3,0,0,0,0,0,0,65,3,5,14,55,1,0,0,71,0,0,0,0
11,Ronald Araújo,4.0,uy  URU,CB,22-046,45,44,44,0,0,0,4,0,0,0,0,0,0,43,0,1,6,38,0,0,0,43,1,0,0,0
12,Óscar Mingueza,28.0,es  ESP,CB,21-344,74,124,118,6,1,0,8,0,0,0,0,0,0,114,5,5,16,102,1,5,0,116,0,2,0,2
13,Samuel Umtiti,23.0,fr  FRA,CB,27-159,16,17,16,1,1,0,3,0,0,0,0,0,0,12,2,3,11,3,0,0,0,13,0,0,0,0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-357,90,42,35,7,0,0,6,1,0,0,0,0,0,35,2,5,9,30,0,0,3,39,0,0,0,0
15,15 Players,,,,,990,973,922,51,15,4,125,7,4,3,1,1,0,816,84,73,329,586,17,23,3,885,1,5,20,17
