,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Ángel Rodríguez,9.0,es  ESP,FW,33-361,62,18,0,0,8,10,1,16,0,0,,0,0,7,24,1,0,0,0,0,2,19,13,68.4,5
1,Enes Ünal,10.0,tr  TUR,FW,23-347,28,12,0,0,7,5,2,11,0,0,,0,0,6,23,8,1,0,0,1,0,17,9,52.9,3
2,Takefusa Kubo,5.0,jp  JPN,LW,19-322,90,34,0,3,13,23,2,31,1,4,25.0,1,0,22,147,94,5,3,1,3,1,25,17,68.0,4
3,Iglesias,29.0,es  ESP,RW,22-293,90,29,1,4,16,9,1,26,1,3,33.3,1,0,20,80,36,2,0,0,1,1,21,15,71.4,4
4,Nemanja Maksimović,20.0,rs  SRB,CM,26-086,45,15,1,4,7,4,0,15,0,0,,0,0,4,17,7,1,0,0,0,0,6,6,100.0,0
5,Mauro Arambarri,18.0,uy  URU,CM,25-204,45,11,0,2,7,4,1,11,1,2,50.0,1,0,9,50,24,1,1,0,1,0,11,7,63.6,1
6,Carles Aleñá,11.0,es  ESP,CM,23-107,45,12,0,0,4,8,0,10,0,0,,0,0,6,34,10,1,0,0,1,0,8,6,75.0,0
7,Sabit Abdulai,35.0,gh  GHA,CM,21-346,45,13,0,0,9,5,0,13,1,2,50.0,1,0,9,42,19,1,1,0,0,0,9,7,77.8,1
8,Chema,6.0,es  ESP,DM,29-050,75,14,2,4,7,3,0,14,0,1,0.0,0,0,4,22,1,0,0,0,0,0,3,2,66.7,0
9,José Antonio Miranda,32.0,gq  EQG,DM,22-274,15,5,0,0,2,3,1,5,0,1,0.0,0,0,3,17,14,1,0,0,0,0,5,5,100.0,3
10,Marc Cucurella,15.0,es  ESP,LB,22-274,45,20,1,4,8,9,1,17,0,0,,0,0,9,44,24,1,0,0,0,0,11,10,90.9,1
11,Emmanuel Amankwaa Akurugu,40.0,gh  GHA,LB,19-153,45,17,0,5,11,3,0,15,0,0,,0,0,8,67,41,1,0,0,1,0,9,9,100.0,0
12,Sofian Chakla,21.0,ma  MAR,CB,27-232,90,29,5,15,13,2,1,29,0,0,,0,0,11,92,36,1,0,0,0,1,7,7,100.0,0
13,Djené,2.0,tg  TOG,CB,29-112,90,29,2,11,19,2,0,28,1,1,100.0,1,0,14,73,22,0,0,0,0,0,12,12,100.0,0
14,Damián Suárez,22.0,uy  URU,RB,32-360,90,42,4,10,25,9,1,40,1,1,100.0,1,0,24,173,92,8,2,0,0,0,22,21,95.5,3
15,David Soria,13.0,es  ESP,GK,28-018,90,27,25,27,0,0,0,19,0,0,,0,0,6,42,34,0,0,0,0,0,8,7,87.5,0
16,16 Players,,,,,990,327,41,89,156,99,11,300,6,15,40.0,6,0,162,947,463,24,7,1,8,5,193,153,79.3,25
