,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Antoine Griezmann,7.0,fr  FRA,FW,30-032,90,1,0,1,1,0,0,0,0,43,17,2,1,1,0.8,0.0,0.1,3,1,30,33,90.9,0,37,3,3,3
1,Lionel Messi,10.0,ar  ARG,FW,33-302,90,2,1,0,0,7,4,0,0,73,9,1,0,0,0.9,0.9,0.2,4,3,47,59,79.7,12,52,12,2,4
2,Pedri,16.0,es  ESP,CM,18-148,90,0,0,0,0,0,0,0,0,77,30,1,0,0,0.0,0.0,0.1,1,0,63,68,92.6,3,64,5,1,4
3,Frenkie de Jong,21.0,nl  NED,"CB,CM",23-345,90,0,0,0,0,0,0,0,0,107,13,1,3,1,0.0,0.0,0.2,1,0,90,98,91.8,4,80,3,2,3
4,Sergio Busquets,5.0,es  ESP,DM,32-280,90,0,1,0,0,0,0,0,0,113,15,1,1,1,0.0,0.0,0.2,1,1,104,108,96.3,5,70,8,0,0
5,Jordi Alba,18.0,es  ESP,WB,32-032,90,0,0,0,0,0,0,0,0,68,10,3,0,0,0.0,0.0,0.1,1,0,58,64,90.6,0,39,0,0,0
6,Sergi Roberto,20.0,es  ESP,WB,29-074,63,0,0,0,0,0,0,0,0,113,13,1,1,3,0.0,0.0,0.0,0,0,91,108,84.3,6,74,6,1,1
7,Francisco Trincão,17.0,pt  POR,WB,21-114,27,0,0,0,0,0,0,0,0,18,3,0,0,0,0.0,0.0,0.0,0,0,13,17,76.5,1,14,3,1,1
8,Clément Lenglet,15.0,fr  FRA,CB,25-309,45,0,0,0,0,0,0,1,0,82,1,0,2,0,0.0,0.0,0.0,0,0,70,79,88.6,3,66,4,0,0
9,Ilaix,27.0,es  ESP,CM,18-093,45,0,0,0,0,0,0,0,0,48,12,0,0,3,0.0,0.0,0.0,0,0,37,39,94.9,1,39,3,1,1
10,Gerard Piqué,3.0,es  ESP,CB,34-079,45,0,0,0,0,0,0,0,0,76,2,0,1,1,0.0,0.0,0.0,1,1,71,73,97.3,0,63,6,0,0
11,Ronald Araújo,4.0,uy  URU,CB,22-046,45,1,0,0,0,1,1,1,0,46,2,0,0,0,0.2,0.2,0.0,0,0,43,44,97.7,0,39,1,0,0
12,Óscar Mingueza,28.0,es  ESP,CB,21-344,74,0,0,0,0,0,0,0,0,128,11,3,1,0,0.0,0.0,0.0,0,0,116,124,93.5,3,105,8,1,1
13,Samuel Umtiti,23.0,fr  FRA,CB,27-159,16,0,0,0,0,0,0,0,0,20,2,1,0,0,0.0,0.0,0.0,1,0,13,17,76.5,0,13,1,0,0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-357,90,0,0,0,0,0,0,0,0,43,0,0,0,0,0.0,0.0,0.0,0,0,39,42,92.9,0,29,0,0,1
15,15 Players,,,,,990,4,2,1,1,8,5,2,0,1055,140,14,10,10,1.8,1.0,0.8,13,6,885,973,91.0,38,784,63,12,19
