,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Antoine Griezmann,7.0,fr  FRA,FW,30-032,90,0,0,0,0,2,0,0,1,2,1,0,0,5,1,1,50.0
1,Lionel Messi,10.0,ar  ARG,FW,33-302,90,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,
2,Pedri,16.0,es  ESP,CM,18-148,90,0,0,0,0,2,0,0,0,0,0,0,0,5,1,2,33.3
3,Frenkie de Jong,21.0,nl  NED,"CB,CM",23-345,90,0,0,0,0,0,0,0,3,0,0,0,0,5,3,2,60.0
4,Sergio Busquets,5.0,es  ESP,DM,32-280,90,0,0,0,1,3,0,0,1,1,0,0,0,7,1,1,50.0
5,Jordi Alba,18.0,es  ESP,WB,32-032,90,0,0,0,2,1,1,1,0,2,0,0,0,3,0,0,
6,Sergi Roberto,20.0,es  ESP,WB,29-074,63,0,0,0,1,1,0,0,1,1,0,0,0,11,1,2,33.3
7,Francisco Trincão,17.0,pt  POR,WB,21-114,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0
8,Clément Lenglet,15.0,fr  FRA,CB,25-309,45,1,0,0,1,0,0,0,2,0,0,0,1,2,1,1,50.0
9,Ilaix,27.0,es  ESP,CM,18-093,45,0,0,0,2,2,0,0,0,0,0,0,0,3,3,0,100.0
10,Gerard Piqué,3.0,es  ESP,CB,34-079,45,0,0,0,0,0,0,0,1,0,0,0,0,5,5,1,83.3
11,Ronald Araújo,4.0,uy  URU,CB,22-046,45,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,50.0
12,Óscar Mingueza,28.0,es  ESP,CB,21-344,74,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,
13,Samuel Umtiti,23.0,fr  FRA,CB,27-159,16,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,100.0
14,Marc-André ter Stegen,1.0,de  GER,GK,28-357,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
15,15 Players,,,,,990,2,0,0,8,16,1,4,10,8,1,1,1,60,21,14,60.0
