,id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType
391,2319465731.0,289,22,33.0,65,14.9,32.4,22,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '9.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 214, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,368091.0,9.1,49.7,,,,,,,,,
392,2319465767.0,290,22,40.0,65,13.8,49.6,22,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '57.9'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '51.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '83.5'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[90, 119, 123, 127, 35, 36, 215, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,76202.0,57.9,83.5,,,,,,,,,
393,2319465775.0,148,22,43.0,68,43.2,15.0,22,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 44, 'displayName': 'Aerial'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '291'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[196, 199]",False,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,256864.0,,,,,,,,,,,
394,2319465771.0,291,22,43.0,65,56.8,85.0,22,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 44, 'displayName': 'Aerial'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '148'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[197, 198]",False,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,73494.0,,,,,,,,,,,
395,2319465789.0,149,22,43.0,68,45.1,13.8,22,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.9'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.3'}]","[90, 119, 28, 138, 35, 37, 215, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,256864.0,53.9,12.3,,,,,,,,,
396,2319465787.0,292,22,46.0,65,41.0,79.7,22,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 8, 'displayName': 'Interception'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 100, 55]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,44721.0,,,,,,,,,,,
397,2319465919.0,150,22,48.0,68,51.9,1.7,22,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '52.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '2.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.0'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '14.9'}]","[90, 116, 126, 34, 36, 214, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,14102.0,2.4,14.9,,,,,,,,,
398,2319465923.0,151,22,52.0,68,7.6,33.3,22,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 49, 'displayName': 'BallRecovery'}","{'value': 1, 'displayName': 'Successful'}",[],[92],False,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,270504.0,,,,,,,,,,,
399,2319465953.0,152,22,59.0,68,7.6,33.3,22,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '52.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '48.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '46.7'}]","[90, 119, 123, 127, 35, 36, 215, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,270504.0,52.5,46.7,,,,,,,,,
400,2319465957.0,293,23,2.0,65,47.1,52.0,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 44, 'displayName': 'Aerial'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '153'}]","[196, 199]",False,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,12712.0,,,,,,,,,,,
401,2319465959.0,153,23,2.0,68,52.9,48.0,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 44, 'displayName': 'Aerial'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '293'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[197, 198]",False,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,106895.0,,,,,,,,,,,
402,2319465969.0,294,23,2.0,65,46.6,49.9,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.2'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '52.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 118, 116, 29, 138, 35, 36, 215, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,12712.0,52.3,62.1,,,,,,,,,
403,2319465973.0,295,23,3.0,65,52.3,62.3,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 49, 'displayName': 'BallRecovery'}","{'value': 1, 'displayName': 'Successful'}",[],[92],False,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,44721.0,,,,,,,,,,,
404,2319465975.0,296,23,5.0,65,59.5,61.1,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 119, 28, 35, 37, 216, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,44721.0,69.7,60.2,,,,,,,,,
405,2319466023.0,154,23,6.0,68,30.6,41.9,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '31.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 118, 116, 126, 35, 36, 215, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,256864.0,54.7,68.2,,,,,,,,,
406,2319466035.0,155,23,9.0,68,54.7,68.7,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 49, 'displayName': 'BallRecovery'}","{'value': 1, 'displayName': 'Successful'}",[],[92],False,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,298839.0,,,,,,,,,,,
407,2319466101.0,156,23,14.0,68,50.1,67.5,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '35.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.4'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,298839.0,54.4,35.8,,,,,,,,,
408,2319466121.0,157,23,16.0,68,55.6,34.6,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.5'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,14102.0,70.9,9.2,,,,,,,,,
409,2319466139.0,158,23,18.0,68,70.9,9.2,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '10.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '74.4'}]","[90, 119, 28, 35, 36, 216, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,135911.0,74.4,10.0,,,,,,,,,
410,2319466125.0,297,23,19.0,65,27.0,84.1,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 8, 'displayName': 'Interception'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 100, 55]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,44288.0,,,,,,,,,,,
411,2319466163.0,298,23,20.0,65,23.1,98.6,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '100.0'}]","[90, 117, 119, 28, 35, 36, 214, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,44288.0,33.3,100.0,,,,,,,,,
412,2319466205.0,160,23,25.0,68,54.6,0.0,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '21.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.2'}]","[90, 211, 34, 36, 215]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,135911.0,54.1,21.8,,,,,,,,,
413,2319466243.0,161,23,27.0,68,54.1,21.8,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '41.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '52.2'}]","[90, 118, 116, 29, 34, 36, 215, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,14102.0,52.2,41.0,,,,,,,,,
414,2319466289.0,162,23,30.0,68,60.9,50.3,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '86.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.2'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '39.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[90, 119, 127, 35, 36, 216, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,372424.0,86.1,93.2,,,,,,,,,
415,2319466281.0,300,23,34.0,65,14.4,5.3,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 8, 'displayName': 'Interception'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 100, 55]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,80241.0,,,,,,,,,,,
416,2319466333.0,163,23,37.0,68,85.1,93.0,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '80.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.3'}]","[90, 118, 116, 29, 204, 34, 37, 216, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,367583.0,80.1,90.3,,,,,,,,,
417,2319466361.0,164,23,40.0,68,74.5,83.6,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '61.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '83.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[90, 118, 116, 29, 34, 215, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,298839.0,61.9,83.6,,,,,,,,,
418,2319466367.0,165,23,42.0,68,60.6,81.7,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,372424.0,62.5,69.9,,,,,,,,,
419,2319466397.0,166,23,44.0,68,61.1,70.8,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.8'}]","[90, 118, 116, 29, 34, 36, 215, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,14102.0,56.8,86.0,,,,,,,,,
420,2319466403.0,167,23,48.0,68,58.3,92.7,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 0, 'displayName': 'Unsuccessful'}","[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '79.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.6'}]","[90, 119, 28, 35, 37, 216, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,372424.0,69.1,79.8,,,,,,,,,
421,2319466407.0,302,23,49.0,65,22.2,11.4,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.5'}]","[90, 116, 29, 35, 37, 214, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,44721.0,25.3,9.4,,,,,,,,,
422,2319466409.0,303,23,49.0,65,28.3,15.6,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 49, 'displayName': 'BallRecovery'}","{'value': 1, 'displayName': 'Successful'}",[],[92],False,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,80241.0,,,,,,,,,,,
423,2319466427.0,304,23,51.0,65,29.2,16.5,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.6'}]","[90, 116, 29, 35, 36, 215, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,80241.0,45.7,34.6,,,,,,,,,
424,2319466457.0,305,23,52.0,65,45.7,34.6,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '20.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,110154.0,55.2,20.1,,,,,,,,,
425,2319466481.0,306,23,57.0,65,60.2,29.2,23,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '43.9'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '75.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 123, 126, 204, 35, 36, 216, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,279423.0,89.4,75.4,,,,,,,,,
426,2319466511.0,307,24,0.0,65,89.4,75.4,24,"{'value': 1, 'displayName': 'FirstHalf'}","{'value': 1, 'displayName': 'Pass'}","{'value': 1, 'displayName': 'Successful'}","[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '50.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 210, 'displayName': 'ShotAssist'}, 'value': '15'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.1'}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '95.2'}, {'type': {'value': 11112, 'displayName': 'BigChanceCreated'}}, {'type': {'value': 11113, 'displayName': 'KeyPass'}}]","[90, 118, 116, 29, 122, 202, 204, 39, 45, 35, 37, 216, 217]",True,1559818,2021-08-15T00:00:00,2021-08-15T19:00:00,4 : 2,4 : 2,2 : 0,,Camp Nou,95,73494.0,95.2,50.3,,,,,,,,,
