,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
27,Guilherme Arana,br  BRA,"MF,DF",Sevilla,21,1997,7.0,6,5,3,3,0,2,6,33.3,4,90,27,30.0,44,34,12,6,2,0,4,3,9,11,0
28,Néstor Araujo,mx  MEX,DF,Celta Vigo,26,1991,29.8,36,24,26,9,1,18,33,54.5,15,222,61,27.5,164,50,8,48,20,2,28,23,59,190,3
29,Anaitz Arbilla,es  ESP,DF,Eibar,31,1987,21.7,31,18,25,5,1,12,25,48.0,13,141,40,28.4,84,51,6,26,8,0,18,28,59,146,5
30,Santiago Arias,co  COL,DF,Atlético Madrid,26,1992,19.7,55,34,40,15,0,13,36,36.1,23,206,82,39.8,115,70,21,28,1,0,27,25,80,46,0
31,José Arnaiz,es  ESP,"DF,MF",Leganés,23,1995,1.3,2,1,2,0,0,1,4,25.0,3,28,4,14.3,12,14,2,0,0,0,0,1,3,1,0
32,Sergio Asenjo,es  ESP,GK,Villarreal,29,1989,32.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,1,0,0,1,0,0,2,0
33,Marco Asensio,es  ESP,FW,Real Madrid,22,1996,19.8,14,8,5,6,3,3,24,12.5,21,257,62,24.1,46,122,89,18,0,0,18,15,29,3,0
34,Iago Aspas,es  ESP,FW,Celta Vigo,30,1987,25.0,14,10,5,5,4,3,18,16.7,15,475,114,24.0,43,274,158,14,0,0,14,16,30,4,0
35,Ezequiel Ávila,ar  ARG,"FW,MF",Huesca,24,1994,22.2,21,15,9,9,3,7,34,20.6,27,423,95,22.5,55,200,168,22,4,1,18,18,39,34,0
36,Abdoulaye Ba,sn  SEN,DF,Rayo Vallecano,27,1991,23.4,48,28,39,7,2,22,37,59.5,15,191,52,27.2,133,53,5,46,19,1,27,26,74,180,5
37,Carlos Bacca,co  COL,FW,Villarreal,31,1986,14.1,6,5,3,1,2,2,10,20.0,8,176,28,15.9,14,95,67,5,0,0,5,6,12,4,0
38,Gareth Bale,wal  WAL,FW,Real Madrid,29,1989,19.8,14,12,5,6,3,2,19,10.5,17,241,58,24.1,26,116,99,27,3,0,24,5,19,9,0
39,Mikel Balenziaga,es  ESP,DF,Athletic Club,30,1988,5.8,11,9,7,2,2,4,10,40.0,6,108,16,14.8,62,41,5,10,2,0,8,7,18,17,0
40,Éver Banega,ar  ARG,MF,Sevilla,30,1988,29.6,64,44,32,28,4,16,70,22.9,54,574,141,24.6,224,295,55,31,4,0,27,31,95,32,0
41,Léo Baptistão,br  BRA,"FW,MF",Espanyol,25,1992,13.7,23,14,12,5,6,10,31,32.3,21,336,72,21.4,78,152,106,17,0,0,17,11,34,11,0
42,Enis Bardhi,mk  MKD,MF,Levante,23,1995,31.5,65,45,24,33,8,21,84,25.0,63,732,175,23.9,217,383,132,44,3,0,41,26,91,31,0
43,Antonio Barragán,es  ESP,"DF,MF",Betis,31,1987,10.4,17,8,13,3,1,3,16,18.8,13,130,36,27.7,62,49,19,17,1,0,16,9,26,17,3
44,Ander Barrenetxea,es  ESP,"FW,MF",Real Sociedad,16,2001,4.4,8,6,3,0,5,2,8,25.0,6,115,26,22.6,28,52,35,11,0,0,11,2,10,3,0
45,Marc Bartra,es  ESP,DF,Betis,27,1991,32.5,86,55,50,32,4,24,67,35.8,43,393,123,31.3,223,147,23,60,23,1,37,38,124,156,3
46,Borja Bastón,es  ESP,FW,Alavés,25,1992,16.0,15,9,1,12,2,2,28,7.1,26,441,69,15.6,35,248,158,18,5,0,13,1,16,8,0
47,Michy Batshuayi,be  BEL,FW,Valencia,24,1993,5.9,1,1,0,1,0,0,5,0.0,5,110,23,20.9,10,63,37,7,3,0,4,2,3,3,0
48,Jon Bautista,es  ESP,FW,Real Sociedad,23,1995,6.6,8,5,0,3,5,2,9,22.2,7,143,33,23.1,6,73,64,5,1,0,4,3,11,7,0
49,Fran Beltrán,es  ESP,MF,Celta Vigo,19,1999,16.9,28,16,12,13,3,16,49,32.7,33,506,124,24.5,135,266,105,19,2,0,17,16,44,18,1
50,Wissam Ben Yedder,fr  FRA,FW,Sevilla,27,1990,31.2,20,18,3,11,6,1,14,7.1,13,614,157,25.6,39,257,318,25,0,0,25,8,28,5,0
51,Karim Benzema,fr  FRA,FW,Real Madrid,30,1987,32.8,18,13,4,8,6,4,17,23.5,13,442,99,22.4,19,185,238,14,2,0,12,5,23,25,0
52,Yuri Berchiche,es  ESP,"DF,FW",Athletic Club,28,1990,34.7,56,42,29,14,13,20,56,35.7,36,477,125,26.2,219,194,64,67,10,0,57,29,85,94,1
53,Markel Bergara,es  ESP,MF,Getafe,32,1986,0.6,2,1,0,1,1,1,2,50.0,1,15,5,33.3,1,11,3,3,0,0,3,2,4,1,0
54,Pedro Bigas,es  ESP,DF,Eibar,27,1990,6.5,6,5,2,2,2,3,6,50.0,3,48,24,50.0,25,21,2,3,0,0,3,8,14,25,0
55,Alejandro Blanco,es  ESP,"FW,MF",Alavés,19,1998,0.2,0,0,0,0,0,0,2,0.0,2,4,1,25.0,1,2,1,1,0,0,1,0,0,1,0
56,Rubén Blanco,es  ESP,GK,Celta Vigo,23,1995,25.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,1,0,0,1,0,0,3,3
57,Pablo de Blasis,ar  ARG,"DF,MF",Eibar,30,1988,16.9,29,17,14,9,6,14,43,32.6,29,294,91,31.0,78,135,81,29,0,0,29,11,40,30,0
58,Emmanuel Boateng,gh  GHA,FW,Levante,22,1996,7.8,3,1,0,2,1,0,1,0.0,1,143,33,23.1,12,70,61,5,1,0,4,1,4,4,0
59,Kevin-Prince Boateng,gh  GHA,FW,Barcelona,31,1987,2.7,2,1,0,1,1,0,3,0.0,3,37,11,29.7,1,12,24,3,0,0,3,1,3,3,0
60,Daniele Bonera,it  ITA,DF,Villarreal,37,1981,2.6,0,0,0,0,0,0,0,,0,10,3,30.0,9,1,0,5,5,1,0,2,2,10,0
61,Sofiane Boufal,ma  MAR,"MF,FW",Celta Vigo,24,1993,23.2,33,21,18,10,5,9,48,18.8,39,469,114,24.3,133,223,113,34,0,0,34,8,41,9,0
62,Yassine Bounou,ma  MAR,GK,Girona,27,1991,31.8,0,0,0,0,0,0,2,0.0,2,6,1,16.7,6,0,0,0,0,0,0,0,0,0,0
63,Martin Braithwaite,dk  DEN,FW,Leganés,27,1991,15.6,7,5,1,3,3,0,9,0.0,9,274,69,25.2,7,124,143,7,0,0,7,1,8,3,0
64,Darko Brašanac,rs  SRB,MF,Alavés,26,1992,17.6,32,19,13,15,4,12,34,35.3,22,320,76,23.8,83,185,52,22,3,0,19,13,45,25,0
65,Rajko Brežančić,rs  SRB,DF,Huesca,28,1989,0.7,0,0,0,0,0,0,1,0.0,1,3,2,66.7,2,0,1,0,0,0,0,0,0,1,0
66,Bryan,es  ESP,"MF,FW",Sevilla,17,2001,1.9,6,2,4,1,1,1,6,16.7,5,48,11,22.9,18,14,16,1,0,0,1,2,8,0,0
67,Burgui,es  ESP,"MF,FW",Alavés,24,1993,6.2,7,5,4,2,1,1,4,25.0,3,101,25,24.8,25,54,22,5,1,0,4,0,7,0,1
68,Sergio Busquets,es  ESP,MF,Barcelona,30,1988,30.2,80,57,27,40,13,37,99,37.4,62,758,217,28.6,189,413,156,71,10,0,61,35,115,34,0
69,Unai Bustinza,es  ESP,DF,Leganés,26,1992,22.5,44,32,29,13,2,18,44,40.9,26,205,59,28.8,109,73,23,37,13,0,24,35,79,152,1
70,Erick Cabaco,uy  URU,DF,Levante,23,1995,18.1,28,16,23,5,0,10,30,33.3,20,166,52,31.3,100,53,13,37,10,0,27,21,49,83,0
71,Gustavo Cabral,ar  ARG,DF,Celta Vigo,32,1985,21.1,37,19,23,11,3,15,27,55.6,12,189,69,36.5,124,61,4,40,12,0,28,20,57,105,1
72,Leandro Cabrera,uy  URU,DF,Getafe,27,1991,31.0,47,29,31,14,2,22,55,40.0,33,307,99,32.2,172,117,18,42,20,0,22,38,85,257,1
73,Jordi Calavera,es  ESP,DF,Eibar,22,1995,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
74,Fernando Calero,es  ESP,DF,Valladolid,22,1995,34.8,45,28,28,16,1,16,38,42.1,22,312,101,32.4,208,94,10,61,23,1,38,37,82,187,2
75,Jonathan Calleri,ar  ARG,FW,Alavés,24,1993,31.9,24,19,7,11,6,5,30,16.7,25,632,117,18.5,46,307,279,38,7,0,31,8,32,51,0
76,Juanjo Camacho,es  ESP,MF,Huesca,37,1980,0.4,1,1,1,0,0,1,3,33.3,2,10,6,60.0,6,1,3,0,0,0,0,2,3,4,0
77,Sergio Camello,es  ESP,FW,Atlético Madrid,17,2001,0.5,1,1,1,0,0,0,0,,0,4,2,50.0,0,2,2,0,0,0,0,0,1,0,0
78,José Campaña,es  ESP,MF,Levante,25,1993,35.7,65,48,27,31,7,24,89,27.0,65,764,168,22.0,228,431,105,61,8,0,53,21,86,52,0
79,Sergio Canales,es  ESP,"MF,FW",Betis,27,1991,29.5,48,42,27,16,5,13,56,23.2,43,496,118,23.8,134,242,120,34,3,0,31,15,63,7,2
80,Ander Capa,es  ESP,DF,Athletic Club,26,1992,18.2,42,21,32,7,3,11,33,33.3,22,295,65,22.0,136,102,57,30,1,0,29,19,61,61,0
81,Marc Cardona,es  ESP,"FW,MF",Eibar,23,1995,6.7,11,7,3,3,5,3,9,33.3,6,189,51,27.0,12,67,110,9,0,0,9,1,12,4,0
82,Daniel Carriço,pt  POR,DF,Sevilla,29,1988,23.7,35,23,24,9,2,14,28,50.0,14,206,56,27.2,124,70,12,31,13,0,18,26,61,131,2
83,Guido Carrillo,ar  ARG,FW,Leganés,27,1991,22.1,21,12,3,9,9,4,22,18.2,18,421,84,20.0,35,209,177,20,2,0,18,5,26,27,0
84,Dani Carvajal,es  ESP,DF,Real Madrid,26,1992,23.4,40,22,16,15,9,14,44,31.8,30,361,91,25.2,126,150,85,51,8,2,43,29,69,29,0
85,William Carvalho,pt  POR,MF,Betis,26,1992,26.5,43,32,21,19,3,15,34,44.1,19,253,64,25.3,91,134,28,11,2,0,9,16,59,31,1
86,Casemiro,br  BRA,MF,Real Madrid,26,1992,25.7,82,56,42,35,5,31,100,31.0,69,489,164,33.5,212,222,55,71,12,0,59,36,118,52,2
87,Santiago Cáseres,ar  ARG,MF,Villarreal,21,1997,17.6,72,50,24,42,6,22,60,36.7,38,439,115,26.2,160,246,33,24,10,0,14,9,81,26,0
88,Catena,es  ESP,DF,Rayo Vallecano,23,1994,2.0,2,0,2,0,0,2,2,100.0,0,8,1,12.5,6,2,0,8,3,0,5,1,3,21,0
89,Santi Cazorla,es  ESP,"MF,FW",Villarreal,33,1984,29.4,71,42,36,25,10,28,89,31.5,61,635,153,24.1,215,307,113,40,7,1,33,23,94,26,1
90,Dani Ceballos,es  ESP,"MF,FW",Real Madrid,21,1996,13.9,32,22,10,14,8,8,38,21.1,30,349,90,25.8,72,177,100,27,1,1,26,16,48,6,0
91,Charles,br  BRA,FW,Eibar,34,1984,19.3,11,6,1,6,4,4,22,18.2,18,296,93,31.4,10,111,175,13,1,0,12,7,18,12,0
92,Chechu,es  ESP,DF,Rayo Vallecano,36,1982,1.0,0,0,0,0,0,0,2,0.0,2,0,0,,0,0,0,0,0,0,0,1,1,4,0
93,Chema,es  ESP,DF,Levante,26,1992,13.9,32,12,20,9,3,9,18,50.0,9,89,21,23.6,57,26,6,23,12,0,11,19,51,85,1
94,Denis Cheryshev,ru  RUS,"MF,FW",Valencia,27,1990,19.0,47,35,20,17,10,16,49,32.7,33,599,147,24.5,171,304,124,42,4,0,38,17,64,19,0
95,Leandro Chichizola,ar  ARG,GK,Getafe,28,1990,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
96,Samuel Chukwueze,ng  NGA,"FW,MF",Villarreal,19,1999,19.0,19,11,5,12,2,5,31,16.1,26,403,92,22.8,84,207,112,14,1,0,13,10,29,8,0
97,Jasper Cillessen,nl  NED,GK,Barcelona,29,1989,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
98,Coke,es  ESP,DF,Levante,31,1987,20.2,37,17,21,13,3,14,51,27.5,37,189,58,30.7,98,67,24,30,8,1,22,17,54,66,0
99,Álex Collado,es  ESP,FW,Barcelona,19,1999,0.9,1,0,0,1,0,0,2,0.0,2,40,2,5.0,9,27,4,3,0,0,3,2,3,0,0
100,Santi Comesaña,es  ESP,MF,Rayo Vallecano,21,1996,22.6,55,36,23,28,4,17,64,26.6,47,500,136,27.2,203,261,36,38,4,0,34,16,71,41,1
101,Duje Čop,hr  CRO,FW,Valladolid,28,1990,7.6,7,6,1,3,3,2,10,20.0,8,138,34,24.6,8,77,53,12,3,0,9,2,9,6,0
102,Francis Coquelin,fr  FRA,MF,Valencia,27,1991,19.6,45,35,24,17,4,16,41,39.0,25,303,89,29.4,106,171,26,19,5,0,14,50,95,34,2
103,Iñigo Córdoba,es  ESP,FW,Athletic Club,21,1997,14.7,36,25,14,13,9,11,54,20.4,43,392,95,24.2,115,166,111,35,0,0,35,18,54,9,0
104,Ángel Correa,ar  ARG,"MF,FW",Atlético Madrid,23,1995,21.3,38,30,19,11,8,9,54,16.7,45,579,145,25.0,143,277,159,29,4,0,25,22,60,17,0
105,Diego Costa,es  ESP,FW,Atlético Madrid,29,1988,12.4,5,2,1,4,0,2,7,28.6,5,236,47,19.9,16,105,115,6,1,0,5,3,8,6,0
106,Jaume Costa,es  ESP,DF,Villarreal,30,1988,16.6,33,17,24,8,1,13,28,46.4,15,167,42,25.1,74,71,22,34,2,0,32,19,52,54,1
107,David Costas,es  ESP,DF,Celta Vigo,23,1995,13.0,27,17,21,6,0,10,20,50.0,10,118,40,33.9,83,32,3,18,4,0,14,8,35,79,0
108,Thibaut Courtois,be  BEL,GK,Real Madrid,26,1992,27.0,0,0,0,0,0,0,3,0.0,3,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0
109,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,26,1992,22.4,18,12,3,11,4,6,24,25.0,18,370,94,25.4,71,189,110,37,3,0,34,8,26,6,0
110,Sebastián Cristóforo,uy  URU,"MF,FW",Getafe,24,1993,5.0,15,11,5,8,2,8,20,40.0,12,165,39,23.6,49,87,29,16,0,0,16,7,22,5,0
111,Cucho,co  COL,FW,Huesca,19,1999,23.9,20,18,7,10,3,9,25,36.0,16,439,91,20.7,58,234,147,32,5,0,27,11,31,14,0
112,Marc Cucurella,es  ESP,"MF,FW",Eibar,20,1998,26.2,44,39,14,16,14,9,25,36.0,16,689,223,32.4,161,302,226,45,3,0,42,15,59,29,0
113,Iván Cuéllar,es  ESP,GK,Leganés,34,1984,33.9,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,1,0,0,1,0,0,0,0
114,Sergi Darder,es  ESP,MF,Espanyol,24,1993,30.1,52,31,20,25,7,16,72,22.2,56,635,120,18.9,168,330,137,42,1,0,41,19,71,21,0
115,Moisés Delgado,es  ESP,DF,Valladolid,24,1994,3.0,5,3,1,2,2,1,4,25.0,3,32,7,21.9,15,11,6,2,1,0,1,2,7,15,0
116,Ousmane Dembélé,fr  FRA,"FW,MF",Barcelona,21,1997,18.5,19,10,3,10,6,6,20,30.0,14,350,82,23.4,66,143,141,15,0,0,15,3,22,3,0
117,Franco Di Santo,ar  ARG,FW,Rayo Vallecano,29,1989,1.9,2,2,1,0,1,1,2,50.0,1,26,6,23.1,2,9,15,1,0,0,1,0,2,1,0
118,Mouctar Diakhaby,fr  FRA,DF,Valencia,21,1996,17.6,11,9,9,1,1,3,11,27.3,8,117,35,29.9,80,33,4,33,16,0,17,17,28,102,0
119,Brahim Díaz,es  ESP,FW,Real Madrid,18,1999,4.2,10,5,7,2,1,1,4,25.0,3,57,18,31.6,9,28,20,1,0,0,1,0,10,0,0
120,Javier Díaz,es  ESP,GK,Sevilla,21,1997,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
121,Adrián Diéguez,es  ESP,DF,Huesca,22,1996,8.3,16,10,14,1,1,4,15,26.7,11,108,26,24.1,77,28,3,13,3,0,10,11,27,52,2
122,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,24,1993,21.0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,1,0,0,1,0,0,0,0
123,Papakouli Diop,sn  SEN,MF,Eibar,32,1986,26.1,63,46,15,39,9,19,44,43.2,25,485,175,36.1,87,304,94,29,3,0,26,27,90,52,0
124,Djené,tg  TOG,DF,Getafe,26,1991,33.1,54,36,41,12,1,17,39,43.6,22,370,136,36.8,201,154,15,37,8,0,29,59,113,185,2
125,Marko Dmitrović,rs  SRB,GK,Eibar,26,1992,24.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,0,2
126,Jaume Doménech,es  ESP,GK,Valencia,27,1990,4.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
127,Cheick Doukouré,ci  CIV,MF,Levante,25,1992,3.5,11,10,4,6,1,2,12,16.7,10,112,21,18.8,42,62,8,8,2,0,6,5,16,3,1
128,Seydou Doumbia,ci  CIV,FW,Girona,30,1987,6.0,6,4,1,2,3,2,4,50.0,2,109,29,26.6,5,52,52,4,0,0,4,3,9,1,0
129,Óscar Duarte,cr  CRC,"DF,MF",Espanyol,29,1989,7.3,12,5,7,5,0,5,8,62.5,3,52,11,21.2,31,20,1,10,9,0,1,8,20,42,0
130,Rubén Duarte,es  ESP,DF,Alavés,22,1995,30.8,72,40,38,23,11,31,68,45.6,37,357,117,32.8,209,114,34,90,11,0,79,34,106,135,1
131,Hugo Duro,es  ESP,"MF,FW",Getafe,18,1999,4.6,8,4,2,3,3,3,9,33.3,6,133,35,26.3,23,65,45,5,1,0,4,2,10,2,0
132,Raphael Dwamena,gh  GHA,FW,Levante,22,1995,2.5,0,0,0,0,0,0,1,0.0,1,42,7,16.7,7,19,16,2,1,0,1,0,0,3,0
133,Dennis Eckert,de  GER,FW,Celta Vigo,21,1997,2.4,1,1,0,0,1,1,3,33.3,2,41,15,36.6,4,14,23,2,0,0,2,3,4,2,0
134,Aritz Elustondo,es  ESP,DF,Real Sociedad,24,1994,25.0,47,31,32,12,3,20,44,45.5,24,266,89,33.5,142,106,18,42,5,0,37,27,74,163,0
135,Gorka Elustondo,es  ESP,MF,Rayo Vallecano,31,1987,3.2,5,3,2,3,0,2,6,33.3,4,25,7,28.0,17,8,0,4,1,0,3,3,8,9,0
136,Rodrigo Ely,br  BRA,DF,Alavés,24,1993,4.8,6,4,4,2,0,3,8,37.5,5,31,12,38.7,21,10,0,16,8,0,8,4,10,50,0
137,Adri Embarba,es  ESP,"FW,MF",Rayo Vallecano,26,1992,25.4,59,34,24,23,12,23,71,32.4,48,555,125,22.5,157,250,148,48,3,0,45,25,84,9,0
138,Emerson,br  BRA,DF,Betis,19,1999,3.5,13,10,9,3,1,3,8,37.5,5,71,21,29.6,30,27,14,11,0,0,11,1,14,7,0
139,Youssef En-Nesyri,ma  MAR,FW,Leganés,21,1997,23.4,14,11,3,8,3,3,28,10.7,25,534,94,17.6,48,255,231,22,2,0,20,9,23,24,0
140,Sergi Enrich,es  ESP,FW,Eibar,28,1990,28.7,30,26,4,10,16,7,30,23.3,23,638,177,27.7,25,213,400,25,4,0,21,5,35,14,0
141,Javier Eraso,es  ESP,"MF,FW",Leganés,28,1990,7.0,5,3,0,3,2,0,6,0.0,6,192,42,21.9,52,88,52,7,1,0,6,3,8,7,0
142,Gonzalo Escalante,ar  ARG,MF,Eibar,25,1993,19.9,49,39,15,32,2,14,52,26.9,38,405,119,29.4,81,252,72,38,2,0,36,19,68,27,0
143,Sergio Escudero,es  ESP,"DF,MF",Sevilla,28,1989,17.2,41,20,25,14,2,18,41,43.9,23,281,84,29.9,152,92,37,47,5,0,42,17,58,55,0
144,Bernardo Espinosa,co  COL,DF,Girona,29,1989,30.3,18,12,14,4,0,9,18,50.0,9,178,58,32.6,117,53,8,66,33,0,33,31,49,221,2
145,Beñat Etxebarria,es  ESP,MF,Athletic Club,31,1987,22.6,47,35,17,25,5,16,67,23.9,51,417,103,24.7,100,265,52,23,1,0,22,20,67,24,0
146,Xabier Etxeita,es  ESP,DF,Huesca,30,1987,29.7,47,28,35,10,2,18,42,42.9,24,230,68,29.6,129,88,13,48,25,0,23,25,72,196,1
147,Zouhair Feddal,ma  MAR,DF,Betis,29,1989,18.9,38,18,29,7,2,13,29,44.8,16,155,46,29.7,92,55,8,33,10,0,23,15,53,109,0
148,Aitor Fernández,es  ESP,GK,Levante,27,1991,16.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,1,0,0,1,0,0,1,0
149,Andrés Fernández,es  ESP,GK,Villarreal,31,1986,6.0,0,0,0,0,0,0,1,0.0,1,2,1,50.0,2,0,0,0,0,0,0,0,0,0,1
150,Borja Fernández,es  ESP,"MF,DF",Valladolid,37,1981,9.3,26,16,12,13,1,8,19,42.1,11,113,36,31.9,44,62,7,14,4,0,10,11,37,33,0
151,Joaquín Fernández,es  ESP,"DF,MF",Valladolid,22,1996,9.3,15,8,13,2,0,3,11,27.3,8,103,26,25.2,71,25,7,8,3,0,5,11,26,66,1
152,David Ferreiro,es  ESP,"FW,MF",Huesca,30,1988,25.3,37,21,11,19,7,17,70,24.3,53,463,108,23.3,120,234,109,34,2,0,32,16,53,21,1
153,Facundo Ferreyra,ar  ARG,"FW,MF",Espanyol,27,1991,2.3,4,3,0,2,2,0,1,0.0,1,40,5,12.5,2,23,15,1,0,0,1,0,4,5,0
154,Junior Firpo,es  ESP,"DF,MF",Betis,21,1996,21.5,37,27,15,17,5,10,30,33.3,20,287,79,27.5,128,107,52,49,2,0,47,14,51,39,0
155,Mathieu Flamini,fr  FRA,MF,Getafe,34,1984,5.0,7,5,2,4,1,0,2,0.0,2,95,24,25.3,26,62,7,7,3,0,4,4,11,10,0
156,Pablo Fornals,es  ESP,"MF,FW",Villarreal,22,1996,27.5,47,30,16,24,7,16,68,23.5,52,798,169,21.2,156,422,220,49,4,0,45,21,68,20,0
