,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
46,Borja Bastón,es  ESP,FW,Alavés,25,1992,16.0,502,12,56,261,212,60,485,6,17,35.3,7,0,276,931,485,27,13,1,52,19,713,353,49.5,135
47,Michy Batshuayi,be  BEL,FW,Valencia,24,1993,5.9,219,4,18,111,97,30,214,5,16,31.3,6,0,161,600,282,14,3,5,15,12,310,170,54.8,70
48,Jon Bautista,es  ESP,FW,Real Sociedad,23,1995,6.6,232,9,16,124,101,34,223,7,10,70.0,8,1,124,326,152,9,3,3,26,12,347,164,47.3,66
49,Fran Beltrán,es  ESP,MF,Celta Vigo,19,1999,16.9,1028,34,220,670,189,12,1015,14,22,63.6,17,0,790,3511,1492,64,14,1,8,16,830,741,89.3,35
50,Wissam Ben Yedder,fr  FRA,FW,Sevilla,27,1990,31.2,1106,11,65,475,650,226,1066,45,75,60.0,50,1,808,3909,2422,147,52,29,73,49,1453,814,56.0,327
51,Karim Benzema,fr  FRA,FW,Real Madrid,30,1987,32.8,1549,26,76,740,829,224,1470,53,85,62.4,55,0,1259,5617,2767,177,56,36,61,48,1919,1265,65.9,336
52,Yuri Berchiche,es  ESP,"DF,FW",Athletic Club,28,1990,34.7,2113,113,610,1049,598,43,1829,38,60,63.3,39,1,1360,7430,4075,208,67,10,36,28,1299,1159,89.2,56
53,Markel Bergara,es  ESP,MF,Getafe,32,1986,0.6,31,2,6,18,8,1,30,0,0,,0,0,10,43,14,2,0,0,1,1,18,14,77.8,3
54,Pedro Bigas,es  ESP,DF,Eibar,27,1990,6.5,352,26,124,234,10,3,341,1,1,100.0,1,0,209,1478,706,27,2,0,1,1,203,196,96.6,3
55,Alejandro Blanco,es  ESP,"FW,MF",Alavés,19,1998,0.2,10,2,4,4,3,1,10,1,1,100.0,1,0,8,35,20,0,0,0,2,1,9,7,77.8,3
56,Rubén Blanco,es  ESP,GK,Celta Vigo,23,1995,25.0,886,764,877,10,1,0,577,0,0,,0,0,409,1978,1119,0,0,0,1,0,333,332,99.7,0
57,Pablo de Blasis,ar  ARG,"DF,MF",Eibar,30,1988,16.9,962,26,142,495,380,31,862,8,21,38.1,9,2,596,2709,1528,77,29,1,24,18,711,588,82.7,76
58,Emmanuel Boateng,gh  GHA,FW,Levante,22,1996,7.8,193,8,11,78,110,40,187,6,8,75.0,6,0,126,531,216,15,2,3,17,16,309,147,47.6,67
59,Kevin-Prince Boateng,gh  GHA,FW,Barcelona,31,1987,2.7,99,2,5,45,51,6,94,1,2,50.0,1,0,61,192,59,2,1,0,9,8,126,77,61.1,23
60,Daniele Bonera,it  ITA,DF,Villarreal,37,1981,2.6,112,15,56,64,1,0,109,0,0,,0,0,75,465,248,5,0,0,0,0,76,76,100.0,0
61,Sofiane Boufal,ma  MAR,"MF,FW",Celta Vigo,24,1993,23.2,1303,14,188,668,613,106,1255,168,254,66.1,179,3,1176,6018,4015,200,68,40,66,72,1184,975,82.3,130
62,Yassine Bounou,ma  MAR,GK,Girona,27,1991,31.8,1049,974,1045,5,1,1,722,1,1,100.0,1,0,493,2321,1178,0,0,0,1,1,404,402,99.5,1
63,Martin Braithwaite,dk  DEN,FW,Leganés,27,1991,15.6,423,6,25,185,251,63,417,18,37,48.6,24,1,291,1221,612,27,14,9,50,28,664,313,47.1,128
64,Darko Brašanac,rs  SRB,MF,Alavés,26,1992,17.6,777,39,184,463,178,22,758,13,20,65.0,14,0,479,2626,1298,58,16,2,14,16,534,425,79.6,46
65,Rajko Brežančić,rs  SRB,DF,Huesca,28,1989,0.7,27,2,10,7,10,0,19,0,0,,0,0,10,72,31,1,0,0,1,0,12,11,91.7,2
66,Bryan,es  ESP,"MF,FW",Sevilla,17,2001,1.9,123,3,21,49,60,10,119,9,17,52.9,9,0,106,538,290,13,0,2,2,11,121,96,79.3,23
67,Burgui,es  ESP,"MF,FW",Alavés,24,1993,6.2,262,2,40,130,108,9,242,7,14,50.0,7,0,190,1029,644,36,7,3,8,3,238,180,75.6,35
68,Sergio Busquets,es  ESP,MF,Barcelona,30,1988,30.2,2673,90,598,1792,411,11,2589,17,21,81.0,17,1,1927,6747,3439,112,31,0,15,19,2095,2000,95.5,37
69,Unai Bustinza,es  ESP,DF,Leganés,26,1992,22.5,1294,137,556,620,186,17,1108,3,5,60.0,3,0,590,3521,2038,63,20,1,7,9,613,573,93.5,16
70,Erick Cabaco,uy  URU,DF,Levante,23,1995,18.1,895,108,426,455,52,10,846,3,4,75.0,3,0,474,2780,1703,58,7,0,2,3,506,493,97.4,10
71,Gustavo Cabral,ar  ARG,DF,Celta Vigo,32,1985,21.1,1157,128,595,588,32,18,1129,1,1,100.0,1,0,693,3236,1719,34,2,0,6,7,716,692,96.6,16
72,Leandro Cabrera,uy  URU,DF,Getafe,27,1991,31.0,1477,211,606,747,173,39,1297,4,7,57.1,5,0,488,2787,1399,53,10,1,16,2,524,473,90.3,38
73,Jordi Calavera,es  ESP,DF,Eibar,22,1995,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
74,Fernando Calero,es  ESP,DF,Valladolid,22,1995,34.8,1781,228,995,805,61,19,1716,8,9,88.9,8,0,1055,5010,2617,89,11,0,9,5,1077,1039,96.5,13
75,Jonathan Calleri,ar  ARG,FW,Alavés,24,1993,31.9,1231,55,128,594,575,158,1205,49,87,56.3,52,2,737,3346,1609,94,25,15,111,66,1601,875,54.7,338
76,Juanjo Camacho,es  ESP,MF,Huesca,37,1980,0.4,33,1,8,15,11,5,33,2,2,100.0,2,0,22,65,25,2,1,0,1,1,25,17,68.0,1
77,Sergio Camello,es  ESP,FW,Atlético Madrid,17,2001,0.5,15,0,1,2,12,3,15,0,2,0.0,0,0,13,67,44,1,0,1,0,0,15,11,73.3,4
78,José Campaña,es  ESP,MF,Levante,25,1993,35.7,2297,115,543,1340,585,45,2101,45,70,64.3,47,4,1519,8816,4736,216,59,9,33,37,1601,1453,90.8,85
79,Sergio Canales,es  ESP,"MF,FW",Betis,27,1991,29.5,2194,22,321,1120,959,92,2027,66,87,75.9,68,2,1786,10079,5244,217,102,14,62,52,1943,1691,87.0,194
80,Ander Capa,es  ESP,DF,Athletic Club,26,1992,18.2,1156,43,259,553,430,35,955,22,47,46.8,22,1,618,3936,2555,125,48,11,23,19,675,598,88.6,45
81,Marc Cardona,es  ESP,"FW,MF",Eibar,23,1995,6.7,289,2,25,119,162,45,280,10,20,50.0,11,1,202,725,396,25,4,7,26,21,386,211,54.7,76
82,Daniel Carriço,pt  POR,DF,Sevilla,29,1988,23.7,1224,139,610,629,62,20,1188,9,11,81.8,9,0,714,3616,1924,49,9,0,5,4,711,689,96.9,12
83,Guido Carrillo,ar  ARG,FW,Leganés,27,1991,22.1,853,24,61,415,405,139,840,16,19,84.2,16,0,366,1190,270,14,7,3,37,20,1195,626,52.4,237
84,Dani Carvajal,es  ESP,DF,Real Madrid,26,1992,23.4,2067,82,576,1017,620,60,1819,38,57,66.7,39,2,1465,6406,3810,172,57,14,17,18,1512,1403,92.8,76
85,William Carvalho,pt  POR,MF,Betis,26,1992,26.5,2106,64,414,1455,354,15,2073,41,56,73.2,44,2,1706,6989,3553,146,37,5,17,31,1785,1692,94.8,57
86,Casemiro,br  BRA,MF,Real Madrid,26,1992,25.7,1949,97,569,1209,264,39,1899,14,18,77.8,15,2,1348,4627,2521,74,29,1,11,16,1373,1308,95.3,46
87,Santiago Cáseres,ar  ARG,MF,Villarreal,21,1997,17.6,1005,48,257,709,106,5,973,12,15,80.0,13,2,705,3388,1464,58,17,2,6,6,687,657,95.6,14
88,Catena,es  ESP,DF,Rayo Vallecano,23,1994,2.0,125,14,74,55,5,3,121,0,0,,0,0,71,393,226,6,0,0,1,0,80,77,96.3,4
89,Santi Cazorla,es  ESP,"MF,FW",Villarreal,33,1984,29.4,2055,46,364,1151,685,46,1866,63,86,73.3,65,5,1529,7805,3822,192,57,9,32,45,1598,1426,89.2,120
90,Dani Ceballos,es  ESP,"MF,FW",Real Madrid,21,1996,13.9,1237,15,156,753,421,37,1213,21,36,58.3,22,2,990,4957,2484,118,42,5,18,26,1042,962,92.3,69
91,Charles,br  BRA,FW,Eibar,34,1984,19.3,767,13,33,340,423,128,726,5,12,41.7,5,0,365,1223,480,35,15,4,42,13,1080,538,49.8,224
92,Chechu,es  ESP,DF,Rayo Vallecano,36,1982,1.0,54,6,29,32,0,0,53,2,2,100.0,2,0,41,246,185,3,0,0,0,0,36,36,100.0,0
93,Chema,es  ESP,DF,Levante,26,1992,13.9,541,101,317,226,20,4,529,1,1,100.0,1,0,236,969,558,6,2,0,4,2,265,260,98.1,2
94,Denis Cheryshev,ru  RUS,"MF,FW",Valencia,27,1990,19.0,959,24,169,420,426,88,942,22,38,57.9,23,2,656,3692,2147,114,30,24,40,17,846,645,76.2,131
95,Leandro Chichizola,ar  ARG,GK,Getafe,28,1990,1.0,27,16,27,0,0,0,17,0,0,,0,0,10,54,40,0,0,0,0,0,7,7,100.0,0
96,Samuel Chukwueze,ng  NGA,"FW,MF",Villarreal,19,1999,19.0,796,11,106,336,432,129,787,59,101,58.4,65,2,682,3961,2714,147,34,46,44,40,850,590,69.4,146
97,Jasper Cillessen,nl  NED,GK,Barcelona,29,1989,3.0,121,111,120,1,0,0,93,0,0,,0,0,66,285,146,0,0,0,0,0,63,63,100.0,0
98,Coke,es  ESP,DF,Levante,31,1987,20.2,1154,93,419,486,314,39,1012,19,33,57.6,22,1,679,3633,1856,74,22,5,13,23,718,647,90.1,52
99,Álex Collado,es  ESP,FW,Barcelona,19,1999,0.9,38,1,4,23,15,2,38,0,0,,0,0,25,169,67,5,2,0,0,0,34,29,85.3,3
100,Santi Comesaña,es  ESP,MF,Rayo Vallecano,21,1996,22.6,1289,74,428,777,158,11,1266,36,48,75.0,38,2,902,3693,1748,57,11,0,16,24,884,824,93.2,20
101,Duje Čop,hr  CRO,FW,Valladolid,28,1990,7.6,259,9,29,111,130,46,244,4,11,36.4,4,0,161,570,314,17,6,7,16,6,315,182,57.8,78
102,Francis Coquelin,fr  FRA,MF,Valencia,27,1991,19.6,1182,48,309,749,185,16,1165,31,40,77.5,31,0,882,3430,1561,54,16,1,14,23,852,789,92.6,37
103,Iñigo Córdoba,es  ESP,FW,Athletic Club,21,1997,14.7,684,16,113,280,343,41,674,34,67,50.7,35,1,532,2653,1345,79,19,9,41,34,616,463,75.2,103
104,Ángel Correa,ar  ARG,"MF,FW",Atlético Madrid,23,1995,21.3,1102,27,152,495,540,123,1090,65,111,58.6,67,3,893,3909,2335,139,39,17,54,58,1100,788,71.6,224
105,Diego Costa,es  ESP,FW,Atlético Madrid,29,1988,12.4,447,10,24,196,251,64,438,14,25,56.0,16,1,338,1240,488,33,10,8,38,26,699,373,53.4,138
106,Jaume Costa,es  ESP,DF,Villarreal,30,1988,16.6,1132,65,313,563,311,23,977,10,14,71.4,10,0,717,3369,2090,96,29,4,6,5,751,692,92.1,26
107,David Costas,es  ESP,DF,Celta Vigo,23,1995,13.0,831,104,460,394,29,4,806,1,2,50.0,1,0,564,3007,1390,35,10,0,0,8,572,565,98.8,3
108,Thibaut Courtois,be  BEL,GK,Real Madrid,26,1992,27.0,883,808,880,2,1,1,648,1,1,100.0,1,0,487,2299,993,0,0,0,0,0,400,400,100.0,1
109,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,26,1992,22.4,1766,7,130,852,932,122,1675,63,101,62.4,69,6,1486,7520,4041,250,76,30,38,51,1726,1452,84.1,226
110,Sebastián Cristóforo,uy  URU,"MF,FW",Getafe,24,1993,5.0,226,9,53,116,63,7,220,3,6,50.0,4,0,140,645,264,14,4,2,5,10,146,111,76.0,15
111,Cucho,co  COL,FW,Huesca,19,1999,23.9,954,19,84,441,492,128,908,49,82,59.8,53,2,694,3411,1894,113,31,22,66,55,1196,687,57.4,231
112,Marc Cucurella,es  ESP,"MF,FW",Eibar,20,1998,26.2,1256,26,171,504,648,87,1183,17,39,43.6,20,5,797,3424,1790,88,25,10,39,35,1118,770,68.9,153
113,Iván Cuéllar,es  ESP,GK,Leganés,34,1984,33.9,1137,957,1125,14,0,0,747,0,0,,0,0,506,3834,2039,0,0,0,0,0,382,381,99.7,0
114,Sergi Darder,es  ESP,MF,Espanyol,24,1993,30.1,1600,35,293,951,493,51,1523,45,69,65.2,50,6,1202,6645,3379,171,51,6,23,28,1282,1131,88.2,122
115,Moisés Delgado,es  ESP,DF,Valladolid,24,1994,3.0,133,10,49,65,28,2,115,1,1,100.0,1,0,73,359,202,9,3,0,4,2,79,73,92.4,3
116,Ousmane Dembélé,fr  FRA,"FW,MF",Barcelona,21,1997,18.5,1247,5,80,537,776,132,1180,89,132,67.4,94,4,1088,6001,3777,210,78,33,42,43,1239,1031,83.2,194
117,Franco Di Santo,ar  ARG,FW,Rayo Vallecano,29,1989,1.9,51,1,4,28,20,2,45,1,3,33.3,1,0,22,68,6,0,0,0,6,0,69,33,47.8,11
118,Mouctar Diakhaby,fr  FRA,DF,Valencia,21,1996,17.6,864,157,501,379,26,16,844,5,6,83.3,5,0,529,3105,1441,28,3,0,4,5,530,517,97.5,13
119,Brahim Díaz,es  ESP,FW,Real Madrid,18,1999,4.2,248,1,25,127,107,33,246,19,32,59.4,20,2,226,944,452,27,4,3,18,12,250,206,82.4,45
120,Javier Díaz,es  ESP,GK,Sevilla,21,1997,1.0,24,22,24,0,0,0,17,0,0,,0,0,14,62,31,0,0,0,0,0,12,12,100.0,0
121,Adrián Diéguez,es  ESP,DF,Huesca,22,1996,8.3,305,48,194,118,11,3,291,5,5,100.0,5,0,143,795,363,7,3,0,2,2,131,123,93.9,2
122,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,24,1993,21.0,696,635,695,2,0,0,452,0,0,,0,0,315,1699,1038,0,0,0,0,0,208,208,100.0,0
123,Papakouli Diop,sn  SEN,MF,Eibar,32,1986,26.1,1410,36,169,950,340,41,1396,25,30,83.3,26,0,812,2932,1311,84,19,5,23,11,854,762,89.2,57
124,Djené,tg  TOG,DF,Getafe,26,1991,33.1,1325,187,632,662,76,24,1295,20,23,87.0,21,1,644,3885,1505,49,2,0,7,13,465,432,92.9,19
125,Marko Dmitrović,rs  SRB,GK,Eibar,26,1992,24.0,822,669,814,9,0,0,566,1,1,100.0,1,0,385,2382,1514,0,0,0,0,0,270,270,100.0,0
126,Jaume Doménech,es  ESP,GK,Valencia,27,1990,4.0,102,93,102,0,0,0,63,0,0,,0,0,38,245,147,0,0,0,0,0,19,19,100.0,0
127,Cheick Doukouré,ci  CIV,MF,Levante,25,1992,3.5,161,4,32,112,24,4,160,2,2,100.0,2,0,104,389,159,3,1,0,7,4,120,99,82.5,5
128,Seydou Doumbia,ci  CIV,FW,Girona,30,1987,6.0,139,3,7,68,76,31,130,12,21,57.1,15,0,96,320,212,14,4,2,13,13,232,93,40.1,40
129,Óscar Duarte,cr  CRC,"DF,MF",Espanyol,29,1989,7.3,417,48,227,194,11,3,412,0,0,,0,0,241,1301,512,13,1,0,1,1,268,262,97.8,5
130,Rubén Duarte,es  ESP,DF,Alavés,22,1995,30.8,1625,145,583,795,317,21,1377,9,15,60.0,10,1,776,3853,2014,91,28,3,11,3,775,691,89.2,46
131,Hugo Duro,es  ESP,"MF,FW",Getafe,18,1999,4.6,115,3,16,57,46,8,110,2,5,40.0,2,0,68,311,138,9,1,2,11,4,166,70,42.2,23
132,Raphael Dwamena,gh  GHA,FW,Levante,22,1995,2.5,80,2,6,32,48,13,78,2,6,33.3,2,0,53,268,173,8,4,1,8,3,125,58,46.4,26
133,Dennis Eckert,de  GER,FW,Celta Vigo,21,1997,2.4,75,2,3,28,48,20,72,3,7,42.9,4,0,45,250,121,7,3,1,5,1,97,54,55.7,24
134,Aritz Elustondo,es  ESP,DF,Real Sociedad,24,1994,25.0,1524,192,784,682,150,27,1398,15,17,88.2,16,1,894,5596,3093,88,15,2,13,4,886,849,95.8,24
135,Gorka Elustondo,es  ESP,MF,Rayo Vallecano,31,1987,3.2,162,20,61,97,14,2,159,0,0,,0,0,87,424,238,4,1,0,1,0,100,94,94.0,3
136,Rodrigo Ely,br  BRA,DF,Alavés,24,1993,4.8,219,37,124,90,11,9,211,0,0,,0,0,76,356,187,2,0,0,3,0,92,86,93.5,6
137,Adri Embarba,es  ESP,"FW,MF",Rayo Vallecano,26,1992,25.4,1215,21,191,480,645,83,1049,49,95,51.6,54,2,820,4733,2638,126,46,21,63,67,1038,715,68.9,159
138,Emerson,br  BRA,DF,Betis,19,1999,3.5,258,11,77,96,101,8,216,1,6,16.7,2,0,157,603,366,21,6,3,8,2,174,156,89.7,12
139,Youssef En-Nesyri,ma  MAR,FW,Leganés,21,1997,23.4,838,25,71,391,426,119,819,34,72,47.2,37,6,500,1955,1021,47,13,22,66,59,1241,640,51.6,225
140,Sergi Enrich,es  ESP,FW,Eibar,28,1990,28.7,1257,14,49,532,723,194,1223,23,31,74.2,23,1,716,2168,606,35,15,7,90,46,1878,956,50.9,386
141,Javier Eraso,es  ESP,"MF,FW",Leganés,28,1990,7.0,297,6,36,155,127,16,268,7,9,77.8,7,0,201,861,422,19,8,0,10,15,300,193,64.3,49
142,Gonzalo Escalante,ar  ARG,MF,Eibar,25,1993,19.9,973,22,116,653,250,36,967,23,31,74.2,24,5,576,2409,1044,59,20,4,11,20,623,527,84.6,51
143,Sergio Escudero,es  ESP,"DF,MF",Sevilla,28,1989,17.2,1168,67,361,540,334,37,990,14,27,51.9,15,1,691,3431,2170,101,29,7,18,12,719,646,89.8,66
144,Bernardo Espinosa,co  COL,DF,Girona,29,1989,30.3,1726,292,1105,629,67,44,1692,4,4,100.0,4,0,994,3907,1742,19,1,0,11,2,1072,1035,96.5,35
145,Beñat Etxebarria,es  ESP,MF,Athletic Club,31,1987,22.6,1404,27,228,892,343,7,1241,12,19,63.2,13,0,916,3411,1533,76,21,1,10,22,941,874,92.9,25
146,Xabier Etxeita,es  ESP,DF,Huesca,30,1987,29.7,1214,189,669,539,81,42,1178,3,4,75.0,4,0,601,3585,2135,58,11,0,10,1,637,598,93.9,31
147,Zouhair Feddal,ma  MAR,DF,Betis,29,1989,18.9,1515,178,721,789,105,26,1450,12,15,80.0,12,0,1018,5449,3299,99,13,0,8,9,1053,1021,97.0,30
148,Aitor Fernández,es  ESP,GK,Levante,27,1991,16.0,508,445,508,0,0,0,293,0,0,,0,0,178,1046,736,0,0,0,0,0,112,109,97.3,0
