,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes
18,Jordi Amat,es  ESP,DF,Rayo Vallecano,26,1992,31,31,2763,30.7,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.02,0.00,0.03,0.02,0.03
19,Amath,sn  SEN,"MF,FW",Getafe,22,1996,15,13,1002,11.1,1,2,1,0,0,4,0,0.09,0.18,0.27,0.09,0.27,1.6,1.6,0.7,2.3,0.14,0.07,0.21,0.14,0.21
20,Miguel Ángel Moyá,es  ESP,GK,Real Sociedad,34,1984,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
21,José Ángel,es  ESP,DF,Eibar,28,1989,35,34,3028,33.6,1,1,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,3.6,4.3,0.02,0.11,0.13,0.02,0.13
22,Antoñito,es  ESP,"DF,MF",Valladolid,30,1987,30,18,1863,20.7,2,1,2,0,0,5,0,0.10,0.05,0.14,0.10,0.14,1.0,1.0,1.9,2.9,0.05,0.09,0.14,0.05,0.14
23,Vitorino Antunes,pt  POR,DF,Getafe,31,1987,28,25,2181,24.2,1,3,1,0,0,5,0,0.04,0.12,0.17,0.04,0.17,0.9,0.9,2.7,3.6,0.04,0.11,0.15,0.04,0.15
24,Anuar,ma  MAR,MF,Valladolid,23,1995,19,12,1081,12.0,1,0,1,0,0,6,0,0.08,0.00,0.08,0.08,0.08,2.6,2.6,0.1,2.7,0.22,0.01,0.23,0.22,0.23
25,Emmanuel Apeh,ng  NGA,MF,Celta Vigo,21,1996,2,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.43,0.43,0.00,0.43
26,Mauro Arambarri,uy  URU,MF,Getafe,22,1995,33,32,2676,29.7,1,2,1,0,0,8,0,0.03,0.07,0.10,0.03,0.10,1.4,1.4,1.6,3.0,0.05,0.05,0.10,0.05,0.10
27,Guilherme Arana,br  BRA,"MF,DF",Sevilla,21,1997,9,8,629,7.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.02,0.04,0.03,0.04
28,Néstor Araujo,mx  MEX,DF,Celta Vigo,26,1991,32,30,2682,29.8,3,0,3,0,0,3,1,0.10,0.00,0.10,0.10,0.10,1.7,1.7,0.3,2.0,0.06,0.01,0.07,0.06,0.07
29,Anaitz Arbilla,es  ESP,DF,Eibar,31,1987,25,22,1950,21.7,1,2,1,0,0,6,1,0.05,0.09,0.14,0.05,0.14,0.8,0.8,0.4,1.2,0.04,0.02,0.06,0.04,0.06
30,Santiago Arias,co  COL,DF,Atlético Madrid,26,1992,25,20,1772,19.7,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,0.4,0.4,1.0,1.4,0.02,0.05,0.07,0.02,0.07
31,José Arnaiz,es  ESP,"DF,MF",Leganés,23,1995,6,0,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.08,0.14,0.05,0.14
32,Sergio Asenjo,es  ESP,GK,Villarreal,29,1989,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
33,Marco Asensio,es  ESP,FW,Real Madrid,22,1996,30,19,1779,19.8,1,4,1,0,0,3,0,0.05,0.20,0.25,0.05,0.25,4.4,4.4,4.0,8.4,0.22,0.20,0.42,0.22,0.42
34,Iago Aspas,es  ESP,FW,Celta Vigo,30,1987,27,26,2251,25.0,20,6,15,5,5,5,0,0.80,0.24,1.04,0.60,0.84,13.2,9.4,5.3,14.7,0.53,0.21,0.74,0.37,0.59
35,Ezequiel Ávila,ar  ARG,"FW,MF",Huesca,24,1994,34,20,1997,22.2,10,2,9,1,1,12,1,0.45,0.09,0.54,0.41,0.50,6.6,5.9,2.7,8.6,0.30,0.12,0.42,0.27,0.39
36,Abdoulaye Ba,sn  SEN,DF,Rayo Vallecano,27,1991,26,25,2110,23.4,1,0,1,0,0,4,2,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.0,1.2,0.05,0.00,0.05,0.05,0.05
37,Carlos Bacca,co  COL,FW,Villarreal,31,1986,33,12,1270,14.1,6,1,5,1,1,3,0,0.43,0.07,0.50,0.35,0.43,5.7,5.0,2.2,7.2,0.41,0.16,0.56,0.35,0.51
38,Gareth Bale,wal  WAL,FW,Real Madrid,29,1989,29,21,1786,19.8,8,3,7,1,1,4,0,0.40,0.15,0.55,0.35,0.50,8.3,7.6,2.3,9.9,0.42,0.12,0.53,0.38,0.50
39,Mikel Balenziaga,es  ESP,DF,Athletic Club,30,1988,11,6,523,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.07,0.08,0.00,0.08
40,Éver Banega,ar  ARG,MF,Sevilla,30,1988,32,32,2667,29.6,3,5,1,2,2,17,2,0.10,0.17,0.27,0.03,0.20,3.2,1.7,3.4,5.1,0.11,0.11,0.22,0.06,0.17
41,Léo Baptistão,br  BRA,"FW,MF",Espanyol,25,1992,20,14,1233,13.7,2,2,1,1,1,3,0,0.15,0.15,0.29,0.07,0.22,4.7,4.0,2.7,6.7,0.35,0.20,0.54,0.29,0.49
42,Enis Bardhi,mk  MKD,MF,Levante,23,1995,36,31,2836,31.5,3,4,3,0,0,6,0,0.10,0.13,0.22,0.10,0.22,3.7,3.7,2.8,6.5,0.12,0.09,0.21,0.12,0.21
43,Antonio Barragán,es  ESP,"DF,MF",Betis,31,1987,14,12,934,10.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,1.0,0.02,0.07,0.09,0.02,0.09
44,Ander Barrenetxea,es  ESP,"FW,MF",Real Sociedad,16,2001,9,5,399,4.4,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0.4,0.4,0.6,1.0,0.08,0.14,0.22,0.08,0.22
45,Marc Bartra,es  ESP,DF,Betis,27,1991,33,33,2928,32.5,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,0.7,0.7,0.4,1.1,0.02,0.01,0.03,0.02,0.03
46,Borja Bastón,es  ESP,FW,Alavés,25,1992,27,18,1439,16.0,5,1,5,0,0,4,0,0.31,0.06,0.38,0.31,0.38,5.7,5.7,1.1,6.7,0.35,0.07,0.42,0.35,0.42
47,Michy Batshuayi,be  BEL,FW,Valencia,24,1993,15,4,527,5.9,1,0,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,2.3,2.3,0.7,2.9,0.39,0.12,0.50,0.39,0.50
48,Jon Bautista,es  ESP,FW,Real Sociedad,23,1995,18,4,597,6.6,1,0,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,2.5,2.5,0.1,2.6,0.38,0.02,0.40,0.38,0.40
49,Fran Beltrán,es  ESP,MF,Celta Vigo,19,1999,30,16,1517,16.9,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.7,1.5,0.05,0.04,0.09,0.05,0.09
50,Wissam Ben Yedder,fr  FRA,FW,Sevilla,27,1990,35,31,2812,31.2,18,9,16,2,2,3,0,0.58,0.29,0.86,0.51,0.80,17.6,16.0,6.6,22.7,0.56,0.21,0.77,0.51,0.73
51,Karim Benzema,fr  FRA,FW,Real Madrid,30,1987,36,35,2953,32.8,21,6,18,3,3,1,0,0.64,0.18,0.82,0.55,0.73,15.7,13.5,5.6,19.1,0.48,0.17,0.65,0.41,0.58
52,Yuri Berchiche,es  ESP,"DF,FW",Athletic Club,28,1990,35,35,3120,34.7,2,2,2,0,0,8,0,0.06,0.06,0.12,0.06,0.12,1.3,1.3,1.6,2.9,0.04,0.05,0.08,0.04,0.08
53,Markel Bergara,es  ESP,MF,Getafe,32,1986,3,0,53,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
54,Pedro Bigas,es  ESP,DF,Eibar,27,1990,10,7,585,6.5,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.2,0.2,0.3,0.5,0.03,0.04,0.07,0.03,0.07
55,Alejandro Blanco,es  ESP,"FW,MF",Alavés,19,1998,2,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
56,Rubén Blanco,es  ESP,GK,Celta Vigo,23,1995,25,25,2250,25.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
57,Pablo de Blasis,ar  ARG,"DF,MF",Eibar,30,1988,24,16,1520,16.9,2,0,2,0,0,2,1,0.12,0.00,0.12,0.12,0.12,1.1,1.1,2.1,3.2,0.06,0.12,0.19,0.06,0.19
58,Emmanuel Boateng,gh  GHA,FW,Levante,22,1996,16,7,699,7.8,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,1.7,1.7,0.1,1.7,0.21,0.01,0.22,0.21,0.22
59,Kevin-Prince Boateng,gh  GHA,FW,Barcelona,31,1987,3,3,239,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.05,0.11,0.06,0.11
60,Daniele Bonera,it  ITA,DF,Villarreal,37,1981,5,4,230,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
61,Sofiane Boufal,ma  MAR,"MF,FW",Celta Vigo,24,1993,35,25,2085,23.2,3,3,3,0,0,6,0,0.13,0.13,0.26,0.13,0.26,2.8,2.8,3.8,6.6,0.12,0.16,0.28,0.12,0.28
62,Yassine Bounou,ma  MAR,GK,Girona,27,1991,32,32,2861,31.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
63,Martin Braithwaite,dk  DEN,FW,Leganés,27,1991,19,16,1402,15.6,4,5,4,0,0,5,0,0.26,0.32,0.58,0.26,0.58,3.6,3.6,1.9,5.5,0.23,0.12,0.35,0.23,0.35
64,Darko Brašanac,rs  SRB,MF,Alavés,26,1992,24,17,1580,17.6,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.5,0.5,0.4,0.9,0.03,0.02,0.05,0.03,0.05
65,Rajko Brežančić,rs  SRB,DF,Huesca,28,1989,1,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
66,Bryan,es  ESP,"MF,FW",Sevilla,17,2001,11,0,167,1.9,1,1,1,0,0,0,0,0.54,0.54,1.08,0.54,1.08,0.5,0.5,0.5,0.9,0.25,0.25,0.50,0.25,0.50
67,Burgui,es  ESP,"MF,FW",Alavés,24,1993,16,5,555,6.2,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,0.9,0.9,0.6,1.6,0.15,0.10,0.26,0.15,0.26
68,Sergio Busquets,es  ESP,MF,Barcelona,30,1988,35,30,2715,30.2,0,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,0.4,0.4,1.2,1.5,0.01,0.04,0.05,0.01,0.05
69,Unai Bustinza,es  ESP,DF,Leganés,26,1992,25,24,2023,22.5,0,1,0,0,0,11,1,0.00,0.04,0.04,0.00,0.04,0.2,0.2,0.6,0.8,0.01,0.03,0.03,0.01,0.03
70,Erick Cabaco,uy  URU,DF,Levante,23,1995,21,20,1632,18.1,2,0,2,0,0,11,2,0.11,0.00,0.11,0.11,0.11,1.1,1.1,0.2,1.2,0.06,0.01,0.07,0.06,0.07
71,Gustavo Cabral,ar  ARG,DF,Celta Vigo,32,1985,24,21,1897,21.1,0,0,0,0,0,6,2,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.4,1.7,0.06,0.02,0.08,0.06,0.08
72,Leandro Cabrera,uy  URU,DF,Getafe,27,1991,32,31,2794,31.0,2,0,2,0,0,11,1,0.06,0.00,0.06,0.06,0.06,1.9,1.9,0.4,2.3,0.06,0.01,0.08,0.06,0.08
73,Jordi Calavera,es  ESP,DF,Eibar,22,1995,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
74,Fernando Calero,es  ESP,DF,Valladolid,22,1995,36,35,3130,34.8,1,0,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,0.6,0.6,0.2,0.8,0.02,0.01,0.02,0.02,0.02
75,Jonathan Calleri,ar  ARG,FW,Alavés,24,1993,34,33,2869,31.9,9,2,7,2,2,6,0,0.28,0.06,0.35,0.22,0.28,7.2,5.7,2.1,7.9,0.23,0.07,0.29,0.18,0.25
76,Juanjo Camacho,es  ESP,MF,Huesca,37,1980,3,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.20,0.76,0.96,0.20,0.96
77,Sergio Camello,es  ESP,FW,Atlético Madrid,17,2001,1,0,45,0.5,1,0,1,0,0,0,0,2.00,0.00,2.00,2.00,2.00,0.6,0.6,0.1,0.7,1.15,0.17,1.32,1.15,1.32
78,José Campaña,es  ESP,MF,Levante,25,1993,36,36,3210,35.7,4,9,4,0,0,11,0,0.11,0.25,0.36,0.11,0.36,1.5,1.5,4.0,5.5,0.04,0.11,0.15,0.04,0.15
79,Sergio Canales,es  ESP,"MF,FW",Betis,27,1991,32,30,2655,29.5,7,2,5,2,2,5,0,0.24,0.07,0.31,0.17,0.24,6.7,5.2,5.8,11.0,0.23,0.20,0.42,0.18,0.37
80,Ander Capa,es  ESP,DF,Athletic Club,26,1992,25,17,1642,18.2,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.0,1.6,0.03,0.05,0.09,0.03,0.09
81,Marc Cardona,es  ESP,"FW,MF",Eibar,23,1995,17,6,604,6.7,3,1,3,0,0,1,0,0.45,0.15,0.60,0.45,0.60,2.7,2.7,0.6,3.4,0.41,0.10,0.50,0.41,0.50
82,Daniel Carriço,pt  POR,DF,Sevilla,29,1988,24,24,2130,23.7,1,1,1,0,0,10,0,0.04,0.04,0.08,0.04,0.08,0.7,0.7,0.7,1.4,0.03,0.03,0.06,0.03,0.06
83,Guido Carrillo,ar  ARG,FW,Leganés,27,1991,32,23,1992,22.1,6,1,5,1,3,5,0,0.27,0.05,0.32,0.23,0.27,8.6,6.4,1.3,7.7,0.39,0.06,0.45,0.29,0.35
84,Dani Carvajal,es  ESP,DF,Real Madrid,26,1992,24,23,2107,23.4,1,2,1,0,0,10,0,0.04,0.09,0.13,0.04,0.13,0.4,0.4,3.2,3.7,0.02,0.14,0.16,0.02,0.16
85,William Carvalho,pt  POR,MF,Betis,26,1992,30,26,2385,26.5,0,5,0,0,0,7,0,0.00,0.19,0.19,0.00,0.19,0.6,0.6,2.0,2.5,0.02,0.07,0.10,0.02,0.10
86,Casemiro,br  BRA,MF,Real Madrid,26,1992,29,27,2312,25.7,3,0,3,0,0,7,1,0.12,0.00,0.12,0.12,0.12,1.8,1.8,0.7,2.4,0.07,0.03,0.09,0.07,0.09
87,Santiago Cáseres,ar  ARG,MF,Villarreal,21,1997,23,17,1588,17.6,0,1,0,0,0,10,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.9,1.2,0.02,0.05,0.07,0.02,0.07
88,Catena,es  ESP,DF,Rayo Vallecano,23,1994,2,2,176,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03
89,Santi Cazorla,es  ESP,"MF,FW",Villarreal,33,1984,35,30,2647,29.4,4,10,2,2,3,2,0,0.14,0.34,0.48,0.07,0.41,4.3,2.0,6.7,8.8,0.15,0.23,0.38,0.07,0.30
90,Dani Ceballos,es  ESP,"MF,FW",Real Madrid,21,1996,23,13,1248,13.9,3,0,3,0,0,3,0,0.22,0.00,0.22,0.22,0.22,2.3,2.3,1.7,4.0,0.16,0.12,0.29,0.16,0.29
91,Charles,br  BRA,FW,Eibar,34,1984,34,17,1739,19.3,14,1,8,6,7,4,0,0.72,0.05,0.78,0.41,0.47,11.6,6.3,1.0,7.3,0.60,0.05,0.65,0.33,0.38
92,Chechu,es  ESP,DF,Rayo Vallecano,36,1982,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
93,Chema,es  ESP,DF,Levante,26,1992,19,13,1254,13.9,2,0,2,0,0,7,0,0.14,0.00,0.14,0.14,0.14,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05
94,Denis Cheryshev,ru  RUS,"MF,FW",Valencia,27,1990,27,19,1706,19.0,2,2,2,0,0,2,0,0.11,0.11,0.21,0.11,0.21,3.2,3.2,6.8,10.0,0.17,0.36,0.53,0.17,0.53
95,Leandro Chichizola,ar  ARG,GK,Getafe,28,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
96,Samuel Chukwueze,ng  NGA,"FW,MF",Villarreal,19,1999,26,19,1706,19.0,5,2,5,0,0,2,0,0.26,0.11,0.37,0.26,0.37,5.2,5.2,1.5,6.8,0.28,0.08,0.36,0.28,0.36
97,Jasper Cillessen,nl  NED,GK,Barcelona,29,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
98,Coke,es  ESP,DF,Levante,31,1987,27,19,1817,20.2,4,0,4,0,0,5,1,0.20,0.00,0.20,0.20,0.20,1.2,1.2,1.5,2.7,0.06,0.07,0.13,0.06,0.13
99,Álex Collado,es  ESP,FW,Barcelona,19,1999,1,0,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.13,0.00,0.13,0.13,0.13
100,Santi Comesaña,es  ESP,MF,Rayo Vallecano,21,1996,25,23,2032,22.6,1,1,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,0.8,0.8,0.3,1.1,0.03,0.01,0.05,0.03,0.05
101,Duje Čop,hr  CRO,FW,Valladolid,28,1990,18,6,687,7.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2.8,2.8,1.2,3.9,0.36,0.15,0.52,0.36,0.52
102,Francis Coquelin,fr  FRA,MF,Valencia,27,1991,26,20,1761,19.6,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.7,1.1,0.02,0.04,0.06,0.02,0.06
103,Iñigo Córdoba,es  ESP,FW,Athletic Club,21,1997,23,15,1321,14.7,0,4,0,0,0,3,0,0.00,0.27,0.27,0.00,0.27,1.3,1.3,1.1,2.4,0.09,0.07,0.16,0.09,0.16
104,Ángel Correa,ar  ARG,"MF,FW",Atlético Madrid,23,1995,36,20,1919,21.3,3,2,3,0,0,7,1,0.14,0.09,0.23,0.14,0.23,2.2,2.2,4.4,6.6,0.10,0.21,0.31,0.10,0.31
105,Diego Costa,es  ESP,FW,Atlético Madrid,29,1988,16,14,1112,12.4,2,2,2,0,0,4,1,0.16,0.16,0.32,0.16,0.32,1.6,1.6,1.7,3.2,0.13,0.13,0.26,0.13,0.26
106,Jaume Costa,es  ESP,DF,Villarreal,30,1988,21,18,1495,16.6,1,0,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,0.8,1.4,0.04,0.05,0.09,0.04,0.09
107,David Costas,es  ESP,DF,Celta Vigo,23,1995,15,13,1173,13.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
108,Thibaut Courtois,be  BEL,GK,Real Madrid,26,1992,27,27,2430,27.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
109,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,26,1992,34,22,2018,22.4,5,2,5,0,0,2,0,0.22,0.09,0.31,0.22,0.31,7.2,7.2,3.5,10.6,0.32,0.15,0.47,0.32,0.47
110,Sebastián Cristóforo,uy  URU,"MF,FW",Getafe,24,1993,15,4,450,5.0,0,2,0,0,0,3,0,0.00,0.40,0.40,0.00,0.40,0.0,0.0,0.5,0.5,0.00,0.09,0.10,0.00,0.10
111,Cucho,co  COL,FW,Huesca,19,1999,34,25,2150,23.9,4,3,2,2,2,6,0,0.17,0.13,0.29,0.08,0.21,10.0,8.5,2.1,10.5,0.42,0.09,0.50,0.35,0.44
112,Marc Cucurella,es  ESP,"MF,FW",Eibar,20,1998,31,26,2354,26.2,1,2,1,0,0,6,0,0.04,0.08,0.11,0.04,0.11,1.8,1.8,3.4,5.2,0.07,0.13,0.20,0.07,0.20
113,Iván Cuéllar,es  ESP,GK,Leganés,34,1984,34,34,3055,33.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
114,Sergi Darder,es  ESP,MF,Espanyol,24,1993,34,32,2709,30.1,5,2,5,0,0,8,1,0.17,0.07,0.23,0.17,0.23,3.5,3.5,4.4,8.0,0.12,0.15,0.26,0.12,0.26
115,Moisés Delgado,es  ESP,DF,Valladolid,24,1994,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.06,0.06,0.01,0.06
116,Ousmane Dembélé,fr  FRA,"FW,MF",Barcelona,21,1997,29,20,1661,18.5,8,5,8,0,0,1,0,0.43,0.27,0.70,0.43,0.70,3.7,3.7,4.7,8.4,0.20,0.26,0.46,0.20,0.46
117,Franco Di Santo,ar  ARG,FW,Rayo Vallecano,29,1989,6,1,172,1.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
