,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
13,Carles Aleñá,es  ESP,MF,Barcelona,20,1998,7.1,540,587,92.0,9394,1852,260,270,96.3,221,236,93.6,53,67,79.1,0,0.7,-0.7,9,58,5,0,39
14,Alexander,ar  ARG,DF,Leganés,29,1988,0.1,4,7,57.1,45,34,4,4,100.0,0,1,0.0,0,2,0.0,0,0.0,0.0,0,0,0,0,1
15,Júnior Alonso,py  PAR,"DF,MF",Celta Vigo,25,1993,6.0,237,319,74.3,4324,1897,97,115,84.3,111,140,79.3,26,56,46.4,0,0.2,-0.2,5,20,4,3,23
16,Yeray Álvarez,es  ESP,DF,Athletic Club,23,1995,29.0,1027,1247,82.4,22656,8314,292,323,90.4,526,582,90.4,205,331,61.9,0,0.0,0.0,1,78,5,1,66
17,Ibrahim Amadou,fr  FRA,"MF,DF",Sevilla,25,1993,8.5,313,365,85.8,5925,1258,131,146,89.7,135,154,87.7,42,52,80.8,0,0.1,-0.1,4,17,2,0,23
18,Jordi Amat,es  ESP,DF,Rayo Vallecano,26,1992,30.7,1081,1289,83.9,23563,8418,330,376,87.8,532,585,90.9,210,302,69.5,0,0.1,-0.1,4,71,0,0,83
19,Amath,sn  SEN,"MF,FW",Getafe,22,1996,11.1,151,217,69.6,2506,840,88,109,80.7,47,67,70.1,16,31,51.6,2,0.7,+1.3,9,13,10,4,23
20,Miguel Ángel Moyá,es  ESP,GK,Real Sociedad,34,1984,11.0,292,362,80.7,9462,5487,31,31,100.0,123,124,99.2,138,207,66.7,0,0.0,0.0,0,0,0,0,0
21,José Ángel,es  ESP,DF,Eibar,28,1989,33.6,1403,2147,65.3,32444,15589,414,477,86.8,646,846,76.4,332,759,43.7,1,3.6,-2.6,53,181,76,30,185
22,Antoñito,es  ESP,"DF,MF",Valladolid,30,1987,20.7,671,902,74.4,11242,5016,334,368,90.8,268,345,77.7,57,149,38.3,1,1.9,-0.9,23,50,25,13,75
23,Vitorino Antunes,pt  POR,DF,Getafe,31,1987,24.2,713,1178,60.5,15239,8474,251,312,80.4,314,453,69.3,136,361,37.7,3,2.7,+0.3,29,77,34,17,88
24,Anuar,ma  MAR,MF,Valladolid,23,1995,12.0,306,401,76.3,5423,1024,143,177,80.8,124,155,80.0,32,51,62.7,0,0.1,-0.1,3,16,2,1,15
25,Emmanuel Apeh,ng  NGA,MF,Celta Vigo,21,1996,0.2,6,7,85.7,68,2,2,3,66.7,2,2,100.0,0,0,,0,0.1,-0.1,1,1,0,0,0
26,Mauro Arambarri,uy  URU,MF,Getafe,22,1995,29.7,560,804,69.7,12668,3657,199,253,78.7,193,269,71.7,151,243,62.1,2,1.6,+0.4,15,74,8,2,90
27,Guilherme Arana,br  BRA,"MF,DF",Sevilla,21,1997,7.0,239,295,81.0,3834,1071,123,146,84.2,101,117,86.3,14,24,58.3,0,0.1,-0.1,2,5,1,1,8
28,Néstor Araujo,mx  MEX,DF,Celta Vigo,26,1991,29.8,1299,1478,87.9,27487,8432,325,360,90.3,777,838,92.7,188,260,72.3,0,0.3,-0.3,4,57,6,2,57
29,Anaitz Arbilla,es  ESP,DF,Eibar,31,1987,21.7,855,1094,78.2,21848,7004,177,208,85.1,410,473,86.7,263,398,66.1,2,0.4,+1.6,4,126,6,1,83
30,Santiago Arias,co  COL,DF,Atlético Madrid,26,1992,19.7,821,1037,79.2,13087,5983,427,477,89.5,330,418,78.9,43,100,43.0,1,1.0,0.0,14,46,26,9,97
31,José Arnaiz,es  ESP,"DF,MF",Leganés,23,1995,1.3,25,32,78.1,337,23,13,17,76.5,11,13,84.6,0,1,0.0,0,0.1,-0.1,1,0,0,0,0
32,Sergio Asenjo,es  ESP,GK,Villarreal,29,1989,32.0,521,805,64.7,19300,12895,50,50,100.0,211,216,97.7,259,538,48.1,0,0.0,0.0,0,15,0,0,1
33,Marco Asensio,es  ESP,FW,Real Madrid,22,1996,19.8,842,1020,82.5,13292,3242,487,540,90.2,262,308,85.1,78,123,63.4,4,4.0,0.0,33,52,50,18,77
34,Iago Aspas,es  ESP,FW,Celta Vigo,30,1987,25.0,722,904,79.9,11754,2520,383,458,83.6,248,300,82.7,71,100,71.0,6,5.3,+0.7,52,40,33,4,70
35,Ezequiel Ávila,ar  ARG,"FW,MF",Huesca,24,1994,22.2,314,576,54.5,6623,2291,142,212,67.0,96,179,53.6,66,144,45.8,2,2.7,-0.7,21,47,17,5,63
36,Abdoulaye Ba,sn  SEN,DF,Rayo Vallecano,27,1991,23.4,856,1037,82.5,19639,6851,212,235,90.2,445,488,91.2,194,301,64.5,0,0.0,0.0,1,28,0,0,28
37,Carlos Bacca,co  COL,FW,Villarreal,31,1986,14.1,192,274,70.1,2908,657,112,161,69.6,57,80,71.3,16,23,69.6,1,2.2,-1.2,23,7,6,0,18
38,Gareth Bale,wal  WAL,FW,Real Madrid,29,1989,19.8,569,783,72.7,9852,2164,317,381,83.2,173,252,68.7,68,119,57.1,3,2.3,+0.7,17,42,23,10,50
39,Mikel Balenziaga,es  ESP,DF,Athletic Club,30,1988,5.8,174,230,75.7,2989,1099,81,91,89.0,77,98,78.6,14,34,41.2,0,0.4,-0.4,3,9,3,1,15
40,Éver Banega,ar  ARG,MF,Sevilla,30,1988,29.6,1820,2208,82.4,40151,13352,613,672,91.2,781,882,88.5,408,602,67.8,5,3.4,+1.6,52,224,40,5,240
41,Léo Baptistão,br  BRA,"FW,MF",Espanyol,25,1992,13.7,289,394,73.4,4561,1115,149,186,80.1,116,144,80.6,18,33,54.5,2,2.7,-0.7,22,17,16,4,33
42,Enis Bardhi,mk  MKD,MF,Levante,23,1995,31.5,894,1211,73.8,15555,4756,451,554,81.4,305,380,80.3,111,218,50.9,4,2.8,+1.2,27,89,34,10,97
43,Antonio Barragán,es  ESP,"DF,MF",Betis,31,1987,10.4,540,650,83.1,9051,3364,281,317,88.6,205,235,87.2,48,79,60.8,0,0.8,-0.8,10,26,16,8,45
44,Ander Barrenetxea,es  ESP,"FW,MF",Real Sociedad,16,2001,4.4,87,115,75.7,1256,286,52,61,85.2,30,37,81.1,4,10,40.0,0,0.6,-0.6,6,5,3,1,7
45,Marc Bartra,es  ESP,DF,Betis,27,1991,32.5,1993,2254,88.4,41893,12647,556,588,94.6,1117,1180,94.7,305,453,67.3,0,0.4,-0.4,4,133,4,0,83
46,Borja Bastón,es  ESP,FW,Alavés,25,1992,16.0,208,321,64.8,2732,470,131,180,72.8,62,97,63.9,4,11,36.4,1,1.1,-0.1,9,11,4,1,11
47,Michy Batshuayi,be  BEL,FW,Valencia,24,1993,5.9,106,140,75.7,1789,315,59,75,78.7,32,43,74.4,13,16,81.3,0,0.7,-0.7,8,5,4,0,8
48,Jon Bautista,es  ESP,FW,Real Sociedad,23,1995,6.6,83,136,61.0,1147,209,49,78,62.8,26,43,60.5,4,5,80.0,0,0.1,-0.1,3,5,2,0,9
49,Fran Beltrán,es  ESP,MF,Celta Vigo,19,1999,16.9,798,884,90.3,14720,2870,334,368,90.8,348,375,92.8,104,122,85.2,0,0.7,-0.7,11,53,6,0,52
50,Wissam Ben Yedder,fr  FRA,FW,Sevilla,27,1990,31.2,578,788,73.4,8198,1877,360,439,82.0,167,233,71.7,34,66,51.5,9,6.6,+2.4,41,47,27,6,56
51,Karim Benzema,fr  FRA,FW,Real Madrid,30,1987,32.8,1011,1212,83.4,15068,2804,619,704,87.9,278,324,85.8,79,108,73.1,6,5.6,+0.4,48,82,58,5,97
52,Yuri Berchiche,es  ESP,"DF,FW",Athletic Club,28,1990,34.7,1392,1734,80.3,24282,9846,633,719,88.0,622,734,84.7,121,224,54.0,2,1.6,+0.4,18,101,33,19,136
53,Markel Bergara,es  ESP,MF,Getafe,32,1986,0.6,15,21,71.4,247,86,8,11,72.7,5,7,71.4,1,1,100.0,0,0.0,0.0,0,3,1,1,2
54,Pedro Bigas,es  ESP,DF,Eibar,27,1990,6.5,249,307,81.1,6243,1798,52,58,89.7,120,140,85.7,75,105,71.4,1,0.3,+0.7,1,29,2,0,34
55,Alejandro Blanco,es  ESP,"FW,MF",Alavés,19,1998,0.2,4,6,66.7,37,10,4,6,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
56,Rubén Blanco,es  ESP,GK,Celta Vigo,23,1995,25.0,529,813,65.1,18661,12573,63,65,96.9,240,240,100.0,225,507,44.4,0,0.1,-0.1,2,15,1,0,0
57,Pablo de Blasis,ar  ARG,"DF,MF",Eibar,30,1988,16.9,554,793,69.9,10301,4298,230,269,85.5,256,337,76.0,65,159,40.9,0,2.1,-2.1,21,68,31,16,75
58,Emmanuel Boateng,gh  GHA,FW,Levante,22,1996,7.8,70,107,65.4,924,152,44,63,69.8,20,31,64.5,3,9,33.3,0,0.1,-0.1,2,5,1,0,4
59,Kevin-Prince Boateng,gh  GHA,FW,Barcelona,31,1987,2.7,49,65,75.4,652,58,30,39,76.9,12,15,80.0,4,5,80.0,0,0.1,-0.1,2,2,0,0,2
60,Daniele Bonera,it  ITA,DF,Villarreal,37,1981,2.6,86,94,91.5,1937,594,22,22,100.0,46,49,93.9,18,22,81.8,0,0.0,0.0,0,5,0,0,3
61,Sofiane Boufal,ma  MAR,"MF,FW",Celta Vigo,24,1993,23.2,674,885,76.2,10717,2836,382,442,86.4,217,276,78.6,61,121,50.4,3,3.8,-0.8,39,49,38,5,81
62,Yassine Bounou,ma  MAR,GK,Girona,27,1991,31.8,641,963,66.6,21944,13092,48,48,100.0,289,292,99.0,301,620,48.5,0,0.0,0.0,0,14,0,0,0
63,Martin Braithwaite,dk  DEN,FW,Leganés,27,1991,15.6,184,249,73.9,2473,381,119,150,79.3,53,71,74.6,7,13,53.8,5,1.9,+3.1,14,11,4,0,9
64,Darko Brašanac,rs  SRB,MF,Alavés,26,1992,17.6,494,617,80.1,8965,2371,202,239,84.5,227,266,85.3,56,87,64.4,1,0.4,+0.6,9,44,5,1,44
65,Rajko Brežančić,rs  SRB,DF,Huesca,28,1989,0.7,15,24,62.5,292,109,8,11,72.7,5,7,71.4,2,5,40.0,0,0.0,0.0,0,2,0,0,2
66,Bryan,es  ESP,"MF,FW",Sevilla,17,2001,1.9,54,81,66.7,732,179,33,41,80.5,18,26,69.2,1,6,16.7,1,0.5,+0.5,2,3,2,1,4
67,Burgui,es  ESP,"MF,FW",Alavés,24,1993,6.2,167,212,78.8,2930,961,85,98,86.7,57,72,79.2,22,35,62.9,0,0.6,-0.6,11,17,7,2,23
68,Sergio Busquets,es  ESP,MF,Barcelona,30,1988,30.2,2163,2397,90.2,40275,10802,877,952,92.1,960,1039,92.4,280,331,84.6,1,1.2,-0.2,15,239,15,0,167
69,Unai Bustinza,es  ESP,DF,Leganés,26,1992,22.5,708,1011,70.0,15323,6592,228,269,84.8,334,416,80.3,135,304,44.4,1,0.6,+0.4,11,66,13,7,67
70,Erick Cabaco,uy  URU,DF,Levante,23,1995,18.1,516,708,72.9,11107,5274,182,207,87.9,226,284,79.6,100,200,50.0,0,0.2,-0.2,3,60,6,0,59
71,Gustavo Cabral,ar  ARG,DF,Celta Vigo,32,1985,21.1,807,926,87.1,17145,4751,222,239,92.9,445,488,91.2,131,182,72.0,0,0.4,-0.4,4,36,2,0,29
72,Leandro Cabrera,uy  URU,DF,Getafe,27,1991,31.0,576,1073,53.7,15494,7731,126,195,64.6,245,395,62.0,200,441,45.4,0,0.4,-0.4,4,89,9,3,95
73,Jordi Calavera,es  ESP,DF,Eibar,22,1995,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
74,Fernando Calero,es  ESP,DF,Valladolid,22,1995,34.8,1221,1432,85.3,25946,9756,356,395,90.1,668,716,93.3,193,311,62.1,0,0.2,-0.2,5,97,5,1,82
75,Jonathan Calleri,ar  ARG,FW,Alavés,24,1993,31.9,457,740,61.8,6842,1613,265,371,71.4,132,241,54.8,38,73,52.1,2,2.1,-0.1,22,36,19,7,48
76,Juanjo Camacho,es  ESP,MF,Huesca,37,1980,0.4,13,22,59.1,95,43,8,11,72.7,1,4,25.0,0,3,0.0,0,0.3,-0.3,2,0,0,0,0
77,Sergio Camello,es  ESP,FW,Atlético Madrid,17,2001,0.5,8,10,80.0,123,34,5,5,100.0,3,3,100.0,0,1,0.0,0,0.1,-0.1,1,0,0,0,1
78,José Campaña,es  ESP,MF,Levante,25,1993,35.7,1584,1965,80.6,29282,9205,693,782,88.6,641,739,86.7,225,387,58.1,9,4.0,+5.0,51,156,25,6,185
79,Sergio Canales,es  ESP,"MF,FW",Betis,27,1991,29.5,1554,1859,83.6,27961,5084,704,756,93.1,669,741,90.3,159,306,52.0,2,5.8,-3.8,56,96,40,11,99
80,Ander Capa,es  ESP,DF,Athletic Club,26,1992,18.2,673,919,73.2,11706,4540,308,356,86.5,293,386,75.9,58,129,45.0,0,1.0,-1.0,10,40,27,8,63
81,Marc Cardona,es  ESP,"FW,MF",Eibar,23,1995,6.7,128,179,71.5,1793,379,81,102,79.4,38,53,71.7,5,12,41.7,1,0.6,+0.4,5,8,4,1,9
82,Daniel Carriço,pt  POR,DF,Sevilla,29,1988,23.7,806,989,81.5,16321,6048,294,321,91.6,366,414,88.4,139,240,57.9,1,0.7,+0.3,5,53,7,1,57
83,Guido Carrillo,ar  ARG,FW,Leganés,27,1991,22.1,416,623,66.8,5593,944,265,360,73.6,111,181,61.3,17,36,47.2,1,1.3,-0.3,18,34,4,0,32
84,Dani Carvajal,es  ESP,DF,Real Madrid,26,1992,23.4,1591,1834,86.8,27635,9118,820,892,91.9,569,643,88.5,186,238,78.2,2,3.2,-1.2,29,84,28,8,104
85,William Carvalho,pt  POR,MF,Betis,26,1992,26.5,1704,1911,89.2,31916,7781,703,777,90.5,764,819,93.3,213,269,79.2,5,2.0,+3.0,17,202,28,0,176
86,Casemiro,br  BRA,MF,Real Madrid,26,1992,25.7,1438,1629,88.3,28199,7180,612,660,92.7,542,601,90.2,256,322,79.5,0,0.7,-0.7,13,110,14,1,107
87,Santiago Cáseres,ar  ARG,MF,Villarreal,21,1997,17.6,781,861,90.7,16401,3588,268,286,93.7,348,376,92.6,155,182,85.2,1,0.9,+0.1,15,75,5,1,69
88,Catena,es  ESP,DF,Rayo Vallecano,23,1994,2.0,78,88,88.6,1743,628,25,26,96.2,35,37,94.6,18,23,78.3,0,0.0,0.0,0,6,0,0,8
89,Santi Cazorla,es  ESP,"MF,FW",Villarreal,33,1984,29.4,1413,1744,81.0,29624,9487,532,596,89.3,601,688,87.4,264,429,61.5,10,6.7,+3.3,73,163,50,10,176
90,Dani Ceballos,es  ESP,"MF,FW",Real Madrid,21,1996,13.9,964,1045,92.2,15986,3292,495,527,93.9,365,382,95.5,84,97,86.6,0,1.7,-1.7,25,88,16,1,62
91,Charles,br  BRA,FW,Eibar,34,1984,19.3,386,561,68.8,5384,925,247,321,76.9,106,174,60.9,21,30,70.0,1,1.0,0.0,16,36,10,1,35
92,Chechu,es  ESP,DF,Rayo Vallecano,36,1982,1.0,43,50,86.0,962,365,9,11,81.8,27,31,87.1,7,8,87.5,0,0.0,0.0,0,6,0,0,3
93,Chema,es  ESP,DF,Levante,26,1992,13.9,285,380,75.0,6210,2839,94,111,84.7,133,152,87.5,56,111,50.5,0,0.1,-0.1,2,23,1,0,33
94,Denis Cheryshev,ru  RUS,"MF,FW",Valencia,27,1990,19.0,472,722,65.4,8457,2608,215,287,74.9,194,283,68.6,55,119,46.2,2,6.8,-4.8,35,34,37,21,66
95,Leandro Chichizola,ar  ARG,GK,Getafe,28,1990,1.0,12,26,46.2,597,454,0,0,,3,3,100.0,9,23,39.1,0,0.0,0.0,0,2,0,0,0
96,Samuel Chukwueze,ng  NGA,"FW,MF",Villarreal,19,1999,19.0,387,540,71.7,6785,1823,190,240,79.2,148,193,76.7,45,73,61.6,2,1.5,+0.5,23,24,21,4,57
97,Jasper Cillessen,nl  NED,GK,Barcelona,29,1989,3.0,102,115,88.7,2543,1438,16,16,100.0,59,59,100.0,25,38,65.8,0,0.0,0.0,0,0,0,0,0
98,Coke,es  ESP,DF,Levante,31,1987,20.2,700,925,75.7,12239,5761,348,406,85.7,282,354,79.7,64,133,48.1,0,1.5,-1.5,15,40,22,10,81
99,Álex Collado,es  ESP,FW,Barcelona,19,1999,0.9,24,28,85.7,356,41,15,17,88.2,8,8,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1
100,Santi Comesaña,es  ESP,MF,Rayo Vallecano,21,1996,22.6,916,1075,85.2,18193,5038,337,387,87.1,417,467,89.3,143,184,77.7,1,0.3,+0.7,10,70,9,3,80
101,Duje Čop,hr  CRO,FW,Valladolid,28,1990,7.6,120,176,68.2,1589,298,73,92,79.3,29,51,56.9,9,13,69.2,0,1.2,-1.2,10,5,6,5,7
102,Francis Coquelin,fr  FRA,MF,Valencia,27,1991,19.6,840,974,86.2,16494,4326,341,381,89.5,362,400,90.5,129,172,75.0,1,0.7,+0.3,16,89,7,0,73
103,Iñigo Córdoba,es  ESP,FW,Athletic Club,21,1997,14.7,308,457,67.4,4828,1473,179,228,78.5,101,139,72.7,25,64,39.1,4,1.1,+2.9,16,16,20,9,28
104,Ángel Correa,ar  ARG,"MF,FW",Atlético Madrid,23,1995,21.3,566,766,73.9,8494,2177,331,398,83.2,191,255,74.9,29,60,48.3,2,4.4,-2.4,33,54,22,3,62
105,Diego Costa,es  ESP,FW,Atlético Madrid,29,1988,12.4,220,311,70.7,2992,414,144,177,81.4,56,87,64.4,10,14,71.4,2,1.7,+0.3,9,8,8,0,16
106,Jaume Costa,es  ESP,DF,Villarreal,30,1988,16.6,781,964,81.0,14164,5785,324,358,90.5,379,431,87.9,72,149,48.3,0,0.8,-0.8,10,75,19,6,88
107,David Costas,es  ESP,DF,Celta Vigo,23,1995,13.0,614,689,89.1,12945,3973,177,190,93.2,325,344,94.5,107,142,75.4,0,0.0,0.0,0,34,0,0,21
108,Thibaut Courtois,be  BEL,GK,Real Madrid,26,1992,27.0,643,831,77.4,18387,9686,76,76,100.0,371,374,99.2,194,378,51.3,0,0.0,0.0,0,0,0,0,0
109,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,26,1992,22.4,1260,1464,86.1,19541,4130,711,778,91.4,449,494,90.9,79,136,58.1,2,3.5,-1.5,32,94,51,3,108
110,Sebastián Cristóforo,uy  URU,"MF,FW",Getafe,24,1993,5.0,120,155,77.4,2371,813,49,57,86.0,44,49,89.8,22,38,57.9,2,0.5,+1.5,6,16,2,0,15
111,Cucho,co  COL,FW,Huesca,19,1999,23.9,403,606,66.5,6898,1888,214,285,75.1,122,184,66.3,53,93,57.0,3,2.1,+0.9,26,30,36,13,51
112,Marc Cucurella,es  ESP,"MF,FW",Eibar,20,1998,26.2,763,997,76.5,12127,3490,408,474,86.1,296,385,76.9,48,90,53.3,2,3.4,-1.4,32,44,29,14,68
113,Iván Cuéllar,es  ESP,GK,Leganés,34,1984,33.9,576,1051,54.8,26398,19894,30,31,96.8,149,156,95.5,397,864,45.9,0,0.0,0.0,0,33,1,0,0
114,Sergi Darder,es  ESP,MF,Espanyol,24,1993,30.1,1025,1313,78.1,19696,5741,413,481,85.9,452,537,84.2,149,260,57.3,2,4.4,-2.4,35,124,32,5,135
115,Moisés Delgado,es  ESP,DF,Valladolid,24,1994,3.0,71,100,71.0,1245,475,32,35,91.4,30,40,75.0,7,21,33.3,0,0.2,-0.2,3,9,3,2,6
116,Ousmane Dembélé,fr  FRA,"FW,MF",Barcelona,21,1997,18.5,790,1018,77.6,12801,2943,433,513,84.4,272,347,78.4,69,113,61.1,5,4.7,+0.3,46,51,47,12,70
117,Franco Di Santo,ar  ARG,FW,Rayo Vallecano,29,1989,1.9,22,36,61.1,271,24,16,23,69.6,4,10,40.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0
118,Mouctar Diakhaby,fr  FRA,DF,Valencia,21,1996,17.6,592,688,86.0,12641,4126,172,194,88.7,321,349,92.0,96,138,69.6,0,0.0,0.0,0,25,0,0,30
119,Brahim Díaz,es  ESP,FW,Real Madrid,18,1999,4.2,147,174,84.5,1978,475,98,105,93.3,38,50,76.0,6,10,60.0,1,1.2,-0.2,6,10,6,0,13
120,Javier Díaz,es  ESP,GK,Sevilla,21,1997,1.0,14,24,58.3,485,300,0,0,,8,9,88.9,6,15,40.0,0,0.0,0.0,0,0,0,0,0
121,Adrián Diéguez,es  ESP,DF,Huesca,22,1996,8.3,153,200,76.5,3193,1329,55,59,93.2,75,86,87.2,23,52,44.2,0,0.0,0.0,1,6,0,0,10
122,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,24,1993,21.0,430,648,66.4,16020,11139,29,31,93.5,189,194,97.4,212,422,50.2,0,0.0,0.0,0,11,1,0,0
123,Papakouli Diop,sn  SEN,MF,Eibar,32,1986,26.1,850,1145,74.2,17339,4316,272,356,76.4,449,567,79.2,121,197,61.4,1,0.7,+0.3,9,121,16,1,123
124,Djené,tg  TOG,DF,Getafe,26,1991,33.1,705,973,72.5,16148,5352,175,226,77.4,362,452,80.1,164,273,60.1,0,0.2,-0.2,5,50,6,1,72
125,Marko Dmitrović,rs  SRB,GK,Eibar,26,1992,24.0,371,748,49.6,17658,14230,29,29,100.0,94,96,97.9,248,623,39.8,0,0.0,0.0,0,45,0,0,0
126,Jaume Doménech,es  ESP,GK,Valencia,27,1990,4.0,58,94,61.7,2173,1690,6,6,100.0,21,21,100.0,31,67,46.3,0,0.0,0.0,0,0,0,0,0
127,Cheick Doukouré,ci  CIV,MF,Levante,25,1992,3.5,85,113,75.2,1614,420,32,47,68.1,42,51,82.4,9,12,75.0,0,0.0,0.0,0,11,1,0,11
128,Seydou Doumbia,ci  CIV,FW,Girona,30,1987,6.0,52,71,73.2,653,119,35,44,79.5,12,15,80.0,2,3,66.7,0,0.0,0.0,0,2,2,0,5
129,Óscar Duarte,cr  CRC,"DF,MF",Espanyol,29,1989,7.3,300,342,87.7,6568,1960,80,84,95.2,165,177,93.2,52,75,69.3,0,0.1,-0.1,2,18,3,0,15
130,Rubén Duarte,es  ESP,DF,Alavés,22,1995,30.8,847,1231,68.8,16222,8064,360,420,85.7,349,468,74.6,126,303,41.6,0,1.4,-1.4,21,95,21,11,85
131,Hugo Duro,es  ESP,"MF,FW",Getafe,18,1999,4.6,46,68,67.6,573,143,34,41,82.9,8,17,47.1,2,5,40.0,0,0.4,-0.4,1,1,2,0,3
132,Raphael Dwamena,gh  GHA,FW,Levante,22,1995,2.5,31,49,63.3,460,108,17,25,68.0,9,15,60.0,2,4,50.0,1,0.7,+0.3,4,3,2,1,2
133,Dennis Eckert,de  GER,FW,Celta Vigo,21,1997,2.4,30,43,69.8,432,73,18,23,78.3,10,14,71.4,2,2,100.0,0,0.1,-0.1,3,0,0,0,2
134,Aritz Elustondo,es  ESP,DF,Real Sociedad,24,1994,25.0,973,1219,79.8,19576,6906,305,346,88.2,535,605,88.4,126,232,54.3,0,0.6,-0.6,8,55,12,7,60
135,Gorka Elustondo,es  ESP,MF,Rayo Vallecano,31,1987,3.2,107,133,80.5,2274,784,39,47,83.0,44,52,84.6,21,28,75.0,0,0.2,-0.2,2,9,3,1,12
136,Rodrigo Ely,br  BRA,DF,Alavés,24,1993,4.8,100,135,74.1,2651,994,23,26,88.5,46,56,82.1,31,49,63.3,0,0.0,0.0,1,8,0,0,5
137,Adri Embarba,es  ESP,"FW,MF",Rayo Vallecano,26,1992,25.4,510,837,60.9,9910,3364,230,293,78.5,176,255,69.0,89,231,38.5,6,6.2,-0.2,56,34,24,15,40
138,Emerson,br  BRA,DF,Betis,19,1999,3.5,164,202,81.2,2309,884,108,122,88.5,43,57,75.4,8,13,61.5,0,0.3,-0.3,5,4,7,2,14
139,Youssef En-Nesyri,ma  MAR,FW,Leganés,21,1997,23.4,278,495,56.2,4351,1104,176,264,66.7,68,137,49.6,26,60,43.3,2,1.2,+0.8,15,26,8,3,37
140,Sergi Enrich,es  ESP,FW,Eibar,28,1990,28.7,683,926,73.8,9507,1207,446,565,78.9,181,254,71.3,31,45,68.9,4,3.6,+0.4,27,29,13,1,38
141,Javier Eraso,es  ESP,"MF,FW",Leganés,28,1990,7.0,175,229,76.4,2862,529,92,104,88.5,64,80,80.0,16,33,48.5,0,0.8,-0.8,6,17,1,0,9
142,Gonzalo Escalante,ar  ARG,MF,Eibar,25,1993,19.9,597,768,77.7,11065,2206,251,308,81.5,271,325,83.4,69,107,64.5,1,1.0,0.0,9,60,7,1,59
143,Sergio Escudero,es  ESP,"DF,MF",Sevilla,28,1989,17.2,752,951,79.1,13180,5433,342,371,92.2,334,402,83.1,64,146,43.8,1,1.1,-0.1,10,61,27,9,84
