,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Performance,PKatt_Performance,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
32,Sergio Asenjo,es  ESP,GK,Villarreal,29,1989,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
33,Marco Asensio,es  ESP,FW,Real Madrid,22,1996,19.8,1,45,17,37.8,2.28,0.86,0.02,0.06,17.9,1,0,0,4.4,4.4,0.10,-3.4,-3.4
34,Iago Aspas,es  ESP,FW,Celta Vigo,30,1987,25.0,20,64,26,40.6,2.56,1.04,0.23,0.58,16.3,10,5,5,13.2,9.4,0.15,+6.8,+5.6
35,Ezequiel Ávila,ar  ARG,"FW,MF",Huesca,24,1994,22.2,10,89,23,25.8,4.01,1.04,0.10,0.39,19.4,2,1,1,6.6,5.9,0.07,+3.4,+3.1
36,Abdoulaye Ba,sn  SEN,DF,Rayo Vallecano,27,1991,23.4,1,9,4,44.4,0.38,0.17,0.11,0.25,8.0,0,0,0,1.1,1.1,0.13,-0.1,-0.1
37,Carlos Bacca,co  COL,FW,Villarreal,31,1986,14.1,6,30,14,46.7,2.13,0.99,0.17,0.36,14.4,0,1,1,5.7,5.0,0.17,+0.3,0.0
38,Gareth Bale,wal  WAL,FW,Real Madrid,29,1989,19.8,8,74,31,41.9,3.73,1.56,0.09,0.23,18.4,10,1,1,8.3,7.6,0.10,-0.3,-0.6
39,Mikel Balenziaga,es  ESP,DF,Athletic Club,30,1988,5.8,0,1,0,0.0,0.17,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.01,0.0,0.0
40,Éver Banega,ar  ARG,MF,Sevilla,30,1988,29.6,3,32,8,25.0,1.08,0.27,0.03,0.13,25.4,7,2,2,3.2,1.7,0.05,-0.2,-0.7
41,Léo Baptistão,br  BRA,"FW,MF",Espanyol,25,1992,13.7,2,40,15,37.5,2.92,1.09,0.03,0.07,18.2,0,1,1,4.7,4.0,0.10,-2.7,-3.0
42,Enis Bardhi,mk  MKD,MF,Levante,23,1995,31.5,3,63,18,28.6,2.00,0.57,0.05,0.17,23.9,18,0,0,3.7,3.7,0.06,-0.7,-0.7
43,Antonio Barragán,es  ESP,"DF,MF",Betis,31,1987,10.4,0,3,0,0.0,0.29,0.00,0.00,,17.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2
44,Ander Barrenetxea,es  ESP,"FW,MF",Real Sociedad,16,2001,4.4,1,5,2,40.0,1.13,0.45,0.20,0.50,13.0,0,0,0,0.4,0.4,0.07,+0.6,+0.6
45,Marc Bartra,es  ESP,DF,Betis,27,1991,32.5,1,10,3,30.0,0.31,0.09,0.10,0.33,24.3,1,0,0,0.7,0.7,0.07,+0.3,+0.3
46,Borja Bastón,es  ESP,FW,Alavés,25,1992,16.0,5,34,10,29.4,2.13,0.63,0.15,0.50,10.2,0,0,0,5.7,5.7,0.17,-0.7,-0.7
47,Michy Batshuayi,be  BEL,FW,Valencia,24,1993,5.9,1,18,7,38.9,3.07,1.20,0.06,0.14,16.3,0,0,0,2.3,2.3,0.13,-1.3,-1.3
48,Jon Bautista,es  ESP,FW,Real Sociedad,23,1995,6.6,1,19,5,26.3,2.86,0.75,0.05,0.20,11.4,0,0,0,2.5,2.5,0.13,-1.5,-1.5
49,Fran Beltrán,es  ESP,MF,Celta Vigo,19,1999,16.9,1,18,4,22.2,1.07,0.24,0.06,0.25,22.6,0,0,0,0.8,0.8,0.04,+0.2,+0.2
50,Wissam Ben Yedder,fr  FRA,FW,Sevilla,27,1990,31.2,18,73,34,46.6,2.34,1.09,0.22,0.47,11.7,0,2,2,17.6,16.0,0.22,+0.4,0.0
51,Karim Benzema,fr  FRA,FW,Real Madrid,30,1987,32.8,21,99,41,41.4,3.02,1.25,0.18,0.44,13.5,0,3,3,15.7,13.5,0.14,+5.3,+4.5
52,Yuri Berchiche,es  ESP,"DF,FW",Athletic Club,28,1990,34.7,2,27,6,22.2,0.78,0.17,0.07,0.33,20.6,0,0,0,1.3,1.3,0.05,+0.7,+0.7
53,Markel Bergara,es  ESP,MF,Getafe,32,1986,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
54,Pedro Bigas,es  ESP,DF,Eibar,27,1990,6.5,0,3,0,0.0,0.46,0.00,0.00,,9.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
55,Alejandro Blanco,es  ESP,"FW,MF",Alavés,19,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
56,Rubén Blanco,es  ESP,GK,Celta Vigo,23,1995,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
57,Pablo de Blasis,ar  ARG,"DF,MF",Eibar,30,1988,16.9,2,12,8,66.7,0.71,0.47,0.17,0.25,18.4,0,0,0,1.1,1.1,0.09,+0.9,+0.9
58,Emmanuel Boateng,gh  GHA,FW,Levante,22,1996,7.8,1,19,4,21.1,2.45,0.52,0.05,0.25,13.8,0,0,0,1.7,1.7,0.09,-0.7,-0.7
59,Kevin-Prince Boateng,gh  GHA,FW,Barcelona,31,1987,2.7,0,3,1,33.3,1.13,0.38,0.00,0.00,20.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
60,Daniele Bonera,it  ITA,DF,Villarreal,37,1981,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
61,Sofiane Boufal,ma  MAR,"MF,FW",Celta Vigo,24,1993,23.2,3,50,17,34.0,2.16,0.73,0.06,0.18,18.3,1,0,0,2.8,2.8,0.06,+0.2,+0.2
62,Yassine Bounou,ma  MAR,GK,Girona,27,1991,31.8,0,1,0,0.0,0.03,0.00,0.00,,9.0,0,0,0,0.0,0.0,0.04,0.0,0.0
63,Martin Braithwaite,dk  DEN,FW,Leganés,27,1991,15.6,4,29,10,34.5,1.86,0.64,0.14,0.40,11.7,0,0,0,3.6,3.6,0.13,+0.4,+0.4
64,Darko Brašanac,rs  SRB,MF,Alavés,26,1992,17.6,0,8,1,12.5,0.46,0.06,0.00,0.00,15.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5
65,Rajko Brežančić,rs  SRB,DF,Huesca,28,1989,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
66,Bryan,es  ESP,"MF,FW",Sevilla,17,2001,1.9,1,4,1,25.0,2.16,0.54,0.25,1.00,16.7,0,0,0,0.5,0.5,0.12,+0.5,+0.5
67,Burgui,es  ESP,"MF,FW",Alavés,24,1993,6.2,1,8,2,25.0,1.30,0.32,0.13,0.50,22.1,0,0,0,0.9,0.9,0.12,+0.1,+0.1
68,Sergio Busquets,es  ESP,MF,Barcelona,30,1988,30.2,0,6,0,0.0,0.20,0.00,0.00,,24.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4
69,Unai Bustinza,es  ESP,DF,Leganés,26,1992,22.5,0,5,1,20.0,0.22,0.04,0.00,0.00,21.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
70,Erick Cabaco,uy  URU,DF,Levante,23,1995,18.1,2,10,3,30.0,0.55,0.17,0.20,0.67,11.7,0,0,0,1.1,1.1,0.11,+0.9,+0.9
71,Gustavo Cabral,ar  ARG,DF,Celta Vigo,32,1985,21.1,0,16,2,12.5,0.76,0.09,0.00,0.00,10.6,0,0,0,1.3,1.3,0.08,-1.3,-1.3
72,Leandro Cabrera,uy  URU,DF,Getafe,27,1991,31.0,2,20,7,35.0,0.64,0.23,0.10,0.29,11.0,0,0,0,1.9,1.9,0.10,+0.1,+0.1
73,Jordi Calavera,es  ESP,DF,Eibar,22,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
74,Fernando Calero,es  ESP,DF,Valladolid,22,1995,34.8,1,8,2,25.0,0.23,0.06,0.13,0.50,9.3,0,0,0,0.6,0.6,0.07,+0.4,+0.4
75,Jonathan Calleri,ar  ARG,FW,Alavés,24,1993,31.9,9,73,17,23.3,2.29,0.53,0.10,0.41,14.5,0,2,2,7.2,5.7,0.08,+1.8,+1.3
76,Juanjo Camacho,es  ESP,MF,Huesca,37,1980,0.4,0,3,2,66.7,7.30,4.86,0.00,0.00,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
77,Sergio Camello,es  ESP,FW,Atlético Madrid,17,2001,0.5,1,3,1,33.3,6.00,2.00,0.33,1.00,10.7,0,0,0,0.6,0.6,0.19,+0.4,+0.4
78,José Campaña,es  ESP,MF,Levante,25,1993,35.7,4,22,8,36.4,0.62,0.22,0.18,0.50,22.1,2,0,0,1.5,1.5,0.07,+2.5,+2.5
79,Sergio Canales,es  ESP,"MF,FW",Betis,27,1991,29.5,7,63,23,36.5,2.14,0.78,0.08,0.22,22.7,14,2,2,6.7,5.2,0.08,+0.3,-0.2
80,Ander Capa,es  ESP,DF,Athletic Club,26,1992,18.2,0,9,2,22.2,0.49,0.11,0.00,0.00,16.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6
81,Marc Cardona,es  ESP,"FW,MF",Eibar,23,1995,6.7,3,17,8,47.1,2.53,1.19,0.18,0.38,11.6,0,0,0,2.7,2.7,0.16,+0.3,+0.3
82,Daniel Carriço,pt  POR,DF,Sevilla,29,1988,23.7,1,8,2,25.0,0.34,0.08,0.13,0.50,10.2,0,0,0,0.7,0.7,0.08,+0.3,+0.3
83,Guido Carrillo,ar  ARG,FW,Leganés,27,1991,22.1,6,58,17,29.3,2.62,0.77,0.09,0.29,10.5,0,1,3,8.6,6.4,0.11,-2.6,-1.4
84,Dani Carvajal,es  ESP,DF,Real Madrid,26,1992,23.4,1,12,4,33.3,0.51,0.17,0.08,0.25,21.0,0,0,0,0.4,0.4,0.04,+0.6,+0.6
85,William Carvalho,pt  POR,MF,Betis,26,1992,26.5,0,10,2,20.0,0.38,0.08,0.00,0.00,17.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6
86,Casemiro,br  BRA,MF,Real Madrid,26,1992,25.7,3,40,9,22.5,1.56,0.35,0.08,0.33,18.4,1,0,0,1.8,1.8,0.04,+1.2,+1.2
87,Santiago Cáseres,ar  ARG,MF,Villarreal,21,1997,17.6,0,5,1,20.0,0.28,0.06,0.00,0.00,15.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3
88,Catena,es  ESP,DF,Rayo Vallecano,23,1994,2.0,0,2,1,50.0,1.02,0.51,0.00,0.00,11.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
89,Santi Cazorla,es  ESP,"MF,FW",Villarreal,33,1984,29.4,4,27,7,25.9,0.92,0.24,0.07,0.29,21.9,4,2,3,4.3,2.0,0.08,-0.3,0.0
90,Dani Ceballos,es  ESP,"MF,FW",Real Madrid,21,1996,13.9,3,21,5,23.8,1.51,0.36,0.14,0.60,18.2,1,0,0,2.3,2.3,0.11,+0.7,+0.7
91,Charles,br  BRA,FW,Eibar,34,1984,19.3,14,59,24,40.7,3.05,1.24,0.14,0.33,14.0,0,6,7,11.6,6.3,0.11,+2.4,+1.7
92,Chechu,es  ESP,DF,Rayo Vallecano,36,1982,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
93,Chema,es  ESP,DF,Levante,26,1992,13.9,2,5,2,40.0,0.36,0.14,0.40,1.00,19.5,0,0,0,0.6,0.6,0.11,+1.4,+1.4
94,Denis Cheryshev,ru  RUS,"MF,FW",Valencia,27,1990,19.0,2,29,7,24.1,1.53,0.37,0.07,0.29,16.4,0,0,0,3.2,3.2,0.11,-1.2,-1.2
95,Leandro Chichizola,ar  ARG,GK,Getafe,28,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
96,Samuel Chukwueze,ng  NGA,"FW,MF",Villarreal,19,1999,19.0,5,58,23,39.7,3.06,1.21,0.09,0.22,17.8,0,0,0,5.2,5.2,0.09,-0.2,-0.2
97,Jasper Cillessen,nl  NED,GK,Barcelona,29,1989,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
98,Coke,es  ESP,DF,Levante,31,1987,20.2,4,13,7,53.8,0.64,0.35,0.31,0.57,12.1,0,0,0,1.2,1.2,0.10,+2.8,+2.8
99,Álex Collado,es  ESP,FW,Barcelona,19,1999,0.9,0,2,0,0.0,2.12,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
100,Santi Comesaña,es  ESP,MF,Rayo Vallecano,21,1996,22.6,1,9,2,22.2,0.40,0.09,0.11,0.50,14.9,1,0,0,0.8,0.8,0.09,+0.2,+0.2
101,Duje Čop,hr  CRO,FW,Valladolid,28,1990,7.6,0,16,6,37.5,2.10,0.79,0.00,0.00,11.5,0,0,0,2.8,2.8,0.17,-2.8,-2.8
102,Francis Coquelin,fr  FRA,MF,Valencia,27,1991,19.6,0,10,3,30.0,0.51,0.15,0.00,0.00,18.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4
103,Iñigo Córdoba,es  ESP,FW,Athletic Club,21,1997,14.7,0,22,8,36.4,1.50,0.55,0.00,0.00,20.0,0,0,0,1.3,1.3,0.06,-1.3,-1.3
104,Ángel Correa,ar  ARG,"MF,FW",Atlético Madrid,23,1995,21.3,3,32,11,34.4,1.50,0.52,0.09,0.27,21.6,0,0,0,2.2,2.2,0.07,+0.8,+0.8
105,Diego Costa,es  ESP,FW,Atlético Madrid,29,1988,12.4,2,16,10,62.5,1.29,0.81,0.13,0.20,14.1,0,0,0,1.6,1.6,0.10,+0.4,+0.4
106,Jaume Costa,es  ESP,DF,Villarreal,30,1988,16.6,1,13,2,15.4,0.78,0.12,0.08,0.50,22.1,0,0,0,0.6,0.6,0.05,+0.4,+0.4
107,David Costas,es  ESP,DF,Celta Vigo,23,1995,13.0,0,2,2,100.0,0.15,0.15,0.00,0.00,8.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
108,Thibaut Courtois,be  BEL,GK,Real Madrid,26,1992,27.0,0,1,0,0.0,0.04,0.00,0.00,,9.0,0,0,0,0.0,0.0,0.04,0.0,0.0
109,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,26,1992,22.4,5,67,31,46.3,2.99,1.38,0.07,0.16,19.2,3,0,0,7.2,7.2,0.11,-2.2,-2.2
110,Sebastián Cristóforo,uy  URU,"MF,FW",Getafe,24,1993,5.0,0,1,1,100.0,0.20,0.20,0.00,0.00,19.8,0,0,0,0.0,0.0,0.02,0.0,0.0
111,Cucho,co  COL,FW,Huesca,19,1999,23.9,4,79,24,30.4,3.31,1.00,0.03,0.08,15.9,3,2,2,10.0,8.5,0.11,-6.0,-6.5
112,Marc Cucurella,es  ESP,"MF,FW",Eibar,20,1998,26.2,1,21,2,9.5,0.80,0.08,0.05,0.50,15.7,0,0,0,1.8,1.8,0.09,-0.8,-0.8
113,Iván Cuéllar,es  ESP,GK,Leganés,34,1984,33.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
114,Sergi Darder,es  ESP,MF,Espanyol,24,1993,30.1,5,55,16,29.1,1.83,0.53,0.09,0.31,22.6,1,0,0,3.5,3.5,0.06,+1.5,+1.5
115,Moisés Delgado,es  ESP,DF,Valladolid,24,1994,3.0,0,1,0,0.0,0.33,0.00,0.00,,21.5,0,0,0,0.0,0.0,0.02,0.0,0.0
116,Ousmane Dembélé,fr  FRA,"FW,MF",Barcelona,21,1997,18.5,8,38,16,42.1,2.06,0.87,0.21,0.50,16.4,0,0,0,3.7,3.7,0.10,+4.3,+4.3
117,Franco Di Santo,ar  ARG,FW,Rayo Vallecano,29,1989,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
118,Mouctar Diakhaby,fr  FRA,DF,Valencia,21,1996,17.6,2,12,4,33.3,0.68,0.23,0.17,0.50,7.1,0,0,0,1.7,1.7,0.14,+0.3,+0.3
119,Brahim Díaz,es  ESP,FW,Real Madrid,18,1999,4.2,1,7,5,71.4,1.68,1.20,0.14,0.20,11.6,0,0,0,0.6,0.6,0.08,+0.4,+0.4
120,Javier Díaz,es  ESP,GK,Sevilla,21,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
121,Adrián Diéguez,es  ESP,DF,Huesca,22,1996,8.3,0,1,1,100.0,0.12,0.12,0.00,0.00,5.8,0,0,0,0.0,0.0,0.05,0.0,0.0
122,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,24,1993,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
123,Papakouli Diop,sn  SEN,MF,Eibar,32,1986,26.1,1,36,6,16.7,1.38,0.23,0.03,0.17,15.7,0,0,0,2.6,2.6,0.07,-1.6,-1.6
124,Djené,tg  TOG,DF,Getafe,26,1991,33.1,0,12,1,8.3,0.36,0.03,0.00,0.00,14.7,0,0,0,0.7,0.7,0.06,-0.7,-0.7
125,Marko Dmitrović,rs  SRB,GK,Eibar,26,1992,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
126,Jaume Doménech,es  ESP,GK,Valencia,27,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
127,Cheick Doukouré,ci  CIV,MF,Levante,25,1992,3.5,0,1,1,100.0,0.28,0.28,0.00,0.00,19.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
128,Seydou Doumbia,ci  CIV,FW,Girona,30,1987,6.0,2,15,9,60.0,2.50,1.50,0.13,0.22,9.7,0,0,0,2.7,2.7,0.21,-0.7,-0.7
129,Óscar Duarte,cr  CRC,"DF,MF",Espanyol,29,1989,7.3,0,2,1,50.0,0.27,0.14,0.00,0.00,21.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
130,Rubén Duarte,es  ESP,DF,Alavés,22,1995,30.8,0,22,7,31.8,0.71,0.23,0.00,0.00,26.7,0,0,0,0.6,0.6,0.03,-0.6,-0.6
131,Hugo Duro,es  ESP,"MF,FW",Getafe,18,1999,4.6,0,6,0,0.0,1.29,0.00,0.00,,15.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4
132,Raphael Dwamena,gh  GHA,FW,Levante,22,1995,2.5,0,4,2,50.0,1.62,0.81,0.00,0.00,12.5,0,0,0,0.6,0.6,0.14,-0.6,-0.6
133,Dennis Eckert,de  GER,FW,Celta Vigo,21,1997,2.4,0,8,3,37.5,3.33,1.25,0.00,0.00,14.5,0,0,0,0.7,0.7,0.08,-0.7,-0.7
134,Aritz Elustondo,es  ESP,DF,Real Sociedad,24,1994,25.0,1,11,5,45.5,0.44,0.20,0.09,0.20,9.2,0,0,0,1.1,1.1,0.10,-0.1,-0.1
135,Gorka Elustondo,es  ESP,MF,Rayo Vallecano,31,1987,3.2,0,3,0,0.0,0.95,0.00,0.00,,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
136,Rodrigo Ely,br  BRA,DF,Alavés,24,1993,4.8,0,3,1,33.3,0.63,0.21,0.00,0.00,14.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
137,Adri Embarba,es  ESP,"FW,MF",Rayo Vallecano,26,1992,25.4,5,46,15,32.6,1.81,0.59,0.04,0.13,18.9,6,3,3,6.0,3.7,0.08,-1.0,-1.7
138,Emerson,br  BRA,DF,Betis,19,1999,3.5,0,3,1,33.3,0.85,0.28,0.00,0.00,18.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
139,Youssef En-Nesyri,ma  MAR,FW,Leganés,21,1997,23.4,9,72,23,31.9,3.08,0.98,0.13,0.39,14.6,0,0,0,7.4,7.4,0.10,+1.6,+1.6
140,Sergi Enrich,es  ESP,FW,Eibar,28,1990,28.7,7,70,17,24.3,2.44,0.59,0.10,0.41,10.4,0,0,0,9.8,9.8,0.14,-2.8,-2.8
141,Javier Eraso,es  ESP,"MF,FW",Leganés,28,1990,7.0,0,4,2,50.0,0.57,0.29,0.00,0.00,13.6,0,0,0,0.9,0.9,0.22,-0.9,-0.9
142,Gonzalo Escalante,ar  ARG,MF,Eibar,25,1993,19.9,4,22,8,36.4,1.11,0.40,0.18,0.50,16.7,0,0,0,2.1,2.1,0.12,+1.9,+1.9
143,Sergio Escudero,es  ESP,"DF,MF",Sevilla,28,1989,17.2,0,25,3,12.0,1.46,0.17,0.00,0.00,19.7,0,0,0,1.2,1.2,0.05,-1.2,-1.2
144,Bernardo Espinosa,co  COL,DF,Girona,29,1989,30.3,1,15,7,46.7,0.50,0.23,0.07,0.14,8.5,0,0,0,1.4,1.4,0.09,-0.4,-0.4
145,Beñat Etxebarria,es  ESP,MF,Athletic Club,31,1987,22.6,1,16,4,25.0,0.71,0.18,0.06,0.25,27.9,3,0,0,0.5,0.5,0.03,+0.5,+0.5
146,Xabier Etxeita,es  ESP,DF,Huesca,30,1987,29.7,4,23,8,34.8,0.77,0.27,0.17,0.50,10.0,0,0,0,2.3,2.3,0.10,+1.7,+1.7
147,Zouhair Feddal,ma  MAR,DF,Betis,29,1989,18.9,1,17,3,17.6,0.90,0.16,0.06,0.33,9.7,0,0,0,1.6,1.6,0.09,-0.6,-0.6
148,Aitor Fernández,es  ESP,GK,Levante,27,1991,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
