,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
33,Marco Asensio,es  ESP,FW,Real Madrid,22,1996,19.8,3,0,0,18,21,8,72,15,8,3,0,0,103,1,8,11.1
34,Iago Aspas,es  ESP,FW,Celta Vigo,30,1987,25.0,5,0,0,16,43,7,31,16,10,1,0,0,126,16,32,33.3
35,Ezequiel Ávila,ar  ARG,"FW,MF",Huesca,24,1994,22.2,12,1,1,38,46,10,39,18,15,0,0,0,131,54,53,50.5
36,Abdoulaye Ba,sn  SEN,DF,Rayo Vallecano,27,1991,23.4,4,2,0,24,13,1,0,26,28,0,3,0,246,62,19,76.5
37,Carlos Bacca,co  COL,FW,Villarreal,31,1986,14.1,3,0,0,19,9,15,15,6,5,1,0,0,55,15,16,48.4
38,Gareth Bale,wal  WAL,FW,Real Madrid,29,1989,19.8,4,0,0,18,21,15,78,5,12,0,0,0,72,25,29,46.3
39,Mikel Balenziaga,es  ESP,DF,Athletic Club,30,1988,5.8,0,0,0,10,1,1,4,7,9,0,0,0,42,4,2,66.7
40,Éver Banega,ar  ARG,MF,Sevilla,30,1988,29.6,17,2,1,57,67,2,42,31,44,0,1,0,353,10,19,34.5
41,Léo Baptistão,br  BRA,"FW,MF",Espanyol,25,1992,13.7,3,0,0,25,22,4,11,11,14,0,0,0,99,10,13,43.5
42,Enis Bardhi,mk  MKD,MF,Levante,23,1995,31.5,6,0,0,61,47,5,43,26,45,1,1,0,272,4,18,18.2
43,Antonio Barragán,es  ESP,"DF,MF",Betis,31,1987,10.4,4,0,0,21,9,0,41,9,8,0,0,0,75,8,6,57.1
44,Ander Barrenetxea,es  ESP,"FW,MF",Real Sociedad,16,2001,4.4,0,0,0,12,6,3,4,2,6,0,0,0,31,1,8,11.1
45,Marc Bartra,es  ESP,DF,Betis,27,1991,32.5,4,0,0,30,39,4,3,38,55,0,2,0,316,54,35,60.7
46,Borja Bastón,es  ESP,FW,Alavés,25,1992,16.0,4,0,0,41,13,12,1,1,9,0,0,0,74,45,84,34.9
47,Michy Batshuayi,be  BEL,FW,Valencia,24,1993,5.9,3,0,0,16,8,5,3,2,1,0,0,0,28,4,10,28.6
48,Jon Bautista,es  ESP,FW,Real Sociedad,23,1995,6.6,1,0,0,14,9,9,2,3,5,1,0,0,21,41,43,48.8
49,Fran Beltrán,es  ESP,MF,Celta Vigo,19,1999,16.9,3,0,0,12,14,0,4,16,16,0,0,0,164,4,7,36.4
50,Wissam Ben Yedder,fr  FRA,FW,Sevilla,27,1990,31.2,3,0,0,26,24,30,44,8,18,0,0,0,160,31,81,27.7
51,Karim Benzema,fr  FRA,FW,Real Madrid,30,1987,32.8,1,0,0,23,22,36,31,5,13,1,0,0,115,32,38,45.7
52,Yuri Berchiche,es  ESP,"DF,FW",Athletic Club,28,1990,34.7,8,0,0,38,78,3,85,29,42,0,0,0,394,66,33,66.7
53,Markel Bergara,es  ESP,MF,Getafe,32,1986,0.6,0,0,0,1,0,0,1,2,1,0,0,0,6,0,0,
54,Pedro Bigas,es  ESP,DF,Eibar,27,1990,6.5,1,0,0,5,4,0,0,8,5,0,0,0,98,12,7,63.2
55,Alejandro Blanco,es  ESP,"FW,MF",Alavés,19,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
56,Rubén Blanco,es  ESP,GK,Celta Vigo,23,1995,25.0,2,0,0,1,0,0,0,0,0,0,0,0,120,0,0,
57,Pablo de Blasis,ar  ARG,"DF,MF",Eibar,30,1988,16.9,2,1,0,18,11,0,55,11,17,0,0,0,155,24,26,48.0
58,Emmanuel Boateng,gh  GHA,FW,Levante,22,1996,7.8,2,0,0,14,19,9,1,1,1,0,0,0,23,17,14,54.8
59,Kevin-Prince Boateng,gh  GHA,FW,Barcelona,31,1987,2.7,1,0,0,3,9,3,0,1,1,0,0,0,8,5,6,45.5
60,Daniele Bonera,it  ITA,DF,Villarreal,37,1981,2.6,1,0,0,2,0,0,0,2,0,0,0,1,14,2,5,28.6
61,Sofiane Boufal,ma  MAR,"MF,FW",Celta Vigo,24,1993,23.2,6,0,0,42,60,1,43,8,21,1,0,0,165,15,13,53.6
62,Yassine Bounou,ma  MAR,GK,Girona,27,1991,31.8,2,0,0,0,3,0,0,0,0,0,0,0,133,1,0,100.0
63,Martin Braithwaite,dk  DEN,FW,Leganés,27,1991,15.6,5,0,0,24,16,14,7,1,5,1,0,0,67,30,41,42.3
64,Darko Brašanac,rs  SRB,MF,Alavés,26,1992,17.6,5,0,0,34,15,0,9,13,19,0,0,0,213,25,23,52.1
65,Rajko Brežančić,rs  SRB,DF,Huesca,28,1989,0.7,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,
66,Bryan,es  ESP,"MF,FW",Sevilla,17,2001,1.9,0,0,0,3,8,0,7,2,2,0,0,0,12,1,3,25.0
67,Burgui,es  ESP,"MF,FW",Alavés,24,1993,6.2,1,0,0,10,20,3,5,0,5,0,0,0,44,3,3,50.0
68,Sergio Busquets,es  ESP,MF,Barcelona,30,1988,30.2,10,0,0,38,54,0,1,35,57,0,0,0,337,32,44,42.1
69,Unai Bustinza,es  ESP,DF,Leganés,26,1992,22.5,11,1,1,31,30,0,24,35,32,0,2,0,247,48,26,64.9
70,Erick Cabaco,uy  URU,DF,Levante,23,1995,18.1,11,2,1,33,13,1,1,21,16,0,1,0,175,23,27,46.0
71,Gustavo Cabral,ar  ARG,DF,Celta Vigo,32,1985,21.1,6,2,2,19,6,4,0,20,19,0,0,1,211,55,31,64.0
72,Leandro Cabrera,uy  URU,DF,Getafe,27,1991,31.0,11,1,1,35,14,2,38,38,29,0,0,1,422,141,41,77.5
73,Jordi Calavera,es  ESP,DF,Eibar,22,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,Fernando Calero,es  ESP,DF,Valladolid,22,1995,34.8,7,0,0,35,12,0,4,37,28,0,2,0,322,50,63,44.2
75,Jonathan Calleri,ar  ARG,FW,Alavés,24,1993,31.9,6,0,0,70,70,15,32,8,19,2,0,0,167,156,189,45.2
76,Juanjo Camacho,es  ESP,MF,Huesca,37,1980,0.4,0,0,0,0,0,0,0,2,1,0,0,0,8,1,4,20.0
77,Sergio Camello,es  ESP,FW,Atlético Madrid,17,2001,0.5,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,
78,José Campaña,es  ESP,MF,Levante,25,1993,35.7,11,0,0,42,35,4,34,21,48,0,1,0,406,21,33,38.9
79,Sergio Canales,es  ESP,"MF,FW",Betis,27,1991,29.5,5,0,0,28,50,11,62,15,42,0,0,0,204,2,15,11.8
80,Ander Capa,es  ESP,DF,Athletic Club,26,1992,18.2,9,0,0,44,16,8,42,19,21,0,0,0,185,25,12,67.6
81,Marc Cardona,es  ESP,"FW,MF",Eibar,23,1995,6.7,1,0,0,9,12,5,11,1,7,0,0,0,35,16,21,43.2
82,Daniel Carriço,pt  POR,DF,Sevilla,29,1988,23.7,10,0,0,30,6,1,2,26,23,0,0,0,252,47,33,58.8
83,Guido Carrillo,ar  ARG,FW,Leganés,27,1991,22.1,5,0,0,41,29,9,4,5,12,0,0,0,117,169,121,58.3
84,Dani Carvajal,es  ESP,DF,Real Madrid,26,1992,23.4,10,0,0,30,34,2,55,29,22,0,0,0,239,13,16,44.8
85,William Carvalho,pt  POR,MF,Betis,26,1992,26.5,7,0,0,24,35,2,1,16,32,0,0,0,257,34,16,68.0
86,Casemiro,br  BRA,MF,Real Madrid,26,1992,25.7,7,1,1,47,49,0,10,36,56,1,2,0,314,70,39,64.2
87,Santiago Cáseres,ar  ARG,MF,Villarreal,21,1997,17.6,10,0,0,34,13,0,1,9,50,0,0,0,165,21,28,42.9
88,Catena,es  ESP,DF,Rayo Vallecano,23,1994,2.0,1,0,0,4,2,0,0,1,0,0,1,0,10,7,3,70.0
89,Santi Cazorla,es  ESP,"MF,FW",Villarreal,33,1984,29.4,2,0,0,22,58,0,53,23,42,0,0,0,249,7,27,20.6
90,Dani Ceballos,es  ESP,"MF,FW",Real Madrid,21,1996,13.9,3,0,0,16,40,1,10,16,22,0,0,0,144,8,18,30.8
91,Charles,br  BRA,FW,Eibar,34,1984,19.3,4,0,0,39,29,13,8,7,6,1,0,0,118,92,94,49.5
92,Chechu,es  ESP,DF,Rayo Vallecano,36,1982,1.0,0,0,0,0,1,0,0,1,0,0,0,0,6,1,0,100.0
93,Chema,es  ESP,DF,Levante,26,1992,13.9,7,0,0,19,5,0,0,19,12,0,0,0,100,20,9,69.0
94,Denis Cheryshev,ru  RUS,"MF,FW",Valencia,27,1990,19.0,2,0,0,42,19,10,83,17,35,0,0,0,143,26,34,43.3
95,Leandro Chichizola,ar  ARG,GK,Getafe,28,1990,1.0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,
96,Samuel Chukwueze,ng  NGA,"FW,MF",Villarreal,19,1999,19.0,2,0,0,20,20,19,28,10,11,0,0,0,126,17,23,42.5
97,Jasper Cillessen,nl  NED,GK,Barcelona,29,1989,3.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,
98,Coke,es  ESP,DF,Levante,31,1987,20.2,5,1,1,26,31,1,30,17,17,0,0,0,179,24,27,47.1
99,Álex Collado,es  ESP,FW,Barcelona,19,1999,0.9,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,
100,Santi Comesaña,es  ESP,MF,Rayo Vallecano,21,1996,22.6,6,0,0,28,28,1,7,16,36,0,0,0,266,20,38,34.5
101,Duje Čop,hr  CRO,FW,Valladolid,28,1990,7.6,2,0,0,6,8,3,11,2,6,1,0,0,27,8,23,25.8
102,Francis Coquelin,fr  FRA,MF,Valencia,27,1991,19.6,5,0,0,22,29,0,1,50,35,0,0,0,201,30,17,63.8
103,Iñigo Córdoba,es  ESP,FW,Athletic Club,21,1997,14.7,3,0,0,19,20,2,41,18,25,0,0,0,98,12,22,35.3
104,Ángel Correa,ar  ARG,"MF,FW",Atlético Madrid,23,1995,21.3,7,1,0,38,36,11,40,22,30,1,0,0,164,12,16,42.9
105,Diego Costa,es  ESP,FW,Atlético Madrid,29,1988,12.4,4,1,0,22,15,11,3,3,2,0,0,0,31,24,44,35.3
106,Jaume Costa,es  ESP,DF,Villarreal,30,1988,16.6,6,0,0,20,23,0,40,19,17,0,0,1,136,17,22,43.6
107,David Costas,es  ESP,DF,Celta Vigo,23,1995,13.0,4,0,0,16,7,1,1,8,17,0,0,0,99,27,10,73.0
108,Thibaut Courtois,be  BEL,GK,Real Madrid,26,1992,27.0,2,0,0,0,5,0,0,0,0,0,0,0,118,0,0,
109,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,26,1992,22.4,2,0,0,19,45,8,19,8,12,1,0,0,132,4,20,16.7
110,Sebastián Cristóforo,uy  URU,"MF,FW",Getafe,24,1993,5.0,3,0,0,13,17,0,4,7,11,1,0,0,62,5,16,23.8
111,Cucho,co  COL,FW,Huesca,19,1999,23.9,6,0,0,33,40,14,41,11,18,1,0,0,121,40,78,33.9
112,Marc Cucurella,es  ESP,"MF,FW",Eibar,20,1998,26.2,6,0,0,42,16,8,61,15,39,0,0,0,248,35,50,41.2
113,Iván Cuéllar,es  ESP,GK,Leganés,34,1984,33.9,5,0,0,0,7,0,0,0,0,0,0,0,201,0,0,
114,Sergi Darder,es  ESP,MF,Espanyol,24,1993,30.1,8,1,1,31,30,1,27,19,31,0,0,0,229,14,19,42.4
115,Moisés Delgado,es  ESP,DF,Valladolid,24,1994,3.0,1,0,0,4,3,0,9,2,3,0,0,0,18,5,3,62.5
116,Ousmane Dembélé,fr  FRA,"FW,MF",Barcelona,21,1997,18.5,1,0,0,22,22,9,66,3,10,0,0,0,102,6,9,40.0
117,Franco Di Santo,ar  ARG,FW,Rayo Vallecano,29,1989,1.9,1,1,0,5,4,2,2,0,2,0,0,0,7,6,4,60.0
118,Mouctar Diakhaby,fr  FRA,DF,Valencia,21,1996,17.6,9,0,0,24,9,1,0,17,9,0,2,0,158,33,23,58.9
119,Brahim Díaz,es  ESP,FW,Real Madrid,18,1999,4.2,0,0,0,4,14,0,4,0,5,0,0,0,25,1,6,14.3
120,Javier Díaz,es  ESP,GK,Sevilla,21,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
121,Adrián Diéguez,es  ESP,DF,Huesca,22,1996,8.3,3,0,0,9,9,0,0,11,10,0,0,0,63,9,10,47.4
122,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,24,1993,21.0,3,0,0,1,4,0,0,0,0,0,0,0,124,0,0,
123,Papakouli Diop,sn  SEN,MF,Eibar,32,1986,26.1,11,0,0,68,47,1,6,27,46,0,0,0,442,85,56,60.3
124,Djené,tg  TOG,DF,Getafe,26,1991,33.1,13,2,1,51,30,0,7,59,36,1,3,0,502,73,52,58.4
125,Marko Dmitrović,rs  SRB,GK,Eibar,26,1992,24.0,3,0,0,3,0,0,0,0,0,0,1,0,156,0,0,
126,Jaume Doménech,es  ESP,GK,Valencia,27,1990,4.0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,
127,Cheick Doukouré,ci  CIV,MF,Levante,25,1992,3.5,1,0,0,13,6,0,0,5,10,0,1,0,28,2,7,22.2
128,Seydou Doumbia,ci  CIV,FW,Girona,30,1987,6.0,2,0,0,10,5,4,1,3,4,0,0,0,18,4,27,12.9
129,Óscar Duarte,cr  CRC,"DF,MF",Espanyol,29,1989,7.3,0,0,0,8,2,1,0,8,5,0,0,1,77,20,5,80.0
130,Rubén Duarte,es  ESP,DF,Alavés,22,1995,30.8,10,1,0,35,61,1,55,34,40,0,0,0,321,41,33,55.4
131,Hugo Duro,es  ESP,"MF,FW",Getafe,18,1999,4.6,0,0,0,9,17,0,2,2,4,1,0,0,23,7,13,35.0
132,Raphael Dwamena,gh  GHA,FW,Levante,22,1995,2.5,0,0,0,8,6,4,6,0,0,1,0,0,13,3,13,18.8
133,Dennis Eckert,de  GER,FW,Celta Vigo,21,1997,2.4,0,0,0,3,6,1,0,3,1,0,0,0,8,8,6,57.1
134,Aritz Elustondo,es  ESP,DF,Real Sociedad,24,1994,25.0,5,0,0,22,27,0,20,27,31,0,0,0,247,52,40,56.5
135,Gorka Elustondo,es  ESP,MF,Rayo Vallecano,31,1987,3.2,1,0,0,4,2,0,1,3,3,0,0,0,36,4,4,50.0
136,Rodrigo Ely,br  BRA,DF,Alavés,24,1993,4.8,1,0,0,7,2,0,0,4,4,0,1,0,44,24,6,80.0
137,Adri Embarba,es  ESP,"FW,MF",Rayo Vallecano,26,1992,25.4,5,1,1,44,36,9,102,25,34,1,1,0,166,19,34,35.8
138,Emerson,br  BRA,DF,Betis,19,1999,3.5,1,0,0,5,14,0,6,1,10,0,0,0,23,5,3,62.5
139,Youssef En-Nesyri,ma  MAR,FW,Leganés,21,1997,23.4,7,0,0,36,40,17,30,9,11,0,0,1,86,95,75,55.9
140,Sergi Enrich,es  ESP,FW,Eibar,28,1990,28.7,4,0,0,65,31,39,5,5,26,2,0,0,156,127,177,41.8
141,Javier Eraso,es  ESP,"MF,FW",Leganés,28,1990,7.0,2,0,0,16,11,1,11,3,3,1,0,0,44,4,11,26.7
142,Gonzalo Escalante,ar  ARG,MF,Eibar,25,1993,19.9,6,0,0,32,18,0,10,19,39,0,0,0,282,34,47,42.0
143,Sergio Escudero,es  ESP,"DF,MF",Sevilla,28,1989,17.2,8,1,1,21,21,1,37,17,20,0,0,0,177,23,26,46.9
144,Bernardo Espinosa,co  COL,DF,Girona,29,1989,30.3,6,2,2,33,6,3,3,31,12,0,1,0,296,111,52,68.1
145,Beñat Etxebarria,es  ESP,MF,Athletic Club,31,1987,22.6,8,0,0,30,17,0,34,20,35,0,1,0,239,21,19,52.5
146,Xabier Etxeita,es  ESP,DF,Huesca,30,1987,29.7,10,0,0,34,12,1,10,25,28,0,1,1,237,61,44,58.1
147,Zouhair Feddal,ma  MAR,DF,Betis,29,1989,18.9,7,0,0,29,9,0,6,15,18,0,2,0,212,54,22,71.1
148,Aitor Fernández,es  ESP,GK,Levante,27,1991,16.0,0,0,0,0,4,0,0,0,0,0,0,1,91,0,0,
149,Andrés Fernández,es  ESP,GK,Villarreal,31,1986,6.0,2,0,0,0,0,0,0,0,0,0,0,0,27,0,0,
150,Borja Fernández,es  ESP,"MF,DF",Valladolid,37,1981,9.3,4,0,0,17,6,1,3,11,16,0,0,0,108,34,15,69.4
151,Joaquín Fernández,es  ESP,"DF,MF",Valladolid,22,1996,9.3,2,0,0,8,8,0,0,11,8,0,0,1,69,35,14,71.4
152,David Ferreiro,es  ESP,"FW,MF",Huesca,30,1988,25.3,5,0,0,42,36,24,146,16,21,0,0,0,195,5,30,14.3
153,Facundo Ferreyra,ar  ARG,"FW,MF",Espanyol,27,1991,2.3,2,0,0,8,4,2,2,0,3,0,0,0,8,8,9,47.1
154,Junior Firpo,es  ESP,"DF,MF",Betis,21,1996,21.5,7,0,0,30,26,4,58,14,27,1,0,0,160,30,14,68.2
155,Mathieu Flamini,fr  FRA,MF,Getafe,34,1984,5.0,5,0,0,15,6,0,0,4,5,0,0,0,51,13,5,72.2
156,Pablo Fornals,es  ESP,"MF,FW",Villarreal,22,1996,27.5,4,0,0,31,43,4,30,21,30,0,0,0,223,12,55,17.9
157,Dimitri Foulquier,fr  FRA,"MF,FW",Getafe,25,1993,20.0,7,0,0,49,25,2,21,20,25,0,0,0,173,20,41,32.8
158,Javi Fuego,es  ESP,MF,Villarreal,34,1984,2.6,1,0,0,7,5,0,0,1,4,0,0,0,31,2,3,40.0
159,Ramiro Funes Mori,ar  ARG,"DF,MF",Villarreal,27,1991,29.2,15,0,0,32,22,2,3,32,26,0,0,1,315,59,25,70.2
160,Javi Galán,es  ESP,"DF,MF",Huesca,23,1994,16.0,7,0,0,15,22,1,60,16,38,0,1,0,139,13,18,41.9
161,Álex Gallar,es  ESP,"MF,FW",Huesca,26,1992,11.2,2,0,0,6,16,3,24,7,13,0,0,0,85,3,3,50.0
162,Enric Gallego,es  ESP,FW,Huesca,31,1986,17.1,4,0,0,45,29,19,9,8,14,0,0,0,76,82,87,48.5
163,Álex Gálvez,es  ESP,DF,Rayo Vallecano,29,1989,15.7,6,0,0,22,13,1,1,29,25,0,2,0,154,27,24,52.9
164,Kévin Gameiro,fr  FRA,FW,Valencia,31,1987,17.9,1,0,0,11,12,17,17,6,9,1,0,0,59,12,29,29.3
165,Cristian Ganea,ro  ROU,MF,Athletic Club,26,1992,0.5,0,0,0,2,1,0,1,2,0,0,0,0,2,0,0,
166,Ezequiel Garay,ar  ARG,DF,Valencia,31,1986,23.7,4,0,0,19,13,0,3,12,13,0,1,0,223,62,32,66.0
167,Borja Garcés,es  ESP,"FW,MF",Atlético Madrid,18,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
168,Alberto García,es  ESP,GK,Rayo Vallecano,33,1985,17.0,1,0,0,0,2,0,0,0,0,0,0,0,99,0,0,
169,Aleix García,es  ESP,MF,Girona,21,1997,18.5,1,0,0,12,19,1,29,22,20,0,0,0,188,16,26,38.1
170,Álvaro García,es  ESP,"FW,MF",Rayo Vallecano,25,1992,19.6,3,0,0,15,17,5,59,11,16,0,0,0,123,3,11,21.4
171,Borja García,es  ESP,"FW,MF",Girona,27,1990,29.2,0,1,0,19,103,4,29,27,27,0,0,0,238,15,33,31.3
172,Dani García,es  ESP,MF,Athletic Club,28,1990,27.5,13,0,0,46,26,0,2,42,40,0,0,0,378,36,18,66.7
173,Javi García,es  ESP,"DF,MF",Betis,31,1987,5.8,0,1,0,8,5,0,0,6,0,0,0,0,58,13,7,65.0
174,Manu García,es  ESP,MF,Alavés,32,1986,25.9,6,0,0,62,53,4,13,20,45,0,1,1,311,73,54,57.5
175,Sergio García,es  ESP,"FW,MF",Espanyol,35,1983,16.5,3,0,0,17,37,2,43,13,8,0,0,0,76,13,21,38.2
176,Mario Gaspar,es  ESP,DF,Villarreal,27,1990,28.9,17,1,1,50,12,1,46,33,29,0,1,0,235,48,41,53.9
177,Joris Gnagnon,fr  FRA,"DF,MF",Sevilla,21,1997,5.0,2,0,0,8,7,0,1,9,10,0,0,0,43,11,7,61.1
178,Diego Godín,uy  URU,DF,Atlético Madrid,32,1986,27.9,6,0,0,32,24,0,1,41,33,0,1,1,271,67,42,61.5
179,Maxi Gómez,uy  URU,FW,Celta Vigo,21,1996,32.9,6,1,1,70,66,43,10,5,8,0,0,0,114,92,105,46.7
180,Moi Gómez,es  ESP,MF,Huesca,24,1994,33.9,3,0,0,47,25,0,59,28,35,0,0,0,355,18,24,42.9
181,Sergi Gómez,es  ESP,DF,Sevilla,26,1992,30.7,1,0,0,28,7,2,3,34,24,0,0,0,263,70,44,61.4
182,Maxime Gonalons,fr  FRA,MF,Sevilla,29,1989,6.0,0,0,0,17,6,0,0,6,10,0,0,0,83,18,11,62.1
183,Álvaro González,es  ESP,DF,Villarreal,28,1990,32.9,17,2,2,28,32,1,7,26,31,0,1,0,275,63,33,65.6
184,Bruno González,es  ESP,DF,Getafe,28,1990,18.9,7,1,1,24,13,0,3,13,16,0,0,0,247,33,20,62.3
185,Cristo González,es  ESP,FW,Real Madrid,20,1997,0.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0.0
186,Andoni Gorosabel,es  ESP,DF,Real Sociedad,21,1996,5.1,0,0,0,5,5,0,5,6,5,0,0,0,47,3,4,42.9
187,Álex Granell,es  ESP,"MF,DF",Girona,29,1988,26.6,5,0,0,33,48,1,76,26,35,0,0,0,232,23,25,47.9
188,Esteban Granero,es  ESP,MF,Espanyol,31,1987,22.4,11,0,0,38,42,0,20,28,35,0,1,0,177,16,27,37.2
189,Antoine Griezmann,fr  FRA,FW,Atlético Madrid,27,1991,35.5,5,0,0,18,35,12,65,9,24,0,0,0,184,31,30,50.8
190,Andrés Guardado,mx  MEX,"MF,DF",Betis,31,1986,25.9,8,0,0,44,38,2,26,22,15,0,1,0,239,9,17,34.6
191,Gonçalo Guedes,pt  POR,"MF,FW",Valencia,21,1996,16.3,2,0,0,19,50,7,45,7,18,0,0,0,112,5,10,33.3
192,Javi Guerra,es  ESP,"FW,MF",Rayo Vallecano,36,1982,2.6,0,0,0,3,3,1,1,1,2,1,0,0,10,10,10,50.0
193,Francis Guerrero,es  ESP,"DF,MF",Betis,22,1996,19.8,2,0,0,9,39,1,47,15,30,0,0,0,127,5,20,20.0
194,Ander Guevara,es  ESP,MF,Real Sociedad,21,1997,1.0,0,0,0,2,1,0,1,0,3,0,0,0,13,1,0,100.0
195,John Guidetti,se  SWE,FW,Alavés,26,1992,7.0,2,0,0,13,4,0,9,1,2,0,0,0,25,10,22,31.3
