,Player,Nation_x,Pos_x,Age_x,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance_x,CrdR_Performance_x,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected_x,npxG_Expected_x,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes,Nation_y,Pos_y,Age_y,90s_x,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected_y,npxG_Expected_y,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected,Nation_x,Pos_x,Age_x,90s_y,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Nation_y,Pos_y,Age_y,90s_x,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Nation_x,Pos_x,Age_x,90s_y,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types,OG_GCA Types,Nation_y,Pos_y,Age_y,90s_x,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Nation_x,Pos_x,Age_x,90s_y,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving,Nation_y,Pos_y,Age_y,90s,CrdY_Performance_y,CrdR_Performance_y,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
10,Vinicius Júnior,br  BRA,FW,20-299,31,18,1717.0,19.1,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.16,0.16,0.31,0.16,0.31,5.6,5.6,3.0,8.5,0.29,0.16,0.45,0.29,0.45,br  BRA,FW,20-299,19.1,3,33,9,27.3,1.73,0.47,0.09,0.33,13.6,0,0,0,5.6,5.6,0.17,-2.6,-2.6,br  BRA,FW,20-299,19.1,596,719,82.9,8479,1914,376,411,91.5,179,218,82.1,28,49,57.1,3,3.0,0.0,27,17,29,9,46,br  BRA,FW,20-299,19.1,719,703,16,2,3,112,11,42,1,0,0,0,588,71,60,76,609,12,12,9,596,2,10,13,24,br  BRA,FW,20-299,19.1,59,3.09,44,0,7,3,4,1,9,0.47,4,0,1,2,2,0,0,br  BRA,FW,20-299,19.1,31,23,14,9,8,7,38,18.4,31,378,102,27.0,95,151,132,29,2,0,27,6,37,7,0,br  BRA,FW,20-299,19.1,1025,7,124,396,629,124,1011,50,95,52.6,53,5,859,5157,3535,169,71,30,60,43,1045,821,78.6,169,br  BRA,FW,20-299,19.1,3,0,0,26,48,8,42,6,23,1,1,0,101,6,14,30.0
11,Sergio Ramos,es  ESP,DF,35-038,15,15,1275.0,14.2,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.14,0.0,0.14,0.0,0.0,3.8,2.3,0.2,2.5,0.27,0.02,0.28,0.16,0.18,es  ESP,DF,35-038,14.2,2,15,4,26.7,1.06,0.28,0.0,0.0,12.1,3,2,2,3.8,2.3,0.15,-1.8,-2.3,es  ESP,DF,35-038,14.2,1023,1114,91.8,23732,7702,279,299,93.3,489,513,95.3,250,285,87.7,0,0.2,-0.2,4,106,2,1,61,es  ESP,DF,35-038,14.2,1114,1085,29,24,0,75,74,5,0,0,0,0,818,136,160,155,896,34,5,7,1023,3,21,4,15,es  ESP,DF,35-038,14.2,9,0.64,6,0,0,2,1,0,1,0.07,0,0,0,0,1,0,0,es  ESP,DF,35-038,14.2,20,12,10,8,2,6,14,42.9,8,97,39,40.2,47,38,12,18,5,1,13,16,36,46,1,es  ESP,DF,35-038,14.2,1225,159,574,645,73,17,1194,5,6,83.3,5,0,815,4399,2501,52,6,0,2,2,960,929,96.8,6,es  ESP,DF,35-038,14.2,3,0,0,17,6,2,5,16,12,1,1,0,153,29,22,56.9
12,Federico Valverde,uy  URU,MF,22-289,20,11,999.0,11.1,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.27,0.09,0.36,0.27,0.36,1.8,1.8,2.8,4.6,0.16,0.25,0.42,0.16,0.42,uy  URU,MF,22-289,11.1,3,19,7,36.8,1.71,0.63,0.16,0.43,18.2,0,0,0,1.8,1.8,0.1,1.2,1.2,uy  URU,MF,22-289,11.1,500,581,86.1,8719,2098,252,272,92.6,169,196,86.2,58,77,75.3,1,2.8,-1.8,15,50,9,4,35,uy  URU,MF,22-289,11.1,581,573,8,2,0,60,27,16,0,0,0,0,443,70,68,48,499,17,6,5,500,2,8,8,16,uy  URU,MF,22-289,11.1,38,3.42,30,0,1,5,1,1,5,0.45,5,0,0,0,0,0,0,uy  URU,MF,22-289,11.1,17,9,5,6,6,4,18,22.2,14,168,45,26.8,37,77,54,15,2,0,13,14,31,7,0,uy  URU,MF,22-289,11.1,674,7,93,371,269,26,667,18,24,75.0,20,0,496,2903,1663,75,26,4,7,8,593,523,88.2,49,uy  URU,MF,22-289,11.1,0,0,0,9,7,1,16,14,9,0,0,0,84,7,8,46.7
13,Marcelo,br  BRA,DF,32-360,14,11,962.0,10.7,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.19,0.19,0.0,0.19,0.4,0.4,1.0,1.4,0.04,0.09,0.13,0.04,0.13,br  BRA,DF,32-360,10.7,0,11,0,0.0,1.03,0.0,0.0,,20.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,br  BRA,DF,32-360,10.7,647,799,81.0,10799,3742,357,394,90.6,216,249,86.7,60,124,48.4,2,1.0,1.0,13,68,22,8,71,br  BRA,DF,32-360,10.7,799,704,95,13,2,66,26,36,0,0,0,0,505,156,138,620,80,12,82,3,647,4,12,16,19,br  BRA,DF,32-360,10.7,32,2.99,24,2,4,2,0,0,3,0.28,3,0,0,0,0,0,0,br  BRA,DF,32-360,10.7,23,17,9,5,9,10,22,45.5,12,125,44,35.2,45,40,40,19,2,0,17,9,32,22,0,br  BRA,DF,32-360,10.7,903,23,179,435,332,30,810,15,21,71.4,18,0,607,2332,1397,76,24,5,8,8,712,665,93.4,55,br  BRA,DF,32-360,10.7,3,0,0,8,14,3,36,9,17,0,1,0,65,5,12,29.4
14,Dani Carvajal,es  ESP,DF,29-116,13,11,950.0,10.6,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.19,0.19,0.0,0.19,0.6,0.6,0.8,1.4,0.05,0.08,0.13,0.05,0.13,es  ESP,DF,29-116,10.6,0,10,2,20.0,0.95,0.19,0.0,0.0,23.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6,es  ESP,DF,29-116,10.6,700,822,85.2,13226,3622,307,335,91.6,286,320,89.4,100,132,75.8,2,0.8,1.2,9,29,18,5,52,es  ESP,DF,29-116,10.6,822,700,122,15,1,62,23,22,0,0,0,0,505,191,126,46,628,26,107,9,700,3,7,14,29,es  ESP,DF,29-116,10.6,18,1.71,14,0,1,2,0,1,5,0.47,4,0,0,1,0,0,0,es  ESP,DF,29-116,10.6,32,21,14,14,4,17,25,68.0,8,147,57,38.8,59,55,33,31,1,0,30,16,48,17,1,es  ESP,DF,29-116,10.6,940,46,290,430,278,22,821,10,16,62.5,10,0,556,2483,1444,60,24,5,12,6,649,609,93.8,35,es  ESP,DF,29-116,10.6,5,0,0,16,11,0,22,16,21,0,1,0,100,11,8,57.9
15,Éder Militão,br  BRA,DF,23-109,10,9,773.0,8.6,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.12,0.0,0.12,0.12,0.12,0.9,0.9,0.0,0.9,0.11,0.0,0.11,0.11,0.11,br  BRA,DF,23-109,8.6,1,9,3,33.3,1.05,0.35,0.11,0.33,8.8,0,0,0,0.9,0.9,0.1,0.1,0.1,br  BRA,DF,23-109,8.6,475,523,90.8,11030,3079,127,136,93.4,235,245,95.9,110,136,80.9,0,0.0,0.0,0,18,1,1,18,br  BRA,DF,23-109,8.6,523,511,12,10,0,41,34,2,0,0,0,0,419,36,68,54,441,17,2,2,475,1,7,6,4,br  BRA,DF,23-109,8.6,4,0.47,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,br  BRA,DF,23-109,8.6,15,8,10,5,0,6,15,40.0,9,82,28,34.1,47,31,4,16,4,0,12,17,32,62,0,br  BRA,DF,23-109,8.6,647,93,370,275,29,9,638,2,4,50.0,2,0,421,2257,953,24,4,0,3,2,452,448,99.1,1,br  BRA,DF,23-109,8.6,2,1,0,11,11,0,2,17,8,0,0,0,73,31,9,77.5
16,Isco,es  ESP,"MF,FW",29-016,23,8,844.0,9.4,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21,0.21,0.0,0.21,1.8,1.8,1.7,3.5,0.19,0.18,0.37,0.19,0.37,es  ESP,"MF,FW",29-016,9.4,0,21,3,14.3,2.24,0.32,0.0,0.0,18.2,1,0,0,1.8,1.8,0.09,-1.8,-1.8,es  ESP,"MF,FW",29-016,9.4,586,679,86.3,10002,2605,300,317,94.6,205,237,86.5,63,95,66.3,2,1.7,0.3,20,65,15,0,64,es  ESP,"MF,FW",29-016,9.4,679,639,40,15,0,96,19,18,16,3,3,5,525,68,86,49,611,4,9,5,586,9,6,13,13,es  ESP,"MF,FW",29-016,9.4,39,4.16,29,5,2,3,0,0,3,0.32,2,1,0,0,0,0,0,es  ESP,"MF,FW",29-016,9.4,9,8,4,4,1,1,15,6.7,14,132,41,31.1,26,72,34,10,1,0,9,5,14,4,0,es  ESP,"MF,FW",29-016,9.4,777,10,100,458,295,38,740,29,37,78.4,29,4,625,3806,2101,106,31,7,19,13,727,655,90.1,50,es  ESP,"MF,FW",29-016,9.4,1,0,0,17,14,0,18,5,8,0,0,0,48,5,13,27.8
17,Rodrygo,br  BRA,FW,20-118,19,8,811.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.55,2.1,2.1,2.9,4.9,0.23,0.32,0.55,0.23,0.55,br  BRA,FW,20-118,9.0,0,22,4,18.2,2.44,0.44,0.0,0.0,16.1,1,0,0,2.1,2.1,0.09,-2.1,-2.1,br  BRA,FW,20-118,9.0,276,349,79.1,3726,1001,180,204,88.2,82,98,83.7,7,20,35.0,5,2.9,2.1,15,15,14,2,27,br  BRA,FW,20-118,9.0,349,341,8,0,2,57,4,12,2,2,0,0,267,49,33,32,290,9,6,6,276,1,5,11,22,br  BRA,FW,20-118,9.0,33,3.66,25,0,3,1,3,1,5,0.55,5,0,0,0,0,0,0,br  BRA,FW,20-118,9.0,12,6,7,3,2,2,16,12.5,14,173,41,23.7,40,87,46,16,0,0,16,7,19,5,0,br  BRA,FW,20-118,9.0,483,6,53,220,251,51,475,15,35,42.9,16,0,379,1921,1276,71,24,11,20,18,489,381,77.9,63,br  BRA,FW,20-118,9.0,0,0,0,14,20,1,12,7,6,0,0,0,43,9,13,40.9
18,Eden Hazard,be  BEL,"FW,MF",30-120,11,7,477.0,5.3,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.38,0.19,0.57,0.38,0.57,1.5,1.5,0.6,2.1,0.29,0.12,0.4,0.29,0.4,be  BEL,"FW,MF",30-120,5.3,2,9,4,44.4,1.7,0.75,0.22,0.5,14.7,0,0,0,1.5,1.5,0.17,0.5,0.5,be  BEL,"FW,MF",30-120,5.3,262,300,87.3,3945,705,165,187,88.2,71,78,91.0,19,20,95.0,1,0.6,0.4,5,11,5,0,15,be  BEL,"FW,MF",30-120,5.3,300,293,7,2,1,49,4,4,3,0,1,0,255,31,14,47,242,2,2,4,262,0,1,11,7,be  BEL,"FW,MF",30-120,5.3,17,3.21,10,1,4,0,2,0,2,0.38,1,0,1,0,0,0,0,be  BEL,"FW,MF",30-120,5.3,1,0,0,1,0,1,4,25.0,3,31,5,16.1,8,15,8,1,0,0,1,4,5,0,0,be  BEL,"FW,MF",30-120,5.3,355,2,42,155,190,26,350,15,21,71.4,16,1,299,1930,1106,54,13,7,8,10,364,316,86.8,55,be  BEL,"FW,MF",30-120,5.3,0,0,0,2,13,3,4,4,0,0,0,0,24,3,5,37.5
19,Álvaro Odriozola,es  ESP,DF,25-144,9,6,537.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.5,0.5,0.4,1.0,0.09,0.07,0.16,0.09,0.16,es  ESP,DF,25-144,6.0,1,2,1,50.0,0.34,0.17,0.5,1.0,9.1,0,0,0,0.5,0.5,0.26,0.5,0.5,es  ESP,DF,25-144,6.0,250,295,84.7,4334,1198,115,123,93.5,114,132,86.4,17,28,60.7,0,0.4,-0.4,5,8,9,5,12,es  ESP,DF,25-144,6.0,295,235,60,2,0,22,2,20,0,0,0,0,188,59,48,8,223,3,58,2,250,0,4,3,10,es  ESP,DF,25-144,6.0,12,2.01,10,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,es  ESP,DF,25-144,6.0,10,4,3,7,0,2,4,50.0,2,82,19,23.2,34,33,15,10,1,0,9,2,12,10,0,es  ESP,DF,25-144,6.0,350,11,91,171,119,19,291,3,8,37.5,3,0,233,1592,713,35,12,5,9,7,255,221,86.7,28,es  ESP,DF,25-144,6.0,0,0,0,4,3,0,20,2,4,0,0,0,36,2,12,14.3
20,Mariano,do  DOM,FW,27-279,14,5,476.0,5.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,1.5,1.5,0.2,1.6,0.28,0.03,0.31,0.28,0.31,do  DOM,FW,27-279,5.3,1,15,3,20.0,2.84,0.57,0.07,0.33,16.3,0,0,0,1.5,1.5,0.1,-0.5,-0.5,do  DOM,FW,27-279,5.3,71,94,75.5,976,152,43,52,82.7,19,23,82.6,5,10,50.0,0,0.2,-0.2,2,3,3,0,6,do  DOM,FW,27-279,5.3,94,84,10,0,0,32,1,0,0,0,0,0,66,16,12,14,64,4,1,0,71,0,0,2,4,do  DOM,FW,27-279,5.3,8,1.51,3,0,2,3,0,0,0,0.0,0,0,0,0,0,0,0,do  DOM,FW,27-279,5.3,2,2,0,1,1,0,6,0.0,6,102,22,21.6,11,44,47,5,1,0,4,0,2,2,0,do  DOM,FW,27-279,5.3,154,8,17,65,86,27,144,11,17,64.7,11,0,100,406,191,8,5,2,13,12,225,117,52.0,35,do  DOM,FW,27-279,5.3,0,0,0,7,4,11,0,0,2,0,0,0,13,20,13,60.6
21,Martin Ødegaard,no  NOR,"MF,FW",22-141,7,3,234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.04,0.15,0.19,0.04,0.19,no  NOR,"MF,FW",22-141,2.6,0,3,0,0.0,1.15,0.0,0.0,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,no  NOR,"MF,FW",22-141,2.6,147,175,84.0,2519,515,74,81,91.4,55,63,87.3,15,25,60.0,0,0.4,-0.4,5,16,2,0,9,no  NOR,"MF,FW",22-141,2.6,175,166,9,3,0,35,2,2,6,5,0,0,137,20,18,160,9,2,0,2,147,2,1,2,4,no  NOR,"MF,FW",22-141,2.6,6,2.31,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,no  NOR,"MF,FW",22-141,2.6,1,0,0,1,0,1,2,50.0,1,32,5,15.6,4,21,7,1,0,0,1,1,2,0,0,no  NOR,"MF,FW",22-141,2.6,189,0,27,103,76,6,180,1,1,100.0,1,0,134,768,366,20,8,1,2,4,177,159,89.8,21,no  NOR,"MF,FW",22-141,2.6,0,0,0,1,1,1,2,1,0,0,0,0,15,2,3,40.0
22,Blanco,es  ESP,"MF,DF",20-288,4,2,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.03,0.04,0.02,0.04,es  ESP,"MF,DF",20-288,2.4,0,2,0,0.0,0.82,0.0,0.0,,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0,es  ESP,"MF,DF",20-288,2.4,161,175,92.0,2911,611,78,82,95.1,56,62,90.3,23,26,88.5,0,0.1,-0.1,2,15,1,1,10,es  ESP,"MF,DF",20-288,2.4,175,173,2,2,0,11,8,3,0,0,0,0,152,10,13,24,143,7,0,1,161,1,1,1,2,es  ESP,"MF,DF",20-288,2.4,5,2.05,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,es  ESP,"MF,DF",20-288,2.4,6,3,3,2,1,3,9,33.3,6,73,19,26.0,24,39,10,8,2,0,6,2,8,6,0,es  ESP,"MF,DF",20-288,2.4,198,10,40,129,37,0,196,1,1,100.0,1,0,136,413,126,3,1,0,1,0,147,142,96.6,3,es  ESP,"MF,DF",20-288,2.4,0,0,0,6,2,0,3,2,3,0,0,0,30,1,5,16.7
23,Luka Jović,rs  SRB,"FW,MF",23-135,4,2,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,0.67,0.08,0.75,0.67,0.75,rs  SRB,"FW,MF",23-135,1.7,0,6,1,16.7,3.62,0.6,0.0,0.0,11.2,0,0,0,1.1,1.1,0.19,-1.1,-1.1,rs  SRB,"FW,MF",23-135,1.7,34,41,82.9,475,43,22,23,95.7,9,13,69.2,2,2,100.0,0,0.1,-0.1,2,1,0,0,0,rs  SRB,"FW,MF",23-135,1.7,41,38,3,0,0,9,0,1,0,0,0,0,27,10,4,6,33,1,0,0,34,0,1,1,2,rs  SRB,"FW,MF",23-135,1.7,4,2.42,2,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,rs  SRB,"FW,MF",23-135,1.7,0,0,0,0,0,0,0,,0,15,2,13.3,2,2,11,0,0,0,0,0,0,0,0,rs  SRB,"FW,MF",23-135,1.7,52,0,4,21,29,12,49,1,1,100.0,1,0,23,89,49,3,2,2,3,0,65,41,63.1,13,rs  SRB,"FW,MF",23-135,1.7,0,0,0,2,1,2,1,0,0,0,0,0,7,3,4,42.9
24,Víctor Chust,es  ESP,DF,21-063,2,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es  ESP,DF,21-063,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,es  ESP,DF,21-063,1.1,65,70,92.9,1454,434,14,15,93.3,39,39,100.0,11,15,73.3,0,0.0,0.0,0,5,0,0,2,es  ESP,DF,21-063,1.1,70,67,3,2,0,5,1,0,0,0,0,0,58,5,7,13,53,2,1,0,65,0,1,0,0,es  ESP,DF,21-063,1.1,1,0.95,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,es  ESP,DF,21-063,1.1,3,1,1,2,0,0,2,0.0,2,9,3,33.3,5,4,0,3,3,0,0,1,4,11,0,es  ESP,DF,21-063,1.1,87,15,51,38,1,0,84,0,0,,0,0,47,245,118,6,0,0,0,0,58,57,98.3,0,es  ESP,DF,21-063,1.1,0,0,0,1,0,0,0,1,1,0,0,0,9,3,3,50.0
25,Marvin,es  ESP,"DF,FW",20-308,3,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,es  ESP,"DF,FW",20-308,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,es  ESP,"DF,FW",20-308,1.0,49,60,81.7,739,248,29,32,90.6,19,21,90.5,1,6,16.7,0,0.0,0.0,1,2,1,0,8,es  ESP,"DF,FW",20-308,1.0,60,50,10,0,0,12,1,4,0,0,0,0,39,16,5,3,43,0,10,0,49,0,1,1,1,es  ESP,"DF,FW",20-308,1.0,1,1.02,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,es  ESP,"DF,FW",20-308,1.0,4,1,1,2,1,0,0,,0,21,9,42.9,6,11,4,1,0,0,1,1,5,4,0,es  ESP,"DF,FW",20-308,1.0,80,2,12,48,25,2,70,0,0,,0,0,46,229,105,6,3,0,3,3,61,46,75.4,6,es  ESP,"DF,FW",20-308,1.0,0,0,0,1,4,0,4,1,1,0,0,0,12,4,0,100.0
26,Sergio Arribas,es  ESP,"FW,DF",19-219,8,0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.03,0.05,0.02,0.05,es  ESP,"FW,DF",19-219,1.5,0,1,1,100.0,0.67,0.67,0.0,0.0,25.3,0,0,0,0.0,0.0,0.04,0.0,0.0,es  ESP,"FW,DF",19-219,1.5,76,92,82.6,1168,317,38,43,88.4,29,34,85.3,4,5,80.0,0,0.0,0.0,1,3,4,1,9,es  ESP,"FW,DF",19-219,1.5,92,90,2,0,0,20,0,1,0,0,0,0,77,9,6,80,8,1,2,0,76,1,0,1,5,es  ESP,"FW,DF",19-219,1.5,4,2.67,4,0,0,0,0,0,2,1.33,2,0,0,0,0,0,0,es  ESP,"FW,DF",19-219,1.5,2,1,1,1,0,0,1,0.0,1,20,6,30.0,9,7,4,1,0,0,1,3,5,3,0,es  ESP,"FW,DF",19-219,1.5,106,4,19,53,41,2,104,5,6,83.3,5,0,89,444,239,14,3,1,0,3,99,82,82.8,11,es  ESP,"FW,DF",19-219,1.5,1,0,0,1,2,2,1,3,1,0,0,0,13,1,2,33.3
27,Hugo Duro,es  ESP,FW,21-178,2,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.22,0.09,0.31,0.22,0.31,es  ESP,FW,21-178,0.6,0,1,0,0.0,1.64,0.0,0.0,,1.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1,es  ESP,FW,21-178,0.6,5,5,100.0,53,5,5,5,100.0,0,0,,0,0,,0,0.1,-0.1,1,0,1,0,1,es  ESP,FW,21-178,0.6,5,5,0,0,0,3,0,1,0,0,0,0,4,1,0,3,2,0,0,0,5,0,0,0,0,es  ESP,FW,21-178,0.6,1,1.64,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,es  ESP,FW,21-178,0.6,0,0,0,0,0,0,0,,0,4,0,0.0,0,2,2,1,0,0,1,0,0,0,0,es  ESP,FW,21-178,0.6,11,0,0,3,8,3,11,0,0,,0,0,6,28,6,0,0,0,2,0,24,8,33.3,4,es  ESP,FW,21-178,0.6,0,0,0,1,1,0,1,0,0,0,0,0,1,1,5,16.7
28,Miguel Gutiérrez,es  ESP,DF,19-284,2,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,es  ESP,DF,19-284,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,es  ESP,DF,19-284,0.5,32,37,86.5,411,107,23,25,92.0,6,9,66.7,2,2,100.0,0,0.0,0.0,1,0,1,1,1,es  ESP,DF,19-284,0.5,37,34,3,0,0,4,0,3,0,0,0,0,30,4,3,32,2,0,3,0,32,0,0,1,1,es  ESP,DF,19-284,0.5,2,4.09,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,es  ESP,DF,19-284,0.5,0,0,0,0,0,0,0,,0,9,3,33.3,1,6,2,1,0,0,1,1,1,3,0,es  ESP,DF,19-284,0.5,46,2,11,24,16,0,43,0,0,,0,0,32,217,142,7,5,0,0,0,38,35,92.1,2,es  ESP,DF,19-284,0.5,0,0,0,3,3,1,3,1,0,0,0,0,2,0,2,0.0
29,Borja Mayoral,es  ESP,FW,24-032,2,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es  ESP,FW,24-032,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,es  ESP,FW,24-032,0.3,3,5,60.0,55,0,1,1,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,es  ESP,FW,24-032,0.3,5,5,0,0,0,1,1,0,0,0,0,0,3,1,1,1,4,0,0,0,3,0,0,0,1,es  ESP,FW,24-032,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,es  ESP,FW,24-032,0.3,0,0,0,0,0,0,1,0.0,1,9,1,11.1,1,4,4,0,0,0,0,0,0,0,0,es  ESP,FW,24-032,0.3,9,0,1,3,7,3,9,0,1,0.0,0,0,7,14,5,0,0,0,0,2,16,7,43.8,5,es  ESP,FW,24-032,0.3,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0.0
30,Squad Total,,,28.8,34,374,3060.0,34.0,55.0,45.0,52.0,3.0,3.0,54.0,2.0,1.62,1.32,2.94,1.53,2.85,56.6,54.3,42.0,96.3,1.67,1.24,2.9,1.6,2.83,,,28.8,34.0,55,494,146,29.6,14.53,4.29,0.11,0.36,16.7,16,3,3,56.6,54.3,0.11,-1.6,-2.3,,,28.8,34.0,18538,21466,86.4,356117,104471,8015,8703,92.1,7410,8137,91.1,2804,3881,72.2,45,42.0,3.0,388,1387,390,87,1363,,,28.8,34.0,21466,19860,1606,457,45,2465,806,506,198,56,59,17,15812,2613,3041,5690,14048,463,680,337,18538,70,289,330,477,,,28.8,34.0,821,24.15,616,69,48,41,32,15,97,2.85,73,6,6,6,4,2,0,,,28.8,34.0,516,320,257,192,67,163,491,33.2,328,4281,1261,29.5,1408,1902,971,484,91,4,393,355,871,608,9,,,28.8,34.0,25054,2321,7508,12043,7156,1002,23506,409,631,64.8,429,24,17423,92322,49722,2082,629,197,373,318,20840,18538,89.0,1390,,,28.8,34.0,54,2,1,379,432,82,506,355,320,2,6,1,2554,431,375,53.5
