,Player,Nation_x,Pos_x,Age_x,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance_x,CrdR_Performance_x,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected_x,npxG_Expected_x,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes,Nation_y,Pos_y,Age_y,90s_x,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected_y,npxG_Expected_y,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected,Nation_x,Pos_x,Age_x,90s_y,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Nation_y,Pos_y,Age_y,90s_x,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Nation_x,Pos_x,Age_x,90s_y,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types,OG_GCA Types,Nation_y,Pos_y,Age_y,90s_x,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Nation_x,Pos_x,Age_x,90s_y,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving,Nation_y,Pos_y,Age_y,90s,CrdY_Performance_y,CrdR_Performance_y,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
10,Ousmane Dembélé,fr  FRA,FW,23-357,26,16,1518.0,16.9,5.0,2.0,5.0,0.0,0.0,2.0,0.0,0.3,0.12,0.42,0.3,0.42,5.0,5.0,4.0,9.0,0.3,0.24,0.53,0.3,0.53,fr  FRA,FW,23-357,16.9,5,48,17,35.4,2.85,1.01,0.1,0.29,17.2,0,0,0,5.0,5.0,0.1,0.0,0.0,fr  FRA,FW,23-357,16.9,726,879,82.6,11433,2526,414,461,89.8,250,301,83.1,49,75,65.3,2,4.0,-2.0,31,37,39,5,68,fr  FRA,FW,23-357,16.9,879,835,44,6,5,118,24,45,25,6,4,4,717,91,71,435,415,8,11,6,726,1,15,22,35,fr  FRA,FW,23-357,16.9,69,4.09,44,9,8,6,2,0,8,0.47,5,0,1,2,0,0,0,fr  FRA,FW,23-357,16.9,13,8,3,8,2,3,11,27.3,8,226,54,23.9,27,85,114,16,0,0,16,10,23,2,0,fr  FRA,FW,23-357,16.9,1099,5,57,381,766,135,1057,66,107,61.7,71,6,927,5462,3495,224,64,51,41,23,1138,935,82.2,174,fr  FRA,FW,23-357,16.9,2,0,0,13,21,10,45,10,8,0,0,0,65,6,12,33.3
11,Gerard Piqué,es  ESP,DF,34-094,15,15,1238.0,13.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.03,0.01,0.04,0.03,0.04,es  ESP,DF,34-094,13.8,0,5,0,0.0,0.36,0.0,0.0,,9.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4,es  ESP,DF,34-094,13.8,998,1062,94.0,20599,5120,291,308,94.5,560,580,96.6,135,155,87.1,0,0.2,-0.2,1,64,1,0,31,es  ESP,DF,34-094,13.8,1062,1027,35,28,0,79,25,0,0,0,0,0,878,83,101,62,911,41,5,9,998,1,9,5,4,es  ESP,DF,34-094,13.8,3,0.22,3,0,0,0,0,0,1,0.07,1,0,0,0,0,0,0,es  ESP,DF,34-094,13.8,18,12,10,7,1,7,11,63.6,4,89,38,42.7,37,51,1,14,1,0,13,10,28,53,0,es  ESP,DF,34-094,13.8,1159,140,496,726,32,10,1127,1,1,100.0,1,0,813,4733,2805,69,10,0,2,2,882,854,96.8,7,es  ESP,DF,34-094,13.8,3,0,0,10,5,2,0,10,12,0,0,0,166,57,17,77.0
12,Ronald Araújo,uy  URU,DF,22-061,20,13,1240.0,13.8,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.15,0.07,0.22,0.15,0.22,1.1,1.1,0.1,1.1,0.08,0.0,0.08,0.08,0.08,uy  URU,DF,22-061,13.8,2,8,4,50.0,0.58,0.29,0.25,0.5,8.5,0,0,0,1.1,1.1,0.14,0.9,0.9,uy  URU,DF,22-061,13.8,789,852,92.6,15811,3471,237,248,95.6,445,463,96.1,100,130,76.9,1,0.1,0.9,1,34,0,0,19,uy  URU,DF,22-061,13.8,852,829,23,20,1,73,10,0,0,0,0,0,735,47,70,81,714,25,2,4,789,1,5,1,6,uy  URU,DF,22-061,13.8,7,0.51,3,0,1,1,1,1,1,0.07,0,0,0,1,0,0,0,uy  URU,DF,22-061,13.8,21,16,12,8,1,6,7,85.7,1,131,49,37.4,57,71,3,28,14,0,14,10,31,56,1,uy  URU,DF,22-061,13.8,971,149,460,527,33,10,954,3,4,75.0,4,0,683,3283,1669,50,8,1,1,2,723,713,98.6,0,uy  URU,DF,22-061,13.8,2,0,0,11,14,1,0,10,16,1,1,0,122,47,10,82.5
13,Martin Braithwaite,dk  DEN,FW,29-336,26,11,1099.0,12.2,2.0,2.0,2.0,0.0,1.0,3.0,0.0,0.16,0.16,0.33,0.16,0.33,4.9,4.1,2.0,6.1,0.4,0.17,0.57,0.34,0.5,dk  DEN,FW,29-336,12.2,2,22,7,31.8,1.8,0.57,0.09,0.29,11.6,0,0,1,4.9,4.1,0.19,-2.9,-2.1,dk  DEN,FW,29-336,12.2,215,265,81.1,2818,329,145,162,89.5,51,71,71.8,11,16,68.8,2,2.0,0.0,10,5,6,0,8,dk  DEN,FW,29-336,12.2,265,256,9,0,2,61,4,7,0,0,0,0,213,34,18,39,202,9,0,3,215,0,1,8,7,dk  DEN,FW,29-336,12.2,22,1.8,16,0,1,1,3,1,4,0.33,2,0,0,1,0,1,0,dk  DEN,FW,29-336,12.2,7,6,1,3,3,2,6,33.3,4,115,38,33.0,14,44,57,7,0,0,7,7,14,7,0,dk  DEN,FW,29-336,12.2,388,10,35,147,225,73,378,11,16,68.8,11,0,269,1100,537,36,8,12,24,22,498,303,60.8,95,dk  DEN,FW,29-336,12.2,3,0,0,11,20,14,7,7,6,0,0,0,38,15,14,51.7
14,Sergi Roberto,es  ESP,DF,29-089,13,9,891.0,9.9,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1,0.2,0.3,0.1,0.3,0.5,0.5,2.0,2.5,0.05,0.2,0.26,0.05,0.26,es  ESP,DF,29-089,9.9,1,5,1,20.0,0.51,0.1,0.2,1.0,17.2,0,0,0,0.5,0.5,0.11,0.5,0.5,es  ESP,DF,29-089,9.9,762,847,90.0,11779,3239,411,442,93.0,297,319,93.1,39,52,75.0,2,2.0,0.0,13,48,18,2,44,es  ESP,DF,29-089,9.9,847,772,75,7,1,70,2,7,0,0,0,0,665,113,69,118,634,23,68,0,762,3,4,10,25,es  ESP,DF,29-089,9.9,18,1.82,17,0,0,0,0,1,2,0.2,2,0,0,0,0,0,0,es  ESP,DF,29-089,9.9,12,7,5,4,3,7,14,50.0,7,82,20,24.4,28,32,22,24,6,0,18,8,20,12,0,es  ESP,DF,29-089,9.9,923,38,208,442,329,26,851,7,8,87.5,7,0,644,2662,1384,68,22,4,6,3,755,701,92.8,44,es  ESP,DF,29-089,9.9,1,0,0,7,10,2,7,8,7,0,0,0,84,8,9,47.1
15,Philippe Coutinho,br  BRA,"MF,FW",28-329,12,8,654.0,7.3,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.28,0.28,0.55,0.28,0.55,3.9,3.9,0.9,4.7,0.53,0.12,0.65,0.53,0.65,br  BRA,"MF,FW",28-329,7.3,2,28,9,32.1,3.85,1.24,0.07,0.22,17.0,0,0,0,3.9,3.9,0.14,-1.9,-1.9,br  BRA,"MF,FW",28-329,7.3,454,523,86.8,6951,1476,257,280,91.8,158,179,88.3,29,48,60.4,2,0.9,1.1,7,40,15,2,44,br  BRA,"MF,FW",28-329,7.3,523,494,29,4,4,58,7,10,17,10,1,0,430,47,46,47,457,9,7,0,454,2,8,8,4,br  BRA,"MF,FW",28-329,7.3,24,3.3,18,1,1,1,3,0,4,0.55,4,0,0,0,0,0,0,br  BRA,"MF,FW",28-329,7.3,7,6,2,4,1,2,5,40.0,3,65,20,30.8,14,29,22,4,0,0,4,4,11,1,0,br  BRA,"MF,FW",28-329,7.3,601,7,35,284,325,44,572,11,18,61.1,12,1,468,2554,1529,93,25,16,5,12,596,514,86.2,61,br  BRA,"MF,FW",28-329,7.3,0,0,0,9,13,1,10,4,6,0,0,0,39,3,9,25.0
16,Miralem Pjanić,ba  BIH,MF,31-035,17,6,605.0,6.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,2.0,0.17,0.12,0.3,0.17,0.3,ba  BIH,MF,31-035,6.7,0,15,3,20.0,2.23,0.45,0.0,0.0,21.8,2,0,0,1.2,1.2,0.08,-1.2,-1.2,ba  BIH,MF,31-035,6.7,669,735,91.0,10980,2779,323,339,95.3,289,308,93.8,43,61,70.5,0,0.8,-0.8,10,54,16,0,56,ba  BIH,MF,31-035,6.7,735,699,36,20,1,80,6,1,13,4,1,0,614,68,53,53,654,14,3,6,669,2,5,12,13,ba  BIH,MF,31-035,6.7,29,4.31,26,2,0,1,0,0,0,0.0,0,0,0,0,0,0,0,ba  BIH,MF,31-035,6.7,9,5,5,3,1,2,9,22.2,7,81,21,25.9,29,37,15,7,1,0,6,7,16,4,0,ba  BIH,MF,31-035,6.7,801,18,154,475,219,9,768,9,11,81.8,9,1,521,2408,1063,43,13,2,5,7,682,658,96.5,21,ba  BIH,MF,31-035,6.7,1,0,0,4,10,0,1,7,5,0,0,0,71,5,4,55.6
17,Samuel Umtiti,fr  FRA,DF,27-174,12,6,600.0,6.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,fr  FRA,DF,27-174,6.7,0,2,1,50.0,0.3,0.15,0.0,0.0,8.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,fr  FRA,DF,27-174,6.7,533,555,96.0,9975,3099,197,204,96.6,294,301,97.7,41,48,85.4,0,0.0,0.0,1,32,0,0,28,fr  FRA,DF,27-174,6.7,555,543,12,11,0,40,4,0,0,0,0,0,500,32,23,443,87,9,1,4,533,0,2,2,1,fr  FRA,DF,27-174,6.7,6,0.9,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,fr  FRA,DF,27-174,6.7,8,5,4,4,0,3,4,75.0,1,53,16,30.2,16,34,3,12,6,0,6,12,20,26,0,fr  FRA,DF,27-174,6.7,615,68,261,384,9,2,606,1,1,100.0,1,0,449,2209,1423,37,1,0,2,1,493,479,97.2,0,fr  FRA,DF,27-174,6.7,1,0,0,13,8,0,0,12,5,0,0,0,64,20,6,76.9
18,Neto,br  BRA,GK,31-292,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,br  BRA,GK,31-292,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,br  BRA,GK,31-292,6.0,170,191,89.0,3838,2097,45,45,100.0,84,85,98.8,39,58,67.2,0,0.0,0.0,0,1,0,0,0,br  BRA,GK,31-292,6.0,191,146,45,4,0,22,1,0,0,0,0,0,140,9,42,20,141,0,0,30,170,0,1,0,1,br  BRA,GK,31-292,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,br  BRA,GK,31-292,6.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,1,br  BRA,GK,31-292,6.0,208,189,205,3,0,0,163,0,0,,0,0,119,418,252,0,0,0,0,2,113,113,100.0,0,br  BRA,GK,31-292,6.0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,
19,Ansu Fati,es  ESP,FW,18-188,7,6,431.0,4.8,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.84,0.0,0.84,0.84,0.84,1.8,1.8,1.4,3.2,0.37,0.29,0.66,0.37,0.66,es  ESP,FW,18-188,4.8,4,14,7,50.0,2.92,1.46,0.29,0.57,15.6,0,0,0,1.8,1.8,0.13,2.2,2.2,es  ESP,FW,18-188,4.8,174,205,84.9,2150,459,122,137,89.1,40,47,85.1,3,5,60.0,0,1.4,-1.4,9,3,7,0,11,es  ESP,FW,18-188,4.8,205,196,9,1,1,35,0,5,5,3,0,0,177,15,13,15,183,2,1,3,174,0,0,5,7,es  ESP,FW,18-188,4.8,19,3.97,12,1,1,0,5,0,2,0.42,0,0,1,0,1,0,0,es  ESP,FW,18-188,4.8,8,3,2,3,3,2,5,40.0,3,80,18,22.5,18,29,33,8,0,0,8,1,9,1,0,es  ESP,FW,18-188,4.8,278,0,14,108,181,44,270,15,25,60.0,17,1,230,1369,908,57,19,16,5,15,301,229,76.1,49,es  ESP,FW,18-188,4.8,1,0,0,6,11,2,5,1,3,2,0,0,20,2,4,33.3
20,Francisco Trincão,pt  POR,"FW,MF",21-129,26,2,640.0,7.1,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.42,0.28,0.7,0.42,0.7,3.1,3.1,1.0,4.1,0.44,0.14,0.58,0.44,0.58,pt  POR,"FW,MF",21-129,7.1,3,23,12,52.2,3.23,1.69,0.13,0.25,16.6,0,0,0,3.1,3.1,0.14,-0.1,-0.1,pt  POR,"FW,MF",21-129,7.1,304,363,83.7,4353,827,181,204,88.7,96,108,88.9,15,22,68.2,2,1.0,1.0,7,9,10,1,23,pt  POR,"FW,MF",21-129,7.1,363,351,12,1,0,56,5,11,5,0,0,0,316,22,25,296,43,11,6,5,304,1,4,10,18,pt  POR,"FW,MF",21-129,7.1,20,2.81,14,0,3,1,2,0,3,0.42,3,0,0,0,0,0,0,pt  POR,"FW,MF",21-129,7.1,7,4,1,4,2,1,6,16.7,5,105,25,23.8,20,42,43,3,1,0,2,4,11,2,0,pt  POR,"FW,MF",21-129,7.1,460,6,50,164,281,55,449,18,32,56.3,18,0,371,2311,1282,67,12,8,12,20,474,385,81.2,72,pt  POR,"FW,MF",21-129,7.1,1,0,0,6,10,8,11,4,4,0,0,0,40,4,9,30.8
21,Ilaix,es  ESP,MF,18-108,11,2,344.0,3.8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.26,0.52,0.78,0.26,0.78,0.9,0.9,0.8,1.6,0.23,0.2,0.43,0.23,0.43,es  ESP,MF,18-108,3.8,1,8,2,25.0,2.09,0.52,0.13,0.5,11.4,0,0,0,0.9,0.9,0.11,0.1,0.1,es  ESP,MF,18-108,3.8,238,256,93.0,3442,514,142,149,95.3,79,86,91.9,11,12,91.7,2,0.8,1.2,4,18,1,0,8,es  ESP,MF,18-108,3.8,256,251,5,5,1,51,2,2,0,0,0,0,239,8,9,47,201,2,0,2,238,0,2,4,1,es  ESP,MF,18-108,3.8,10,2.62,6,0,2,1,1,0,3,0.78,2,0,1,0,0,0,0,es  ESP,MF,18-108,3.8,10,6,3,5,2,4,10,40.0,6,98,22,22.4,14,53,31,8,0,0,8,5,15,4,0,es  ESP,MF,18-108,3.8,315,4,31,197,111,16,311,8,8,100.0,8,0,244,1104,575,28,13,3,8,7,311,262,84.2,19,es  ESP,MF,18-108,3.8,0,0,0,9,14,0,2,5,6,0,0,0,20,8,7,53.3
22,Junior Firpo,es  ESP,DF,24-258,6,2,244.0,2.7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.37,0.37,0.74,0.37,0.74,0.8,0.8,0.7,1.5,0.31,0.25,0.56,0.31,0.56,es  ESP,DF,24-258,2.7,1,1,1,100.0,0.37,0.37,1.0,1.0,3.0,0,0,0,0.8,0.8,0.83,0.2,0.2,es  ESP,DF,24-258,2.7,180,198,90.9,2538,717,102,109,93.6,69,74,93.2,3,6,50.0,1,0.7,0.3,5,8,1,0,12,es  ESP,DF,24-258,2.7,198,177,21,4,0,23,0,4,0,0,0,0,161,29,8,146,29,4,17,1,180,2,0,5,4,es  ESP,DF,24-258,2.7,8,2.95,6,0,0,0,1,1,1,0.37,1,0,0,0,0,0,0,es  ESP,DF,24-258,2.7,2,2,1,1,0,0,1,0.0,1,27,11,40.7,13,10,4,5,3,0,2,3,5,5,0,es  ESP,DF,24-258,2.7,224,12,57,111,76,11,204,3,6,50.0,3,1,153,693,414,21,8,3,3,1,180,167,92.8,14,es  ESP,DF,24-258,2.7,1,0,0,6,6,2,4,3,2,0,0,0,15,1,2,33.3
23,Riqui Puig,es  ESP,MF,21-267,11,2,205.0,2.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,0.3,0.3,0.1,0.4,0.12,0.05,0.17,0.12,0.17,es  ESP,MF,21-267,2.3,1,4,2,50.0,1.76,0.88,0.25,0.5,17.0,0,0,0,0.3,0.3,0.07,0.7,0.7,es  ESP,MF,21-267,2.3,247,272,90.8,4152,821,135,146,92.5,78,84,92.9,29,36,80.6,0,0.1,-0.1,2,22,4,0,19,es  ESP,MF,21-267,2.3,272,264,8,5,2,36,3,0,2,1,0,0,237,14,21,9,259,3,1,0,247,2,2,6,1,es  ESP,MF,21-267,2.3,7,3.07,7,0,0,0,0,0,2,0.88,2,0,0,0,0,0,0,es  ESP,MF,21-267,2.3,2,2,0,2,0,1,2,50.0,1,31,5,16.1,4,16,11,1,0,0,1,1,3,0,0,es  ESP,MF,21-267,2.3,288,1,24,195,88,6,283,3,3,100.0,3,0,211,1314,621,37,14,2,5,0,275,262,95.3,12,es  ESP,MF,21-267,2.3,0,0,0,1,6,0,0,1,2,0,0,0,16,1,2,33.3
24,Carles Aleñá,es  ESP,MF,23-122,2,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,es  ESP,MF,23-122,0.5,0,1,0,0.0,1.87,0.0,0.0,,17.5,0,0,0,0.0,0.0,0.02,0.0,0.0,es  ESP,MF,23-122,0.5,38,42,90.5,725,166,14,17,82.4,14,15,93.3,8,8,100.0,0,0.0,0.0,0,2,0,0,6,es  ESP,MF,23-122,0.5,42,42,0,0,0,6,2,0,0,0,0,0,36,3,3,36,4,0,0,0,38,0,1,1,0,es  ESP,MF,23-122,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,es  ESP,MF,23-122,0.5,0,0,0,0,0,0,0,,0,14,1,7.1,5,8,1,0,0,0,0,0,0,0,0,es  ESP,MF,23-122,0.5,46,2,12,26,8,1,46,0,1,0.0,1,0,38,142,80,1,0,0,0,2,50,43,86.0,1,es  ESP,MF,23-122,0.5,1,0,0,4,0,0,0,0,0,0,0,0,3,2,0,100.0
25,Squad Total,,,27.2,34,374,3060.0,34.0,75.0,49.0,71.0,4.0,8.0,61.0,1.0,2.21,1.44,3.65,2.09,3.53,73.1,66.7,52.9,119.6,2.15,1.56,3.7,1.96,3.52,,,27.2,34.0,75,516,210,40.7,15.18,6.18,0.14,0.34,16.6,40,4,8,73.1,66.7,0.13,1.9,4.3,,,27.2,34.0,22935,25725,89.2,393977,113519,10977,11820,92.9,9388,10163,92.4,2109,2854,73.9,49,52.9,-3.9,397,1735,509,50,1652,,,27.2,34.0,25725,24218,1507,478,88,2892,381,367,196,57,26,10,21154,2368,2203,9810,14354,470,575,263,22935,75,205,433,450,,,27.2,34.0,911,26.79,710,38,63,29,59,12,121,3.56,92,1,11,9,6,2,0,,,27.2,34.0,474,309,204,197,73,176,444,39.6,268,4310,1319,30.6,1196,1965,1149,465,67,0,398,300,774,428,11,,,27.2,34.0,29110,2242,6993,14433,9577,1269,27678,441,694,63.5,471,28,21436,102336,56913,2570,764,247,332,340,25247,22935,90.8,1664,,,27.2,34.0,61,1,1,320,468,84,367,300,309,6,5,2,2635,383,280,57.8
26,Opponent Total,,,28.1,34,374,3060.0,34.0,31.0,16.0,26.0,5.0,5.0,69.0,6.0,0.91,0.47,1.38,0.76,1.24,36.1,32.3,21.9,54.2,1.06,0.64,1.71,0.95,1.59,,,28.1,34.0,31,274,106,38.7,8.06,3.12,0.09,0.25,17.3,11,5,5,36.1,32.3,0.12,-5.1,-6.3,,,28.1,34.0,10570,13375,79.0,207870,74275,4321,4937,87.5,4456,5123,87.0,1583,2726,58.1,16,21.9,-5.9,197,700,210,46,845,,,28.1,34.0,13375,12030,1345,382,18,2020,372,309,118,32,46,6,9100,1667,2608,3949,8091,419,454,185,10570,38,258,283,398,,,28.1,34.0,450,13.24,326,33,30,17,24,20,55,1.62,30,3,6,3,7,6,0,,,28.1,34.0,562,360,338,174,50,223,694,32.1,471,5896,1401,23.8,2445,2299,1152,583,133,2,450,449,1011,577,11,,,28.1,34.0,16837,2534,6596,7594,3704,583,15528,255,440,58.0,266,20,10486,56439,30367,1050,338,119,385,298,12740,10565,82.9,876,,,28.1,34.0,69,6,2,486,300,42,309,449,360,5,7,5,2263,280,383,42.2
