,Player,Nation_x,Pos_x,Age_x,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance_x,CrdR_Performance_x,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected_x,npxG_Expected_x,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes,Nation_y,Pos_y,Age_y,90s_x,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected_y,npxG_Expected_y,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected,Nation_x,Pos_x,Age_x,90s_y,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Nation_y,Pos_y,Age_y,90s_x,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Nation_x,Pos_x,Age_x,90s_y,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types,OG_GCA Types,Nation_y,Pos_y,Age_y,90s_x,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Nation_x,Pos_x,Age_x,90s_y,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving,Nation_y,Pos_y,Age_y,90s,CrdY_Performance_y,CrdR_Performance_y,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
10,Felipe,br  BRA,DF,31-356,27,19,1697.0,18.9,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,0.03,0.01,0.04,0.03,0.04,br  BRA,DF,31-356,18.9,0,9,2,22.2,0.48,0.11,0.0,0.0,9.5,0,0,0,0.6,0.6,0.06,-0.6,-0.6,br  BRA,DF,31-356,18.9,743,865,85.9,15795,4982,240,262,91.6,366,408,89.7,131,184,71.2,0,0.2,-0.2,2,27,0,0,31,br  BRA,DF,31-356,18.9,865,838,27,22,1,95,24,2,0,0,0,0,651,58,156,121,648,53,5,4,743,3,17,3,5,br  BRA,DF,31-356,18.9,6,0.32,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,br  BRA,DF,31-356,18.9,26,16,19,7,0,11,17,64.7,6,142,45,31.7,79,53,10,33,15,0,18,37,63,144,0,br  BRA,DF,31-356,18.9,1104,185,641,482,31,20,1078,3,3,100.0,3,0,621,3353,1469,21,2,0,1,2,669,642,96.0,5,br  BRA,DF,31-356,18.9,6,0,0,26,12,0,2,37,16,0,0,1,186,77,17,81.9
11,José María Giménez,uy  URU,DF,26-107,20,19,1675.0,18.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,0.04,0.01,0.05,0.04,0.05,uy  URU,DF,26-107,18.6,0,13,4,30.8,0.7,0.21,0.0,0.0,12.1,0,0,0,0.7,0.7,0.06,-0.7,-0.7,uy  URU,DF,26-107,18.6,934,1060,88.1,21289,6386,245,266,92.1,464,490,94.7,212,281,75.4,0,0.2,-0.2,3,47,1,0,49,uy  URU,DF,26-107,18.6,1060,1008,52,31,1,66,47,1,0,0,0,0,825,70,165,166,812,34,20,8,934,4,17,8,11,uy  URU,DF,26-107,18.6,5,0.27,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,uy  URU,DF,26-107,18.6,23,15,19,4,0,10,19,52.6,9,113,32,28.3,66,39,8,25,11,0,14,20,43,88,0,uy  URU,DF,26-107,18.6,1228,157,669,586,51,23,1179,1,2,50.0,2,0,789,4053,2448,48,4,0,4,2,902,876,97.1,2,uy  URU,DF,26-107,18.6,5,0,0,19,18,1,1,20,15,0,1,0,134,54,25,68.4
12,Thomas Lemar,fr  FRA,MF,25-176,26,18,1354.0,15.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.07,0.2,0.27,0.07,0.27,1.3,1.3,2.0,3.3,0.09,0.13,0.22,0.09,0.22,fr  FRA,MF,25-176,15.0,1,22,9,40.9,1.46,0.6,0.05,0.11,20.8,2,0,0,1.3,1.3,0.06,-0.3,-0.3,fr  FRA,MF,25-176,15.0,658,806,81.6,11589,2948,332,367,90.5,221,266,83.1,89,137,65.0,3,2.0,1.0,20,61,21,2,68,fr  FRA,MF,25-176,15.0,806,743,63,16,2,115,36,28,35,11,19,0,594,90,122,659,115,16,9,2,658,2,12,19,24,fr  FRA,MF,25-176,15.0,36,2.39,21,12,1,0,2,0,8,0.53,5,2,0,0,1,0,0,fr  FRA,MF,25-176,15.0,33,19,11,18,4,11,28,39.3,17,307,85,27.7,65,163,79,26,2,0,24,12,45,7,0,fr  FRA,MF,25-176,15.0,978,18,136,507,409,31,918,40,46,87.0,40,1,728,3883,1917,105,40,4,20,29,860,714,83.0,91,fr  FRA,MF,25-176,15.0,4,0,0,15,23,0,28,12,19,1,0,0,108,7,10,41.2
13,João Félix,pt  POR,"FW,MF",21-178,27,14,1477.0,16.4,7.0,4.0,6.0,1.0,2.0,5.0,0.0,0.43,0.24,0.67,0.37,0.61,4.9,3.4,3.5,6.9,0.3,0.21,0.51,0.21,0.42,pt  POR,"FW,MF",21-178,16.4,7,34,13,38.2,2.07,0.79,0.18,0.46,19.1,2,1,2,4.9,3.4,0.1,2.1,2.6,pt  POR,"FW,MF",21-178,16.4,532,642,82.9,7858,2372,327,368,88.9,142,174,81.6,37,53,69.8,4,3.5,0.5,19,59,19,0,67,pt  POR,"FW,MF",21-178,16.4,642,626,16,4,7,147,12,13,1,1,0,0,508,73,61,40,572,9,5,2,532,4,3,13,20,pt  POR,"FW,MF",21-178,16.4,43,2.62,31,0,4,4,4,0,9,0.55,6,0,1,1,1,0,0,pt  POR,"FW,MF",21-178,16.4,7,5,2,4,1,2,10,20.0,8,169,54,32.0,15,90,64,7,0,0,7,7,14,3,0,pt  POR,"FW,MF",21-178,16.4,857,6,79,474,375,58,839,31,62,50.0,32,5,688,2946,1737,102,36,8,36,37,929,714,76.9,118,pt  POR,"FW,MF",21-178,16.4,5,0,0,13,44,6,13,7,5,1,0,0,89,21,27,43.8
14,Renan Lodi,br  BRA,DF,23-029,20,11,1066.0,11.8,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.17,0.17,0.0,0.17,0.5,0.5,1.1,1.5,0.04,0.09,0.13,0.04,0.13,br  BRA,DF,23-029,11.8,0,11,3,27.3,0.93,0.25,0.0,0.0,19.5,0,0,0,0.5,0.5,0.04,-0.5,-0.5,br  BRA,DF,23-029,11.8,573,727,78.8,10739,3177,246,276,89.1,247,295,83.7,68,120,56.7,2,1.1,0.9,14,23,15,5,38,br  BRA,DF,23-029,11.8,727,591,136,21,0,83,21,47,12,1,8,0,450,134,143,539,49,23,103,6,573,2,15,15,28,br  BRA,DF,23-029,11.8,27,2.28,15,6,2,1,2,1,4,0.34,4,0,0,0,0,0,0,br  BRA,DF,23-029,11.8,28,14,13,11,4,10,21,47.6,11,176,60,34.1,52,88,36,25,0,0,25,23,51,24,0,br  BRA,DF,23-029,11.8,882,31,208,400,319,35,756,24,30,80.0,25,0,581,2734,1490,70,23,5,22,14,609,551,90.5,70,br  BRA,DF,23-029,11.8,2,0,0,18,27,2,47,23,14,0,0,0,98,9,12,42.9
15,Héctor Herrera,mx  MEX,MF,31-018,14,8,665.0,7.4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,0.2,0.2,0.3,0.5,0.03,0.03,0.06,0.03,0.06,mx  MEX,MF,31-018,7.4,0,7,1,14.3,0.95,0.14,0.0,0.0,18.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,mx  MEX,MF,31-018,7.4,578,647,89.3,10683,2791,248,267,92.9,231,255,90.6,79,97,81.4,1,0.3,0.7,5,64,8,1,56,mx  MEX,MF,31-018,7.4,647,615,32,27,3,92,18,3,1,1,0,0,508,60,79,88,523,12,4,6,578,2,5,7,8,mx  MEX,MF,31-018,7.4,16,2.17,11,2,1,2,0,0,3,0.41,1,1,0,1,0,0,0,mx  MEX,MF,31-018,7.4,16,12,7,6,3,6,18,33.3,12,132,39,29.5,52,72,8,12,2,0,10,9,25,17,0,mx  MEX,MF,31-018,7.4,720,22,161,482,111,6,691,3,5,60.0,3,0,488,2285,993,40,7,1,3,4,559,540,96.6,9,mx  MEX,MF,31-018,7.4,2,0,0,9,7,1,3,9,12,0,0,0,84,18,15,54.5
16,Šime Vrsaljko,hr  CRO,DF,29-117,9,6,519.0,5.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hr  CRO,DF,29-117,5.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,hr  CRO,DF,29-117,5.8,211,311,67.8,3661,1503,95,113,84.1,101,142,71.1,14,48,29.2,0,0.0,0.0,0,7,9,2,27,hr  CRO,DF,29-117,5.8,311,242,69,2,0,30,3,20,0,0,0,0,151,58,102,12,208,12,67,1,211,4,4,5,11,hr  CRO,DF,29-117,5.8,3,0.52,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,hr  CRO,DF,29-117,5.8,18,13,11,7,0,7,12,58.3,5,67,19,28.4,38,24,5,11,0,0,11,6,24,18,0,hr  CRO,DF,29-117,5.8,376,16,89,187,117,0,309,2,3,66.7,2,0,177,719,343,19,9,0,5,3,261,208,79.7,15,hr  CRO,DF,29-117,5.8,2,0,0,8,4,1,20,6,13,0,0,0,35,16,14,53.3
17,Geoffrey Kondogbia,cf  CTA,MF,28-081,21,4,562.0,6.2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.02,0.05,0.06,0.02,0.06,cf  CTA,MF,28-081,6.2,0,4,2,50.0,0.64,0.32,0.0,0.0,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,cf  CTA,MF,28-081,6.2,319,368,86.7,5999,1436,143,153,93.5,127,145,87.6,45,60,75.0,0,0.3,-0.3,4,28,3,0,28,cf  CTA,MF,28-081,6.2,368,363,5,5,2,64,13,0,0,0,0,0,298,38,32,306,42,16,0,1,319,2,7,6,4,cf  CTA,MF,28-081,6.2,10,1.6,9,0,0,0,1,0,1,0.16,1,0,0,0,0,0,0,cf  CTA,MF,28-081,6.2,29,20,8,20,1,9,18,50.0,9,153,54,35.3,48,90,15,13,5,0,8,9,38,12,0,cf  CTA,MF,28-081,6.2,440,21,118,304,44,3,438,7,11,63.6,7,0,312,1526,841,31,8,1,3,2,308,290,94.2,7,cf  CTA,MF,28-081,6.2,4,0,0,17,12,0,0,9,20,0,0,0,78,5,7,41.7
18,Lucas Torreira,uy  URU,"MF,FW",25-085,19,3,518.0,5.8,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.17,0.0,0.17,0.17,0.17,0.2,0.2,0.6,0.8,0.04,0.1,0.14,0.04,0.14,uy  URU,"MF,FW",25-085,5.8,1,3,1,33.3,0.52,0.17,0.33,1.0,34.6,0,0,0,0.2,0.2,0.08,0.8,0.8,uy  URU,"MF,FW",25-085,5.8,286,322,88.8,4769,1287,139,153,90.8,115,125,92.0,24,32,75.0,0,0.6,-0.6,3,23,3,0,24,uy  URU,"MF,FW",25-085,5.8,322,318,4,4,1,51,4,0,0,0,0,0,240,38,44,36,257,23,0,1,286,0,2,2,3,uy  URU,"MF,FW",25-085,5.8,12,2.08,8,1,0,0,2,1,1,0.17,1,0,0,0,0,0,0,uy  URU,"MF,FW",25-085,5.8,8,6,2,4,2,0,4,0.0,4,75,18,24.0,26,37,12,11,3,0,8,7,15,7,0,uy  URU,"MF,FW",25-085,5.8,372,16,103,237,43,5,370,1,1,100.0,1,0,220,971,484,19,3,2,2,8,278,261,93.9,5,uy  URU,"MF,FW",25-085,5.8,2,0,0,10,12,1,0,7,6,0,0,0,68,5,8,38.5
19,Vitolo,es  ESP,"MF,FW",31-186,10,3,298.0,3.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.15,0.07,0.22,0.15,0.22,es  ESP,"MF,FW",31-186,3.3,0,2,0,0.0,0.6,0.0,0.0,,11.4,0,0,0,0.5,0.5,0.24,-0.5,-0.5,es  ESP,"MF,FW",31-186,3.3,127,154,82.5,1714,417,82,96,85.4,32,36,88.9,5,11,45.5,0,0.2,-0.2,3,6,3,0,12,es  ESP,"MF,FW",31-186,3.3,154,149,5,1,0,24,3,1,0,0,0,0,112,26,16,21,115,8,4,2,127,0,1,1,2,es  ESP,"MF,FW",31-186,3.3,7,2.11,6,0,0,0,1,0,2,0.6,1,0,0,0,1,0,0,es  ESP,"MF,FW",31-186,3.3,3,3,1,0,2,1,7,14.3,6,46,12,26.1,8,19,19,6,0,0,6,1,4,1,0,es  ESP,"MF,FW",31-186,3.3,191,2,26,96,81,19,188,1,1,100.0,1,0,135,757,468,27,7,4,10,5,196,155,79.1,33,es  ESP,"MF,FW",31-186,3.3,1,0,0,6,8,1,1,1,3,1,0,0,20,7,6,53.8
20,Diego Costa,es  ESP,FW,32-212,7,2,208.0,2.3,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.87,0.0,0.87,0.43,0.43,1.4,0.6,0.3,1.0,0.6,0.14,0.74,0.27,0.41,es  ESP,FW,32-212,2.3,2,4,2,50.0,1.73,0.87,0.25,0.5,13.1,0,1,1,1.4,0.6,0.16,0.6,0.4,es  ESP,FW,32-212,2.3,56,73,76.7,801,77,39,48,81.3,11,15,73.3,4,4,100.0,0,0.3,-0.3,4,1,4,0,4,es  ESP,FW,32-212,2.3,73,73,0,0,1,24,2,2,0,0,0,0,42,21,10,5,50,5,0,6,56,0,1,0,5,es  ESP,FW,32-212,2.3,9,3.89,7,0,0,1,1,0,3,1.3,2,0,0,0,1,0,0,es  ESP,FW,32-212,2.3,1,0,1,0,0,1,3,33.3,2,30,6,20.0,3,18,9,1,0,0,1,0,1,2,0,es  ESP,FW,32-212,2.3,99,2,6,44,53,20,99,0,0,,0,0,51,168,73,4,2,3,7,6,119,90,75.6,28,es  ESP,FW,32-212,2.3,1,0,0,7,3,5,2,0,0,1,0,0,3,9,15,37.5
21,Thomas Partey,gh  GHA,MF,27-328,3,2,200.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,gh  GHA,MF,27-328,2.2,0,5,0,0.0,2.25,0.0,0.0,,35.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,gh  GHA,MF,27-328,2.2,196,220,89.1,4215,1118,66,72,91.7,93,103,90.3,34,41,82.9,0,0.0,0.0,0,26,4,0,34,gh  GHA,MF,27-328,2.2,220,217,3,2,0,28,9,0,1,1,0,0,170,15,35,14,197,4,0,2,196,0,2,6,1,gh  GHA,MF,27-328,2.2,5,2.25,3,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,gh  GHA,MF,27-328,2.2,10,7,6,3,1,3,5,60.0,2,50,15,30.0,18,23,9,4,1,0,3,2,12,1,0,gh  GHA,MF,27-328,2.2,243,2,33,189,45,0,240,7,8,87.5,7,1,194,939,467,16,10,0,1,0,198,196,99.0,1,gh  GHA,MF,27-328,2.2,1,0,0,5,1,0,0,2,7,0,0,0,26,3,1,75.0
22,Manuel Sánchez,es  ESP,DF,20-256,1,1,49.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.84,0.0,1.84,0.0,0.0,0.3,0.3,0.0,0.61,0.61,0.0,0.61,es  ESP,DF,20-256,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,es  ESP,DF,20-256,0.5,24,31,77.4,406,108,12,14,85.7,11,14,78.6,1,2,50.0,1,0.3,0.7,1,0,0,0,0,es  ESP,DF,20-256,0.5,31,25,6,0,0,8,0,0,0,0,0,0,20,6,5,17,7,1,6,0,24,0,0,0,3,es  ESP,DF,20-256,0.5,1,1.84,1,0,0,0,0,0,1,1.84,1,0,0,0,0,0,0,es  ESP,DF,20-256,0.5,0,0,0,0,0,0,1,0.0,1,5,0,0.0,3,2,0,5,2,0,3,0,0,0,0,es  ESP,DF,20-256,0.5,36,3,13,14,12,1,30,0,0,,0,0,20,190,67,1,0,0,0,0,24,21,87.5,0,es  ESP,DF,20-256,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
23,Moussa Dembélé,fr  FRA,"FW,MF",24-299,4,0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.1,1.04,0.02,1.06,1.04,1.06,fr  FRA,"FW,MF",24-299,1.0,0,6,2,33.3,6.07,2.02,0.0,0.0,10.8,0,0,0,1.0,1.0,0.17,-1.0,-1.0,fr  FRA,"FW,MF",24-299,1.0,19,30,63.3,270,22,13,19,68.4,6,9,66.7,0,1,0.0,0,0.0,0.0,1,0,1,0,1,fr  FRA,"FW,MF",24-299,1.0,30,29,1,0,0,4,0,1,0,0,0,0,17,8,5,0,22,3,0,2,19,0,0,2,1,fr  FRA,"FW,MF",24-299,1.0,2,2.02,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,fr  FRA,"FW,MF",24-299,1.0,0,0,0,0,0,0,0,,0,11,3,27.3,1,6,4,0,0,0,0,0,0,0,0,fr  FRA,"FW,MF",24-299,1.0,47,0,1,21,28,10,46,1,4,25.0,2,0,26,152,84,4,2,1,6,0,57,36,63.2,10,fr  FRA,"FW,MF",24-299,1.0,0,0,0,3,0,3,1,0,0,0,0,0,8,6,4,60.0
24,Ricard,es  ESP,DF,21-074,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,es  ESP,DF,21-074,0.3,0,1,0,0.0,3.0,0.0,0.0,,19.2,0,0,0,0.0,0.0,0.02,0.0,0.0,es  ESP,DF,21-074,0.3,14,20,70.0,292,161,5,6,83.3,7,10,70.0,2,3,66.7,0,0.0,0.0,0,1,2,2,0,es  ESP,DF,21-074,0.3,20,16,4,0,0,1,1,2,0,0,0,0,11,3,6,1,14,1,4,0,14,0,0,0,2,es  ESP,DF,21-074,0.3,2,6.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,es  ESP,DF,21-074,0.3,1,1,0,1,0,0,0,,0,7,4,57.1,3,3,1,1,0,0,1,0,1,1,0,es  ESP,DF,21-074,0.3,25,0,6,8,11,1,21,0,0,,0,0,12,23,13,0,0,0,1,0,16,15,93.8,0,es  ESP,DF,21-074,0.3,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0.0
25,Squad Total,,,28.0,34,374,3060.0,34.0,59.0,49.0,54.0,5.0,7.0,90.0,0.0,1.74,1.44,3.18,1.59,3.03,45.0,39.4,32.3,71.7,1.32,0.95,2.27,1.16,2.11,,,28.0,34.0,59,391,158,40.4,11.5,4.65,0.14,0.34,17.4,11,5,7,45.0,39.4,0.1,14.0,14.6,,,28.0,34.0,15284,18578,82.3,290608,94341,6678,7418,90.0,6107,6993,87.3,2160,3464,62.4,49,32.3,16.7,295,1120,327,53,1325,,,28.0,34.0,18578,16987,1591,436,39,2318,525,400,174,46,89,1,13063,2243,3272,4852,11864,630,651,207,15284,71,262,364,397,,,28.0,34.0,628,18.47,453,64,41,30,32,8,107,3.15,76,7,7,4,11,2,0,,,28.0,34.0,637,410,316,241,80,256,601,42.6,345,4496,1377,30.6,1460,2029,1007,533,81,0,452,349,986,728,3,,,28.0,34.0,22360,1944,6664,11271,5576,860,20828,325,529,61.4,350,32,14545,66272,35238,1468,389,124,366,363,17762,15284,86.0,1357,,,28.0,34.0,90,0,0,442,409,84,400,349,410,6,4,3,2822,550,449,55.1
26,Opponent Total,,,28.4,34,374,3060.0,34.0,19.0,12.0,18.0,1.0,4.0,50.0,3.0,0.56,0.35,0.91,0.53,0.88,29.1,26.0,20.3,46.4,0.86,0.6,1.45,0.77,1.36,,,28.4,34.0,19,314,100,31.8,9.24,2.94,0.06,0.18,18.4,12,1,4,29.1,26.0,0.08,-10.1,-8.0,,,28.4,34.0,13508,16775,80.5,273129,83080,5316,5995,88.7,5781,6594,87.7,2218,3579,62.0,12,20.3,-8.3,231,1022,230,70,984,,,28.4,34.0,16775,15149,1626,496,10,2011,671,401,144,51,58,5,11295,2317,3163,4903,10017,678,650,209,13508,24,305,332,451,,,28.4,34.0,479,14.09,355,50,19,17,30,8,34,1.0,26,3,1,1,1,2,0,,,28.4,34.0,541,334,293,180,68,179,529,33.8,350,4769,1280,26.8,1660,2145,964,489,92,2,397,382,923,742,6,,,28.4,34.0,20500,2233,6533,9947,5227,577,18928,322,600,53.7,345,24,13177,64622,33761,1387,432,78,378,381,15968,13504,84.6,1002,,,28.4,34.0,50,3,0,440,414,24,401,382,334,3,7,2,2748,449,550,44.9
