,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
16,2021-11-20,21:00,La Liga,Matchweek 14,Sat,Home,W,1.0,0.0,Espanyol,1.5,1.0,65.0,74418.0,Sergio Busquets,4-3-3,Carlos del Cerro,Match Report,
17,2021-11-23,21:00,Champions Lg,Group stage,Tue,Home,D,0.0,0.0,pt  Benfica,1.3,1.1,65.0,49572.0,Sergio Busquets,3-4-3,Sergey Karasev,Match Report,
18,2021-11-27,21:00,La Liga,Matchweek 15,Sat,Away,W,3.0,1.0,Villarreal,3.0,1.4,49.0,19050.0,Sergio Busquets,4-3-3,César Soto,Match Report,
19,2021-12-04,16:15,La Liga,Matchweek 16,Sat,Home,L,0.0,1.0,Betis,0.8,0.7,62.0,66529.0,Sergio Busquets,4-3-3,Pablo González,Match Report,
20,2021-12-08,21:00,Champions Lg,Group stage,Wed,Away,L,0.0,3.0,de  Bayern Munich,0.4,1.9,48.0,,Sergio Busquets,4-3-3,Ovidiu Hațegan,Match Report,
21,2021-12-12,16:15,La Liga,Matchweek 17,Sun,Away,D,2.0,2.0,Osasuna,1.0,0.3,61.0,21427.0,Sergio Busquets,3-5-1-1,Juan Martínez,Match Report,
22,2021-12-18,18:30,La Liga,Matchweek 18,Sat,Home,W,3.0,2.0,Elche,2.9,1.1,71.0,41664.0,Sergio Busquets,3-4-3◆,Alberola Rojas,Match Report,
23,2021-12-21,21:30,La Liga,Matchweek 4,Tue,Away,D,1.0,1.0,Sevilla,1.5,0.2,59.0,31358.0,Sergio Busquets,4-3-3,Carlos del Cerro,Match Report,
24,2022-01-02,21:00,La Liga,Matchweek 19,Sun,Away,W,1.0,0.0,Mallorca,1.2,0.7,63.0,14654.0,Gerard Piqué,4-3-3,Antonio Matéu Lahoz,Match Report,
25,2022-01-05,19:30,Copa del Rey,Round of 32,Wed,Away,W,2.0,1.0,Linares,,,81.0,10000.0,Sergio Busquets,3-1-4-2,Guillermo Cuadra,Match Report,
26,2022-01-08,18:30,La Liga,Matchweek 20,Sat,Away,D,1.0,1.0,Granada,0.6,1.2,66.0,14442.0,Sergio Busquets,4-3-3,Pablo González,Match Report,
27,2022-01-12,22:00,Supercopa de España,Semi-finals,Wed,Home,L,2.0,3.0,Real Madrid,,,53.0,,Sergio Busquets,4-3-3,José Luis Munuera,Match Report,Required Extra Time
28,2022-01-21,,La Liga,Matchweek 21,Fri,Home,,,,Rayo Vallecano,,,,,,,,,Match Postponed
29,2022-01-23,21:00,La Liga,Matchweek 22,Sun,Away,,,,Alavés,,,,,,,,Head-to-Head,
30,2022-02-06,,La Liga,Matchweek 23,Sun,Home,,,,Atlético Madrid,,,,,,,,Head-to-Head,
31,2022-02-13,,La Liga,Matchweek 24,Sun,Away,,,,Espanyol,,,,,,,,Head-to-Head,
32,2022-02-17,18:45,Europa Lg,Round of 24,Thu,Home,,,,it  Napoli,,,,,,,,Head-to-Head,Leg 1 of 2
33,2022-02-20,,La Liga,Matchweek 25,Sun,Away,,,,Valencia,,,,,,,,Head-to-Head,
34,2022-02-24,21:00,Europa Lg,Round of 24,Thu,Away,,,,it  Napoli,,,,,,,,Head-to-Head,Leg 2 of 2
35,2022-02-27,,La Liga,Matchweek 26,Sun,Home,,,,Athletic Club,,,,,,,,Head-to-Head,
36,2022-03-06,,La Liga,Matchweek 27,Sun,Away,,,,Elche,,,,,,,,Head-to-Head,
37,2022-03-13,,La Liga,Matchweek 28,Sun,Home,,,,Osasuna,,,,,,,,Head-to-Head,
38,2022-03-20,,La Liga,Matchweek 29,Sun,Away,,,,Real Madrid,,,,,,,,Head-to-Head,
39,2022-04-03,,La Liga,Matchweek 30,Sun,Home,,,,Sevilla,,,,,,,,Head-to-Head,
40,2022-04-10,,La Liga,Matchweek 31,Sun,Away,,,,Levante,,,,,,,,Head-to-Head,
41,2022-04-17,,La Liga,Matchweek 32,Sun,Home,,,,Cádiz,,,,,,,,Head-to-Head,
42,2022-04-20,,La Liga,Matchweek 33,Wed,Away,,,,Real Sociedad,,,,,,,,Head-to-Head,
43,2022-05-01,,La Liga,Matchweek 34,Sun,Home,,,,Mallorca,,,,,,,,Head-to-Head,
44,2022-05-08,,La Liga,Matchweek 35,Sun,Away,,,,Betis,,,,,,,,Head-to-Head,
45,2022-05-11,,La Liga,Matchweek 36,Wed,Home,,,,Celta Vigo,,,,,,,,Head-to-Head,
46,2022-05-15,,La Liga,Matchweek 37,Sun,Away,,,,Getafe,,,,,,,,Head-to-Head,
47,2022-05-22,,La Liga,Matchweek 38,Sun,Home,,,,Villarreal,,,,,,,,Head-to-Head,
48,2022-10-19,,Copa del Rey,Round of 16,Wed,Away,,,,Athletic Club,,,,,,,,Head-to-Head,
