,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-15,20:00,La Liga,Matchweek 1,Sun,Home,W,4.0,2.0,Real Sociedad,2.7,0.8,63.0,20384.0,Sergio Busquets,4-3-3,Alejandro Hernández,Match Report,
1,2021-08-21,22:00,La Liga,Matchweek 2,Sat,Away,D,1.0,1.0,Athletic Club,1.0,1.6,67.0,9394.0,Sergio Busquets,4-3-3,Juan Martínez,Match Report,
2,2021-08-29,17:00,La Liga,Matchweek 3,Sun,Home,W,2.0,1.0,Getafe,1.5,0.4,67.0,26543.0,Sergio Busquets,4-3-3,Pablo González,Match Report,
3,2021-09-14,21:00,Champions Lg,Group stage,Tue,Home,L,0.0,3.0,de  Bayern Munich,0.2,2.1,48.0,39737.0,Sergio Busquets,3-5-2,Michael Oliver,Match Report,
4,2021-09-20,21:00,La Liga,Matchweek 5,Mon,Home,D,1.0,1.0,Granada,1.1,0.6,77.0,27097.0,Sergio Busquets,4-3-3,Santiago Jaime,Match Report,
5,2021-09-23,22:00,La Liga,Matchweek 6,Thu,Away,D,0.0,0.0,Cádiz,0.7,1.6,67.0,12180.0,Sergio Busquets,4-3-3,Carlos del Cerro,Match Report,
6,2021-09-26,16:15,La Liga,Matchweek 7,Sun,Home,W,3.0,0.0,Levante,3.5,1.2,70.0,35334.0,Sergio Busquets,4-2-3-1,Isidro Díaz de Mera,Match Report,
7,2021-09-29,20:00,Champions Lg,Group stage,Wed,Away,L,0.0,3.0,pt  Benfica,1.4,2.1,59.0,29454.0,Sergio Busquets,3-4-1-2,Daniele Orsato,Match Report,
8,2021-10-02,21:00,La Liga,Matchweek 8,Sat,Away,L,0.0,2.0,Atlético Madrid,0.8,1.1,70.0,60594.0,Sergio Busquets,4-2-3-1,César Soto,Match Report,
9,2021-10-17,21:00,La Liga,Matchweek 9,Sun,Home,W,3.0,1.0,Valencia,1.9,0.5,60.0,47317.0,Sergio Busquets,4-3-3,Jesús Gil,Match Report,
10,2021-10-20,18:45,Champions Lg,Group stage,Wed,Home,W,1.0,0.0,ua  Dynamo Kyiv,1.6,0.1,62.0,45968.0,Sergio Busquets,4-3-3,Clément Turpin,Match Report,
11,2021-10-24,16:15,La Liga,Matchweek 10,Sun,Home,L,1.0,2.0,Real Madrid,1.7,1.1,51.0,86422.0,Sergio Busquets,4-3-3,José Sánchez,Match Report,
12,2021-10-27,19:00,La Liga,Matchweek 11,Wed,Away,L,0.0,1.0,Rayo Vallecano,2.8,1.0,68.0,9340.0,Sergio Busquets,4-3-3,Antonio Matéu Lahoz,Match Report,
13,2021-10-30,21:00,La Liga,Matchweek 12,Sat,Home,D,1.0,1.0,Alavés,1.4,0.8,79.0,37278.0,Sergio Busquets,4-3-3,Jorge Figueroa,Match Report,
14,2021-11-02,22:00,Champions Lg,Group stage,Tue,Away,W,1.0,0.0,ua  Dynamo Kyiv,1.3,0.9,64.0,31378.0,Sergio Busquets,4-3-3,Ovidiu Hațegan,Match Report,
15,2021-11-06,16:15,La Liga,Matchweek 13,Sat,Away,D,3.0,3.0,Celta Vigo,0.8,1.7,48.0,13146.0,Sergio Busquets,4-3-3,Alejandro Hernández,Match Report,
