,Player,#,Nation,Pos,Age,Min,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
0,Ousmane Dembélé,11.0,fr  FRA,"FW,WB",23-330,80.0,0,0,0,1,0,0,2,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0
1,Martin Braithwaite,9.0,dk  DEN,FW,29-309,10.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0
2,Pedri,16.0,es  ESP,"LW,CM",18-136,80.0,1,0,0,1,2,0,1,1,1,0.0,0.0,0,4.0,0.0,0.0,
3,Francisco Trincão,17.0,pt  POR,CM,21-102,10.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
4,Lionel Messi,10.0,ar  ARG,"RW,FW",33-290,90.0,0,0,0,1,3,0,4,1,0,0.0,0.0,0,5.0,1.0,0.0,100.0
5,Frenkie de Jong,21.0,nl  NED,"DM,CM",23-333,90.0,0,0,0,1,3,0,1,1,1,0.0,0.0,0,5.0,0.0,1.0,0.0
6,Sergio Busquets,5.0,es  ESP,DM,32-268,63.0,0,0,0,3,1,0,0,0,1,0.0,0.0,0,9.0,2.0,2.0,50.0
7,Sergi Roberto,20.0,es  ESP,"DM,WB",29-062,27.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0
8,Jordi Alba,18.0,es  ESP,WB,32-020,90.0,1,0,0,0,1,0,5,1,0,0.0,0.0,0,13.0,0.0,0.0,
9,Sergiño Dest,2.0,us  USA,WB,20-158,45.0,0,0,0,1,2,0,0,0,0,0.0,0.0,0,6.0,0.0,0.0,
10,Antoine Griezmann,7.0,fr  FRA,"FW,CM",30-020,45.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
11,Clément Lenglet,15.0,fr  FRA,CB,25-297,90.0,0,0,0,3,0,0,1,0,1,0.0,0.0,0,8.0,2.0,2.0,50.0
12,Ronald Araújo,4.0,uy  URU,CB,22-034,71.0,1,0,0,1,0,0,0,0,2,0.0,0.0,0,7.0,1.0,0.0,100.0
13,Ilaix,27.0,es  ESP,CB,18-081,19.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0
14,Óscar Mingueza,28.0,es  ESP,CB,21-332,90.0,0,0,0,0,2,0,0,0,2,0.0,0.0,0,13.0,1.0,2.0,33.3
15,Marc-André ter Stegen,1.0,de  GER,GK,28-345,90.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,8.0,0.0,0.0,
16,Gerard Piqué,3.0,es  ESP,DF,34-067,,1,0,0,0,0,0,0,0,0,,,0,,,,
17,17 Players,,,,,990.0,4,0,0,12,16,1,14,4,8,0.0,0.0,0,83.0,9.0,9.0,50.0
