,Player,#,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
0,Karim Benzema,9.0,fr  FRA,FW,33-112,71,0,0,0,0,0,0,0,,0,17,3,17.6,7,5,5,1,0,0,1,1,1,0,0
1,Mariano,24.0,do  DOM,FW,27-252,19,1,1,0,1,0,0,0,,0,18,3,16.7,1,8,9,1,0,0,1,0,1,1,0
2,Vinicius Júnior,20.0,br  BRA,LM,20-272,71,3,2,2,0,1,2,4,50.0,2,22,3,13.6,7,9,6,2,1,0,1,1,4,1,0
3,Marcelo,12.0,br  BRA,LM,32-333,19,1,0,0,0,1,0,0,,0,2,0,0.0,1,0,1,2,0,0,2,0,1,0,0
4,Toni Kroos,8.0,de  GER,CM,31-096,71,3,3,2,1,0,0,5,0.0,5,27,9,33.3,8,14,5,2,2,0,0,0,3,0,0
5,Isco,22.0,es  ESP,CM,28-354,19,0,0,0,0,0,0,1,0.0,1,7,1,14.3,2,2,3,0,0,0,0,2,2,0,0
6,Luka Modrić,10.0,hr  CRO,CM,35-213,90,1,1,1,0,0,0,2,0.0,2,12,5,41.7,8,2,2,2,0,0,2,1,2,1,0
7,Federico Valverde,15.0,uy  URU,RM,22-262,60,0,0,0,0,0,0,1,0.0,1,16,5,31.3,6,5,5,3,0,0,3,1,1,1,0
8,Marco Asensio,11.0,es  ESP,RM,25-079,30,0,0,0,0,0,0,0,,0,5,0,0.0,2,1,2,0,0,0,0,3,3,1,0
9,Casemiro,14.0,br  BRA,DM,29-046,89,4,2,4,0,0,2,4,50.0,2,26,5,19.2,20,6,0,3,1,0,2,4,8,0,0
10,Ferland Mendy,23.0,fr  FRA,LB,25-306,90,2,2,2,0,0,0,1,0.0,1,13,4,30.8,11,1,1,2,0,0,2,0,2,1,0
11,Nacho,6.0,es  ESP,CB,31-082,90,1,1,1,0,0,1,3,33.3,2,18,9,50.0,12,5,1,4,1,0,3,1,2,0,0
12,Éder Militão,3.0,br  BRA,CB,23-082,90,2,2,2,0,0,1,2,50.0,1,12,8,66.7,7,4,1,4,3,0,1,2,4,6,0
13,Lucas Vázquez,17.0,es  ESP,RB,29-283,42,2,1,2,0,0,0,0,,0,14,4,28.6,9,3,2,0,0,0,0,0,2,1,0
14,Álvaro Odriozola,19.0,es  ESP,RB,25-117,48,2,0,2,0,0,0,0,,0,9,5,55.6,6,2,1,1,0,0,1,0,2,1,0
15,Thibaut Courtois,1.0,be  BEL,GK,28-334,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
16,16 Players,,,,,989,22,15,18,2,2,6,23,26.1,17,218,64,29.4,107,67,44,27,8,0,19,16,38,14,0
