,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Ousmane Dembélé,11.0,fr  FRA,"FW,WB",23-330,80.0,36.0,2.0,4.0,4.0,30.0,9.0,32.0,3.0,6.0,50.0,3.0,1.0,31.0,182.0,78.0,6.0,2.0,3.0,1.0,2.0,35.0,28.0,80.0,9.0
1,Martin Braithwaite,9.0,dk  DEN,FW,29-309,10.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,75.0,2.0
2,Pedri,16.0,es  ESP,"LW,CM",18-136,80.0,68.0,0.0,8.0,29.0,39.0,1.0,68.0,1.0,2.0,50.0,1.0,0.0,61.0,272.0,130.0,6.0,2.0,0.0,1.0,2.0,69.0,60.0,87.0,8.0
3,Francisco Trincão,17.0,pt  POR,CM,21-102,10.0,4.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,75.0,0.0
4,Lionel Messi,10.0,ar  ARG,"RW,FW",33-290,90.0,92.0,0.0,4.0,43.0,58.0,10.0,82.0,7.0,9.0,77.8,7.0,0.0,80.0,399.0,235.0,16.0,4.0,2.0,3.0,6.0,90.0,75.0,83.3,14.0
5,Frenkie de Jong,21.0,nl  NED,"DM,CM",23-333,90.0,80.0,1.0,15.0,39.0,28.0,6.0,78.0,3.0,3.0,100.0,3.0,0.0,70.0,321.0,142.0,5.0,1.0,1.0,0.0,0.0,73.0,67.0,91.8,6.0
6,Sergio Busquets,5.0,es  ESP,DM,32-268,63.0,83.0,3.0,15.0,52.0,21.0,1.0,82.0,2.0,2.0,100.0,2.0,0.0,74.0,265.0,135.0,2.0,1.0,0.0,2.0,0.0,70.0,69.0,98.6,3.0
7,Sergi Roberto,20.0,es  ESP,"DM,WB",29-062,27.0,25.0,0.0,5.0,12.0,10.0,1.0,22.0,0.0,0.0,,0.0,0.0,18.0,46.0,20.0,3.0,0.0,1.0,1.0,1.0,21.0,20.0,95.2,0.0
8,Jordi Alba,18.0,es  ESP,WB,32-020,90.0,105.0,6.0,20.0,28.0,59.0,3.0,89.0,0.0,0.0,,0.0,0.0,73.0,221.0,109.0,5.0,0.0,0.0,0.0,0.0,74.0,70.0,94.6,6.0
9,Sergiño Dest,2.0,us  USA,WB,20-158,45.0,34.0,3.0,4.0,13.0,19.0,3.0,31.0,0.0,0.0,,0.0,0.0,23.0,140.0,86.0,4.0,1.0,0.0,1.0,0.0,26.0,23.0,88.5,2.0
10,Antoine Griezmann,7.0,fr  FRA,"FW,CM",30-020,45.0,25.0,0.0,2.0,10.0,14.0,2.0,25.0,0.0,1.0,0.0,1.0,0.0,23.0,50.0,26.0,1.0,0.0,0.0,0.0,3.0,29.0,23.0,79.3,7.0
11,Clément Lenglet,15.0,fr  FRA,CB,25-297,90.0,103.0,13.0,33.0,53.0,24.0,2.0,100.0,0.0,0.0,,0.0,0.0,80.0,407.0,235.0,13.0,3.0,0.0,0.0,1.0,87.0,87.0,100.0,2.0
12,Ronald Araújo,4.0,uy  URU,CB,22-034,71.0,57.0,10.0,22.0,35.0,3.0,0.0,55.0,0.0,0.0,,0.0,0.0,39.0,187.0,86.0,1.0,1.0,0.0,0.0,0.0,38.0,38.0,100.0,0.0
13,Ilaix,27.0,es  ESP,CB,18-081,19.0,14.0,0.0,0.0,9.0,6.0,2.0,13.0,0.0,0.0,,0.0,0.0,8.0,19.0,7.0,0.0,1.0,0.0,1.0,0.0,14.0,12.0,85.7,1.0
14,Óscar Mingueza,28.0,es  ESP,CB,21-332,90.0,96.0,9.0,29.0,52.0,19.0,4.0,92.0,0.0,0.0,,0.0,0.0,71.0,314.0,140.0,4.0,2.0,1.0,0.0,1.0,73.0,71.0,97.3,2.0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-345,90.0,39.0,33.0,38.0,0.0,1.0,1.0,29.0,0.0,0.0,,0.0,0.0,16.0,70.0,43.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,100.0,0.0
16,Gerard Piqué,3.0,es  ESP,DF,34-067,,,,,,,,,,,,,,,,,,,,,,,,,
17,17 Players,,,,,990.0,864.0,80.0,200.0,380.0,337.0,48.0,805.0,16.0,23.0,69.6,17.0,1.0,670.0,2899.0,1475.0,66.0,18.0,8.0,11.0,16.0,724.0,666.0,92.0,62.0
