,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Karim Benzema,9.0,fr  FRA,FW,33-112,71,1,0,0,0,3,1,0,0,33,17,0,1,1,0.3,0.3,0.1,1,0,25,26,96.2,3,25,5,0,0
1,Mariano,24.0,do  DOM,FW,27-252,19,0,0,0,0,0,0,0,0,11,18,1,0,1,0.0,0.0,0.0,0,0,1,5,20.0,1,4,0,0,0
2,Vinicius Júnior,20.0,br  BRA,LM,20-272,71,0,0,0,0,0,0,0,0,39,22,3,1,2,0.0,0.0,0.4,4,2,15,24,62.5,2,33,6,4,5
3,Marcelo,12.0,br  BRA,LM,32-333,19,0,0,0,0,1,0,0,0,11,2,1,0,2,0.0,0.0,0.0,0,0,4,6,66.7,0,4,1,0,0
4,Toni Kroos,8.0,de  GER,CM,31-096,71,1,0,0,0,3,1,0,0,46,27,3,0,2,0.4,0.4,0.0,3,0,32,36,88.9,1,28,1,0,1
5,Isco,22.0,es  ESP,CM,28-354,19,0,0,0,0,2,0,0,0,7,7,0,2,0,0.2,0.2,0.0,1,0,3,4,75.0,0,6,0,1,2
6,Luka Modrić,10.0,hr  CRO,CM,35-213,90,0,0,0,0,1,0,0,0,54,12,1,1,2,0.1,0.1,0.0,5,0,40,48,83.3,3,44,2,2,3
7,Federico Valverde,15.0,uy  URU,RM,22-262,60,0,0,0,0,2,0,0,0,35,16,0,1,3,0.1,0.1,0.1,4,1,15,25,60.0,2,22,4,1,1
8,Marco Asensio,11.0,es  ESP,RM,25-079,30,0,0,0,0,0,0,0,0,14,5,0,3,0,0.0,0.0,0.2,3,0,8,9,88.9,3,9,1,0,0
9,Casemiro,14.0,br  BRA,DM,29-046,89,0,0,0,0,0,0,2,1,49,26,4,4,3,0.0,0.0,0.0,1,0,25,36,69.4,4,25,3,0,0
10,Ferland Mendy,23.0,fr  FRA,LB,25-306,90,0,0,0,0,0,0,0,0,33,13,2,0,2,0.0,0.0,0.0,0,0,20,26,76.9,1,21,2,1,1
11,Nacho,6.0,es  ESP,CB,31-082,90,0,0,0,0,0,0,1,0,22,18,1,1,4,0.0,0.0,0.0,0,0,14,19,73.7,1,15,1,1,1
12,Éder Militão,3.0,br  BRA,CB,23-082,90,0,0,0,0,1,0,0,0,37,12,2,2,4,0.2,0.2,0.0,0,0,18,22,81.8,1,18,0,0,1
13,Lucas Vázquez,17.0,es  ESP,RB,29-283,42,0,1,0,0,1,1,0,0,27,14,2,0,0,0.3,0.3,0.2,1,1,18,21,85.7,1,17,0,1,2
14,Álvaro Odriozola,19.0,es  ESP,RB,25-117,48,0,0,0,0,0,0,0,0,25,9,2,0,1,0.0,0.0,0.0,0,0,14,21,66.7,0,14,4,1,1
15,Thibaut Courtois,1.0,be  BEL,GK,28-334,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,0,0,17,27,63.0,0,16,0,0,0
16,16 Players,,,,,989,2,1,0,0,14,3,3,1,473,218,22,16,27,1.7,1.7,1.0,23,4,269,355,75.8,23,301,30,12,18
