,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Ousmane Dembélé,11.0,fr  FRA,"FW,WB",23-330,80.0,16.0,27.0,59.3,288.0,82.0,6.0,8.0,75.0,7.0,10.0,70.0,2.0,5.0,40.0,0,0.1,1.0,0.0,0.0,0.0,1.0
1,Martin Braithwaite,9.0,dk  DEN,FW,29-309,10.0,1.0,1.0,100.0,17.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0
2,Pedri,16.0,es  ESP,"LW,CM",18-136,80.0,54.0,59.0,91.5,1025.0,316.0,23.0,25.0,92.0,22.0,23.0,95.7,8.0,10.0,80.0,0,0.1,2.0,9.0,0.0,0.0,11.0
3,Francisco Trincão,17.0,pt  POR,CM,21-102,10.0,3.0,3.0,100.0,41.0,5.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0
4,Lionel Messi,10.0,ar  ARG,"RW,FW",33-290,90.0,60.0,70.0,85.7,1045.0,323.0,31.0,35.0,88.6,24.0,25.0,96.0,5.0,9.0,55.6,0,0.4,2.0,8.0,4.0,0.0,11.0
5,Frenkie de Jong,21.0,nl  NED,"DM,CM",23-333,90.0,63.0,73.0,86.3,923.0,291.0,34.0,41.0,82.9,20.0,22.0,90.9,4.0,4.0,100.0,0,0.0,0.0,5.0,2.0,0.0,6.0
6,Sergio Busquets,5.0,es  ESP,DM,32-268,63.0,70.0,77.0,90.9,1085.0,301.0,35.0,37.0,94.6,27.0,29.0,93.1,5.0,8.0,62.5,0,0.0,0.0,8.0,1.0,0.0,8.0
7,Sergi Roberto,20.0,es  ESP,"DM,WB",29-062,27.0,21.0,22.0,95.5,380.0,40.0,9.0,10.0,90.0,8.0,8.0,100.0,4.0,4.0,100.0,0,0.0,1.0,1.0,1.0,0.0,1.0
8,Jordi Alba,18.0,es  ESP,WB,32-020,90.0,80.0,98.0,81.6,1318.0,500.0,46.0,55.0,83.6,29.0,32.0,90.6,5.0,8.0,62.5,1,0.0,1.0,4.0,7.0,3.0,8.0
9,Sergiño Dest,2.0,us  USA,WB,20-158,45.0,22.0,28.0,78.6,220.0,48.0,17.0,19.0,89.5,3.0,4.0,75.0,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,1.0
10,Antoine Griezmann,7.0,fr  FRA,"FW,CM",30-020,45.0,16.0,19.0,84.2,197.0,52.0,8.0,10.0,80.0,7.0,8.0,87.5,0.0,0.0,,0,0.3,1.0,1.0,1.0,0.0,2.0
11,Clément Lenglet,15.0,fr  FRA,CB,25-297,90.0,91.0,97.0,93.8,1633.0,527.0,40.0,41.0,97.6,42.0,43.0,97.7,9.0,13.0,69.2,0,0.2,2.0,15.0,1.0,0.0,8.0
12,Ronald Araújo,4.0,uy  URU,CB,22-034,71.0,47.0,48.0,97.9,942.0,285.0,14.0,14.0,100.0,28.0,29.0,96.6,5.0,5.0,100.0,0,0.1,1.0,5.0,0.0,0.0,2.0
13,Ilaix,27.0,es  ESP,CB,18-081,19.0,8.0,8.0,100.0,97.0,2.0,6.0,6.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0
14,Óscar Mingueza,28.0,es  ESP,CB,21-332,90.0,81.0,83.0,97.6,1352.0,424.0,36.0,37.0,97.3,36.0,36.0,100.0,6.0,6.0,100.0,0,0.1,1.0,15.0,1.0,0.0,3.0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-345,90.0,33.0,35.0,94.3,796.0,484.0,4.0,4.0,100.0,21.0,21.0,100.0,8.0,10.0,80.0,0,0.0,0.0,0.0,0.0,0.0,0.0
16,Gerard Piqué,3.0,es  ESP,DF,34-067,,,,,,,,,,,,,,,,0,,,,,,
17,17 Players,,,,,990.0,666.0,748.0,89.0,11359.0,3680.0,310.0,343.0,90.4,279.0,295.0,94.6,61.0,82.0,74.4,1,1.2,12.0,72.0,18.0,3.0,62.0
