,Player,#,Nation,Pos,Age,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles
0,Ousmane Dembélé,11.0,fr  FRA,"FW,WB",23-330,80.0,0,0,0,0,2,0,0,0,36.0,13.0,0.0,0,0.0,0.3,0.3,0.1,4.0,0.0,16.0,27.0,59.3,1.0,31.0,6.0,3.0,6.0
1,Martin Braithwaite,9.0,dk  DEN,FW,29-309,10.0,0,0,0,0,1,0,0,0,3.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0
2,Pedri,16.0,es  ESP,"LW,CM",18-136,80.0,0,0,0,0,0,0,1,0,68.0,22.0,2.0,1,1.0,0.0,0.0,0.1,2.0,0.0,54.0,59.0,91.5,11.0,61.0,6.0,1.0,2.0
3,Francisco Trincão,17.0,pt  POR,CM,21-102,10.0,0,0,0,0,0,0,0,0,4.0,1.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,100.0,0.0,2.0,0.0,0.0,0.0
4,Lionel Messi,10.0,ar  ARG,"RW,FW",33-290,90.0,0,0,0,0,7,2,0,0,92.0,7.0,1.0,1,0.0,0.5,0.5,0.4,6.0,0.0,60.0,70.0,85.7,11.0,80.0,16.0,7.0,9.0
5,Frenkie de Jong,21.0,nl  NED,"DM,CM",23-333,90.0,0,0,0,0,0,0,0,0,80.0,12.0,1.0,1,3.0,0.0,0.0,0.0,1.0,0.0,63.0,73.0,86.3,6.0,70.0,5.0,3.0,3.0
6,Sergio Busquets,5.0,es  ESP,DM,32-268,63.0,0,0,0,0,0,0,0,0,83.0,16.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,77.0,90.9,8.0,74.0,2.0,2.0,2.0
7,Sergi Roberto,20.0,es  ESP,"DM,WB",29-062,27.0,0,0,0,0,0,0,0,0,25.0,3.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,22.0,95.5,1.0,18.0,3.0,0.0,0.0
8,Jordi Alba,18.0,es  ESP,WB,32-020,90.0,0,1,0,0,1,0,1,0,105.0,9.0,0.0,1,1.0,0.0,0.0,0.0,2.0,1.0,80.0,98.0,81.6,8.0,73.0,5.0,0.0,0.0
9,Sergiño Dest,2.0,us  USA,WB,20-158,45.0,0,0,0,0,0,0,0,0,34.0,10.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,78.6,1.0,23.0,4.0,0.0,0.0
10,Antoine Griezmann,7.0,fr  FRA,"FW,CM",30-020,45.0,0,0,0,0,0,0,0,0,25.0,6.0,0.0,0,0.0,0.0,0.0,0.3,3.0,1.0,16.0,19.0,84.2,2.0,23.0,1.0,0.0,1.0
11,Clément Lenglet,15.0,fr  FRA,CB,25-297,90.0,0,0,0,0,0,0,0,0,103.0,13.0,1.0,0,2.0,0.0,0.0,0.2,4.0,0.0,91.0,97.0,93.8,8.0,80.0,13.0,0.0,0.0
12,Ronald Araújo,4.0,uy  URU,CB,22-034,71.0,0,0,0,0,0,0,1,0,57.0,11.0,2.0,0,3.0,0.0,0.0,0.1,2.0,0.0,47.0,48.0,97.9,2.0,39.0,1.0,0.0,0.0
13,Ilaix,27.0,es  ESP,CB,18-081,19.0,0,0,0,0,3,1,0,0,14.0,3.0,1.0,0,0.0,0.2,0.2,0.0,1.0,0.0,8.0,8.0,100.0,0.0,8.0,0.0,0.0,0.0
14,Óscar Mingueza,28.0,es  ESP,CB,21-332,90.0,1,0,0,0,3,1,0,0,96.0,17.0,2.0,0,2.0,0.4,0.4,0.1,2.0,0.0,81.0,83.0,97.6,3.0,71.0,4.0,0.0,0.0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-345,90.0,0,0,0,0,1,0,0,0,39.0,0.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,33.0,35.0,94.3,0.0,16.0,0.0,0.0,0.0
16,Gerard Piqué,3.0,es  ESP,DF,34-067,,0,0,0,0,0,0,1,0,,,,0,,,,,,,,,,,,,,
17,17 Players,,,,,990.0,1,1,0,0,18,4,4,0,864.0,144.0,11.0,4,16.0,1.6,1.6,1.2,30.0,2.0,666.0,748.0,89.0,62.0,670.0,66.0,16.0,23.0
