,Player,#,Nation,Pos,Age,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Ousmane Dembélé,11.0,fr  FRA,"FW,WB",23-330,80.0,27.0,23.0,4.0,0.0,0.0,5.0,2.0,2,4.0,0.0,0.0,4.0,18.0,2.0,7.0,6.0,21.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0
1,Martin Braithwaite,9.0,dk  DEN,FW,29-309,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,Pedri,16.0,es  ESP,"LW,CM",18-136,80.0,59.0,59.0,0.0,0.0,0.0,13.0,3.0,1,0.0,0.0,0.0,0.0,49.0,5.0,5.0,8.0,50.0,1.0,0.0,0.0,54.0,0.0,1.0,0.0,2.0
3,Francisco Trincão,17.0,pt  POR,CM,21-102,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
4,Lionel Messi,10.0,ar  ARG,"RW,FW",33-290,90.0,70.0,62.0,8.0,3.0,0.0,16.0,2.0,4,2.0,0.0,1.0,0.0,56.0,4.0,10.0,63.0,6.0,0.0,0.0,0.0,60.0,0.0,0.0,2.0,1.0
5,Frenkie de Jong,21.0,nl  NED,"DM,CM",23-333,90.0,73.0,71.0,2.0,2.0,0.0,15.0,0.0,1,0.0,0.0,0.0,0.0,65.0,5.0,3.0,8.0,63.0,1.0,0.0,1.0,63.0,1.0,1.0,3.0,1.0
6,Sergio Busquets,5.0,es  ESP,DM,32-268,63.0,77.0,76.0,1.0,1.0,0.0,16.0,1.0,0,0.0,0.0,0.0,0.0,64.0,7.0,6.0,10.0,65.0,1.0,0.0,0.0,70.0,0.0,0.0,3.0,1.0
7,Sergi Roberto,20.0,es  ESP,"DM,WB",29-062,27.0,22.0,19.0,3.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,18.0,3.0,1.0,4.0,15.0,0.0,3.0,0.0,21.0,0.0,0.0,0.0,1.0
8,Jordi Alba,18.0,es  ESP,WB,32-020,90.0,98.0,82.0,16.0,1.0,0.0,8.0,3.0,5,0.0,0.0,0.0,0.0,62.0,22.0,14.0,74.0,9.0,0.0,15.0,0.0,80.0,0.0,1.0,4.0,5.0
9,Sergiño Dest,2.0,us  USA,WB,20-158,45.0,28.0,25.0,3.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,20.0,7.0,1.0,4.0,21.0,0.0,3.0,0.0,22.0,0.0,0.0,0.0,3.0
10,Antoine Griezmann,7.0,fr  FRA,"FW,CM",30-020,45.0,19.0,19.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,15.0,2.0,2.0,15.0,2.0,1.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0
11,Clément Lenglet,15.0,fr  FRA,CB,25-297,90.0,97.0,94.0,3.0,2.0,0.0,13.0,2.0,1,0.0,0.0,0.0,0.0,84.0,5.0,8.0,85.0,8.0,0.0,1.0,1.0,91.0,0.0,1.0,0.0,0.0
12,Ronald Araújo,4.0,uy  URU,CB,22-034,71.0,48.0,46.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.0,2.0,1.0,5.0,43.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0
13,Ilaix,27.0,es  ESP,CB,18-081,19.0,8.0,7.0,1.0,1.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
14,Óscar Mingueza,28.0,es  ESP,CB,21-332,90.0,83.0,79.0,4.0,0.0,0.0,10.0,1.0,0,0.0,0.0,0.0,0.0,73.0,6.0,4.0,12.0,67.0,0.0,4.0,0.0,81.0,0.0,0.0,1.0,1.0
15,Marc-André ter Stegen,1.0,de  GER,GK,28-345,90.0,35.0,25.0,10.0,1.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,29.0,2.0,4.0,2.0,29.0,1.0,0.0,3.0,33.0,0.0,1.0,0.0,0.0
16,Gerard Piqué,3.0,es  ESP,DF,34-067,,,,,,,,,0,,,,,,,,,,,,,,,,,
17,17 Players,,,,,990.0,748.0,691.0,57.0,13.0,0.0,110.0,14.0,14,6.0,0.0,1.0,4.0,609.0,72.0,67.0,299.0,407.0,5.0,26.0,6.0,666.0,1.0,5.0,14.0,19.0
