,Player,#,Nation,Pos,Age,Min,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Karim Benzema,9.0,fr  FRA,FW,33-112,71,33,1,3,19,17,2,30,0,0,,0,0,25,220,158,5,5,0,2,1,35,24,68.6,4
1,Mariano,24.0,do  DOM,FW,27-252,19,11,1,1,6,4,1,11,0,0,,0,0,4,8,0,0,0,0,2,1,11,8,72.7,3
2,Vinicius Júnior,20.0,br  BRA,LM,20-272,71,39,2,9,14,21,8,39,4,5,80.0,4,1,33,223,150,6,4,2,5,2,36,28,77.8,5
3,Marcelo,12.0,br  BRA,LM,32-333,19,11,1,1,5,5,3,10,0,0,,0,0,4,17,14,1,0,0,0,1,4,2,50.0,1
4,Toni Kroos,8.0,de  GER,CM,31-096,71,46,4,17,18,12,2,38,0,1,0.0,0,0,28,71,27,1,0,0,0,0,29,27,93.1,1
5,Isco,22.0,es  ESP,CM,28-354,19,7,0,1,5,4,2,7,1,2,50.0,1,0,6,12,0,0,0,0,0,0,8,5,62.5,1
6,Luka Modrić,10.0,hr  CRO,CM,35-213,90,54,5,19,22,16,1,51,2,3,66.7,2,0,44,193,89,2,2,0,0,0,40,34,85.0,2
7,Federico Valverde,15.0,uy  URU,RM,22-262,60,35,2,12,14,12,1,33,1,1,100.0,1,0,22,136,78,4,1,0,2,0,29,27,93.1,1
8,Marco Asensio,11.0,es  ESP,RM,25-079,30,14,1,3,5,6,1,14,0,0,,0,0,9,25,7,1,0,1,0,0,8,8,100.0,1
9,Casemiro,14.0,br  BRA,DM,29-046,89,49,6,26,15,9,1,49,0,0,,0,0,25,83,61,3,1,0,1,0,29,26,89.7,1
10,Ferland Mendy,23.0,fr  FRA,LB,25-306,90,33,6,21,9,4,0,27,1,1,100.0,1,0,21,112,43,2,0,0,0,0,20,17,85.0,0
11,Nacho,6.0,es  ESP,CB,31-082,90,22,5,15,10,0,0,22,1,1,100.0,1,0,15,47,13,1,0,0,0,0,10,10,100.0,0
12,Éder Militão,3.0,br  BRA,CB,23-082,90,37,17,32,5,1,1,37,0,1,0.0,0,0,18,99,13,0,0,0,0,0,16,16,100.0,0
13,Lucas Vázquez,17.0,es  ESP,RB,29-283,42,27,6,15,7,6,2,26,1,2,50.0,1,0,17,60,26,0,0,0,0,0,21,18,85.7,1
14,Álvaro Odriozola,19.0,es  ESP,RB,25-117,48,25,3,11,9,8,1,19,1,1,100.0,1,0,14,133,70,4,1,1,0,0,12,10,83.3,2
15,Thibaut Courtois,1.0,be  BEL,GK,28-334,90,30,29,30,0,0,0,23,0,0,,0,0,16,88,33,0,0,0,0,0,11,9,81.8,0
16,16 Players,,,,,989,473,89,216,163,125,26,436,12,18,66.7,12,1,301,1527,782,30,14,4,12,5,319,269,84.3,23
