,Player,#,Nation,Pos,Age,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog
0,Karim Benzema,9.0,fr  FRA,FW,33-112,71,25,26,96.2,290,69,19,19,100.0,5,6,83.3,0,0,,0,0.1,1,0,3,0,3
1,Mariano,24.0,do  DOM,FW,27-252,19,1,5,20.0,33,33,0,2,0.0,0,0,,1,2,50.0,0,0.0,0,1,1,0,1
2,Vinicius Júnior,20.0,br  BRA,LM,20-272,71,15,24,62.5,182,44,11,16,68.8,2,3,66.7,1,2,50.0,0,0.4,2,0,2,0,2
3,Marcelo,12.0,br  BRA,LM,32-333,19,4,6,66.7,48,8,2,2,100.0,1,1,100.0,0,2,0.0,0,0.0,0,1,0,0,0
4,Toni Kroos,8.0,de  GER,CM,31-096,71,32,36,88.9,617,263,16,17,94.1,10,11,90.9,6,8,75.0,0,0.0,1,2,0,0,1
5,Isco,22.0,es  ESP,CM,28-354,19,3,4,75.0,48,0,1,2,50.0,2,2,100.0,0,0,,0,0.0,0,0,0,0,0
6,Luka Modrić,10.0,hr  CRO,CM,35-213,90,40,48,83.3,789,409,21,25,84.0,13,14,92.9,6,7,85.7,0,0.0,0,3,2,0,3
7,Federico Valverde,15.0,uy  URU,RM,22-262,60,15,25,60.0,222,95,10,13,76.9,4,6,66.7,1,3,33.3,0,0.1,1,1,0,0,2
8,Marco Asensio,11.0,es  ESP,RM,25-079,30,8,9,88.9,135,80,4,4,100.0,3,4,75.0,1,1,100.0,0,0.2,2,1,2,1,3
9,Casemiro,14.0,br  BRA,DM,29-046,89,25,36,69.4,461,133,10,13,76.9,11,13,84.6,3,8,37.5,0,0.0,0,3,0,0,4
10,Ferland Mendy,23.0,fr  FRA,LB,25-306,90,20,26,76.9,321,183,12,12,100.0,5,8,62.5,2,5,40.0,0,0.0,0,1,1,0,1
11,Nacho,6.0,es  ESP,CB,31-082,90,14,19,73.7,307,120,4,6,66.7,6,6,100.0,4,7,57.1,0,0.0,0,1,0,0,1
12,Éder Militão,3.0,br  BRA,CB,23-082,90,18,22,81.8,353,155,7,8,87.5,8,9,88.9,3,5,60.0,0,0.0,0,0,0,0,1
13,Lucas Vázquez,17.0,es  ESP,RB,29-283,42,18,21,85.7,346,179,6,7,85.7,9,11,81.8,2,2,100.0,1,0.2,1,1,1,1,1
14,Álvaro Odriozola,19.0,es  ESP,RB,25-117,48,14,21,66.7,173,68,9,10,90.0,4,8,50.0,0,1,0.0,0,0.0,0,0,0,0,0
15,Thibaut Courtois,1.0,be  BEL,GK,28-334,90,17,27,63.0,569,432,3,3,100.0,8,8,100.0,6,16,37.5,0,0.0,0,0,0,0,0
16,16 Players,,,,,989,269,355,75.8,4894,2271,135,159,84.9,91,110,82.7,36,69,52.2,1,1.0,8,15,12,2,23
