,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
0,Luis Abram,pe  PER,DF,Granada,25-224,1996,2.7,75,18,51,24,3,2,74,0,0,,0,0,26,96,45,3,0,0,1,0,37,35,94.6,0
1,Marcos Acuña,ar  ARG,DF,Sevilla,29-346,1991,5.8,523,12,148,261,146,5,441,11,15,73.3,12,2,345,1502,872,35,8,1,9,6,381,363,95.3,24
2,Martin Agirregabiria,es  ESP,DF,Alavés,25-152,1996,3.8,205,12,73,93,50,5,177,0,1,0.0,0,1,94,397,218,7,2,0,4,2,116,103,88.8,10
3,Julen Agirrezabala,es  ESP,GK,Athletic Club,20-287,2000,2.0,52,44,52,0,0,0,29,0,0,,0,0,20,95,51,0,0,0,0,0,10,9,90.0,0
4,Joseph Aidoo,gh  GHA,DF,Celta Vigo,26-010,1995,1.0,64,6,34,30,0,0,64,0,0,,0,0,42,184,91,3,0,0,0,2,38,38,100.0,0
5,Carlos Akapo,gq  EQG,DF,Cádiz,28-211,1993,4.0,189,15,62,81,57,0,150,0,0,,0,0,87,493,232,11,7,0,4,1,97,78,80.4,8
6,Paul Akouokou,ci  CIV,MF,Betis,23-293,1997,0.9,70,2,15,53,4,0,70,1,1,100.0,1,0,50,292,174,7,1,0,0,0,52,52,100.0,0
7,David Alaba,at  AUT,DF,Real Madrid,29-107,1992,7.0,516,60,203,229,122,14,473,2,3,66.7,2,0,366,2187,1274,36,13,2,5,4,403,378,93.8,26
8,Tomás Alarcón,cl  CHI,MF,Cádiz,22-263,1999,7.3,329,31,115,163,64,5,307,2,3,66.7,2,0,165,598,237,6,3,0,5,8,152,137,90.1,8
9,Jordi Alba,es  ESP,DF,Barcelona,32-202,1989,3.0,289,12,80,125,92,13,247,4,7,57.1,5,2,182,563,255,14,3,4,2,0,205,191,93.2,16
10,Raúl Albiol,es  ESP,DF,Villarreal,36-035,1985,5.0,313,56,171,166,3,0,303,1,1,100.0,1,0,207,1538,939,18,1,0,0,0,229,225,98.3,0
11,Paco Alcácer,es  ESP,FW,Villarreal,28-040,1993,1.8,55,0,3,17,36,12,53,1,1,100.0,1,0,28,135,51,4,1,0,3,1,63,42,66.7,14
12,Omar Alderete,py  PAR,DF,Valencia,24-287,1996,7.0,314,58,174,142,13,8,303,1,1,100.0,1,0,148,1065,554,10,1,0,2,2,148,145,98.0,1
13,Iván Alejo,es  ESP,MF,Cádiz,26-241,1995,0.3,19,1,9,9,4,0,19,0,1,0.0,0,0,13,55,27,1,1,0,2,2,15,13,86.7,3
14,Carles Aleñá,es  ESP,"MF,FW",Getafe,23-277,1998,5.4,241,1,20,142,95,4,213,2,5,40.0,2,0,166,773,383,22,8,0,9,10,202,167,82.7,18
15,Emmanuel Amankwaa Akurugu,gh  GHA,DF,Getafe,19-323,2001,0.1,4,0,1,1,2,1,3,0,0,,0,0,2,2,0,0,0,0,0,0,3,2,66.7,1
16,Amath,sn  SEN,"FW,MF",Mallorca,25-085,1996,3.5,102,4,21,54,37,11,100,6,8,75.0,6,0,69,392,238,12,4,2,7,9,116,61,52.6,12
17,Florin Andone,ro  ROU,"FW,MF",Cádiz,28-181,1993,1.0,32,1,3,17,14,2,30,0,1,0.0,0,0,14,48,5,0,0,0,5,1,60,24,40.0,5
18,José Ángel,es  ESP,DF,Osasuna,32-034,1989,1.2,91,3,22,49,21,1,80,2,4,50.0,2,0,55,215,111,8,0,0,1,2,57,54,94.7,1
19,Josep Antoni Gayá,es  ESP,DF,Mallorca,21-094,2000,0.6,32,9,24,11,0,0,30,0,0,,0,0,14,76,28,0,0,0,1,0,19,19,100.0,0
20,Mauro Arambarri,uy  URU,MF,Getafe,26-009,1995,4.2,219,2,26,132,75,5,207,12,16,75.0,12,0,148,809,350,18,3,0,7,7,154,138,89.6,15
21,Néstor Araujo,mx  MEX,DF,Celta Vigo,30-041,1991,6.9,456,48,250,227,17,5,449,1,1,100.0,1,0,279,1636,865,21,5,0,1,1,304,297,97.7,0
22,Ronald Araújo,uy  URU,DF,Barcelona,22-216,1999,4.9,408,59,181,239,15,10,396,1,1,100.0,1,0,298,1771,965,28,3,0,3,1,308,303,98.4,2
23,Jesús Areso,es  ESP,DF,Osasuna,22-099,1999,0.9,40,3,7,20,15,1,26,0,1,0.0,0,0,17,98,36,3,1,0,1,2,19,16,84.2,2
24,Santiago Arias,co  COL,DF,Granada,29-269,1992,2.0,116,10,34,53,37,1,91,1,3,33.3,1,1,59,320,197,9,6,0,3,0,53,43,81.1,4
25,Santiago Arzamendia,py  PAR,MF,Cádiz,23-157,1998,1.5,52,6,20,14,20,0,50,1,4,25.0,1,2,28,160,95,3,1,0,2,2,50,23,46.0,4
26,Sergio Asenjo,es  ESP,GK,Villarreal,32-103,1989,1.0,23,22,22,1,0,0,19,0,0,,0,0,14,82,56,0,0,0,0,0,11,10,90.9,0
27,Marco Asensio,es  ESP,"MF,FW",Real Madrid,25-261,1996,2.5,146,3,21,59,77,7,126,3,4,75.0,3,0,105,631,306,11,4,1,1,4,114,103,90.4,10
28,Iago Aspas,es  ESP,FW,Celta Vigo,34-069,1987,7.8,363,5,17,148,222,52,353,8,12,66.7,9,0,263,1490,770,44,17,12,24,6,393,274,69.7,72
29,Ezequiel Ávila,ar  ARG,FW,Osasuna,27-245,1994,2.4,84,2,3,33,53,9,81,0,5,0.0,2,0,43,246,96,4,2,1,11,1,132,62,47.0,18
30,Iddrisu Baba,gh  GHA,MF,Mallorca,25-260,1996,7.1,320,19,98,211,33,5,317,2,5,40.0,3,0,215,1115,504,15,5,0,3,4,173,165,95.4,0
31,Carlos Bacca,co  COL,FW,Granada,35-031,1986,3.6,97,3,11,42,47,14,91,5,7,71.4,5,1,52,301,185,10,2,4,4,3,127,63,49.6,17
32,Miguel Baeza,es  ESP,DF,Celta Vigo,21-196,2000,0.0,5,0,1,4,3,0,5,0,0,,0,0,5,71,49,2,1,0,0,0,5,5,100.0,0
